alpha,arousal1,betha,theta,gamma,valence1
3.55,0.28,3.99,3.71,3.89,0.02
3.68,0.27,3.78,3.88,3.97,0
3.9,0.26,3.59,4.23,3.9,-0.02
3.98,0.25,3.59,4.66,3.94,-0.02
4.05,0.25,3.82,4.97,3.92,-0.03
4.14,0.24,3.89,5.15,4.09,-0.03
4.19,0.24,3.93,5.3,4.03,-0.03
4.13,0.24,4.09,5.33,4.04,-0.04
4.03,0.25,4.04,5.4,4,-0.05
3.91,0.26,4.13,5.56,4.01,-0.07
3.85,0.26,4.15,5.62,4.19,-0.08
4,0.25,4.42,5.67,4.54,-0.07
4.67,0.21,4.52,6.16,4.49,-0.06
5.08,0.2,4.57,6.56,4.61,-0.05
5.09,0.2,4.57,6.59,4.65,-0.05
5.09,0.2,4.59,6.56,4.59,-0.05
5.09,0.2,4.7,6.59,4.81,-0.05
5.13,0.19,4.68,6.6,4.88,-0.05
5.52,0.18,6.14,6.78,6.11,0.01
5.52,0.18,5.68,6.75,5.8,0.01
5.48,0.18,5.35,6.64,4.92,0.01
5.19,0.19,5.22,6.38,4.57,-0.01
4.6,0.22,5.07,6.06,4.66,-0.04
4.12,0.24,4.86,5.77,4.81,-0.06
4.16,0.24,5.1,5.65,5,-0.05
4.27,0.23,6.07,5.45,5.39,-0.03
4.2,0.24,6.12,5.06,5.49,-0.01
4.12,0.24,6.16,4.93,5.5,0
4.11,0.24,6.18,5.03,5.54,0.01
4.13,0.24,6.26,4.99,5.57,0.02
4.28,0.23,6.32,4.96,5.56,0.01
4.35,0.23,6.34,4.95,5.52,0.01
4.35,0.23,6.33,4.86,5.51,0.01
4.37,0.23,6.31,4.8,5.51,0
4.27,0.23,6.29,4.76,5.39,0
4.02,0.25,6.11,4.75,4.96,-0.01
3.72,0.27,5.64,4.7,4.81,-0.02
3.71,0.27,5.52,4.43,4.79,-0.03
3.75,0.27,5.46,3.94,4.86,-0.04
3.77,0.27,5.44,3.59,4.76,-0.04
3.7,0.27,5.29,3.61,4.71,-0.04
3.41,0.29,5.1,3.67,4.8,-0.05
3.33,0.3,5.12,3.5,4.84,-0.06
3.33,0.3,5.05,3.3,4.67,-0.06
3.19,0.31,5.11,3.4,4.77,-0.06
3.24,0.31,4.93,3.48,4.75,-0.05
3.34,0.3,4.93,3.58,4.84,-0.04
3.36,0.3,4.83,4.02,4.68,-0.02
3.35,0.3,4.93,4.39,4.71,-0.01
3.43,0.29,4.91,4.51,4.65,-0.01
3.55,0.28,4.88,4.63,4.72,-0.01
3.61,0.28,4.9,4.68,4.67,-0.01
3.63,0.28,4.74,4.68,4.47,-0.01
3.61,0.28,4.65,4.67,4.45,-0.01
3.7,0.27,4.62,4.63,4.4,0
3.71,0.27,4.63,4.57,4.25,0
3.66,0.27,4.53,4.68,4.28,-0.01
3.61,0.28,4.44,4.89,4.28,0
3.54,0.28,4.47,4.85,4.28,0
3.45,0.29,4.32,4.76,4.45,0.01
3.4,0.29,4.46,4.77,4.46,0.01
3.21,0.31,4.76,4.68,4.55,0.02
3.52,0.28,4.93,4.65,4.57,0
3.94,0.25,4.93,4.73,4.57,0
4.15,0.24,5,4.77,4.46,0
4.3,0.23,4.99,4.78,4.43,0
4.38,0.23,4.95,4.76,4.42,0.01
4.42,0.23,5.09,4.57,4.35,0.01
4.46,0.22,5.1,4.26,4.34,0.01
4.51,0.22,5.1,4.11,4.29,0.01
4.51,0.22,5.07,3.91,3.98,0.01
4.5,0.22,5.04,3.7,4.08,0
4.47,0.22,4.76,3.73,4.02,0
4.29,0.23,4.71,3.66,4.03,0.01
4.03,0.25,4.72,3.47,4.16,0.01
3.74,0.27,4.73,3.39,4.34,0.01
3.42,0.29,4.78,3.35,4.36,0.01
3.3,0.3,4.8,3.2,4.38,0.01
3.34,0.3,4.71,3.13,4.32,0
3.24,0.31,4.82,3.13,4.35,-0.03
3.07,0.33,4.84,3.01,4.59,-0.04
2.98,0.34,5.03,3.1,4.77,-0.02
3.05,0.33,5.01,3.46,4.6,-0.01
3.01,0.33,5.07,3.77,4.6,-0.01
2.9,0.34,5.11,3.85,4.65,-0.02
2.89,0.35,5.15,3.8,4.6,-0.02
2.92,0.34,5.2,3.88,4.56,-0.03
2.89,0.35,5.22,4.06,4.53,-0.04
2.5,0.4,5.25,4.09,4.56,-0.07
2.43,0.41,5.21,4.14,4.64,-0.07
3.01,0.33,5.15,4.29,4.68,-0.05
3.29,0.3,5.07,4.43,4.45,-0.04
3.62,0.28,4.96,4.46,4.42,-0.03
3.98,0.25,4.94,4.36,4.48,-0.02
4.1,0.24,5.12,4.5,4.53,-0.02
4.12,0.24,5.1,4.88,4.48,-0.02
4.17,0.24,5.18,5,4.59,-0.02
4.23,0.24,5.24,4.96,4.66,-0.01
4.32,0.23,5.15,5.08,4.79,-0.01
4.38,0.23,5.26,5.35,4.95,-0.01
4.43,0.23,5.9,5.41,4.93,-0.02
4.85,0.21,5.97,5.59,5,-0.03
5.13,0.2,6.02,5.82,4.97,-0.03
5.13,0.2,6.03,5.99,5.11,-0.04
5.09,0.2,5.99,6.11,5.06,-0.04
5.12,0.2,5.91,6.07,5.02,-0.04
5.13,0.19,5.88,6,5,-0.04
5.13,0.19,5.78,6.02,4.81,-0.04
5.13,0.19,5.74,6.02,4.77,-0.04
5.09,0.2,5.64,5.91,4.57,-0.05
5.07,0.2,5.48,5.82,4.24,-0.05
4.95,0.2,4.41,5.82,4.15,-0.05
4.41,0.23,3.74,5.61,3.83,-0.07
3.85,0.26,3.66,5.22,3.6,-0.06
3.85,0.26,3.67,4.66,3.05,-0.05
3.81,0.26,4.23,4.09,3.77,-0.05
3.88,0.26,4.25,4,3.76,-0.02
3.97,0.25,4.16,3.99,3.74,-0.01
3.92,0.26,4.33,3.7,3.79,0
3.87,0.26,4.35,3.56,3.9,0
4,0.25,4.37,3.69,3.82,0.01
4.07,0.25,4.43,3.8,3.9,0.01
4.07,0.25,4.51,3.74,3.9,0.01
4.07,0.25,4.64,3.73,4.04,0.01
4.04,0.25,4.73,4.15,4.07,0.01
