alpha,arousal1,betha,theta,gamma,valence1
3.26,0.307,3.84,3.42,2.61,-0.0621
3.37,0.297,3.83,3.61,2.6,-0.0648
3.59,0.279,3.79,3.64,2.6,-0.054
3.74,0.268,3.81,3.69,2.35,-0.0434
3.73,0.268,3.66,3.74,2.3,-0.0396
3.68,0.272,3.47,3.71,2.27,-0.0386
3.5,0.286,3.54,3.82,2.35,-0.0485
3.37,0.297,3.55,4,2.43,-0.0489
3.34,0.299,3.74,4.06,2.49,-0.0422
3.39,0.295,3.71,4.04,2.51,-0.04
3.53,0.283,3.59,3.99,2.42,-0.0409
3.61,0.277,3.52,3.78,2.39,-0.0444
3.48,0.287,3.55,3.72,2.54,-0.0439
3.38,0.296,3.53,3.72,2.57,-0.0405
3.38,0.296,3.61,3.65,2.63,-0.0466
3.36,0.298,3.76,3.68,2.6,-0.052
3.37,0.297,3.71,3.64,2.7,-0.0408
3.45,0.29,3.7,3.5,2.67,-0.0244
3.39,0.295,3.63,3.47,2.64,-0.0232
3.38,0.296,3.39,3.6,2.66,-0.0254
3.24,0.309,3.37,3.67,2.63,-0.02
3,0.333,3.39,3.68,2.66,0.00129
2.88,0.347,3.48,3.69,2.7,0.0218
2.77,0.361,3.49,3.68,2.73,0.028
2.58,0.388,3.5,3.6,2.73,0.0345
2.38,0.419,3.2,3.58,2.72,0.0743
2.38,0.42,3.21,3.82,2.64,0.0898
2.39,0.418,3.26,4.05,2.61,0.0826
2.67,0.375,3.49,4.25,2.55,0.0325
2.95,0.34,3.53,4.24,2.49,-0.00712
3.22,0.31,3.51,4.26,2.55,-0.0194
3.3,0.303,3.51,4.55,2.52,-0.0242
3.41,0.293,3.54,4.72,2.48,-0.0307
3.51,0.285,3.44,4.74,2.39,-0.0316
3.5,0.286,3.45,4.74,2.3,-0.0319
3.45,0.29,3.47,4.75,2.3,-0.0344
3.46,0.289,3.53,4.71,2.32,-0.0308
3.43,0.291,3.55,4.63,2.3,-0.0316
3.3,0.303,3.43,4.5,2.3,-0.0465
3.23,0.31,3.06,4.3,2.35,-0.0539
2.99,0.334,3.04,4.25,2.22,-0.0594
2.8,0.357,3.07,3.97,2.19,-0.0735
2.96,0.337,3.1,3.44,2.4,-0.0441
3.01,0.333,3.11,3.33,2.39,-0.0223
3.13,0.32,3.12,3.27,2.37,-0.0276
3.32,0.301,3.28,3.24,2.35,-0.0231
3.41,0.294,3.33,3.35,2.41,-0.0193
3.39,0.295,3.35,3.33,2.42,-0.0241
3.38,0.296,3.39,3.26,2.68,-0.0266
3.36,0.298,3.63,3.28,2.72,-0.0236
3.28,0.305,3.79,3.08,2.72,-0.0199
3.26,0.306,3.79,3.01,2.73,-0.00917
3.17,0.315,3.79,3.04,2.65,0.000733
3.01,0.332,3.97,2.89,2.68,-0.00453
2.8,0.358,4.07,2.81,2.69,-0.00377
2.64,0.379,4.02,2.82,2.61,-0.0111
2.81,0.356,4.1,2.68,2.66,-0.0168
2.9,0.345,4.08,2.5,2.63,-0.00326
2.96,0.338,4.11,2.8,2.61,0.00293
3.06,0.327,3.99,3.1,2.23,0.00276
3.12,0.32,3.92,3.36,2.18,0.00442
3.13,0.319,3.82,3.6,2.17,0.00358
3.12,0.321,3.91,3.72,2.27,-0.00261
3.09,0.324,4.1,3.75,2.26,-0.00465
3.09,0.324,4,3.77,2.14,0.000886
3.03,0.331,3.92,3.83,2.1,0.0104
2.81,0.355,3.82,3.88,2.17,0.022
2.77,0.361,3.75,3.96,2.12,0.00157
3.02,0.331,3.84,3.99,2.14,-0.0102
3.04,0.329,3.77,3.9,2.11,-0.0131
2.94,0.34,3.92,3.81,2.1,-0.0165
2.9,0.345,3.99,3.74,2.13,-0.0164
2.89,0.346,4.17,3.61,2.17,-0.0117
2.89,0.346,4.12,3.42,2.08,-0.00966
2.9,0.344,4.04,3.35,1.98,-0.012
2.91,0.344,3.98,3.37,2.1,-0.0153
2.92,0.343,3.97,3.42,2.24,-0.0178
2.84,0.352,4.03,3.36,2.17,-0.0075
2.56,0.391,3.93,3.31,2.04,-0.00697
2.1,0.477,3.89,3.48,2.07,-0.0315
1.96,0.51,3.85,3.56,2.32,-0.0766
2.03,0.493,3.74,3.57,2.52,-0.0756
2.11,0.474,3.68,3.64,2.5,-0.0704
2.19,0.456,3.65,3.79,2.56,-0.042
2.31,0.432,3.59,3.88,2.59,-0.0206
2.33,0.428,3.57,3.83,2.59,-0.0199
2.25,0.444,3.57,3.75,2.61,-0.0132
2.24,0.446,3.58,3.81,2.52,0.00105
2.47,0.405,3.62,3.92,2.52,0.0285
2.69,0.371,3.8,3.81,2.6,0.0303
2.77,0.361,3.99,3.66,2.61,0.0485
2.78,0.36,4,3.84,2.45,0.0604
2.8,0.357,4.08,3.99,2.36,0.0489
3.76,0.266,3.86,4.17,2.72,-0.0229
3.51,0.285,3.89,4.12,2.66,-0.0338
3.43,0.291,3.86,4.14,2.55,-0.0236
3.43,0.292,3.9,4.11,2.49,-0.0149
3.25,0.308,3.85,4.03,2.44,-0.00733
3.17,0.315,3.87,3.93,2.42,-0.000845
3.13,0.32,3.97,3.76,2.3,-0.00439
2.9,0.345,3.97,3.84,2.26,-0.00294
2.71,0.369,3.89,3.96,2.19,0.0111
2.66,0.375,3.85,3.75,2.3,0.0314
2.91,0.344,4,3.44,2.29,0.00762
3.09,0.324,4.1,3.49,2.39,-0.0147
3.08,0.325,4,3.56,2.41,-0.0372
3.08,0.325,4.1,3.66,2.39,-0.0513
3.04,0.329,4.24,3.81,2.45,-0.0503
2.99,0.335,4.38,3.93,2.49,-0.0442
3.06,0.327,4.37,4.11,2.45,-0.0199
3.29,0.304,4.29,4.19,2.51,-0.00817
3.45,0.29,4.32,4.07,2.54,-0.00471
3.56,0.281,4.33,3.95,2.55,-0.00581
3.68,0.272,4.47,3.98,2.65,-0.0118
3.71,0.269,4.43,3.98,2.86,-0.0102
3.69,0.271,4.42,3.94,2.8,-0.000729
3.63,0.276,4.35,3.9,2.82,0.0066
3.6,0.278,4.34,4.01,2.86,0.00707
3.64,0.275,4.34,4.16,2.92,0.00129
3.65,0.274,4.26,4.22,2.88,-0.00341
3.55,0.282,4.27,4.11,2.95,-0.00994
3.42,0.292,4.23,4.02,2.96,-0.017
3.33,0.301,4.28,4.1,2.99,-0.0247
3.21,0.312,4.15,4.25,2.98,-0.0346
2.89,0.346,3.92,4.32,2.83,-0.0416
2.53,0.396,3.99,4.33,2.82,-0.0524
2.37,0.422,4.01,4.39,2.82,-0.0816
2.49,0.402,4.06,4.42,2.76,-0.0967
2.65,0.378,4.05,4.35,2.66,-0.119
2.62,0.382,3.91,4.16,2.66,-0.144
2.58,0.388,3.88,3.98,2.64,-0.149
2.69,0.371,3.89,3.98,2.49,-0.135
2.87,0.349,3.87,3.97,2.66,-0.11
2.93,0.341,4.05,3.78,2.67,-0.1
2.9,0.344,4.11,3.57,2.7,-0.0968
2.91,0.344,4.1,3.51,2.68,-0.0916
2.96,0.338,4.03,3.49,2.65,-0.097
3.04,0.329,4.06,3.36,2.58,-0.0829
2.94,0.34,3.96,3.24,2.57,-0.0754
2.96,0.338,3.9,3.35,2.6,-0.0265
3.36,0.297,3.83,3.54,2.65,0.0251
3.67,0.272,3.97,3.64,2.89,0.0407
3.72,0.269,4.03,3.62,2.94,0.0545
3.69,0.271,4.17,3.63,2.86,0.071
3.7,0.271,4.05,3.67,2.89,0.0792
3.7,0.27,4.08,3.73,2.91,0.0811
3.68,0.271,4.13,3.73,3,0.087
3.64,0.275,4.07,3.67,2.92,0.0962
3.61,0.277,4.32,3.84,3.05,0.0973
3.59,0.278,4.52,4.18,3.1,0.0964
3.41,0.294,4.52,4.36,3.11,0.0996
2.98,0.336,4.45,4.42,3.06,0.11
2.58,0.387,4.41,4.38,2.92,0.0925
2.55,0.393,4.32,4.39,2.79,0.044
2.54,0.394,4.22,4.51,2.73,0.0155
2.56,0.39,4.31,4.63,2.71,0.00556
2.68,0.373,4.26,4.72,2.6,-0.0115
2.81,0.356,4.27,4.76,2.58,-0.0241
2.95,0.339,4.42,4.73,2.55,-0.0247
3.33,0.3,4.11,4.69,2.35,-0.0263
3.62,0.276,3.97,4.59,2.21,-0.0217
3.75,0.267,4.06,4.5,2.27,-0.0162
3.79,0.264,4.12,4.39,2.29,-0.0189
3.91,0.256,4.21,4.38,2.16,-0.0216
3.96,0.252,4.21,4.35,2.13,-0.0213
3.99,0.25,4.16,4.24,2.23,-0.0211
4,0.25,4.02,4.05,2.2,-0.0225
3.98,0.251,4.05,3.91,2.37,-0.0229
3.96,0.253,3.89,4.01,2.48,-0.0236
3.96,0.253,3.77,3.99,2.45,-0.0181
3.87,0.259,3.74,3.92,2.42,-0.0121
3.76,0.266,3.69,3.8,2.49,-0.00837
3.73,0.268,3.69,3.73,2.55,-0.00637
3.62,0.277,3.85,3.78,2.54,0.00198
3.57,0.28,3.83,4.06,2.54,0.0136
3.78,0.265,3.92,4.07,2.53,0.018
3.94,0.254,4.04,4.06,2.55,0.0225
3.99,0.25,4.06,4.03,2.51,0.0282
4.12,0.243,3.98,3.94,2.4,0.034
4.2,0.238,3.98,3.85,2.45,0.0345
4.2,0.238,3.99,3.88,2.6,0.034
4.13,0.242,4.04,3.81,2.58,0.0354
4.11,0.243,4,3.76,2.44,0.033
4.11,0.243,3.99,4.03,2.36,0.0295
4.12,0.243,3.86,4.18,2.47,0.026
4,0.25,3.95,4.22,2.53,0.0248
3.73,0.268,3.81,4.25,2.71,0.0307
3.67,0.272,3.73,4.35,2.72,0.0333
3.47,0.288,3.76,4.45,2.72,0.0286
3.25,0.308,3.84,4.47,2.76,0.0207
3.13,0.32,3.77,4.47,2.78,0.00461
3.1,0.323,3.8,4.44,2.7,-0.0236
3.33,0.3,3.79,4.52,2.72,-0.0414
3.44,0.291,3.75,4.64,2.68,-0.044
3.43,0.292,3.65,4.66,2.69,-0.0417
3.45,0.29,3.44,4.61,2.65,-0.0394
3.52,0.284,3.48,4.7,2.69,-0.0443
3.59,0.279,3.62,4.69,2.47,-0.0578
3.59,0.278,3.69,4.59,2.57,-0.066
3.6,0.278,3.67,4.59,2.51,-0.0677
4.13,0.242,3.72,3.98,2.56,-0.0419
4.26,0.235,3.82,4.08,2.63,-0.0398
4.32,0.231,3.96,4.17,2.61,-0.0396
4.35,0.23,3.99,4.15,2.86,-0.0383
4.43,0.226,4.01,4.14,2.85,-0.0341
4.47,0.224,3.92,4.09,2.86,-0.0308
4.47,0.224,3.91,3.89,2.87,-0.029
4.47,0.224,3.88,3.71,2.84,-0.0302
4.4,0.227,3.86,3.68,2.71,-0.0344
4.25,0.235,3.84,3.74,2.66,-0.0379
4.05,0.247,3.96,3.96,2.64,-0.04
3.79,0.264,4.01,4.05,2.58,-0.0385
3.75,0.267,3.93,3.91,2.55,-0.0298
3.84,0.26,3.85,3.88,2.59,-0.0281
3.9,0.257,3.84,3.96,2.28,-0.0292
3.81,0.263,3.98,4,2.42,-0.0356
3.58,0.28,3.97,3.96,2.38,-0.0395
3.43,0.292,3.92,3.86,2.18,-0.0347
3.37,0.297,3.78,3.87,2.25,-0.0225
3.4,0.294,3.73,3.81,2.33,-0.0218
3.41,0.293,3.81,3.78,2.41,-0.0223
3.41,0.293,3.64,3.86,2.4,-0.0276
3.32,0.301,3.5,3.84,2.36,-0.0391
3.15,0.317,3.37,3.82,2.44,-0.053
2.75,0.364,3.39,3.73,2.53,-0.0709
2.38,0.421,3.49,3.66,2.39,-0.0664
2.38,0.419,3.61,3.61,2.32,-0.0287
2.83,0.354,4.03,3.71,2.43,0.00272
3.4,0.294,4.09,3.81,2.43,-0.0102
3.51,0.285,4.13,3.87,2.44,-0.0172
3.46,0.289,4.17,3.92,2.48,-0.0156
3.5,0.285,4.15,3.71,2.54,-0.02
3.57,0.28,4.16,3.52,2.65,-0.024
3.6,0.278,4.18,3.5,2.82,-0.0254
3.6,0.278,4.18,3.53,2.81,-0.0249
3.66,0.273,4.18,3.58,2.79,-0.0232
3.74,0.267,3.96,3.74,2.94,-0.0236
3.72,0.269,3.67,3.78,2.99,-0.032
3.45,0.29,3.47,3.64,2.94,-0.0555
3.12,0.321,3.43,3.54,2.91,-0.0753
3.03,0.33,3.3,3.37,3.03,-0.0654
3.07,0.326,3.26,3.2,2.97,-0.0472
3.08,0.325,3.22,3.12,2.88,-0.0205
3.09,0.323,3.3,3.07,2.76,-0.000742
3.18,0.314,3.68,3.05,2.69,0.00673
3.39,0.295,3.75,3.07,2.87,0.00945
3.41,0.293,3.79,2.87,2.86,0.0161
3.36,0.298,3.8,2.73,2.71,0.0182
3.42,0.292,3.81,3.22,2.67,0.00731
3.43,0.291,3.79,3.58,2.7,0.00743
3.59,0.278,3.81,3.72,2.73,0.0166
3.81,0.263,3.72,3.93,2.57,0.0151
3.85,0.259,3.78,4.06,2.67,0.0117
3.8,0.263,3.73,4.11,2.72,0.00932
3.75,0.267,3.52,4.12,2.74,0.0083
3.64,0.274,3.3,4.12,2.68,0.00951
3.49,0.286,3.34,4.18,2.48,0.00683
3.5,0.286,3.36,4.31,2.77,0.00278
3.46,0.289,3.45,4.33,2.83,0.00512
3.37,0.297,3.33,4.23,2.88,0.0122
3.32,0.301,3.29,4.07,2.91,0.00911
2.92,0.342,3.39,3.97,2.89,-0.0207
2.41,0.415,3.55,4.01,2.85,-0.0818
2.35,0.425,3.84,4.18,2.83,-0.0651
2.61,0.383,4,4.29,2.78,-0.0419
2.7,0.371,3.98,4.42,2.74,-0.0474
2.72,0.367,3.96,4.57,2.79,-0.0656
3.04,0.329,4.09,4.62,2.73,-0.0503
3.46,0.289,4.04,4.6,2.48,-0.0306
3.6,0.278,4.06,4.56,2.41,-0.0242
3.64,0.275,4.11,4.7,2.63,-0.019
3.75,0.267,4.13,4.86,2.52,-0.0119
3.86,0.259,4.13,4.88,2.52,-0.00932
3.89,0.257,4.12,4.84,2.48,-0.00982
3.85,0.259,3.86,4.78,2.44,-0.0108
3.77,0.265,3.7,4.71,2.5,-0.0106
3.76,0.266,3.71,4.61,2.48,-0.00661
3.76,0.266,3.56,4.4,2.43,-0.00282
3.54,0.282,3.48,4.22,2.53,-0.000498
3.32,0.301,3.52,4.22,2.52,-0.0026
3.27,0.306,3.51,4.21,2.36,-0.00826
3.19,0.313,3.38,3.97,2.27,-0.0179
3.05,0.328,3.48,3.69,2.39,-0.0316
2.91,0.344,3.41,3.78,2.51,-0.0441
2.84,0.352,3.35,3.99,2.51,-0.0507
2.85,0.351,3.41,4.17,2.54,-0.0496
2.84,0.352,3.36,4.29,2.56,-0.0516
2.75,0.363,3.47,4.31,2.57,-0.0676
2.47,0.404,3.72,4.31,2.42,-0.11
2.15,0.464,3.71,4.3,2.39,-0.0905
1.9,0.527,3.81,4.27,2.42,-0.0552
1.75,0.571,3.73,4.2,2.39,-0.0311
1.77,0.564,3.69,4.13,2.59,0.00699
1.76,0.569,3.67,4.1,2.5,0.0451
1.86,0.536,3.64,3.94,2.41,0.0612
1.98,0.505,3.63,3.6,2.45,0.08
2.17,0.461,3.7,3.24,2.41,0.116
2.25,0.444,3.74,3.05,2.44,0.108
2.63,0.38,3.67,3.06,2.58,0.0647
2.96,0.338,3.67,3.24,2.54,0.0395
3.09,0.324,3.83,3.27,2.65,0.0204
3.3,0.303,3.71,3.49,2.74,0.00243
3.44,0.291,3.73,3.58,2.7,0.000186
3.59,0.278,3.7,3.56,2.44,-0.00873
3.63,0.276,3.77,3.55,2.46,-0.0152
3.62,0.276,4.03,3.49,2.8,-0.0202
3.6,0.278,4.16,3.37,2.81,-0.0239
3.22,0.31,3.92,3.57,3.29,-0.0102
3.21,0.311,3.91,3.46,3.26,-0.0103
3.2,0.312,3.93,3.39,3.21,-0.0183
3.29,0.303,3.91,3.51,3.23,-0.0225
3.31,0.303,3.92,3.87,3.16,-0.0182
3.22,0.311,3.91,3.94,3.1,-0.0245
3.12,0.32,3.92,3.94,3.16,-0.0309
3.03,0.33,3.84,4.25,3.13,-0.0305
3.12,0.32,3.76,4.45,3.04,-0.0343
3.08,0.325,3.76,4.45,2.8,-0.038
2.93,0.342,3.44,4.35,2.79,-0.0416
2.83,0.354,3.39,4.32,2.79,-0.0473
2.62,0.381,3.31,4.34,2.77,-0.0612
2.48,0.404,3.7,4.35,2.75,-0.0417
2.57,0.389,3.71,4.33,2.75,-0.0243
3,0.334,3.73,4.15,2.8,-0.0361
3.18,0.315,3.65,4.07,2.64,-0.0332
3.22,0.31,3.67,4.18,2.43,-0.0331
3.37,0.297,3.65,4.18,2.47,-0.0373
3.55,0.281,3.59,4.05,2.42,-0.038
3.8,0.263,3.59,4.12,2.32,-0.0368
3.85,0.26,3.57,4.23,2.19,-0.0381
3.91,0.256,3.56,4.22,2.28,-0.0386
3.94,0.254,3.6,4.22,2.4,-0.0397
3.94,0.254,3.32,4.26,2.73,-0.0432
3.86,0.259,3.3,4.35,2.71,-0.0519
3.69,0.271,3.36,4.53,2.75,-0.0594
3.64,0.275,3.35,4.6,2.74,-0.0625
3.58,0.279,3.3,4.37,2.7,-0.0631
3.42,0.292,3.68,4.18,2.68,-0.0667
3.06,0.327,3.69,4.24,2.65,-0.0668
3.1,0.323,3.7,4.29,2.65,-0.0351
3.23,0.31,3.7,4.26,2.61,-0.019
3.22,0.311,3.76,4.27,2.79,-0.0147
3.19,0.313,3.56,4.25,2.68,-0.00734
3.14,0.318,3.7,4.24,2.4,0.00657
3.06,0.327,3.73,4.18,2.33,0.0185
3.06,0.327,3.6,4.03,2.3,0.0205
3.11,0.321,3.62,3.84,2.29,0.0147
3.23,0.31,3.59,3.83,2.24,0.00548
3.27,0.306,3.42,3.92,2.25,0.000927
3.16,0.316,3.42,3.81,2.42,-0.00268
2.95,0.339,3.56,3.64,2.53,-0.0118
2.88,0.347,3.58,3.56,2.5,-0.0183
2.98,0.335,3.48,3.55,2.32,-0.0176
3.02,0.331,3.5,3.53,2.43,-0.0274
3.05,0.328,3.45,3.49,2.42,-0.0354
3.06,0.327,3.45,3.59,2.41,-0.0342
3.08,0.324,3.45,3.88,2.41,-0.0408
3.11,0.321,3.47,4.05,2.46,-0.0484
3.03,0.33,3.2,4.02,2.45,-0.0579
2.99,0.334,3.48,3.96,2.61,-0.0583
2.95,0.339,3.48,3.95,2.48,-0.0618
2.84,0.353,3.58,3.9,2.44,-0.0736
2.59,0.386,3.63,3.93,2.51,-0.112
2.54,0.393,3.68,4.01,2.54,-0.124
2.67,0.375,3.68,4.02,2.58,-0.0875
2.73,0.366,3.59,3.99,2.58,-0.0538
2.95,0.339,3.69,3.8,2.57,-0.0233
2.97,0.336,3.73,3.42,2.57,-0.00212
2.88,0.347,3.71,3.3,2.61,0.0111
2.98,0.336,3.75,3.32,2.57,0.0123
3.09,0.323,3.5,3.35,2.53,0.00551
3.15,0.317,3.7,3.35,2.53,0.00179
3.21,0.311,3.55,3.35,2.49,-0.00254
3.22,0.311,3.58,3.25,2.4,-0.00558
3.11,0.322,3.6,3.11,2.36,-0.00843
3.06,0.327,3.57,3.09,2.23,-0.0168
2.95,0.339,3.61,2.81,2.27,-0.0315
2.68,0.373,3.45,2.58,2.38,-0.0627
2.63,0.38,3.57,3.12,2.28,-0.0707
2.75,0.364,3.7,3.54,2.25,-0.0576
2.77,0.36,3.72,3.64,2.28,-0.0491
2.91,0.344,3.91,3.65,2.26,-0.0448
3.09,0.324,3.81,3.81,2.34,-0.0448
3.3,0.303,3.81,3.96,2.36,-0.0362
3.44,0.291,3.83,3.98,2.57,-0.0231
3.45,0.29,3.83,4.03,2.58,-0.015
3.49,0.287,3.86,4.12,2.57,-0.0141
3.59,0.279,3.89,4.15,2.46,-0.0128
3.66,0.273,3.96,4.12,2.52,-0.0135
3.7,0.27,3.85,3.94,2.52,-0.0155
3.67,0.272,3.88,3.88,2.55,-0.0154
3.65,0.274,3.74,4.09,2.59,-0.0114
3.61,0.277,3.76,4.17,2.6,-0.00616
3.51,0.285,3.81,4.03,2.53,-0.000395
3.27,0.306,3.78,3.92,2.46,0.00233
3.18,0.314,3.69,3.91,2.37,0.00404
3.21,0.312,3.73,3.82,2.34,0.0115
3.15,0.317,3.65,3.72,2.36,0.0149
3.05,0.328,3.66,3.7,2.35,0.022
2.95,0.339,3.75,3.76,2.39,0.0336
2.96,0.338,3.75,3.77,2.42,0.0377
2.92,0.342,3.74,3.68,2.4,0.0251
2.9,0.345,3.78,3.76,2.38,0.0199
2.83,0.353,3.66,3.81,2.6,0.0226
2.9,0.345,3.68,3.82,2.6,0.00146
2.9,0.345,3.69,3.88,2.56,-0.0165
2.8,0.358,3.75,4.05,2.51,-0.0338
2.79,0.359,3.83,4.13,2.52,-0.0375
2.78,0.359,3.96,4.15,2.53,-0.04
2.97,0.337,4.02,4.16,2.55,-0.039
3.08,0.324,3.94,4.12,2.57,-0.0334
3.05,0.328,3.97,4.08,2.54,-0.0393
3.13,0.319,4.01,4.02,2.54,-0.0445
3.29,0.304,3.98,3.95,2.42,-0.047
4.26,0.235,4.37,4.8,2.31,-0.037
4.24,0.236,4.19,4.46,2.37,-0.0341
4.27,0.234,4.29,4.32,2.68,-0.0327
4.33,0.231,4.15,4.3,2.71,-0.0371
4.29,0.233,4.13,4.12,2.88,-0.0474
4.26,0.235,4.12,4.07,2.92,-0.0513
4.25,0.235,3.91,4.11,2.92,-0.0543
4.21,0.237,4.03,4.11,2.86,-0.0761
4.25,0.235,3.99,4.04,2.84,-0.0969
4.29,0.233,3.98,3.86,2.81,-0.0989
4.3,0.232,4.02,3.78,2.86,-0.101
4.3,0.232,4.12,3.72,2.87,-0.099
4.3,0.233,3.91,3.44,2.84,-0.0977
4.24,0.236,3.75,3.46,2.59,-0.104
4.11,0.243,3.72,3.47,2.54,-0.117
4.02,0.249,3.66,3.36,2.32,-0.12
3.87,0.258,3.62,3.43,2.36,-0.119
3.55,0.282,3.56,3.59,2.28,-0.119
3.05,0.328,3.39,3.69,2.24,-0.11
2.65,0.377,3.48,3.74,2.31,-0.0641
2.53,0.395,3.49,3.73,2.34,-0.0297
2.53,0.395,3.4,3.71,2.19,-0.0286
2.56,0.391,3.18,3.74,2.07,-0.0485
2.55,0.392,3.15,3.7,1.94,-0.0705
2.62,0.381,3.41,3.73,2.13,-0.075
2.8,0.357,3.5,3.86,2.25,-0.0934
3.14,0.318,3.48,3.97,2.18,-0.119
3.37,0.297,3.55,3.85,2.2,-0.123
3.63,0.275,3.64,3.84,2.4,-0.113
3.89,0.257,3.54,4.26,2.42,-0.106
4.06,0.246,3.65,4.51,2.49,-0.0975
4.11,0.243,3.66,4.51,2.51,-0.0947
4.22,0.237,3.77,4.61,2.67,-0.0819
4.43,0.226,3.79,4.68,2.86,-0.0615
4.54,0.22,3.82,4.65,2.88,-0.054
4.57,0.219,3.68,4.61,2.82,-0.0531
4.54,0.22,3.88,4.66,2.85,-0.0502
4.54,0.22,3.88,4.65,2.83,-0.0413
4.52,0.221,3.84,4.64,2.82,-0.0342
4.42,0.226,3.94,4.55,2.84,-0.0299
4.29,0.233,4.12,4.29,2.8,-0.0225
4.28,0.233,4.07,4.1,2.72,-0.0153
4.36,0.229,4.08,4.14,2.64,-0.0126
4.34,0.23,4.08,4.05,2.58,-0.0137
4.24,0.236,4.08,3.94,2.35,-0.0163
4.16,0.24,4.01,3.87,2.28,-0.0179
4.13,0.242,4.01,3.56,2.3,-0.0172
4.1,0.244,3.88,3.42,2.35,-0.0166
4.05,0.247,3.91,3.44,2.41,-0.018
4,0.25,4.08,3.49,2.4,-0.0188
4.01,0.25,3.93,3.53,2.32,-0.0216
3.95,0.253,3.78,3.46,2.32,-0.0296
3.81,0.263,3.63,3.48,2.45,-0.04
3.58,0.279,3.77,3.67,2.47,-0.0511
3.35,0.298,3.77,3.97,2.36,-0.0585
3.35,0.298,3.77,4.11,2.48,-0.0491
3.5,0.286,3.76,4.2,2.44,-0.0359
3.61,0.277,3.73,4.27,2.4,-0.0311
3.63,0.276,3.66,4.26,2.37,-0.0337
3.57,0.28,3.61,4.24,2.5,-0.044
3.49,0.286,3.62,4.21,2.6,-0.0498
3.48,0.288,3.56,4.2,2.68,-0.0438
3.57,0.28,3.52,4.26,2.63,-0.0444
3.65,0.274,3.65,4.22,2.57,-0.0466
3.65,0.274,3.47,3.93,2.67,-0.0442
3.52,0.284,3.61,3.69,2.75,-0.046
3.37,0.297,3.62,3.59,2.69,-0.054
3.26,0.307,3.62,3.44,2.66,-0.0654
3.11,0.321,3.59,3.31,2.63,-0.0865
3.01,0.333,3.57,3.22,2.49,-0.0831
3.07,0.326,3.57,3.19,2.38,-0.0626
3.13,0.32,3.31,3.19,2.36,-0.0643
3.1,0.322,3.52,3.48,2.35,-0.0752
3.09,0.324,3.7,3.75,2.49,-0.0744
3.14,0.318,3.58,3.84,2.47,-0.0764
3.23,0.309,3.51,3.85,2.44,-0.0771
3.21,0.311,3.53,3.83,2.39,-0.0688
3.15,0.318,3.62,3.81,2.44,-0.0718
3.3,0.303,3.64,3.91,2.49,-0.0629
3.59,0.279,3.68,3.94,2.55,-0.0549
3.74,0.268,3.81,3.98,2.67,-0.063
3.82,0.262,3.83,4.02,2.67,-0.0708
3.88,0.258,3.78,4.01,2.6,-0.0688
3.87,0.258,3.59,3.76,2.57,-0.0663
3.82,0.262,3.43,3.48,2.59,-0.0658
3.75,0.267,3.45,3.5,2.66,-0.0669
3.71,0.27,3.49,3.61,2.59,-0.0684
3.73,0.268,3.51,3.63,2.58,-0.0692
3.77,0.265,3.52,3.69,2.59,-0.0675
3.73,0.268,3.67,3.84,2.68,-0.0699
3.52,0.284,3.64,3.98,2.53,-0.0763
3.22,0.31,3.6,4.07,2.52,-0.0806
3.19,0.314,3.56,4.09,2.56,-0.0865
3.31,0.302,3.62,4.08,2.6,-0.117
3.56,0.281,3.86,4.04,2.61,-0.143
3.75,0.267,3.88,4.04,2.68,-0.156
3.83,0.261,3.83,4.06,2.65,-0.164
3.89,0.257,3.76,4.04,2.63,-0.159
3.92,0.255,3.75,4.02,2.72,-0.148
3.88,0.258,3.74,3.94,2.64,-0.149
3.82,0.262,3.78,3.82,2.64,-0.163
3.79,0.264,3.79,3.59,2.63,-0.166
3.8,0.263,3.84,3.39,2.61,-0.152
3.73,0.268,3.89,3.44,2.59,-0.128
3.49,0.286,3.95,3.91,2.6,-0.109
3.32,0.301,3.94,4.05,2.49,-0.0684
3.24,0.308,3.45,4.17,2.56,-0.00284
3.13,0.32,3.55,4.13,2.77,0.00767
3.09,0.324,3.63,4.19,2.88,0.0221
3.14,0.318,3.57,4.23,2.87,0.03
3.1,0.322,3.73,4.21,2.93,0.0293
3.19,0.314,3.83,4.16,2.9,0.0225
3.42,0.292,3.8,4.09,2.94,0.0111
3.58,0.279,3.65,4,3.01,-0.00123
3.61,0.277,3.72,4.01,3.06,-0.00891
3.62,0.276,3.73,4.03,3.08,-0.00371
3.71,0.269,3.79,4.01,3.1,0.00517
3.85,0.26,3.82,4.09,3.13,0.00663
3.88,0.258,3.77,3.99,3.2,0.00725
3.89,0.257,3.72,3.83,3.25,0.00158
3.91,0.256,3.72,3.83,3.3,-0.00204
3.98,0.251,3.57,3.88,3.29,-0.00289
4.03,0.248,3.57,3.98,3.32,-0.00209
3.9,0.256,3.69,3.99,3.26,-0.00176
3.69,0.271,3.75,3.85,3.16,-0.00344
3.56,0.281,3.58,3.63,3.12,-0.00608
3.48,0.287,3.51,3.72,2.98,-0.00963
3.26,0.307,3.44,3.91,2.91,-0.0123
3.15,0.317,3.36,4.03,2.79,-0.0177
3.16,0.317,3.35,4.17,2.4,-0.0127
3.12,0.32,3.3,4.31,2.17,-0.00397
3,0.334,3.29,4.37,2.19,0.00206
2.66,0.377,3.34,4.35,2.05,0.0176
