alpha,arousal1,betha,theta,gamma,valence1
3.99,0.25,3.56,5.58,2.87,0.02
4.30,0.23,3.54,5.75,2.85,0.02
4.30,0.23,3.54,5.82,2.82,0.03
4.28,0.23,3.56,5.82,2.81,0.03
4.29,0.23,3.58,5.86,2.85,0.03
4.25,0.24,3.59,5.86,2.91,0.03
4.25,0.24,3.60,5.68,2.90,0.04
4.26,0.23,3.54,5.48,2.96,0.04
4.26,0.23,3.43,5.43,2.93,0.04
4.24,0.24,2.89,5.43,2.89,0.04
3.99,0.25,2.80,5.28,2.80,0.05
3.32,0.30,2.89,4.88,2.71,0.06
2.79,0.36,2.88,4.61,2.70,0.06
2.70,0.37,2.81,4.48,2.82,0.05
2.67,0.37,2.77,4.23,2.89,0.05
2.68,0.37,2.65,3.76,2.85,0.05
2.67,0.38,2.59,3.34,2.89,0.03
2.47,0.40,2.73,3.29,2.91,-0.01
2.46,0.41,2.77,3.31,2.88,-0.05
2.56,0.39,3.06,3.24,2.92,-0.05
2.62,0.38,3.27,3.15,2.87,-0.04
2.63,0.38,3.33,3.14,2.84,-0.03
2.55,0.39,3.41,3.17,2.73,-0.03
2.47,0.40,3.45,3.20,2.71,-0.03
2.50,0.40,3.53,3.28,2.52,-0.04
2.49,0.40,3.60,3.38,2.56,-0.05
2.49,0.40,3.68,3.58,2.56,-0.08
2.45,0.41,3.86,3.78,2.83,-0.09
2.43,0.41,3.87,3.88,3.05,-0.09
2.42,0.41,3.88,3.90,3.01,-0.11
2.33,0.43,3.77,4.17,3.12,-0.13
2.52,0.40,3.76,4.52,3.19,-0.09
2.67,0.37,3.67,4.67,3.29,-0.06
2.61,0.38,3.66,4.66,3.33,-0.06
2.69,0.37,3.60,4.62,3.42,-0.07
2.77,0.36,3.65,4.60,3.40,-0.07
2.78,0.36,3.58,4.56,3.40,-0.06
2.82,0.35,3.46,4.48,3.39,-0.04
2.85,0.35,3.27,4.40,3.34,-0.03
2.81,0.36,3.38,4.36,3.25,-0.03
2.82,0.35,3.40,4.33,3.20,-0.03
2.91,0.34,3.37,4.09,3.20,-0.04
2.75,0.36,3.39,3.37,3.12,-0.06
2.66,0.38,3.45,2.64,3.12,-0.08
2.66,0.38,3.49,2.61,3.15,-0.07
2.57,0.39,3.64,2.66,3.24,-0.06
2.50,0.40,3.66,2.81,3.35,-0.05
2.52,0.40,3.64,3.01,3.37,-0.05
2.57,0.39,3.63,3.07,3.40,-0.06
2.64,0.38,3.57,3.14,3.45,-0.05
2.75,0.36,3.45,3.13,3.48,-0.03
2.72,0.37,3.44,3.15,3.44,0.00
2.59,0.39,3.43,3.37,3.40,0.01
2.58,0.39,3.35,3.56,3.31,0.02
2.56,0.39,3.36,3.62,3.33,0.03
2.53,0.40,3.12,3.70,3.20,0.03
2.69,0.37,2.90,3.65,2.99,0.02
2.82,0.35,2.92,3.58,3.09,0.03
2.77,0.36,3.07,3.65,2.95,0.03
2.69,0.37,3.12,3.75,2.91,0.04
2.59,0.39,3.12,3.73,2.67,0.03
2.43,0.41,3.09,3.69,2.66,0.01
2.45,0.41,2.99,3.58,2.76,-0.01
2.53,0.39,3.07,3.37,2.77,-0.03
2.51,0.40,3.06,3.29,2.81,-0.04
2.51,0.40,3.01,3.25,2.84,-0.05
2.42,0.41,3.49,3.04,2.88,-0.05
2.06,0.49,3.46,2.90,2.91,-0.13
1.92,0.52,3.42,2.68,2.86,-0.23
1.99,0.50,3.34,2.08,3.03,-0.20
1.99,0.50,3.39,1.61,3.09,-0.18
2.04,0.49,3.43,1.56,3.05,-0.12
2.06,0.49,3.42,1.57,3.12,-0.08
1.90,0.53,3.41,1.53,3.14,-0.04
1.86,0.54,3.38,1.55,3.11,0.01
1.86,0.54,3.40,1.64,3.07,0.03
1.83,0.55,3.33,1.90,3.14,0.06
1.86,0.54,2.79,2.63,3.08,0.07
1.88,0.53,2.81,3.12,2.97,0.08
1.87,0.53,2.77,3.37,2.82,0.12
2.53,0.40,2.98,2.87,1.74,-0.02
2.56,0.39,3.73,3.55,1.82,-0.03
3.08,0.32,3.76,4.15,1.65,-0.04
3.48,0.29,3.76,4.41,1.56,-0.03
3.53,0.28,3.79,4.43,1.60,-0.03
3.60,0.28,3.77,4.47,2.08,-0.03
3.67,0.27,3.80,4.54,2.13,-0.02
3.75,0.27,3.78,4.55,2.47,-0.02
3.87,0.26,3.90,4.57,2.98,-0.02
3.90,0.26,4.02,4.63,3.09,-0.02
3.88,0.26,4.00,4.70,3.21,-0.02
3.87,0.26,3.74,4.71,3.21,-0.02
3.84,0.26,3.45,4.50,3.28,-0.02
3.57,0.28,3.47,4.12,3.30,-0.02
3.38,0.30,3.46,4.07,3.29,-0.02
3.41,0.29,3.44,4.07,3.26,-0.03
3.47,0.29,3.47,4.05,3.21,-0.03
3.43,0.29,3.58,4.03,3.23,-0.04
3.44,0.29,3.70,4.09,2.87,-0.02
4.12,0.24,3.92,4.25,3.24,0.00
4.86,0.21,4.93,4.28,3.52,0.00
5.16,0.19,4.94,4.34,3.53,0.00
5.20,0.19,4.94,4.51,3.73,0.00
5.19,0.19,5.09,4.62,3.83,0.00
5.19,0.19,5.16,4.82,3.83,0.00
5.20,0.19,5.18,4.90,3.87,0.00
5.20,0.19,5.18,4.97,3.86,0.00
5.22,0.19,5.16,5.04,3.86,0.00
5.27,0.19,5.14,5.03,3.87,0.00
5.22,0.19,5.07,5.02,3.86,0.00
4.92,0.20,4.81,5.00,3.52,0.00
4.34,0.23,4.05,4.98,3.19,0.00
3.72,0.27,4.05,4.84,2.98,-0.01
3.56,0.28,3.85,4.73,2.50,-0.02
3.56,0.28,3.31,4.56,2.14,-0.01
3.52,0.28,3.11,4.24,2.11,-0.01
3.45,0.29,2.95,4.07,2.05,-0.01
3.36,0.30,3.02,3.87,2.13,0.00
2.87,0.35,3.08,3.60,1.92,0.00
2.24,0.45,3.05,3.53,1.81,0.01
1.94,0.51,2.96,3.28,1.85,0.05
2.02,0.49,2.92,2.90,1.81,0.02
2.05,0.49,2.93,2.90,1.77,0.01
2.07,0.48,2.90,3.00,1.89,0.02
2.06,0.49,2.80,2.98,1.88,0.03
2.03,0.49,2.79,2.92,1.90,0.03
2.00,0.50,2.80,2.91,1.82,0.04
1.88,0.53,2.62,3.02,1.64,0.02
1.79,0.56,2.64,3.32,1.74,-0.03
2.02,0.50,2.58,3.51,1.77,-0.02
2.31,0.43,2.51,3.64,1.89,-0.02
2.48,0.40,2.61,3.76,1.85,-0.03
2.61,0.38,2.62,3.89,1.84,-0.03
2.75,0.36,2.72,4.09,1.95,-0.03
3.04,0.33,2.86,4.33,2.00,-0.03
3.38,0.30,2.96,4.46,2.00,-0.02
3.60,0.28,3.00,4.52,2.02,-0.01
3.72,0.27,3.01,4.59,2.00,-0.01
3.74,0.27,3.01,4.64,1.98,0.00
3.73,0.27,2.92,4.59,1.96,0.00
3.75,0.27,3.07,4.59,1.90,0.00
3.90,0.26,3.06,4.77,2.01,0.00
3.96,0.25,3.17,4.93,2.31,0.00
4.14,0.24,3.64,4.88,2.48,0.00
4.57,0.22,3.89,4.83,2.57,0.00
4.64,0.22,3.85,4.90,2.52,0.00
4.58,0.22,3.85,5.02,2.61,0.00
4.53,0.22,4.11,5.08,2.66,0.00
4.50,0.22,4.11,5.37,2.66,0.00
4.66,0.21,4.16,5.58,2.71,0.00
4.81,0.21,4.45,5.60,2.71,0.00
4.90,0.20,4.71,5.60,2.78,0.00
4.95,0.20,4.72,5.58,2.55,0.00
4.93,0.20,4.69,5.64,2.53,0.00
4.76,0.21,4.48,5.68,2.19,0.00
4.49,0.22,4.47,5.67,2.20,0.00
4.38,0.23,4.46,5.56,2.21,0.00
4.38,0.23,4.39,5.50,1.96,0.00
4.38,0.23,4.24,5.39,2.00,0.00
4.32,0.23,4.26,5.00,2.04,0.00
4.12,0.24,4.22,4.74,1.94,0.00
3.84,0.26,3.40,4.77,1.82,-0.01
3.11,0.32,2.85,4.75,1.74,-0.02
2.70,0.37,2.77,4.49,1.78,-0.04
2.65,0.38,2.80,4.09,1.83,-0.04
2.56,0.39,2.93,3.82,1.76,-0.03
2.58,0.39,2.89,3.73,1.72,-0.03
2.60,0.38,2.87,3.69,1.82,-0.03
2.53,0.39,2.85,3.63,1.81,-0.01
2.27,0.44,2.88,3.62,1.69,0.00
1.85,0.54,2.83,3.53,1.69,-0.02
1.80,0.56,2.82,3.36,1.65,-0.09
1.85,0.54,2.81,3.06,1.62,-0.12
1.91,0.52,2.82,2.89,1.60,-0.14
1.90,0.53,2.75,2.86,1.42,-0.18
1.94,0.52,2.66,2.67,1.48,-0.15
2.09,0.48,2.40,2.13,1.50,-0.10
2.28,0.44,2.51,1.63,1.56,-0.07
2.48,0.40,2.57,1.61,1.66,-0.09
2.55,0.39,2.63,1.80,1.68,-0.10
2.53,0.40,2.73,1.88,1.67,-0.10
2.53,0.40,2.88,2.15,1.79,-0.09
2.69,0.37,2.94,2.55,1.99,-0.05
2.88,0.35,3.07,3.11,2.00,-0.03
2.94,0.34,3.06,4.02,2.08,-0.03
3.11,0.32,3.12,4.34,2.17,-0.02
3.28,0.31,3.28,4.35,2.22,-0.01
4.71,0.21,4.14,5.12,2.56,0.01
4.93,0.20,4.19,4.99,2.52,0.01
4.95,0.20,4.15,4.97,2.46,0.01
5.01,0.20,4.05,4.96,2.54,0.01
5.00,0.20,3.96,4.95,2.37,0.01
4.94,0.20,3.93,4.95,2.42,0.01
4.92,0.20,3.90,4.92,2.51,0.01
4.92,0.20,3.94,4.87,2.54,0.01
4.91,0.20,3.98,4.82,2.62,0.01
4.85,0.21,3.69,4.66,2.69,0.01
4.51,0.22,3.65,4.21,2.69,0.00
3.84,0.26,3.71,4.17,2.69,-0.01
3.49,0.29,3.59,4.45,2.63,-0.01
3.36,0.30,3.55,4.49,2.62,0.00
3.01,0.33,3.48,4.49,2.58,-0.01
2.70,0.37,3.50,4.48,2.62,-0.04
2.68,0.37,3.64,4.47,2.98,-0.05
2.66,0.38,3.67,4.57,3.20,-0.05
2.68,0.37,3.89,4.83,3.16,-0.05
2.90,0.34,3.92,4.94,3.13,-0.03
3.34,0.30,3.96,5.08,3.20,-0.01
3.41,0.29,3.95,5.49,3.24,-0.01
3.43,0.29,4.01,5.64,3.77,-0.01
3.44,0.29,4.10,5.62,3.91,-0.01
3.50,0.29,4.26,5.68,3.94,-0.01
3.69,0.27,4.35,5.77,3.94,-0.01
4.04,0.25,4.46,5.90,4.02,0.00
4.28,0.23,4.43,6.02,3.84,0.00
4.32,0.23,4.51,6.02,3.84,0.00
4.33,0.23,4.39,5.97,3.88,0.00
4.28,0.23,4.45,6.00,3.89,0.01
4.18,0.24,4.43,5.92,3.87,0.01
4.15,0.24,4.39,5.68,3.91,0.01
4.14,0.24,4.45,5.50,3.81,0.01
4.09,0.24,4.54,5.38,3.86,0.02
4.02,0.25,4.40,5.25,3.85,0.02
3.84,0.26,4.33,5.09,3.87,0.03
3.51,0.28,4.22,4.75,3.80,0.04
3.46,0.29,4.21,4.71,3.88,0.05
3.75,0.27,4.21,4.72,3.94,0.03
3.93,0.25,4.12,4.74,3.98,0.03
3.90,0.26,4.14,4.93,4.01,0.02
3.92,0.25,4.12,4.97,3.97,0.02
3.93,0.25,4.06,4.95,3.89,0.02
3.97,0.25,3.74,5.00,3.48,0.01
4.00,0.25,3.62,5.04,3.46,0.01
3.99,0.25,3.62,5.02,3.48,0.01
3.99,0.25,3.53,5.01,3.41,0.00
3.94,0.25,3.53,4.97,3.44,0.00
3.71,0.27,3.47,4.77,3.27,-0.01
3.24,0.31,3.27,4.72,3.02,-0.03
3.03,0.33,3.17,4.51,2.87,-0.05
2.79,0.36,3.08,3.74,2.90,-0.09
2.72,0.37,3.07,3.24,2.94,-0.11
2.66,0.38,3.00,3.18,3.05,-0.10
2.46,0.41,3.01,2.86,3.03,-0.11
2.46,0.41,2.81,2.90,3.07,-0.11
2.48,0.40,2.98,3.00,3.13,-0.12
2.30,0.43,3.01,2.98,3.12,-0.13
2.22,0.45,3.07,2.91,3.04,-0.12
2.21,0.45,3.03,2.84,3.09,-0.13
2.15,0.46,3.21,2.79,3.26,-0.13
2.10,0.48,3.17,2.81,3.29,-0.13
2.15,0.46,3.25,2.97,3.19,-0.16
2.20,0.46,3.43,3.01,3.21,-0.18
2.31,0.43,3.46,3.01,3.15,-0.16
2.30,0.43,3.49,2.93,3.11,-0.19
2.18,0.46,3.48,2.78,2.93,-0.21
2.08,0.48,3.46,3.01,2.95,-0.21
2.06,0.49,3.50,3.36,2.98,-0.20
2.02,0.50,3.51,3.48,3.12,-0.22
2.03,0.49,3.50,3.48,3.04,-0.17
2.16,0.46,3.27,3.47,3.11,-0.12
2.27,0.44,3.25,3.40,2.94,-0.08
2.28,0.44,3.11,3.45,2.91,-0.06
2.21,0.45,2.97,3.77,2.95,-0.04
2.12,0.47,2.85,4.02,2.89,0.01
2.24,0.45,2.95,4.22,2.88,0.06
2.33,0.43,3.06,4.41,2.90,0.07
2.35,0.42,2.94,4.45,3.01,0.07
2.39,0.42,2.85,4.43,2.86,0.06
2.48,0.40,2.82,4.41,2.80,0.04
2.63,0.38,2.84,4.42,2.47,0.02
2.61,0.38,2.90,4.51,2.35,0.02
2.60,0.38,2.96,4.63,2.55,0.01
2.64,0.38,2.96,4.72,2.50,-0.01
2.64,0.38,3.06,4.65,2.50,-0.01
2.76,0.36,3.14,4.49,2.73,-0.02
2.77,0.36,3.18,4.32,2.72,-0.03
2.80,0.36,3.08,4.20,2.69,-0.04
2.92,0.34,3.05,4.16,2.56,-0.06
2.98,0.34,3.11,4.11,2.50,-0.07
2.97,0.34,3.18,4.09,2.61,-0.08
3.04,0.33,3.30,4.09,3.05,-0.06
3.13,0.32,3.46,4.01,3.14,-0.04
3.10,0.32,3.50,3.76,3.48,-0.04
3.10,0.32,3.77,3.30,3.92,-0.04
3.07,0.33,3.99,3.60,4.08,-0.04
2.99,0.33,4.17,4.22,4.09,-0.01
3.40,0.29,4.42,4.23,4.34,0.06
3.83,0.26,4.81,4.22,4.83,0.08
4.35,0.23,4.86,4.29,4.93,0.06
4.77,0.21,5.05,4.74,5.00,0.04
4.92,0.20,5.12,5.08,5.13,0.03
4.96,0.20,5.19,5.24,5.17,0.03
4.97,0.20,5.20,5.29,5.19,0.03
2.67,0.37,3.59,3.20,3.34,0.03
2.81,0.36,3.53,3.23,3.35,0.04
2.96,0.34,3.51,3.32,3.35,0.04
2.99,0.33,3.85,3.53,3.49,0.05
3.38,0.30,3.88,3.45,3.48,0.03
3.89,0.26,3.86,4.16,3.47,0.02
4.10,0.24,3.94,4.61,3.49,0.01
4.13,0.24,3.99,4.72,3.56,0.00
4.17,0.24,3.85,4.78,3.40,0.01
4.24,0.24,3.84,4.85,3.29,0.00
4.29,0.23,3.84,4.91,3.24,0.00
4.29,0.23,3.69,4.91,3.30,0.00
4.23,0.24,3.69,4.91,3.33,0.00
4.20,0.24,3.65,4.87,3.26,-0.01
4.19,0.24,3.17,4.87,3.11,-0.01
3.99,0.25,3.13,4.73,3.09,-0.01
3.48,0.29,3.19,4.24,3.11,-0.01
3.19,0.31,3.08,4.01,2.80,0.00
3.20,0.31,2.97,3.96,2.61,-0.02
2.99,0.33,2.87,3.85,2.55,-0.03
2.64,0.38,2.85,3.56,2.54,-0.01
2.33,0.43,2.86,3.34,2.59,0.02
2.17,0.46,2.96,3.35,2.38,0.01
2.16,0.46,3.00,3.35,2.28,-0.01
2.14,0.47,3.18,3.13,2.27,-0.04
2.08,0.48,3.15,3.03,2.29,-0.10
2.03,0.49,3.11,3.21,2.36,-0.16
2.01,0.50,3.04,3.39,2.27,-0.17
1.89,0.53,2.86,3.45,2.25,-0.20
1.44,0.69,2.82,3.44,2.32,-0.23
1.16,0.86,2.91,3.36,2.38,-0.20
1.29,0.77,2.90,3.31,2.47,-0.23
1.78,0.56,2.85,3.36,2.38,-0.17
2.04,0.49,2.84,3.36,2.44,-0.11
2.06,0.49,3.14,3.38,2.81,-0.10
2.13,0.47,3.33,3.68,2.93,-0.08
2.61,0.38,3.81,4.73,3.06,-0.03
3.25,0.31,4.02,5.43,3.24,-0.03
3.31,0.30,4.24,5.59,3.34,-0.03
3.39,0.29,4.27,5.58,3.53,-0.02
3.46,0.29,4.30,5.63,3.68,-0.02
3.47,0.29,4.34,5.71,3.74,-0.01
3.47,0.29,4.62,5.76,3.84,0.00
3.75,0.27,4.78,5.77,3.95,0.02
4.09,0.24,4.81,5.84,4.00,0.03
4.15,0.24,4.82,5.85,3.97,0.03
4.22,0.24,4.72,5.78,4.01,0.03
4.26,0.23,4.59,5.45,3.93,0.03
4.24,0.24,4.50,5.09,3.87,0.03
4.26,0.23,4.38,5.04,3.81,0.03
4.25,0.24,4.35,5.04,3.64,0.03
4.27,0.23,4.32,4.97,3.72,0.02
4.29,0.23,4.35,4.80,3.57,0.02
4.25,0.24,3.89,4.76,3.61,0.02
3.97,0.25,3.80,4.81,3.52,0.02
3.79,0.26,3.72,4.74,3.26,0.03
3.72,0.27,3.72,4.66,3.35,0.03
3.48,0.29,3.70,4.40,3.32,0.04
3.16,0.32,3.77,4.14,3.38,0.05
2.98,0.34,3.81,4.06,3.41,0.07
2.94,0.34,3.87,4.12,3.38,0.08
2.81,0.36,4.00,4.13,3.41,0.10
2.64,0.38,4.02,4.13,3.31,0.12
2.53,0.39,3.81,4.12,3.35,0.13
2.48,0.40,3.80,3.95,3.34,0.13
2.37,0.42,3.78,3.52,3.33,0.11
2.36,0.42,3.75,3.08,3.41,0.08
2.34,0.43,3.62,2.99,3.30,0.09
2.24,0.45,3.64,3.10,3.29,0.10
2.20,0.46,3.57,3.24,3.23,0.08
2.14,0.47,3.57,3.22,3.19,0.07
2.13,0.47,3.39,3.01,3.24,0.07
2.27,0.44,3.27,2.96,3.26,0.02
2.62,0.38,3.30,3.11,3.18,-0.02
3.07,0.33,3.46,3.79,2.98,-0.01
3.25,0.31,3.70,4.29,3.03,-0.02
3.70,0.27,3.92,4.34,2.94,-0.03
4.25,0.24,3.93,4.52,2.88,-0.02
4.48,0.22,3.93,4.67,2.85,-0.02
4.51,0.22,3.91,4.65,2.71,-0.02
4.51,0.22,3.95,4.68,2.69,-0.02
4.51,0.22,3.93,4.72,2.72,-0.02
4.50,0.22,3.95,4.73,2.58,-0.02
4.48,0.22,3.96,4.69,2.52,-0.02
4.44,0.23,3.92,4.57,2.50,-0.02
4.41,0.23,3.76,4.26,2.45,-0.02
4.40,0.23,3.32,3.93,2.22,-0.01
4.12,0.24,2.97,3.79,2.21,-0.01
3.37,0.30,2.90,3.22,2.22,0.02
2.93,0.34,2.93,3.20,2.32,0.02
2.94,0.34,2.84,3.32,2.22,0.02
2.91,0.34,2.72,3.28,2.19,0.01
2.92,0.34,2.75,3.22,2.02,0.00
2.91,0.34,2.74,3.18,2.09,0.00
2.83,0.35,2.72,3.15,1.99,0.00
2.53,0.39,2.68,3.17,2.01,-0.01
2.25,0.44,2.71,3.18,1.97,-0.07
2.23,0.45,2.87,3.28,1.94,-0.14
2.29,0.44,2.86,3.46,1.81,-0.13
2.42,0.41,2.94,3.49,1.87,-0.13
2.48,0.40,2.86,3.43,1.73,-0.13
2.47,0.40,2.88,3.29,1.70,-0.12
2.41,0.42,2.92,3.07,1.72,-0.11
2.40,0.42,2.80,2.92,1.83,-0.12
2.45,0.41,2.96,3.10,2.27,-0.14
2.45,0.41,2.96,3.49,2.40,-0.14
2.45,0.41,2.99,3.67,2.53,-0.12
3.02,0.33,3.03,2.67,2.36,-0.13
2.95,0.34,2.82,2.69,2.23,-0.11
2.89,0.35,2.90,2.71,2.23,-0.07
2.90,0.34,2.95,2.77,2.13,-0.04
2.88,0.35,2.85,2.81,1.98,-0.03
2.82,0.35,2.89,2.81,1.91,-0.04
2.80,0.36,2.93,2.74,1.71,-0.04
2.78,0.36,2.87,2.73,1.73,-0.03
2.78,0.36,2.93,2.84,1.83,-0.02
2.89,0.35,3.00,2.80,1.88,0.00
3.05,0.33,2.93,2.80,1.92,0.00
3.10,0.32,2.89,2.87,2.19,0.00
3.04,0.33,2.94,2.85,2.31,0.00
2.96,0.34,2.93,2.86,2.35,-0.01
2.90,0.34,2.98,2.88,2.37,-0.02
2.86,0.35,2.98,2.93,2.44,-0.01
2.82,0.35,3.03,3.04,2.49,0.00
2.83,0.35,3.18,3.47,2.55,-0.02
2.94,0.34,3.18,3.84,2.54,-0.07
2.91,0.34,3.04,4.00,2.54,-0.12
2.72,0.37,2.98,4.06,2.51,-0.19
2.55,0.39,3.06,4.05,2.47,-0.25
2.51,0.40,3.04,4.06,2.27,-0.25
2.58,0.39,3.13,4.10,2.24,-0.25
2.67,0.37,3.03,4.16,2.23,-0.21
2.73,0.37,3.05,4.21,2.23,-0.18
2.75,0.36,3.14,4.18,2.11,-0.17
2.98,0.34,3.14,4.09,2.00,-0.12
3.18,0.31,3.00,3.88,1.88,-0.07
3.20,0.31,2.98,3.57,1.88,-0.03
3.15,0.32,2.97,3.25,1.88,-0.01
3.12,0.32,2.99,3.01,1.87,-0.01
3.11,0.32,2.97,3.07,1.94,-0.01
3.12,0.32,2.97,3.56,1.95,-0.01
3.08,0.32,2.77,3.91,1.92,-0.01
3.01,0.33,2.99,3.94,1.98,0.00
3.10,0.32,3.23,3.94,1.95,-0.01
3.10,0.32,3.25,4.18,2.12,-0.02
2.98,0.34,3.45,4.38,2.13,-0.04
2.79,0.36,3.56,4.43,2.18,-0.07
2.64,0.38,3.60,4.47,2.05,-0.12
2.74,0.37,3.70,4.49,2.22,-0.17
2.79,0.36,3.72,4.50,2.30,-0.17
2.80,0.36,3.71,4.51,2.47,-0.15
2.78,0.36,3.71,4.45,2.61,-0.13
2.78,0.36,3.76,4.41,2.66,-0.14
2.83,0.35,3.67,4.43,2.71,-0.17
2.77,0.36,3.52,4.36,2.77,-0.20
2.72,0.37,3.34,4.18,2.69,-0.20
2.54,0.39,3.14,4.03,2.80,-0.19
2.51,0.40,3.12,3.93,2.84,-0.18
2.40,0.42,3.10,3.88,2.88,-0.15
2.21,0.45,2.84,3.90,2.83,-0.10
2.30,0.44,2.89,3.92,2.83,-0.10
2.42,0.41,2.88,3.78,2.75,-0.12
2.62,0.38,2.92,3.50,2.72,-0.14
2.80,0.36,2.98,3.46,2.73,-0.11
2.70,0.37,3.24,3.75,2.72,-0.11
2.79,0.36,3.35,3.89,2.74,-0.12
2.93,0.34,3.37,3.89,2.70,-0.13
3.03,0.33,3.34,3.98,2.57,-0.14
3.09,0.32,3.26,4.02,2.55,-0.12
3.11,0.32,3.24,3.99,2.48,-0.11
3.09,0.32,3.24,3.96,2.55,-0.11
3.06,0.33,3.16,3.94,2.37,-0.12
2.98,0.34,3.24,3.93,2.40,-0.12
2.86,0.35,3.22,3.85,2.32,-0.14
2.86,0.35,2.92,3.55,2.20,-0.14
2.89,0.35,2.49,3.13,2.16,-0.13
2.75,0.36,2.38,3.17,2.11,-0.12
2.55,0.39,2.56,3.18,2.19,-0.09
2.52,0.40,2.54,3.22,2.21,-0.09
2.46,0.41,2.53,3.34,2.30,-0.18
2.49,0.40,2.60,3.36,2.25,-0.21
2.55,0.39,2.66,3.43,2.22,-0.15
2.59,0.39,2.58,3.65,2.11,-0.10
2.71,0.37,2.43,3.77,2.05,-0.07
2.78,0.36,2.82,3.81,2.13,-0.06
2.95,0.34,2.97,3.83,2.16,-0.08
3.27,0.31,2.98,3.79,2.26,-0.09
3.53,0.28,3.01,3.78,2.32,-0.09
3.70,0.27,2.96,3.77,2.24,-0.09
3.77,0.27,3.00,3.67,2.16,-0.09
3.75,0.27,3.09,3.64,2.21,-0.08
3.74,0.27,3.11,3.70,2.46,-0.08
3.75,0.27,3.11,3.57,2.49,-0.09
3.74,0.27,3.42,3.32,2.49,-0.10
3.73,0.27,3.37,3.30,2.63,-0.12
3.68,0.27,3.22,3.68,2.58,-0.12
3.50,0.29,3.15,3.95,2.55,-0.13
3.23,0.31,3.12,4.02,2.45,-0.15
2.89,0.35,3.13,3.99,2.39,-0.19
2.51,0.40,3.13,3.96,2.43,-0.25
2.33,0.43,3.15,3.91,2.41,-0.24
2.32,0.43,3.10,3.85,2.33,-0.18
2.27,0.44,3.09,3.83,2.21,-0.16
2.20,0.45,3.04,3.88,2.26,-0.19
2.04,0.49,2.84,3.92,2.26,-0.20
1.85,0.54,2.82,3.83,2.19,-0.16
1.97,0.51,2.93,3.58,2.30,-0.16
2.29,0.44,3.10,3.46,2.45,-0.12
2.65,0.38,3.22,3.51,2.59,-0.05
2.84,0.35,3.26,3.77,2.84,-0.03
2.95,0.34,3.57,4.11,3.71,-0.03
2.98,0.34,3.82,4.31,3.92,-0.04
2.98,0.34,3.85,4.47,4.23,-0.04
3.39,0.30,4.19,4.51,4.55,-0.03
3.48,0.29,2.96,4.84,2.03,-0.03
3.18,0.31,3.06,4.74,1.97,-0.04
2.85,0.35,2.91,4.77,1.98,-0.07
2.78,0.36,3.11,4.74,1.94,-0.08
2.79,0.36,3.14,4.71,1.98,-0.09
2.84,0.35,3.18,4.63,2.06,-0.10
2.91,0.34,3.16,4.60,2.05,-0.11
2.88,0.35,3.19,4.60,1.93,-0.12
2.83,0.35,3.20,4.39,1.95,-0.12
2.84,0.35,3.37,3.97,1.91,-0.07
2.77,0.36,3.47,3.51,1.96,-0.05
2.67,0.37,3.44,3.32,2.03,-0.05
2.54,0.39,3.34,3.09,2.02,-0.06
2.48,0.40,3.19,2.81,2.03,-0.06
2.52,0.40,3.05,2.59,2.17,-0.07
2.53,0.39,3.05,2.27,2.14,-0.06
2.45,0.41,3.05,2.18,2.09,-0.03
2.41,0.42,3.04,2.02,2.06,0.00
2.42,0.41,3.06,1.95,2.12,0.02
2.20,0.45,2.79,2.13,2.06,0.03
1.97,0.51,2.68,2.19,2.05,0.00
1.98,0.51,2.68,2.18,2.20,-0.05
2.01,0.50,2.78,2.16,2.52,-0.06
2.07,0.48,3.06,2.09,2.57,-0.04
2.20,0.45,3.13,2.04,2.52,-0.01
2.33,0.43,3.09,2.08,2.48,0.02
2.41,0.42,3.07,2.05,2.44,0.04
2.39,0.42,3.08,2.04,2.46,0.05
2.31,0.43,3.10,2.03,2.69,0.05
2.29,0.44,3.09,1.98,2.64,0.03
2.33,0.43,3.12,1.94,2.64,0.01
2.45,0.41,3.15,2.36,2.62,0.02
2.65,0.38,3.15,3.12,2.34,0.01
3.03,0.33,3.21,3.36,2.27,-0.05
3.19,0.31,3.14,3.48,2.18,-0.07
3.19,0.31,3.19,3.55,2.25,-0.08
3.31,0.30,3.21,3.55,2.26,-0.08
3.33,0.30,3.20,3.60,2.29,-0.08
3.34,0.30,3.28,3.68,2.23,-0.08
3.34,0.30,3.28,3.78,1.90,-0.08
3.33,0.30,3.29,4.02,1.96,-0.08
3.28,0.30,3.31,4.25,1.97,-0.08
3.20,0.31,3.41,4.30,1.92,-0.09
3.03,0.33,4.00,4.23,2.39,-0.08
2.51,0.40,4.11,4.21,2.58,-0.03
2.37,0.42,4.12,4.26,2.68,-0.01
2.13,0.47,4.24,4.29,2.84,-0.03
1.58,0.63,4.45,4.30,2.92,0.00
1.14,0.88,4.53,4.30,3.00,-0.01
1.35,0.74,4.55,4.39,3.03,-0.05
1.79,0.56,4.63,4.46,3.22,-0.04
2.56,0.39,4.71,4.34,3.37,-0.04
3.40,0.29,4.89,4.36,3.77,-0.03
4.39,0.23,5.03,5.28,4.38,-0.02
4.96,0.20,4.84,6.10,4.33,-0.02
5.18,0.19,4.83,6.25,4.29,-0.02
5.42,0.18,4.94,6.42,4.37,-0.02
5.46,0.18,5.71,6.47,5.02,-0.02
6.13,0.16,6.39,6.70,5.17,-0.03
6.79,0.15,6.45,7.43,5.18,-0.03
