alpha,arousal1,betha,theta,gamma,valence1
2.05,0.488,3.02,4.51,2.16,0.121
1.9,0.527,3.1,4.42,2.18,0.145
1.76,0.567,3.04,4.37,2.19,0.184
1.85,0.54,2.98,4.35,2.16,0.182
1.85,0.54,2.94,4.36,1.97,0.173
1.84,0.544,2.9,4.39,2.22,0.157
1.83,0.546,2.86,4.42,2.31,0.164
1.59,0.628,2.84,4.37,2.29,0.167
1.47,0.68,2.8,4.23,2.29,0.0237
1.51,0.663,2.74,4.13,2.28,0.00391
1.53,0.653,2.8,4.14,2.21,0.0211
1.67,0.598,2.83,4.16,2.19,0.0155
1.93,0.519,2.88,4.12,2.1,-0.0102
2.02,0.495,3.09,4.14,2.13,-0.0439
1.95,0.513,3.12,4.24,2.33,-0.0763
1.9,0.526,3.12,4.34,2.33,-0.0796
1.91,0.523,3.07,4.35,2.02,-0.068
1.91,0.523,3.18,4.3,2.16,-0.0807
2.04,0.49,3.2,4.2,2.21,-0.0677
2.07,0.483,3.3,3.96,2.22,-0.0462
2,0.499,3.27,3.67,2.27,-0.0326
1.95,0.514,3.36,3.71,2.31,-0.0341
1.9,0.526,3.35,3.9,2.59,-0.0389
1.94,0.516,3.2,4.01,2.71,-0.000761
2.27,0.44,3.2,3.99,2.84,0.0261
2.62,0.382,3.2,3.92,2.8,0.0149
2.77,0.362,3.2,3.81,2.81,0.00652
2.78,0.36,3.22,3.74,2.77,0.00769
2.83,0.353,3.25,3.71,2.7,0.00461
2.86,0.35,3.17,3.73,2.69,-0.000319
2.9,0.345,3.09,3.8,2.68,-0.00616
3.05,0.328,3.05,3.85,2.68,-0.0211
3.33,0.3,3.03,4.02,2.65,-0.0201
3.49,0.287,2.96,4.14,2.34,-0.00917
3.51,0.285,2.86,4.18,2.18,-0.00248
3.42,0.293,2.92,4.25,2.01,-0.0084
3.41,0.294,2.91,4.27,2,-0.0189
3.46,0.289,2.91,4.32,2.09,-0.0216
3.45,0.29,2.93,4.47,2.22,-0.0252
3.44,0.291,2.87,4.6,2.18,-0.0317
3.48,0.287,2.96,4.61,2.18,-0.036
3.52,0.284,3.1,4.63,2.14,-0.0337
3.46,0.289,3.1,4.62,2.24,-0.0319
3.3,0.303,3.1,4.48,2.25,-0.0385
3.08,0.324,3.04,4.37,2.4,-0.0743
3.09,0.324,3.01,4.31,2.34,-0.0922
3.14,0.319,3.01,4.24,2.28,-0.073
3.06,0.327,3.04,4.18,2.24,-0.0663
3.01,0.332,3.02,4.03,2.1,-0.0608
3.01,0.333,2.93,3.77,2.05,-0.0478
3.09,0.324,2.97,3.63,2.04,-0.021
3.09,0.324,3.01,3.74,2.04,-0.00535
3,0.333,2.96,3.79,2.21,0.00305
2.9,0.344,3.01,3.73,2.31,0.00985
2.88,0.347,2.99,3.61,2.21,0.0114
2.85,0.351,2.91,3.48,2.15,0.0133
2.69,0.371,3.02,3.46,2.21,0.0222
2.63,0.38,3.03,3.52,2.22,0.0256
2.68,0.373,3.02,3.59,2.32,0.0138
2.74,0.365,3.08,3.62,2.59,0.00306
2.64,0.379,3.12,3.67,2.68,-0.00128
2.46,0.406,2.95,3.85,2.73,-0.0168
2.28,0.438,2.88,3.99,2.7,-0.0409
2.22,0.451,2.78,4.04,2.5,-0.0477
2.17,0.46,2.93,4.04,2.47,-0.0375
2.16,0.463,2.88,4.03,2.53,-0.0383
2.2,0.454,2.86,4.02,2.5,-0.0402
2.14,0.467,2.93,3.98,2.53,-0.0513
1.86,0.538,2.92,3.92,2.53,-0.0503
1.49,0.673,2.89,3.89,2.44,0.0469
1.46,0.686,2.76,3.85,2.13,0.124
1.52,0.658,2.79,3.73,2.12,0.086
1.48,0.674,2.84,3.51,2.21,0.0716
1.59,0.629,2.81,3.22,2.27,0.0675
1.61,0.622,2.8,3.03,2.27,0.0666
1.69,0.591,2.83,3.07,2.28,0.0491
1.76,0.569,2.9,3.23,2.32,0.0459
1.7,0.587,3.03,3.38,2.6,0.0581
1.71,0.585,2.98,3.53,2.87,0.0661
1.77,0.566,3,3.6,2.93,0.0486
1.78,0.561,3.04,3.57,2.97,0.0291
1.69,0.592,3.06,3.65,3.03,0.0406
1.67,0.599,3.08,3.8,3.18,0.0646
1.66,0.604,3.04,3.8,3.15,0.105
1.73,0.577,3.06,3.9,3.13,0.0327
1.78,0.561,3.02,4.04,3.14,-0.0225
1.69,0.591,2.94,4.07,3.16,-0.0362
1.64,0.609,2.84,3.98,3.14,-0.0316
1.65,0.606,2.73,3.84,2.96,-0.021
1.64,0.608,2.71,3.7,2.82,-0.0312
1.6,0.623,2.71,3.64,2.75,-0.0359
1.62,0.616,2.68,3.66,2.65,-0.0111
1.7,0.588,2.7,3.66,2.53,0.0103
1.74,0.575,2.66,3.65,2.26,0.0183
1.79,0.56,2.9,3.68,2.26,-0.00984
2.13,0.469,3.14,3.54,2.45,-0.0414
3.12,0.32,3.09,4.75,1.95,0.000164
3.18,0.314,3.03,4.61,1.95,-0.00655
3.13,0.319,3.08,4.43,1.89,-0.00801
3.25,0.307,3.09,4.35,1.81,-0.0111
3.32,0.301,3.15,4.36,1.89,-0.0139
3.29,0.304,3.13,4.33,1.7,-0.0181
3.29,0.304,3.17,4.35,1.88,-0.019
3.3,0.303,3.12,4.49,2.13,-0.0146
3.3,0.303,3.09,4.61,2.05,-0.0138
3.36,0.297,3.12,4.57,2.08,-0.0222
3.37,0.296,3.01,4.52,2.1,-0.0265
3.22,0.31,2.82,4.6,2.1,-0.0235
3.07,0.326,2.92,4.7,2.06,-0.0138
2.91,0.344,2.88,4.73,2.1,-0.005
2.75,0.363,2.94,4.74,2.22,0.000953
2.9,0.345,3.05,4.75,2.27,-0.0129
3.09,0.323,3.09,4.77,2.46,-0.021
3.12,0.321,3.19,4.71,2.44,-0.0239
3.06,0.326,3.2,4.43,2.47,-0.0319
2.94,0.34,3.32,4.12,2.54,-0.0389
2.7,0.37,3.4,3.93,2.58,-0.0494
2.76,0.362,3.36,3.79,2.7,-0.0618
3.11,0.322,3.33,3.65,2.7,-0.0444
3.33,0.301,3.37,3.76,2.81,-0.0298
3.35,0.298,3.39,3.95,2.8,-0.027
3.41,0.294,3.33,3.93,2.72,-0.0268
3.51,0.285,3.24,3.96,2.67,-0.0198
3.57,0.28,3.22,4.11,2.61,-0.0155
3.6,0.278,3.2,4.29,2.5,-0.0141
3.61,0.277,3.2,4.31,2.38,-0.0151
3.61,0.277,3.25,4.27,2.42,-0.0161
3.61,0.277,3.13,4.29,2.3,-0.0157
3.49,0.286,3.1,4.26,2.22,-0.0112
3.27,0.306,3.05,4.13,2.17,-0.0106
3.13,0.32,3.14,3.87,2,-0.0184
3.14,0.318,3.08,3.79,1.98,-0.0171
2.89,0.346,3.07,3.71,1.97,-0.023
2.46,0.407,3.05,3.53,1.89,-0.0415
2.06,0.486,3.1,3.14,1.81,-0.0764
1.88,0.531,3.03,2.71,1.82,-0.0884
1.86,0.537,2.97,2.69,1.82,-0.0769
1.76,0.57,2.89,2.58,1.68,-0.0565
1.78,0.56,2.97,2.41,1.61,-0.0444
1.59,0.631,3.09,2.4,1.63,-0.125
1.48,0.674,3.09,2.8,1.65,-0.185
1.56,0.642,2.89,3.24,1.75,-0.197
1.43,0.699,2.94,3.48,1.92,-0.162
1.31,0.765,2.97,3.65,1.87,-0.066
1.21,0.824,2.94,3.78,1.89,0.0171
1.26,0.791,2.92,3.81,1.87,0.0445
1.29,0.774,3,3.86,1.89,0.0511
1.33,0.752,3.07,4.09,1.89,0.0206
1.59,0.63,3.07,4.32,1.92,-0.0704
2.27,0.44,3.36,4.65,2.21,-0.0448
2.68,0.373,3.54,5.03,2.21,-0.0308
2.7,0.371,3.56,5.25,2.28,-0.0344
2.8,0.357,3.56,5.32,2.25,-0.0209
3.05,0.328,3.56,5.33,2.22,-0.00725
3.28,0.304,3.58,5.29,2.26,-0.000624
3.42,0.292,3.6,5.33,2.29,-0.000067
3.45,0.29,3.51,5.36,2.51,0.00278
3.47,0.288,3.44,5.34,2.61,0.00429
3.47,0.288,3.5,5.3,2.64,0.00506
3.39,0.295,3.45,5.2,2.72,0.00944
3.25,0.308,2.84,4.97,2.57,0.0103
3.26,0.307,2.82,4.53,2.59,0.0101
3.32,0.301,2.79,4.2,2.51,0.00758
3.21,0.312,2.77,4.22,2.53,-0.000321
3.06,0.327,2.77,4.37,2.56,-0.0216
2.97,0.336,2.77,4.34,2.58,-0.035
2.91,0.343,2.83,4.36,2.52,-0.0536
2.96,0.338,2.91,4.67,2.24,-0.0652
3.02,0.331,2.88,4.84,2.22,-0.0661
3.05,0.327,2.73,4.88,2.08,-0.0685
3.04,0.328,2.87,4.89,2,-0.0685
2.98,0.336,2.82,4.9,1.96,-0.0676
2.88,0.347,2.81,4.91,1.95,-0.0722
3.06,0.327,2.93,4.83,1.94,-0.0636
3.2,0.312,2.97,4.69,1.88,-0.0519
3.15,0.317,2.97,4.65,1.85,-0.0504
3.03,0.33,2.85,4.69,1.86,-0.0513
2.98,0.335,2.96,4.66,1.84,-0.0535
3.02,0.331,3.06,4.5,1.9,-0.0537
3.3,0.303,3.16,4.28,1.86,-0.0377
3.52,0.284,3.15,4.22,1.83,-0.0287
3.64,0.275,3.1,4.21,1.91,-0.0243
3.72,0.269,3.12,4.19,1.89,-0.0224
3.77,0.265,3.04,4.24,1.9,-0.0206
3.67,0.272,3.03,4.28,1.84,-0.0206
3.6,0.278,3.08,4.25,1.92,-0.0181
3.62,0.276,3.22,4.16,1.89,-0.0175
3.64,0.275,3.3,3.93,1.94,-0.0201
3.63,0.275,3.19,3.55,1.98,-0.0192
3.55,0.282,3.17,3.35,1.87,-0.0196
3.28,0.305,3.06,3.41,1.94,-0.0272
3.05,0.328,3.07,3.38,1.92,-0.041
2.96,0.338,3.1,3.47,1.94,-0.0525
2.6,0.385,3.02,3.38,1.92,-0.0857
2.47,0.406,2.97,3.25,1.94,-0.0968
2.58,0.388,3.06,3.12,1.95,-0.088
2.51,0.398,3.01,3.14,1.86,-0.107
2.44,0.41,2.93,3.29,1.94,-0.0975
2.5,0.4,2.87,3.43,1.84,-0.0764
2.49,0.402,2.74,3.53,1.89,-0.0734
2.4,0.417,2.73,3.75,1.92,-0.0669
2.29,0.437,2.7,4.08,1.85,-0.0467
2.1,0.476,2.72,4.31,1.82,-0.0174
3.84,0.26,3.54,4.97,3.22,-0.00808
3.87,0.258,3.47,5.01,3.14,-0.00357
3.93,0.254,3.56,4.96,3.02,-0.00436
3.85,0.26,3.58,4.8,2.9,-0.00491
3.77,0.265,3.65,4.68,2.98,-0.00599
3.78,0.265,3.76,4.69,3.01,-0.00536
3.68,0.272,3.72,4.65,3.04,-0.00414
3.35,0.298,3.7,4.48,3,0.00454
3.21,0.311,3.55,4.17,2.99,0.00616
3.19,0.314,3.49,4.05,2.85,-0.00468
2.97,0.336,3.37,3.92,2.71,-0.0252
2.58,0.387,3.35,3.57,2.72,-0.0611
2.15,0.466,3.23,3.52,2.65,-0.0886
2.05,0.488,3.08,3.59,2.62,-0.0851
2.13,0.47,2.97,3.51,2.61,-0.0716
2.28,0.439,2.68,3.33,2.53,-0.0677
2.43,0.412,2.63,3.21,2.47,-0.0604
2.5,0.399,2.6,3.13,2.45,-0.0496
2.57,0.389,2.69,3.03,2.53,-0.0458
2.51,0.398,2.7,3.3,2.42,-0.039
2.45,0.408,2.68,3.84,2.54,-0.0268
2.47,0.404,2.7,4.19,2.59,-0.0249
2.52,0.397,2.89,4.32,2.77,-0.0373
2.59,0.386,3.05,4.41,2.77,-0.044
2.54,0.394,3.09,4.46,2.78,-0.044
2.48,0.403,3.1,4.55,2.82,-0.0782
2.37,0.421,3.28,4.75,2.87,-0.113
2.26,0.442,3.43,4.95,2.91,-0.149
2.31,0.433,3.42,5.1,2.9,-0.168
2.51,0.398,3.4,5.13,2.83,-0.14
2.65,0.377,3.55,5.06,2.87,-0.125
2.7,0.371,3.64,4.97,2.82,-0.12
2.94,0.34,3.7,5.01,2.76,-0.0766
3.01,0.332,3.64,5.09,2.64,-0.0692
3,0.333,3.61,5.05,2.72,-0.0845
3.06,0.326,3.62,5.07,2.69,-0.0899
3.04,0.329,3.59,5.14,2.7,-0.0786
3.03,0.33,3.38,5.08,2.67,-0.0658
3.03,0.331,3.36,4.94,2.67,-0.0605
2.99,0.335,3.36,4.79,2.74,-0.049
2.89,0.346,3.32,4.73,2.73,-0.0461
2.83,0.353,3.03,4.71,2.62,-0.0389
2.73,0.367,3.02,4.54,2.61,-0.0359
2.37,0.421,3.15,4.29,2.59,-0.0339
2.22,0.45,3.18,4.21,2.52,-0.0149
2.16,0.463,3.18,4.31,2.44,0.0177
2,0.5,3.18,4.21,2.46,0.08
2,0.499,3.16,3.89,2.32,0.0513
2.04,0.489,3.12,3.73,2.28,0.0324
2.17,0.46,3.03,3.64,2.13,0.0163
2.3,0.434,3.08,3.51,2.12,-0.00174
2.37,0.422,3.14,3.43,2.1,-0.00496
2.44,0.41,3.2,3.57,2.14,-0.0151
2.42,0.413,3.01,3.76,2.08,-0.0349
2.39,0.419,2.89,3.76,2.08,-0.0579
2.48,0.404,2.78,3.67,2.1,-0.0557
2.67,0.374,2.76,3.92,2.12,-0.0424
3,0.334,2.74,4.18,2.05,-0.0265
3.26,0.307,2.79,4.23,2.08,-0.0156
3.27,0.306,3.03,4.2,2.19,-0.0153
3.27,0.306,3.2,4.2,2.26,-0.0176
3.3,0.303,3.12,4.21,2.19,-0.0105
3.34,0.299,3.25,4.23,2.16,-0.00344
3.35,0.299,3.35,4.2,2.22,-0.0035
3.36,0.298,3.38,4.17,2.29,-0.00489
3.4,0.294,3.39,4.19,2.18,-0.00706
3.49,0.287,3.41,4.1,2.16,-0.00404
3.59,0.279,3.42,3.91,2.18,-0.00319
3.49,0.286,3.48,3.65,2.16,-0.00542
3.48,0.288,3.43,3.59,2.11,-0.00889
3.56,0.281,3.25,3.84,1.97,-0.0101
3.59,0.279,3.14,4,2.06,-0.0155
3.79,0.264,3.18,4.16,2.29,-0.0291
4.05,0.247,3.04,4.23,2.37,-0.0294
4.2,0.238,2.91,4.24,2.42,-0.0268
4.24,0.236,3.04,4.28,2.57,-0.0269
4.2,0.238,3.08,4.43,2.63,-0.0282
4.1,0.244,3.11,4.53,2.69,-0.0327
4,0.25,3.1,4.47,2.69,-0.0368
3.94,0.254,3.14,4.45,2.7,-0.0396
3.87,0.258,3.29,4.35,2.85,-0.0403
3.83,0.261,3.38,4.26,2.98,-0.0367
3.72,0.269,3.38,4.32,2.95,-0.032
3.46,0.289,3.49,4.53,2.91,-0.0247
3.04,0.329,3.44,4.77,2.9,-0.0194
2.64,0.379,3.41,4.79,2.81,0.0097
2.54,0.394,3.43,4.75,2.78,0.0539
2.71,0.37,3.53,4.68,2.86,0.0127
3.01,0.332,3.6,4.6,2.95,-0.00764
3.11,0.322,3.63,4.6,2.89,-0.0117
3.12,0.321,3.72,4.66,2.92,-0.013
3.12,0.321,3.65,4.7,2.83,-0.0193
3.15,0.317,3.59,4.65,2.83,-0.0345
3.35,0.298,3.82,4.49,2.89,-0.0454
3.49,0.286,3.87,4.14,3,-0.0502
3.47,0.288,3.9,3.87,3.04,-0.0565
3.41,0.293,4,3.76,3.06,-0.0706
3.42,0.292,4.01,3.65,3.02,-0.0703
3.35,0.299,4.08,3.54,3.05,-0.0689
3.15,0.318,4.04,3.5,3.13,-0.0791
3.09,0.323,3.94,3.4,3.22,-0.0861
3.1,0.322,3.97,3.18,3.21,-0.0855
3.13,0.319,4.03,3.03,3.2,-0.0811
2.98,0.336,4.08,2.97,3.2,-0.0877
2.57,0.389,3.95,3.12,3.17,-0.0745
2.51,0.399,3.88,3.19,3.02,-0.00335
2.6,0.384,3.87,3.19,2.99,0.0173
2.69,0.372,3.48,3.96,2.77,0.033
3.05,0.328,3.47,3.96,2.7,0.0258
3.29,0.304,3.45,4.27,2.8,0.0161
3.41,0.293,3.53,4.58,2.88,0.00735
3.45,0.29,3.55,4.84,2.9,-0.000287
3.46,0.289,3.48,5.01,2.87,-0.00289
3.51,0.285,3.42,5.09,2.84,-0.00392
3.57,0.28,3.32,5.13,2.68,-0.00426
3.63,0.276,3.33,5.13,2.67,-0.0038
3.62,0.277,3.35,5.12,2.57,-0.004
3.57,0.28,3.23,5.11,2.54,-0.00914
3.45,0.29,3.28,5.14,2.49,-0.0187
3.21,0.312,3.33,5.14,2.5,-0.0365
2.89,0.346,3.42,5.05,2.3,-0.0536
2.72,0.368,3.45,4.89,2.23,-0.0492
2.75,0.364,3.45,4.63,2.35,-0.0386
2.71,0.37,3.53,4.37,2.36,-0.0401
2.8,0.357,3.58,4.19,2.37,-0.0417
3.1,0.322,3.64,4.09,2.38,-0.0388
3.22,0.311,3.61,4.16,2.39,-0.0375
3.23,0.31,3.55,4.25,2.35,-0.0346
3.39,0.295,3.64,4.15,2.34,-0.0221
3.51,0.285,3.59,4.02,2.3,-0.0155
3.52,0.284,3.6,4.15,2.25,-0.0113
3.49,0.286,3.5,4.34,2.29,-0.0107
3.54,0.283,3.43,4.38,2.26,-0.0155
3.59,0.278,3.47,4.48,2.09,-0.0188
3.62,0.276,3.4,4.63,2.23,-0.0195
3.49,0.287,3.35,4.69,2.3,-0.0207
3.3,0.303,3.33,4.71,2.38,-0.0157
3.4,0.294,3.32,4.78,2.31,-0.0129
3.55,0.282,3.2,4.77,2.35,-0.0151
3.53,0.284,3.04,4.73,2.47,-0.026
3.4,0.294,3.04,4.68,2.55,-0.0348
3.41,0.294,2.91,4.56,2.58,-0.0374
3.45,0.29,3.07,4.46,2.59,-0.0378
3.4,0.295,3.19,4.36,3.14,-0.036
3.31,0.302,3.52,4.26,3.16,-0.0388
3.37,0.297,3.54,4.26,3.1,-0.0382
3.5,0.286,3.55,4.19,3.02,-0.0229
3.6,0.278,3.55,4.14,3.05,-0.0122
3.52,0.284,3.58,4.12,3.04,-0.00548
3.35,0.298,3.56,4.13,2.97,0.00318
3.33,0.3,3.57,4.14,2.92,0.0132
3.35,0.298,3.52,4.1,2.91,0.0174
3.36,0.298,3.51,4.02,2.84,0.0232
3.35,0.299,3.49,3.98,2.8,0.0267
3.32,0.301,3.15,3.97,1.98,0.0302
3.36,0.298,3.02,3.75,2.03,0.0336
3.29,0.304,3.14,3.39,2.04,0.0376
3.02,0.332,3.14,3.29,1.99,0.0361
2.77,0.361,3.24,2.88,2.06,0.0162
2.68,0.373,3.23,2.69,2.19,0.00711
2.89,0.346,3.33,2.67,2.51,0.00125
3.32,0.302,3.4,2.75,2.42,-0.000482
3.56,0.281,3.42,3.06,2.49,-0.00238
3.67,0.273,3.51,3.5,2.5,-0.00396
3.7,0.27,3.37,3.85,2.46,-0.00637
3.7,0.27,3.41,3.98,2.43,-0.00653
3.62,0.276,3.65,4.04,2.57,-0.00263
3.59,0.279,3.62,4.05,2.58,0.00312
3.62,0.276,3.64,4.07,2.53,0.00546
3.66,0.273,3.73,4.07,2.55,0.00719
3.65,0.274,3.74,4.21,2.33,0.00624
3.6,0.278,3.73,4.4,2.21,0.00434
3.48,0.288,3.7,4.48,2.17,-0.00217
3.36,0.298,3.65,4.42,2.06,-0.0103
3.23,0.31,3.6,4.34,2.11,-0.00462
3.2,0.313,3.6,4.28,2.3,-0.00464
3.22,0.31,3.59,4.23,2.34,-0.0137
3.29,0.304,3.32,4.29,2.19,-0.023
3.34,0.3,3.34,4.33,2.38,-0.0334
3.3,0.303,3.34,4.34,2.55,-0.0464
3.3,0.303,3.25,4.29,2.6,-0.0507
3.26,0.306,3.29,4.09,2.65,-0.0611
3.13,0.32,3.3,4.01,2.59,-0.0831
2.99,0.335,3.4,4.31,2.61,-0.117
2.87,0.349,3.39,4.54,2.62,-0.154
2.86,0.35,3.37,4.58,2.63,-0.162
2.84,0.353,3.41,4.68,2.52,-0.159
2.74,0.365,3.41,4.8,2.47,-0.162
2.67,0.375,3.47,4.83,2.51,-0.151
2.68,0.373,3.36,4.82,2.19,-0.0997
2.75,0.364,3.25,4.87,2.12,-0.0764
2.75,0.364,3.23,4.94,2.04,-0.0674
2.66,0.377,3.11,4.98,2.01,-0.0594
2.46,0.406,2.98,4.94,2.09,-0.031
2.47,0.405,3.07,4.78,2.14,-0.00387
2.58,0.387,3.08,4.56,2.26,-0.00261
2.77,0.361,3.1,4.42,2.22,-0.0108
2.78,0.36,2.94,4.33,2.24,-0.0157
2.79,0.358,2.7,4.11,2.2,-0.0101
2.83,0.353,2.64,3.93,2.24,-0.0237
2.73,0.366,2.67,3.89,2.25,-0.0418
2.66,0.376,2.82,3.79,2.28,-0.0447
2.61,0.383,2.92,3.65,2.24,-0.0377
2.67,0.374,2.98,3.6,2.29,-0.0299
2.73,0.366,2.92,3.57,2.2,-0.025
2.6,0.385,2.77,3.44,2.31,-0.0293
2.37,0.422,2.78,3.37,2.19,-0.0293
2.26,0.443,2.93,3.42,2.16,-0.0259
2.49,0.401,3.17,3.48,2.14,-0.0322
2.72,0.368,3.22,3.48,2.23,-0.0169
2.71,0.369,3.25,3.56,2.19,-0.00247
2.72,0.368,3.35,3.74,2.21,0.00425
2.76,0.363,3.22,3.88,2.19,-0.001
2.65,0.378,2.86,4.61,1.96,-0.0261
2.42,0.413,2.9,4.38,2.01,-0.0184
2.35,0.425,2.77,4.1,2.07,-0.0019
2.35,0.426,2.6,4.07,2.09,0.00634
2.35,0.426,2.5,4.31,2.09,-0.00117
2.33,0.428,2.63,4.52,2.21,0.00416
2.35,0.426,2.9,4.57,2.39,0.00319
2.27,0.441,3.06,4.6,2.42,0.0115
1.98,0.505,3.04,4.61,2.49,0.00787
2.08,0.48,3.02,4.5,2.52,-0.0482
2.39,0.419,2.98,4.37,2.5,-0.086
2.56,0.391,2.88,4.31,2.58,-0.101
2.62,0.382,2.91,4.36,2.49,-0.0959
2.6,0.385,2.99,4.44,2.58,-0.107
2.73,0.367,3,4.36,2.57,-0.0849
2.99,0.335,3.11,4.09,2.64,-0.0492
3.13,0.32,3,3.79,2.71,-0.041
3.08,0.325,2.79,3.74,2.69,-0.0451
3.08,0.325,2.8,3.94,2.78,-0.0475
3.26,0.307,2.83,4.31,2.72,-0.0501
3.28,0.305,3.27,4.47,2.77,-0.0463
3.33,0.301,3.26,4.54,2.84,-0.032
3.51,0.285,3.41,4.57,2.9,-0.0204
3.66,0.274,3.54,4.57,2.9,-0.017
3.7,0.27,3.6,4.75,2.91,-0.0135
3.63,0.276,3.66,4.92,2.92,-0.0155
3.58,0.279,3.71,4.95,2.93,-0.0157
3.66,0.273,3.74,4.98,2.85,-0.0105
3.71,0.269,3.69,5.02,2.8,-0.00653
3.7,0.27,3.73,5,2.7,-0.00351
3.67,0.273,3.62,4.9,2.74,-0.000185
3.72,0.269,3.45,4.76,2.72,0.00194
3.74,0.267,3.45,4.72,2.6,-0.000433
3.55,0.282,3.22,4.68,2.55,0.00206
3.43,0.291,3.15,4.57,2.53,0.00015
3.42,0.293,3.04,4.34,2.55,-0.00504
3.42,0.293,2.95,4.29,2.48,-0.00732
3.36,0.297,2.82,4.35,2.43,-0.0142
3.42,0.293,2.82,4.32,2.47,-0.0259
3.45,0.29,2.91,4.51,2.44,-0.0314
3.6,0.278,2.95,4.64,2.5,-0.0239
3.73,0.268,3.08,4.67,2.42,-0.0183
3.75,0.266,3.12,4.69,2.35,-0.0222
3.72,0.269,3.12,4.76,2.25,-0.0291
3.74,0.268,3.11,4.82,2.25,-0.0327
3.77,0.266,3.01,4.77,2.21,-0.032
3.8,0.263,2.91,4.75,2.11,-0.0274
3.91,0.256,3.1,4.67,2.11,-0.018
4.07,0.246,3.22,4.61,1.89,-0.00788
4.16,0.24,3.15,4.61,1.84,-0.00247
4.13,0.242,3.15,4.29,1.89,-0.000322
4.03,0.248,3.05,3.99,1.72,0.000077
3.9,0.256,3.02,3.95,1.72,0.00328
3.87,0.258,2.95,3.81,1.78,0.00769
3.83,0.261,3.09,3.54,1.77,0.014
3.85,0.26,3.05,3.33,1.75,0.0165
3.81,0.262,3.1,3.28,1.71,0.0188
3.72,0.269,3.09,3.3,1.63,0.0196
3.54,0.282,2.84,3.4,1.58,0.0172
3.14,0.319,2.74,3.4,1.69,0.0197
2.83,0.353,2.74,3.28,1.88,0.0271
3.08,0.324,2.7,3.61,2.1,0.0117
3.24,0.309,2.85,3.83,2.16,-0.002
3.34,0.299,2.87,3.87,2.28,-0.00714
3.43,0.292,2.97,3.87,2.27,-0.00849
3.4,0.294,2.9,3.95,2.29,-0.011
3.35,0.298,2.88,4.14,2.3,-0.0128
3.41,0.293,3.01,4.34,2.36,-0.0127
3.47,0.288,2.98,4.38,2.36,-0.0164
3.51,0.285,3.07,4.44,2.3,-0.0203
3.54,0.283,3.03,4.48,2.39,-0.0208
3.46,0.289,3.12,4.45,2.31,-0.0218
3.32,0.301,3.09,4.46,2.15,-0.0227
3.1,0.323,2.98,4.42,2.05,-0.022
2.8,0.357,3.08,4.42,1.99,-0.0255
2.66,0.376,3.09,4.49,2,-0.0314
2.73,0.367,3.1,4.52,2.14,-0.0264
2.77,0.36,3.16,4.45,2.26,-0.0187
2.64,0.379,3.2,4.38,2.26,-0.0125
2.57,0.39,3.22,4.31,2.3,-0.0126
2.51,0.398,3.27,4.19,2.36,-0.0274
2.4,0.416,3.46,4.15,2.24,-0.037
2.41,0.414,3.48,4.05,2.23,-0.0422
2.29,0.436,3.64,3.94,2.61,-0.0605
2.22,0.451,3.63,3.97,2.63,-0.0619
2.26,0.442,3.66,4.01,2.72,-0.0535
2.31,0.432,3.73,3.99,2.72,-0.0513
2.44,0.41,3.81,3.91,2.68,-0.0459
2.61,0.382,3.77,3.8,2.65,-0.0393
2.69,0.372,3.72,3.72,2.64,-0.0349
2.78,0.36,3.69,3.78,2.61,-0.02
2.93,0.342,3.6,3.89,2.56,-0.0215
2.95,0.339,3.46,3.97,2.57,-0.0257
2.98,0.336,3.39,4.1,2.34,-0.0176
3.01,0.333,3.34,4.18,2.18,-0.0191
3.01,0.332,3.24,4.12,2.19,-0.0188
3.03,0.33,3.04,4.1,2.02,-0.0219
3,0.333,2.77,4.33,1.98,-0.0263
2.83,0.353,2.72,4.5,1.78,-0.0291
2.76,0.363,2.81,4.54,1.89,-0.0265
2.71,0.369,3.03,4.55,1.97,-0.0345
2.57,0.389,3.15,4.5,2.02,-0.0284
2.49,0.402,3.14,4.45,2.1,-0.00515
2.49,0.402,3.15,4.4,2.08,-0.0137
2.4,0.417,3.15,4.26,2.07,-0.00499
2.46,0.407,3.13,4.15,2.02,0.00725
2.29,0.437,3.32,3.35,2.01,-0.0526
2.27,0.441,3.18,3.57,2.01,-0.0391
2.38,0.42,3.12,3.91,2.04,-0.0081
2.56,0.391,3.09,4.05,2.09,-0.0179
2.69,0.371,3.16,4.15,2.12,-0.0156
3,0.334,3.32,4.37,2.39,-0.00944
3.24,0.309,3.27,4.38,2.28,-0.0116
3.37,0.297,3.18,4.31,2.31,-0.0128
3.34,0.299,3.26,4.29,2.41,-0.0153
3.29,0.304,3.32,4.37,2.5,-0.0149
3.33,0.3,3.36,4.43,2.49,-0.0144
3.4,0.294,3.46,4.39,2.57,-0.0175
3.44,0.291,3.48,4.23,2.59,-0.021
3.39,0.295,3.31,4.01,2.59,-0.0244
3.33,0.301,3.3,3.97,2.61,-0.0215
3.18,0.315,3.2,3.71,2.45,-0.0165
3.01,0.332,3.2,3.31,2.35,-0.0134
2.66,0.375,3.17,3.25,2.48,-0.0125
2.37,0.421,3.14,3.24,2.43,0.00169
2.39,0.418,3.08,3.14,2.34,0.00102
2.44,0.41,3.08,2.92,2.49,-0.00462
2.39,0.418,3.04,2.6,2.51,0.00724
2.23,0.448,2.96,2.73,2.47,0.0392
2.38,0.42,2.91,2.88,2.53,0.0538
