alpha,arousal1,betha,theta,gamma,valence1
4.06,0.247,4.11,6.86,3.16,-0.00129
4.05,0.247,4.08,6.83,2.99,-0.00341
4.03,0.248,3.33,6.65,2.44,-0.00571
3.72,0.269,3.32,6.04,2.44,-0.00946
3.48,0.288,3.15,5.38,2.49,-0.00877
3.11,0.322,3.26,5.15,2.54,-0.0143
3.15,0.317,3.3,4.63,2.51,-0.0179
3.26,0.307,3.29,3.77,2.52,-0.0138
3.26,0.307,3.15,3.43,2.58,-0.0106
3.22,0.31,3.17,3.45,2.72,-0.0125
3.19,0.314,3.21,3.4,2.79,-0.0171
3.2,0.312,3.12,3.63,2.82,-0.0198
3.28,0.305,3.21,4.6,2.88,-0.0236
3.26,0.306,3.2,5.53,2.94,-0.0354
3.2,0.312,3.04,5.81,2.93,-0.0428
3.3,0.303,3.3,5.85,2.99,-0.0286
3.26,0.306,3.19,5.96,3.02,-0.0132
3.02,0.331,3.18,6.01,2.94,-0.0122
2.83,0.354,3.17,6.02,2.9,-0.0376
2.92,0.342,3.23,6.04,2.83,-0.0416
2.98,0.335,3.17,6.04,2.7,-0.0326
3,0.334,3.18,6.07,2.69,-0.0291
2.93,0.342,3.16,6.11,2.55,-0.0262
2.91,0.343,3.19,6.05,2.51,-0.00978
3,0.333,3.18,5.69,2.48,0.00217
3.06,0.327,3.07,5.35,2.15,-0.00778
2.89,0.347,2.8,5.22,2.1,-0.0237
2.75,0.364,2.81,5.12,2.1,-0.0481
2.82,0.354,2.78,5.12,2.11,-0.0403
2.77,0.361,2.76,5.09,2.1,-0.0235
2.67,0.375,2.65,5.08,2.06,-0.0309
2.72,0.367,2.68,5.05,2.09,-0.0562
2.86,0.35,2.69,4.88,2.1,-0.0725
2.87,0.348,2.91,4.47,2.25,-0.0725
2.93,0.342,2.86,4.08,2.18,-0.0532
3.04,0.329,3.06,4.05,2.19,-0.0345
3.11,0.321,3.1,4.11,2.18,-0.0247
3.17,0.316,3.16,4.11,2.25,-0.0194
3.16,0.316,3.18,3.91,2.18,-0.0175
3.09,0.324,3.1,3.66,2.26,-0.0216
3.05,0.328,3.07,3.51,2.27,-0.0273
3.06,0.327,3.07,3.27,2.24,-0.0272
2.91,0.344,3.28,3.05,2.22,-0.00886
2.9,0.344,3.37,2.98,2.11,0.00346
2.92,0.342,3.39,2.92,2.02,-0.000003
2.67,0.374,3.35,2.87,1.96,-0.002
2.53,0.396,3.34,2.71,2.06,-0.00637
2.49,0.402,3.41,2.68,2.04,-0.0337
2.56,0.391,3.34,2.66,1.96,-0.0626
2.58,0.387,3.33,2.8,1.99,-0.0697
2.61,0.383,3.35,3.1,1.79,-0.0651
2.69,0.372,3.46,3.35,1.85,-0.0729
2.78,0.36,3.6,3.47,1.9,-0.0859
2.83,0.353,3.5,3.5,1.92,-0.0923
2.78,0.36,3.4,3.63,1.86,-0.101
2.75,0.363,3.56,3.72,1.81,-0.11
2.85,0.351,3.51,3.77,1.84,-0.104
2.89,0.346,3.55,3.74,1.76,-0.0787
2.82,0.355,3.5,3.65,1.7,-0.0584
2.73,0.366,3.55,3.63,1.68,-0.0478
2.73,0.366,3.62,3.65,1.77,-0.0521
2.69,0.372,3.8,3.68,1.79,-0.0547
2.75,0.364,3.74,3.58,1.74,-0.02
2.9,0.345,3.71,3.51,1.81,0.0175
2.9,0.345,3.68,3.76,1.91,0.0338
3.03,0.33,3.63,3.87,1.91,0.0308
2.97,0.336,3.63,3.8,1.96,0.041
2.97,0.337,3.6,3.8,1.95,0.0301
3.03,0.33,3.53,3.8,1.93,0.0127
3.02,0.331,3.58,3.84,2.12,0.014
3.07,0.325,3.59,4.17,2.2,0.00808
3.25,0.308,3.52,4.56,2.25,-0.000058
3.37,0.297,3.3,4.57,2.24,-0.00604
3.38,0.296,3.26,4.74,2.56,-0.0152
3.45,0.29,3.44,4.99,2.52,-0.0247
3.44,0.29,3.39,5,2.66,-0.0287
3.43,0.291,3.44,4.99,2.74,-0.0334
3.49,0.287,3.51,5,2.74,-0.0303
3.39,0.295,3.57,5,2.77,-0.0268
3.32,0.301,3.63,5.02,2.72,-0.0278
3.31,0.302,3.53,5.02,2.71,-0.0328
3.24,0.308,3.51,4.83,2.66,-0.0307
3.1,0.322,3.52,4.68,2.64,-0.00599
3.02,0.331,3.72,4.67,2.6,0.00916
2.82,0.355,3.75,4.39,2.34,0.0321
2.57,0.389,3.61,3.99,2.3,0.0654
2.58,0.388,3.58,3.89,2.11,0.0713
2.67,0.375,3.4,3.98,2.19,0.078
2.6,0.385,2.74,2.88,2.05,0.0689
2.69,0.371,2.73,3.61,2.09,0.0383
2.9,0.345,2.69,4.44,2.12,0.0122
2.97,0.336,2.64,4.75,2.17,0.00819
2.9,0.344,2.69,4.79,2.19,0.0123
2.84,0.352,2.69,4.78,2.24,-0.00179
2.85,0.35,2.71,4.81,2.21,-0.0375
2.9,0.344,2.9,4.81,2.24,-0.0656
2.94,0.34,3.01,4.83,2.34,-0.0825
2.95,0.339,2.99,4.83,2.17,-0.0884
2.94,0.34,3.01,4.82,1.98,-0.0858
3.02,0.332,3.09,4.81,2.07,-0.0673
3.15,0.318,3.13,4.47,1.97,-0.0368
3.15,0.317,3.1,3.72,1.98,-0.0201
3.16,0.316,3.11,3.16,2,-0.0206
3.17,0.316,3.1,3.19,1.96,-0.0245
3.12,0.321,3.14,3.24,2.07,-0.0224
3.03,0.33,3.12,3.19,2.1,-0.0118
2.96,0.338,2.98,3.11,2.03,0.00727
2.92,0.342,2.94,2.97,1.92,0.03
2.98,0.335,2.68,2.96,1.89,0.025
3.15,0.317,2.63,2.99,1.71,0.0181
3.18,0.315,2.57,2.9,1.71,0.0219
3,0.333,2.61,2.87,1.7,0.0294
2.88,0.347,2.61,2.88,1.61,0.0354
2.88,0.347,2.66,2.84,1.63,0.0395
3.1,0.323,2.78,2.77,1.55,0.04
3.25,0.307,2.77,2.55,1.47,0.0428
3.27,0.306,2.86,2.78,1.45,0.0428
3.4,0.294,2.89,3.1,1.49,0.0306
3.46,0.289,3,3.17,1.55,0.0246
3.42,0.292,3.01,3.1,1.66,0.023
3.36,0.298,2.92,3.09,1.69,0.019
3.27,0.306,2.95,3.11,1.74,0.00918
3.18,0.314,2.91,3.01,1.95,0.00503
3.12,0.321,2.81,2.97,1.95,0.00336
2.99,0.335,2.74,2.94,1.95,-0.00451
2.72,0.367,2.68,2.89,2.01,-0.0257
2.6,0.384,2.82,3.09,1.93,-0.0386
2.6,0.384,2.7,3.3,1.9,-0.0259
2.5,0.4,2.56,3.34,1.88,-0.0124
2.42,0.414,2.51,3.35,1.86,-0.014
2.36,0.424,2.52,3.38,1.89,-0.0157
2.32,0.43,2.66,3.34,1.9,-0.0143
2.33,0.429,2.61,3.33,1.7,-0.0117
2.34,0.427,2.63,3.4,1.6,-0.0082
2.41,0.415,2.66,3.41,1.6,-0.00239
2.43,0.411,2.65,3.64,1.48,-0.0023
2.54,0.393,2.53,4.03,1.51,0.00272
2.48,0.404,2.85,4.04,1.55,-0.0214
2.25,0.444,2.91,3.84,1.62,-0.0921
2.33,0.429,2.98,3.81,1.59,-0.0653
2.36,0.424,3.02,3.78,1.55,-0.0368
2.29,0.436,3.05,3.8,1.48,-0.0181
2.34,0.428,3.02,3.85,1.57,-0.0174
2.38,0.42,3.12,3.86,1.64,0.00202
2.44,0.409,3.19,3.87,1.68,0.025
2.65,0.378,3.17,3.88,1.72,0.0351
2.87,0.348,3.17,3.6,1.71,0.0328
2.93,0.341,3.03,3.37,1.75,0.0258
2.94,0.34,2.85,3.56,1.75,0.0282
2.86,0.35,2.82,3.69,1.79,0.037
2.69,0.372,2.77,3.73,1.79,0.0426
2.65,0.377,2.75,3.76,1.74,0.0403
2.63,0.38,3.13,3.74,1.75,0.0405
2.59,0.387,3.39,3.68,1.71,0.0396
2.56,0.39,3.39,3.78,1.76,0.037
2.42,0.414,3.36,3.91,1.67,0.0196
2.13,0.469,3.37,3.98,1.65,-0.0131
1.91,0.524,3.45,3.96,1.67,-0.0342
1.88,0.531,3.57,3.79,1.57,-0.0786
1.87,0.535,3.69,3.6,1.46,-0.08
1.95,0.512,3.71,3.55,1.45,-0.0205
2.06,0.487,3.76,3.56,1.55,0.0029
2.11,0.473,3.7,3.53,1.71,0.00576
2.13,0.469,3.38,3.5,1.7,0.00174
2.11,0.475,3.29,3.54,1.68,0.00837
2.14,0.467,3.21,3.46,1.58,-0.003
2.23,0.448,3.2,3.22,1.57,-0.0207
2.18,0.458,3.13,3.03,1.61,-0.0232
1.92,0.522,3.12,3.09,1.69,-0.0294
1.88,0.531,3.02,3.47,2.01,0.0291
2.15,0.465,2.82,3.65,2.04,0.0475
2.28,0.438,2.63,3.7,2.04,0.0295
2.31,0.433,2.58,3.76,1.98,0.0205
2.28,0.438,2.68,3.82,1.95,0.0409
2.41,0.416,2.69,3.86,1.98,0.0381
2.63,0.381,2.65,3.87,2.03,-0.00372
2.64,0.378,2.71,3.85,2.05,-0.0149
2.59,0.386,2.81,3.79,2.05,-0.00291
2.58,0.388,2.82,3.72,2.04,0.00123
2.57,0.39,2.73,3.51,2.02,-0.0042
2.45,0.408,2.64,3.21,1.9,-0.0299
2.27,0.441,2.68,3.14,1.89,-0.0769
2.18,0.458,2.67,3.15,1.86,-0.107
2.14,0.467,2.72,3.08,1.94,-0.112
2.11,0.473,2.65,3.09,1.97,-0.105
1.85,0.54,2.69,3.12,1.94,-0.0425
1.53,0.655,2.71,3.09,1.89,0.154
1.51,0.662,2.87,3.03,1.99,0.256
1.57,0.638,2.81,3.11,2.04,0.262
2.1,0.476,2.79,3.43,2.09,0.0718
2.66,0.375,3.15,3.66,2.13,-0.00922
2.81,0.356,3.35,3.74,2.53,-0.0128
2.8,0.358,3.34,3.75,2.67,-0.0138
2.79,0.358,3.39,3.79,2.94,-0.0113
2.84,0.353,3.41,3.82,2.92,-0.000869
3.08,0.325,3.23,3.83,2.01,-0.0326
2.94,0.34,3.2,4,2.08,-0.0405
2.8,0.357,3.42,4.28,2.12,-0.0501
2.84,0.352,3.48,4.61,2.1,-0.0488
2.85,0.351,3.41,4.82,2.13,-0.0486
2.83,0.353,3.41,4.88,2.17,-0.0516
2.62,0.381,3.32,4.85,2.04,-0.0551
2.35,0.425,3.38,4.82,1.98,-0.018
2.27,0.441,3.29,4.81,1.97,-0.0264
2.24,0.446,3.16,4.81,1.93,-0.0313
2.48,0.404,3.09,4.8,1.84,0.017
2.61,0.382,3.16,4.75,1.81,0.0618
2.73,0.367,3.21,4.64,1.77,0.0814
2.78,0.36,2.89,4.35,1.7,0.0954
2.8,0.357,2.84,3.69,1.83,0.102
2.91,0.344,2.9,2.85,1.76,0.0897
2.93,0.341,2.96,2.7,1.7,0.0876
2.94,0.341,2.96,2.83,1.61,0.0888
2.95,0.339,2.85,2.87,1.63,0.0904
3.02,0.332,2.89,2.95,1.79,0.0851
3.01,0.332,3.13,2.91,1.99,0.0778
2.99,0.335,3.17,2.98,1.97,0.0651
2.94,0.34,3.04,3.05,2.04,0.0399
2.84,0.352,3.04,2.97,2.07,0.0236
2.96,0.338,3.04,2.86,2.13,0.00768
3.07,0.326,3.06,2.86,2.07,-0.0127
3.05,0.327,2.99,2.85,2.11,-0.0172
3,0.334,2.99,2.92,2.09,-0.0159
3.05,0.328,2.85,3.13,2.1,-0.0086
3.11,0.321,2.8,3.31,2.07,-0.00605
3.11,0.321,2.71,3.32,1.83,-0.00258
3.08,0.325,2.27,3.32,1.79,0.00872
2.98,0.335,2.33,3.29,1.95,0.0227
2.98,0.336,2.57,3.4,1.83,0.0313
2.97,0.337,2.69,3.55,1.78,0.0398
2.99,0.335,2.87,3.71,1.75,0.045
3.22,0.311,2.98,3.73,1.74,0.0386
3.42,0.292,3.07,3.83,1.73,0.0294
3.42,0.292,3.1,3.85,1.78,0.0257
3.43,0.291,3.29,3.73,1.68,0.0202
3.47,0.288,3.35,3.64,1.71,0.013
3.45,0.29,3.36,3.69,1.77,0.00769
3.41,0.293,3.32,3.8,1.77,-0.00063
3.4,0.294,3.32,3.85,1.66,-0.00292
3.46,0.289,3.24,3.78,1.69,-0.0045
3.5,0.286,3.17,3.66,1.69,-0.00709
3.33,0.3,3.01,3.54,1.68,-0.00742
2.89,0.346,3,3.5,1.81,-0.0101
2.71,0.369,3.03,3.27,1.77,-0.0139
2.74,0.365,3.01,3.01,1.74,-0.0169
2.63,0.38,2.67,3.11,1.7,-0.0146
2.55,0.392,2.69,3.28,1.67,-0.0089
2.87,0.349,2.97,3.18,1.58,-0.0131
3.18,0.314,2.96,2.97,1.54,-0.0192
3.22,0.311,2.92,2.91,1.7,-0.0284
3.11,0.322,2.89,2.94,1.73,-0.0361
3.03,0.33,3.08,2.9,1.76,-0.0341
3.02,0.331,3.09,2.86,1.76,-0.0349
3.03,0.33,3.05,2.96,1.7,-0.0373
3.06,0.326,3.08,3.31,1.73,-0.0324
3.05,0.328,3.06,3.68,1.84,-0.0335
3.04,0.329,3.13,3.81,1.9,-0.0315
3.02,0.331,3.04,3.85,1.9,-0.0299
2.71,0.369,2.86,3.89,1.92,-0.0356
2.5,0.4,2.87,3.96,1.83,-0.0138
2.6,0.385,2.93,3.97,1.79,-0.00957
2.66,0.375,3.09,4.04,1.89,-0.0159
2.77,0.361,3.11,4.22,2.32,-0.00635
2.89,0.346,3.26,4.38,2.46,0.0139
2.89,0.347,3.18,4.44,2.58,0.0188
2.95,0.339,3.14,4.39,2.6,0.0161
3.17,0.315,3.14,4.4,2.62,0.0221
3.2,0.313,3.31,4.73,2.66,0.0313
4.36,0.229,5.6,6.39,3.1,0.0166
6.97,0.143,5.79,9.04,3.12,0.00525
7.88,0.127,5.8,10.2,3.13,0.00516
8.11,0.123,5.79,10.6,3.13,0.00547
8.19,0.122,5.79,10.8,2.99,0.00551
8.21,0.122,5.77,10.8,2.87,0.00553
8.22,0.122,5.77,10.8,2.85,0.00564
8.23,0.122,5.78,10.9,2.87,0.00564
8.23,0.121,5.8,10.9,2.81,0.00563
8.23,0.121,5.8,10.9,2.8,0.00561
8.23,0.121,5.52,10.9,2.8,0.0056
8.15,0.123,4.15,10.8,2.65,0.00591
7.74,0.129,4.16,10.4,2.77,0.00755
6.87,0.146,4.24,9.6,2.85,0.0106
5.73,0.175,4.4,9.03,3,0.0136
5.38,0.186,4.52,8.6,3.52,0.0156
5,0.2,4.79,7.81,3.7,0.0116
5.2,0.192,5.06,7.15,3.96,0.00668
5.6,0.179,5.69,7.24,4.02,0.00481
6.52,0.153,5.8,8.64,4.04,0.00571
7.17,0.14,5.8,9.38,4.04,0.00563
7.46,0.134,5.81,9.61,3.98,0.00537
7.51,0.133,5.75,9.7,3.93,0.00538
7.53,0.133,5.7,9.77,3.92,0.00548
7.54,0.133,5.67,9.81,3.88,0.00551
7.55,0.133,5.66,9.82,3.81,0.0055
7.54,0.133,5.57,9.83,3.44,0.0055
7.52,0.133,5.52,9.83,3.06,0.0055
7.48,0.134,5.26,9.82,2.48,0.00564
7.4,0.135,3.84,9.77,2.27,0.00596
6.97,0.143,3.55,9.45,2.15,0.00674
5.94,0.168,3.3,8.76,2.1,0.00856
5.16,0.194,3.47,8.03,2.14,0.0106
4.4,0.227,3.5,7.28,2.1,0.00717
2.67,0.374,2.99,3.29,2.06,0.0289
2.44,0.41,2.94,3.28,2.04,-0.00927
2.43,0.412,2.76,3.48,1.94,-0.00931
2.39,0.419,2.82,3.74,1.97,-0.0345
2.53,0.396,2.73,3.85,1.88,-0.0512
2.7,0.37,2.73,4.13,1.77,-0.0527
2.81,0.355,2.74,4.23,1.78,-0.0522
3.14,0.318,2.7,4.17,1.67,-0.0439
3.29,0.304,2.41,4.18,1.68,-0.0414
3.28,0.304,2.36,4.17,1.66,-0.0426
3.25,0.308,2.37,4.15,1.59,-0.0439
3.27,0.306,2.33,4.14,1.56,-0.0445
3.33,0.3,2.26,4.09,1.56,-0.0438
3.38,0.296,2.25,3.91,1.49,-0.0416
3.38,0.296,2.73,3.88,1.51,-0.0381
3.3,0.303,2.85,3.95,1.43,-0.0401
3.19,0.313,2.88,3.72,1.5,-0.0384
3.1,0.323,2.89,3.46,1.46,-0.0363
3.27,0.306,2.89,3.58,1.44,-0.0218
3.31,0.302,3,3.58,1.42,-0.0165
3.27,0.306,3.02,3.66,1.43,-0.0112
3.32,0.301,3.12,3.81,1.47,-0.0108
3.39,0.295,3.22,3.83,1.57,-0.00997
3.39,0.295,3.37,3.9,1.76,-0.0103
3.48,0.288,3.27,3.97,1.95,-0.0119
3.58,0.279,3,3.86,1.92,-0.0111
3.62,0.276,3.03,3.61,1.87,-0.0123
3.62,0.276,3.01,3.57,1.81,-0.0156
3.45,0.289,3.13,3.49,1.8,-0.0237
3.2,0.312,3.13,3.51,1.86,-0.0324
3.11,0.321,3.1,3.6,1.89,-0.0379
3.1,0.323,3.07,3.54,1.9,-0.0393
2.98,0.335,2.93,3.45,1.88,-0.0474
2.83,0.353,2.81,3.46,1.89,-0.0454
2.69,0.371,2.58,3.33,1.87,-0.0487
2.32,0.431,2.72,3.25,1.73,-0.0832
1.74,0.576,2.79,3.29,1.75,-0.201
1.52,0.659,2.87,3.42,1.8,-0.216
1.84,0.545,2.84,3.68,1.89,-0.0859
2.06,0.485,2.82,3.75,1.93,-0.0201
2.04,0.491,2.95,3.61,2,0.00916
2,0.499,3.01,3.64,2.02,0.00194
2,0.5,3.03,3.87,2.14,-0.00162
2.11,0.474,3.27,4.01,2.31,0.00748
2.34,0.427,3.4,4.02,2.42,0.0116
2.54,0.393,3.42,4.01,2.41,-0.00497
2.6,0.384,3.41,4.01,2.5,-0.0117
2.59,0.386,3.38,4.01,2.45,-0.0115
2.6,0.385,3.25,3.91,2.48,-0.0303
2.47,0.404,3.21,3.68,2.45,-0.0616
2.49,0.401,3.16,3.58,2.47,-0.073
2.76,0.363,3.09,3.54,2.38,-0.0411
2.87,0.348,3.09,3.27,2.45,-0.0121
2.92,0.343,3.1,2.79,2.39,-0.00779
2.87,0.349,2.82,2.74,2.18,-0.0193
2.72,0.368,2.77,3.06,2.1,-0.0207
2.61,0.383,2.76,3.29,2.05,0.00426
2.6,0.384,2.74,3.37,1.9,0.0109
2.6,0.385,2.75,3.38,1.92,0.00982
2.65,0.377,2.93,3.44,2.27,0.00958
2.76,0.363,3.04,3.6,2.3,0.0188
2.68,0.374,3.08,3.72,2.3,0.0217
2.36,0.423,3.07,3.74,2.24,0.0118
2.11,0.473,3.03,3.68,2.28,-0.026
2.02,0.496,3.08,3.64,2.28,-0.0327
2.06,0.485,3.28,3.62,2.26,-0.0159
2.17,0.46,3.19,3.45,2.28,-0.00103
2.2,0.455,3.16,3.26,2.3,-0.0111
2.23,0.448,3.18,3.17,2.46,-0.0127
2.23,0.449,3.24,3.19,2.47,0.0054
2.01,0.499,3.12,3.09,2.25,0.027
1.93,0.517,3.04,2.8,2.25,0.0191
2.02,0.496,3,2.49,2.28,-0.000248
2.07,0.484,3.15,2.37,2.21,-0.0176
2.12,0.472,3.25,2.65,2.24,-0.0364
2.37,0.423,3.33,3.13,2.22,-0.0324
2.53,0.395,3.34,3.2,2.16,-0.0296
2.62,0.382,3.36,3.22,2.12,-0.0269
2.72,0.368,3.35,3.42,2.2,-0.0165
2.76,0.362,3.33,3.57,1.9,-0.014
2.75,0.364,3.32,3.65,1.9,-0.0129
2.75,0.364,3.33,3.86,1.83,-0.0181
2.89,0.346,3.36,4.04,1.86,-0.00914
3.13,0.319,3.38,4.16,1.98,0.000708
3.23,0.31,3.41,4.32,2.02,0.0011
3.25,0.307,3.27,4.39,1.87,0.00123
3.2,0.313,3.06,4.3,1.85,0.0073
3.11,0.322,3.07,4.27,1.83,0.00229
3.09,0.324,3.04,4.27,1.77,-0.00389
3.12,0.321,3.19,4.2,1.74,-0.000362
3.33,0.3,3.35,4.16,1.89,0.0058
3.44,0.291,3.45,4.09,2,0.0116
3.46,0.289,3.71,4.11,2.18,0.0252
3.39,0.295,3.87,4.5,2.22,0.0266
3.38,0.296,3.83,4.75,2.14,0.0317
3.36,0.298,3.86,4.73,2.17,0.0378
3.35,0.299,3.85,4.67,2.2,0.0429
3.33,0.3,3.81,4.69,2.29,0.0501
3.31,0.302,3.8,4.69,2.3,0.0562
3.26,0.307,3.79,4.68,2.28,0.061
3.14,0.318,3.68,4.67,2.21,0.0657
2.85,0.351,3.57,4.68,2.16,0.0834
2.65,0.378,3.49,4.69,1.97,0.0759
2.57,0.388,3.18,4.55,2.22,0.0616
2.46,0.406,3.09,4.05,2.06,0.0647
2.5,0.4,3.07,3.43,2.12,0.0485
3.35,0.299,2.99,3.57,1.42,-0.0535
3.17,0.315,2.98,3.67,1.42,-0.0621
3,0.334,2.94,3.68,1.28,-0.0571
2.8,0.358,2.9,3.6,1.3,-0.0263
2.63,0.381,2.98,3.61,1.54,0.000926
2.57,0.388,2.98,3.65,1.73,-0.00638
2.52,0.397,3,3.67,1.79,-0.00638
2.4,0.416,2.99,3.55,1.79,-0.0114
2.25,0.445,2.95,3.39,1.78,-0.00406
2.21,0.452,2.89,3.44,1.78,0.0167
2.3,0.435,2.66,3.62,1.76,-0.00358
2.41,0.416,2.61,3.6,1.84,-0.022
2.66,0.376,2.49,3.47,1.89,-0.00891
2.79,0.358,2.46,3.46,2.02,-0.00423
2.79,0.358,2.37,3.5,1.92,-0.0117
2.79,0.359,2.47,3.4,1.86,-0.0104
2.79,0.359,2.41,3.28,1.66,-0.00766
2.81,0.356,2.3,3.23,1.71,-0.011
2.8,0.357,2.32,3.2,1.71,-0.00795
2.72,0.367,2.3,3.19,1.75,-0.0101
2.56,0.39,2.34,3.01,1.79,-0.0137
2.48,0.404,2.36,2.9,1.78,-0.00766
2.34,0.428,2.56,3.11,1.59,-0.00492
2.02,0.495,2.69,3.17,1.52,-0.039
1.6,0.627,2.66,3.05,1.35,-0.0926
1.59,0.63,2.56,3.02,1.37,-0.0995
1.76,0.568,2.51,3.07,1.41,-0.17
2.23,0.448,2.68,3.19,1.58,-0.146
2.66,0.375,2.73,3.27,1.56,-0.11
2.98,0.336,2.8,3.27,1.57,-0.105
3.14,0.318,2.85,3.25,1.49,-0.0982
3.18,0.315,2.89,3.23,1.6,-0.0935
3.15,0.317,2.95,3.04,1.64,-0.0925
3.14,0.318,3.04,2.78,2.26,-0.0896
3.47,0.288,4.05,3.89,2.37,-0.0541
4.91,0.204,4.28,6.72,2.64,-0.00569
5.45,0.184,4.34,8.07,2.87,-0.0019
5.65,0.177,4.37,8.53,2.95,-0.00223
5.71,0.175,4.36,8.63,3,-0.00167
5.76,0.174,4.37,8.69,3,-0.001
5.78,0.173,4.41,8.73,3,-0.000493
5.78,0.173,4.43,8.76,3.01,-0.000309
5.78,0.173,4.51,8.77,3.04,-0.000245
5.78,0.173,4.49,8.77,3.08,-0.000263
5.77,0.173,4.28,8.77,2.9,-0.000286
5.67,0.176,3.73,8.75,2.84,-0.000343
5.25,0.191,3.46,8.5,2.69,-0.00139
4.41,0.227,3.29,7.89,2.39,-0.00258
3.97,0.252,3.36,7.26,2.46,0.000691
3.35,0.298,3.48,6.68,2.3,0.00384
2.51,0.398,3.55,5.95,2.43,-0.00504
1.79,0.559,3.37,5.31,2.44,0.0555
1.79,0.559,3.31,4.85,2.36,0.108
2.14,0.467,3.23,4.24,2.33,0.0794
2.17,0.461,3.35,3.78,2.24,0.0846
2.32,0.432,3.35,3.68,2.18,0.0631
2.37,0.423,3.35,3.52,2.2,0.0646
2.39,0.418,3.42,3.72,2.17,0.0503
2.41,0.415,3.44,3.89,1.9,0.0231
2.35,0.425,3.26,3.91,1.88,0.00577
2.33,0.429,3.11,3.95,1.87,0.00935
2.41,0.415,3.1,4.02,1.67,0.00708
2.54,0.394,3.31,4.07,1.71,-0.0104
2.46,0.407,3.22,4.08,1.62,-0.017
2.39,0.418,3.08,4.08,1.57,-0.0115
2.33,0.43,3.07,3.96,1.54,-0.00287
2.33,0.43,3.11,3.86,1.52,-0.0227
2.65,0.378,3.25,4.05,1.34,-0.0286
3.17,0.315,3.31,4.26,1.41,0.000326
3.45,0.29,3.35,4.33,1.47,0.0154
3.48,0.288,3.32,4.43,1.59,0.0149
3.53,0.284,3.27,4.51,1.58,0.0112
3.62,0.276,3.14,4.5,1.58,0.0124
3.71,0.269,3.13,4.47,1.79,0.00986
3.75,0.267,3.16,4.45,1.87,0.00572
3.74,0.268,3.1,4.46,1.85,0.00378
3.74,0.267,3.06,4.48,1.83,0.00393
3.71,0.269,3.15,4.43,1.88,0.00799
3.51,0.285,3.02,4.13,1.91,0.00967
3.17,0.315,2.8,3.65,1.88,0.00286
3.01,0.332,2.81,3.34,1.93,-0.00713
3.03,0.33,2.8,3.15,1.94,-0.00566
2.89,0.347,2.77,3.18,1.96,-0.00547
2.58,0.388,2.57,3.14,1.92,-0.0218
2.28,0.438,2.53,3.08,1.9,-0.0301
2.19,0.456,2.73,3.07,1.88,-0.0328
2.27,0.441,2.8,3,1.89,-0.032
2.24,0.446,2.74,2.97,1.89,-0.0149
2.3,0.434,2.6,3.08,1.92,0.0158
2.35,0.426,2.77,3.08,1.95,0.0177
2.28,0.438,2.73,3.05,1.98,0.00838
2.26,0.443,2.73,2.99,1.87,-0.00717
2.24,0.446,2.83,2.74,1.91,-0.0211
2.25,0.444,2.97,2.63,1.98,-0.0203
2.45,0.407,3.06,2.79,2.03,-0.0191
2.66,0.376,3.09,2.79,2.1,-0.0361
2.65,0.377,2.98,2.83,2.18,-0.0392
2.66,0.377,3,2.83,2.24,-0.0336
2.76,0.363,2.99,2.8,2.19,-0.0492
2.82,0.355,2.97,2.83,2.19,-0.0851
2.85,0.351,3.09,2.96,2.15,-0.104
2.88,0.347,3.16,3.01,2.07,-0.0966
2.87,0.348,3.18,3,2.04,-0.0857
2.85,0.351,3.03,2.97,2.04,-0.0709
2.77,0.361,3.02,2.8,2.07,-0.0542
2.54,0.394,2.89,2.81,1.81,-0.0434
2.32,0.431,3.22,3.84,1.32,0.134
2.23,0.448,3.22,3.94,1.44,0.214
2.28,0.439,3.38,3.92,1.61,0.237
2.61,0.382,3.43,3.82,1.59,0.137
3.03,0.331,3.45,3.87,1.63,0.0698
3.18,0.315,3.52,4,1.79,0.0509
3.21,0.311,3.52,4.04,1.81,0.0461
3.31,0.302,3.2,4.12,1.77,0.0468
3.33,0.3,3.15,4.13,1.77,0.0506
3.27,0.305,2.97,4.04,1.95,0.0469
3.29,0.304,2.99,3.96,1.98,0.0403
3.35,0.299,3.05,3.86,2.04,0.0312
3.35,0.298,3.04,3.7,1.89,0.0159
3.33,0.3,2.8,3.63,1.84,0.00239
3.17,0.316,2.9,3.62,1.87,0.000723
2.86,0.35,2.97,3.51,1.77,0.00122
3.11,0.322,3.02,3.41,1.7,0.00573
3.51,0.285,2.99,3.41,1.64,-0.00113
3.6,0.278,2.99,3.3,1.67,-0.0115
3.6,0.277,2.99,3.27,1.62,-0.0169
3.66,0.273,2.91,3.48,1.49,-0.0163
3.67,0.273,2.97,3.65,1.42,-0.0185
3.65,0.274,3.25,3.68,1.46,-0.0199
3.66,0.273,3.6,3.69,1.51,-0.0204
3.8,0.263,3.65,3.75,1.55,-0.0283
3.88,0.258,3.62,3.96,1.54,-0.0315
3.81,0.263,3.58,4.2,1.55,-0.0349
3.59,0.278,3.49,4.21,1.55,-0.0478
3.39,0.295,3.46,4.17,1.72,-0.0592
3.3,0.303,3.45,4.15,1.73,-0.0649
3.26,0.307,3.46,4.1,1.76,-0.07
3.18,0.314,3.5,3.95,1.78,-0.0776
3.08,0.324,3.4,3.84,1.72,-0.0811
3.08,0.325,3.27,3.84,1.74,-0.0831
2.87,0.348,2.89,3.87,1.75,-0.0822
2.5,0.4,3.01,3.7,1.74,-0.048
