alpha,arousal1,betha,theta,gamma,valence1
2.36,0.424,3.08,3.44,1.73,0.0592
2.35,0.426,3.13,3.03,1.72,0.0667
2.36,0.424,3.12,3.05,1.73,0.0556
2.57,0.389,3.15,3.13,1.73,0.0295
2.61,0.383,3.08,3.26,1.76,0.029
2.72,0.367,3.18,3.54,1.79,0.00343
3.07,0.325,3.07,3.6,1.71,-0.0161
3.39,0.295,3.12,3.81,1.7,-0.0151
3.39,0.295,3.24,4,1.57,-0.0114
3.49,0.287,3.28,4.07,1.68,-0.00208
3.49,0.286,3.31,4.05,1.64,-0.00534
3.45,0.29,3.28,4.09,1.51,-0.0106
3.47,0.288,3.25,4.07,1.56,-0.0157
3.47,0.288,3.38,4.01,1.53,-0.0103
3.54,0.283,3.5,4.15,1.54,0.00363
3.58,0.279,3.64,4.15,1.66,0.00809
3.7,0.27,3.61,4.14,1.6,0.0136
3.51,0.285,3.54,4.13,1.89,0.0294
3.41,0.293,3.33,4.1,2.02,0.0403
3.47,0.288,3.28,4.06,2.03,0.0359
3.47,0.288,3.28,4.09,2.01,0.0391
3.42,0.292,3.27,4.1,2.02,0.0416
3.42,0.292,3.28,4.03,2.01,0.0446
3.44,0.291,3.24,4,1.99,0.0513
3.38,0.296,3.09,3.95,1.99,0.055
3.32,0.302,2.9,3.83,1.93,0.0562
3.16,0.317,2.45,3.81,1.83,0.0741
2.87,0.348,2.46,3.88,1.79,0.116
2.82,0.355,2.57,3.84,1.42,0.138
2.73,0.366,2.52,3.8,1.42,0.155
2.44,0.409,2.42,3.91,1.44,0.204
2.3,0.434,2.47,4.19,1.51,0.226
2.4,0.416,2.52,4.38,1.7,0.215
2.38,0.421,2.66,4.47,1.97,0.263
2.35,0.425,3.01,4.53,2.08,0.207
2.73,0.367,3.07,4.53,2.07,0.0814
2.91,0.344,3.11,4.49,2.18,0.0527
2.94,0.34,3.13,4.43,2.27,0.0343
3.06,0.327,3.17,4.4,2.5,0.0193
3.15,0.317,3.45,4.39,3.16,0.00951
3.16,0.316,3.54,4.31,3.2,0.00307
2.15,0.465,3.19,3.86,2.35,-0.0592
1.91,0.524,3.21,3.89,2.32,-0.0545
1.82,0.548,3.22,3.83,2.31,-0.0489
1.81,0.554,3.23,3.72,2.3,-0.0449
1.81,0.552,3.3,3.61,2.35,-0.07
1.88,0.533,3.25,3.47,2.34,-0.105
1.97,0.508,3.1,3.44,2.25,-0.103
2.09,0.478,3.13,3.76,2.28,-0.0751
2.11,0.474,3.14,3.92,2.38,-0.056
2.29,0.438,3.17,3.97,2.36,0.0458
2.39,0.418,3.15,4.02,2.24,0.115
2.47,0.405,3.14,3.98,2.29,0.12
2.58,0.388,3.21,3.98,2.2,0.0842
2.81,0.356,3.19,4.02,2.16,0.0542
2.87,0.348,3.2,4.1,2.15,0.0466
2.88,0.348,3.2,4.14,2.19,0.0583
2.93,0.341,3.21,4.17,2.18,0.0601
2.97,0.337,3.08,4.23,2.17,0.0601
2.96,0.337,3.15,4.15,2.16,0.0575
3.08,0.324,3.09,4.1,1.98,0.0282
3.01,0.333,3.08,3.98,1.97,0.00177
2.92,0.343,3.04,3.84,1.95,-0.0226
2.9,0.345,2.89,3.86,1.73,-0.0238
2.74,0.365,3.21,3.99,1.87,-0.0152
2.7,0.371,3.24,4,2.01,-0.0103
2.83,0.353,3.32,3.94,1.9,-0.019
2.86,0.35,3.53,3.99,1.93,-0.00857
2.81,0.356,3.48,3.95,1.93,-0.0104
2.92,0.342,3.48,3.76,1.9,-0.0139
2.9,0.344,3.55,3.71,2,-0.00711
2.82,0.354,3.61,3.81,1.98,0.0122
2.81,0.356,3.65,3.77,2.02,0.0301
2.85,0.351,3.7,3.76,2.08,0.0306
2.85,0.35,3.79,3.69,2.48,0.0297
2.93,0.342,3.67,3.61,2.41,0.0297
3.19,0.314,3.68,3.67,2.43,0.0232
3.24,0.309,3.45,3.64,2.51,0.0182
3.2,0.312,3.36,3.74,2.48,0.0114
3.18,0.315,3.44,3.99,2.47,0.00936
3.08,0.325,3.35,4.14,2.47,0.0085
3.05,0.328,3.22,4.09,2.43,0.0158
3.04,0.329,3.19,4.05,2.47,0.0183
2.98,0.336,3.28,4.04,2.42,0.0172
2.95,0.339,3.16,4.05,2.23,0.0192
2.99,0.335,3.04,4.04,1.99,0.0135
2.84,0.352,3.14,3.97,2.24,-0.00827
2.42,0.414,3.15,3.9,2.29,-0.0498
2.36,0.423,3.18,3.94,2.21,-0.062
2.34,0.428,3.01,3.86,2.23,-0.0573
2.19,0.456,2.97,3.43,2.28,-0.0591
2.21,0.453,3.02,3.22,2.39,-0.063
2.23,0.449,3.17,3.23,2.35,-0.0995
2.41,0.416,3.11,3.53,2.37,-0.118
2.46,0.406,3.05,4.19,2.39,-0.108
2.49,0.401,3.08,4.39,2.55,-0.103
2.49,0.402,2.96,4.38,2.55,-0.0911
2.31,0.433,2.95,4.53,2.67,-0.0706
2.25,0.444,2.93,4.63,2.72,-0.0407
2.41,0.415,3.08,4.58,2.78,-0.0198
2.52,0.396,3.17,4.56,2.88,-0.00328
2.6,0.385,3.24,4.58,2.85,0.00239
2.68,0.373,3.08,4.53,2.89,0.00371
2.67,0.374,3.47,4.56,2.98,0.00778
4.31,0.232,5.73,6.39,3.11,-0.000301
7.1,0.141,6,9.04,3.11,0.00277
8.03,0.125,6.03,10.2,3.09,0.00312
8.26,0.121,6.04,10.5,3.06,0.00325
8.34,0.12,6.05,10.6,2.98,0.00337
8.36,0.12,6.07,10.6,2.93,0.00342
8.37,0.119,6.07,10.6,3.05,0.00348
8.38,0.119,6.07,10.7,3.05,0.00349
8.38,0.119,6.07,10.7,3.02,0.0035
8.38,0.119,6.08,10.7,3.29,0.00352
8.38,0.119,5.78,10.7,3.48,0.00353
8.3,0.12,4.61,10.6,3.49,0.00379
7.89,0.127,4.05,10.1,3.55,0.00477
6.99,0.143,3.98,9.01,3.55,0.00767
5.83,0.172,3.93,8.34,3.55,0.0138
5.35,0.187,3.73,7.87,3.53,0.0167
4.55,0.22,3.59,6.96,3.48,0.0201
4.26,0.235,3.61,6.49,3.44,0.0167
3.77,0.265,3.51,6.25,3.41,0.0103
3.56,0.281,3.53,5.69,3.41,0.00163
3.36,0.297,3.48,5.12,3.01,-0.0162
3.32,0.301,3.37,4.69,2.73,-0.0219
3.45,0.29,3.39,4.55,2.45,-0.0209
3.44,0.291,3.24,4.42,2.17,-0.0248
3.33,0.3,3.31,3.9,2.3,-0.0415
3.32,0.301,3.5,3.37,2.31,-0.0465
3.26,0.307,3.47,3.41,2.47,-0.0442
3.15,0.317,3.47,3.46,2.77,-0.0369
3.14,0.318,3.52,3.53,2.89,-0.0383
3.12,0.32,3.5,3.47,2.86,-0.0429
3.03,0.33,3.52,3.39,2.84,-0.0471
3.01,0.332,3.67,3.44,2.82,-0.0467
2.86,0.349,3.59,3.55,2.81,-0.0488
2.74,0.365,3.61,3.55,2.81,-0.0456
2.53,0.396,3.56,3.5,2.77,-0.0345
2.41,0.415,3.34,3.46,2.62,-0.0357
2.23,0.448,3.2,3.32,2.56,-0.0258
2.13,0.469,3.36,3.26,2.32,-0.0119
2.11,0.473,3.34,3.24,1.92,0.0146
2.27,0.441,3.32,3.25,1.76,0.0733
2.48,0.402,3.32,3.27,1.73,0.0852
2.57,0.389,3.24,3.25,1.68,0.0854
2.61,0.383,3.07,3.13,1.76,0.0729
3.24,0.309,2.76,3.17,1.38,0.0149
3.17,0.315,2.76,3.04,1.32,0.0112
2.94,0.34,2.68,3.17,1.37,-0.000935
2.78,0.359,2.73,3.31,1.45,-0.0116
2.79,0.358,2.72,3.44,1.37,-0.00227
2.76,0.362,2.73,3.61,1.39,-0.00774
2.76,0.362,2.81,3.71,1.42,-0.00983
2.89,0.346,2.8,3.63,1.41,0.00942
3.19,0.314,2.82,3.78,1.39,0.0156
3.2,0.312,2.81,4.03,1.56,0.0132
3.06,0.327,2.78,4.16,1.63,0.0197
3.02,0.331,2.62,4.19,1.63,0.018
3.09,0.324,2.64,4.15,1.69,0.0111
3.05,0.328,2.68,4.08,1.69,0.0116
2.99,0.335,2.66,4.03,1.68,0.00968
3.01,0.332,2.67,3.98,1.69,0.00382
3.08,0.325,2.62,3.86,1.66,-0.000115
3.15,0.317,2.46,3.85,1.6,-0.00313
3.03,0.33,2.45,3.81,1.69,-0.0207
2.63,0.38,2.82,3.52,1.68,-0.0417
2.55,0.392,2.9,3.04,1.64,-0.0487
2.68,0.373,2.9,2.72,1.65,-0.057
2.7,0.371,2.91,2.72,1.63,-0.06
2.68,0.374,2.97,2.78,1.6,-0.0568
2.74,0.365,2.96,2.82,1.63,-0.0524
2.76,0.362,3.01,2.76,1.57,-0.0447
2.74,0.365,3.04,2.69,1.55,-0.0435
2.69,0.371,3.25,2.89,1.61,-0.0533
2.6,0.384,3.33,2.91,1.57,-0.056
2.62,0.381,3.33,2.85,1.58,-0.0514
2.59,0.386,3.01,2.97,1.65,-0.0515
2.47,0.404,2.99,3.12,1.64,-0.0231
2.28,0.438,3.04,3.08,1.68,0.0135
2.46,0.407,3.07,3,1.64,0.0342
2.53,0.395,3.03,2.95,1.72,0.0469
2.48,0.404,3.02,2.93,1.72,0.0609
2.5,0.4,3.15,3.22,1.85,0.0562
2.72,0.368,3.57,5.35,1.89,0.0412
3.48,0.287,3.44,6.53,1.87,0.0263
3.92,0.255,3.54,6.92,1.82,0.0269
4,0.25,3.72,7.01,1.84,0.028
4,0.25,3.75,7.06,1.75,0.0266
4,0.25,3.75,7.14,1.76,0.0284
3.99,0.251,3.75,7.18,1.71,0.0293
3.99,0.25,3.77,7.19,1.74,0.0309
4,0.25,3.77,7.2,1.72,0.0325
4,0.25,3.82,7.2,1.56,0.0338
4,0.25,3.73,7.19,1.46,0.0356
3.86,0.259,3.55,7.02,1.5,0.043
3.22,0.311,3.44,6.51,1.51,0.0776
2.73,0.366,3.51,5.83,1.59,0.0772
2.77,0.361,3.29,5.41,1.57,0.0567
2.78,0.36,3.28,5.1,1.67,0.0562
2.77,0.361,3.27,4.53,1.8,0.0512
2.76,0.362,3.21,4.11,1.91,0.0446
2.76,0.362,3.19,4.25,1.86,0.0413
2.75,0.364,3.18,4.36,1.85,0.0261
2.72,0.368,3.22,4.48,1.88,0.0166
2.67,0.374,3.07,4.47,1.96,0.00812
2.58,0.387,3.05,4.39,1.93,0.00671
2.43,0.412,3.06,4.37,1.96,0.0189
2.27,0.441,2.83,4.37,1.91,0.0623
2.14,0.467,2.97,4.33,1.88,0.0984
2.17,0.461,3.14,4.34,1.69,0.0899
2.16,0.464,3.18,4.34,1.52,0.095
1.98,0.505,3.32,4.08,1.63,0.147
2.18,0.458,3.39,3.7,1.64,0.0843
2.69,0.372,3.32,3.38,1.58,0.0117
3.01,0.332,3.28,3.18,1.77,0.00583
3.09,0.324,3.33,3.37,1.75,0.0114
3.08,0.324,3.35,3.61,1.74,0.0128
3.1,0.323,3.35,3.73,1.71,0.0146
3.18,0.314,3.31,3.95,1.76,0.0187
3.37,0.297,3.26,4.23,1.73,0.0226
3.53,0.283,3.16,4.44,1.73,0.0219
3.56,0.281,3.27,4.51,1.77,0.0217
3.54,0.282,3.15,4.49,1.72,0.0199
3.44,0.291,3.11,4.55,1.7,0.0233
3.19,0.314,3.04,4.6,1.69,0.0464
3.03,0.33,3,4.57,1.27,0.0574
3.03,0.33,3,4.55,1.27,0.0526
3.04,0.329,2.99,4.64,1.3,0.0482
3,0.333,2.95,4.66,1.18,0.0492
2.83,0.354,2.91,4.56,1.15,0.046
2.63,0.381,2.88,4.25,1.2,0.0355
2.61,0.383,3.09,4.02,1.3,0.0135
2.63,0.38,2.92,4.01,1.44,-0.00737
2.62,0.382,2.99,3.98,1.46,-0.00632
2.72,0.368,3.05,3.87,1.49,-0.00398
2.91,0.344,3.09,4,1.59,-0.0194
2.93,0.341,3.12,4.24,1.68,-0.0313
2.89,0.346,3.06,4.18,1.65,-0.024
2.89,0.345,3.09,3.92,1.7,-0.0121
2.92,0.342,3.1,3.85,1.88,-0.00659
2.86,0.349,3.06,3.9,1.9,-0.00242
2.7,0.37,3.03,3.92,2.01,-0.000518
2.5,0.4,2.89,3.92,1.93,0.00355
2.49,0.401,2.84,3.94,2.01,0.0202
2.49,0.401,2.75,4.03,2.01,0.0256
2.24,0.446,2.77,4.03,2.15,0.0384
1.92,0.52,2.7,3.83,2.18,0.103
2.07,0.483,2.7,3.53,2.18,0.0973
2.37,0.422,2.76,3.4,2.19,0.0134
2.36,0.423,2.91,3.38,2.17,-0.0219
2.32,0.431,3.22,3.98,2.06,-0.0406
2.51,0.399,3.31,5.2,2.23,-0.00187
2.99,0.335,4.27,5.79,4.12,0.0263
3.38,0.296,3.6,4.38,3.03,0.00519
3.31,0.302,3.59,4.26,3.03,0.00306
3.32,0.301,3.59,4.09,3.11,-0.00051
3.26,0.306,3.58,4.07,2.96,-0.00343
3.18,0.314,3.69,4.07,2.95,-0.0068
3.14,0.319,3.66,4.06,2.97,-0.0147
3.11,0.322,3.49,4.04,3.03,-0.0179
2.92,0.343,3.15,3.96,2.93,-0.00859
2.68,0.373,3.24,3.9,2.98,0.00134
2.69,0.372,3.09,3.92,2.92,0.00368
2.73,0.367,3.09,3.7,2.95,0.00947
2.74,0.365,3.23,3.42,3.02,0.0032
2.77,0.361,3.39,3.5,2.99,0.00683
2.91,0.343,3.44,3.52,2.98,0.0238
3.06,0.327,3.4,3.54,3.02,0.024
3.07,0.325,3.27,3.56,3.02,0.0156
3.01,0.332,3.22,3.55,2.96,0.0248
2.9,0.345,3.21,3.56,3,0.0304
2.79,0.359,3.26,3.67,3.06,0.0196
2.78,0.359,3.37,3.84,3.04,0.00493
2.78,0.36,3.32,3.89,3.06,0.00203
2.68,0.373,3.32,3.85,3.11,0.0118
2.72,0.368,3.38,3.64,3.12,0.0297
2.99,0.335,3.45,3.55,3.12,0.0209
3.05,0.328,3.44,3.56,3.16,0.0149
2.99,0.334,3.43,3.68,3.14,0.0256
3.05,0.328,3.46,3.98,3.18,0.0235
3.2,0.313,3.48,4.08,3,0.0146
3.26,0.306,3.54,4.05,3.01,0.00992
3.24,0.309,3.46,3.97,2.92,0.0104
3.25,0.308,3.39,3.9,3.06,0.00731
3.26,0.307,3.52,3.79,2.92,0.0015
3.32,0.301,3.49,3.79,2.96,-0.0119
3.28,0.304,3.18,3.78,2.93,-0.0284
3.14,0.319,3.1,3.74,2.82,-0.0432
3.1,0.322,3.1,3.77,2.72,-0.0525
3.17,0.316,3.16,3.67,3.03,-0.049
3.39,0.295,3.31,3.51,3.1,-0.0534
3.47,0.288,3.32,3.86,3.03,-0.0506
3.45,0.29,3.25,4.23,3.01,-0.0462
3.46,0.289,3.23,4.37,2.97,-0.0448
3.44,0.29,3.21,4.33,2.85,-0.0392
3.45,0.29,3.19,4.31,2.89,-0.0289
3.41,0.293,3.28,4.3,2.84,-0.0261
3.33,0.301,3.3,4.35,2.86,-0.0249
3.28,0.305,3.28,4.52,2.89,-0.0283
3.28,0.305,3.18,4.63,2.67,-0.0355
3.18,0.314,3.17,4.64,2.32,-0.0416
2.8,0.357,2.98,4.51,2.23,-0.0422
2.6,0.384,2.98,4.2,2.36,-0.0493
2.65,0.378,3.1,3.89,2.27,-0.0644
2.78,0.36,3,3.92,2.22,-0.0566
2.89,0.346,2.94,4.04,2.12,-0.0491
2.97,0.337,2.93,4.04,2.21,-0.0201
3.11,0.321,2.83,4.04,2.22,-0.00267
3.2,0.313,2.88,3.96,2.08,-0.000619
3.22,0.311,2.86,3.9,2.1,-0.000749
3.11,0.321,2.91,4.23,2.07,0.0109
3.16,0.316,2.88,4.75,2.04,0.0175
3.28,0.305,2.95,5,1.93,0.0138
3.27,0.306,2.94,5.08,1.87,0.0143
3.26,0.307,2.74,5.1,1.89,0.0164
3.39,0.295,3.12,5.06,1.95,0.001
3.42,0.292,3.13,5.02,1.88,-0.017
3.32,0.301,3.12,5.04,2.02,-0.0301
3.22,0.311,3.15,5.03,2.03,-0.0377
3.2,0.313,3.15,5.01,1.99,-0.0279
3.21,0.312,3.21,4.89,1.96,-0.0158
3.21,0.311,3.25,4.51,1.95,-0.00729
3.1,0.322,3.19,4.04,1.99,-0.00394
2.98,0.336,3.17,3.97,2.45,-0.00263
3,0.333,3.45,4.02,2.72,-0.000187
2.98,0.335,3.64,4.07,2.72,0.00991
3.06,0.327,3.52,4.08,2.71,0.0169
3.25,0.308,3.47,4.03,2.71,0.0153
3.34,0.299,3.47,4.02,2.74,0.00803
3.28,0.305,3.43,4.04,2.76,0.00372
3.23,0.309,3.38,3.98,2.79,-0.00309
3.22,0.311,3.33,3.96,2.85,-0.0189
3.21,0.312,3.28,4.03,2.87,-0.0279
3.25,0.307,3.35,4.08,2.78,-0.0327
3.28,0.305,3.3,4.09,2.53,-0.037
3.23,0.309,2.75,3.97,2.33,-0.0387
3.04,0.329,3.18,3.92,2.34,-0.0514
2.76,0.362,3.25,3.97,2.26,-0.0628
2.48,0.403,3.28,4.09,2.22,-0.0872
2.47,0.404,3.34,4.16,2.02,-0.103
2.55,0.392,3.35,4.15,2,-0.0966
2.58,0.387,3.33,4.15,1.89,-0.0855
2.58,0.387,3.37,4.09,1.79,-0.0861
2.61,0.383,3.36,3.82,1.77,-0.0746
2.59,0.386,3.32,3.34,1.71,-0.0534
2.62,0.382,3.35,3.14,1.77,-0.0501
2.59,0.386,3.23,3.22,1.94,-0.0535
2.61,0.383,3.06,3.31,2,-0.0437
2.65,0.377,3.18,3.25,1.94,-0.0501
2.64,0.379,3.14,2.95,2.05,-0.0389
2.53,0.396,3.19,2.84,2.03,-0.026
2.45,0.408,3.2,2.88,2.11,-0.0294
2.4,0.416,3.14,3.11,2.03,-0.016
2.47,0.405,3.12,3.27,2.04,-0.00649
2.45,0.409,3.15,3.32,2.04,-0.0051
2.39,0.419,3.23,3.33,2.15,-0.0153
2.49,0.401,3.1,3.34,2.13,-0.0196
2.59,0.387,2.98,3.28,1.98,-0.013
2.49,0.401,2.82,3.35,1.94,-0.0213
2.39,0.418,2.7,3.54,1.94,-0.0502
3.52,0.284,3.17,3.95,1.73,-0.0172
3.47,0.288,3.16,3.92,1.68,-0.012
3.46,0.289,3.08,3.81,1.58,-0.0144
3.44,0.291,2.85,3.82,1.56,-0.0176
3.4,0.294,2.79,3.83,1.49,-0.0209
3.32,0.301,2.56,3.68,1.47,-0.0264
3.09,0.324,2.64,3.59,1.57,-0.0332
2.71,0.368,2.64,3.45,1.54,-0.0364
2.54,0.394,2.7,3.52,1.67,-0.0328
2.61,0.383,2.64,3.8,1.63,-0.0452
2.59,0.387,2.6,3.91,1.55,-0.0692
2.58,0.388,2.61,3.97,1.57,-0.0731
2.54,0.393,2.59,4.2,1.6,-0.068
2.53,0.396,2.67,4.34,1.64,-0.065
2.59,0.386,2.81,4.33,1.67,-0.069
2.63,0.38,3.04,4.3,1.81,-0.0667
2.7,0.37,3.18,4.28,1.86,-0.0549
2.82,0.354,3.15,4.28,1.83,-0.04
2.85,0.351,3.12,4.25,1.77,-0.0322
2.66,0.377,3.1,4.07,1.66,-0.0306
2.53,0.396,3.13,3.93,1.68,-0.0172
2.67,0.374,3.09,3.92,1.7,-0.0152
2.79,0.359,3.11,3.71,1.72,-0.0256
2.89,0.346,3.1,3.13,1.66,-0.0398
2.98,0.335,3.15,2.8,1.72,-0.0485
2.98,0.336,3.07,3.01,1.67,-0.0466
2.96,0.338,2.82,3.2,1.59,-0.0482
2.88,0.347,2.64,3.29,1.52,-0.0592
2.77,0.361,2.54,3.3,1.47,-0.0744
2.75,0.363,2.45,3.28,1.5,-0.0848
2.77,0.361,2.52,3.29,1.57,-0.0932
2.71,0.369,2.55,3.27,1.68,-0.0944
2.68,0.374,2.57,3.25,1.66,-0.0883
2.59,0.386,2.7,3.36,1.69,-0.0793
2.5,0.4,3.1,3.5,1.7,-0.0411
2.52,0.397,2.96,3.41,1.55,-0.000629
2.8,0.358,2.96,3.37,1.6,0.0122
3.05,0.328,3.05,3.4,1.6,0.00963
3.25,0.308,3.16,3.41,1.67,0.0204
3.33,0.3,3.16,3.88,1.8,0.029
3.3,0.303,3.19,4.26,1.81,0.0308
3.33,0.301,3.16,4.31,1.78,0.0316
3.42,0.293,3.2,4.28,1.89,0.0254
3.52,0.284,3.33,4.32,1.85,0.0199
3.56,0.281,3.14,4.39,1.87,0.0184
3.56,0.281,2.88,4.42,1.92,0.0193
3.51,0.285,2.91,4.5,1.9,0.0197
3.41,0.293,2.87,4.5,1.86,0.0246
3.26,0.307,2.68,4.5,1.84,0.0256
3.03,0.33,2.5,4.43,1.77,0.0152
2.99,0.334,2.53,4.14,1.68,0.00649
3.02,0.331,2.55,3.96,1.59,0.0169
3.03,0.331,2.97,4.2,1.64,0.0317
3.08,0.324,2.97,4.27,1.41,0.0251
3.12,0.32,2.9,4.21,1.43,0.0176
3.14,0.318,2.98,4.11,1.36,0.0109
3.28,0.305,2.95,3.99,1.3,-0.00132
3.4,0.294,2.95,3.85,1.34,0.00184
3.52,0.284,3,3.81,1.36,0.00627
3.57,0.28,3.01,3.9,1.34,0.00919
3.61,0.277,3.05,3.94,1.39,0.0118
3.68,0.272,3.13,3.89,1.53,0.01
3.66,0.274,3.12,3.65,1.51,0.00444
3.55,0.282,2.79,3.27,1.55,0.00538
3.48,0.287,2.64,3.23,1.57,0.0153
3.45,0.29,2.6,3.2,1.62,0.0211
3.43,0.291,2.65,3.27,1.63,0.0246
3.3,0.303,2.7,3.37,1.69,0.0258
3.08,0.325,2.71,3.46,1.66,0.018
2.98,0.335,2.78,3.45,1.65,0.00523
3.03,0.33,2.82,3.25,1.67,-0.00653
3.1,0.323,2.98,3.18,1.82,-0.0135
3.1,0.323,2.94,3.27,1.75,-0.0184
3.11,0.322,2.92,3.3,1.71,-0.0204
3.15,0.317,2.88,3.47,1.68,-0.0138
3.1,0.323,2.89,3.51,1.66,-0.00655
3.11,0.322,3.09,3.4,1.59,0.00664
3.06,0.327,3.12,3.21,1.53,0.0139
3.14,0.319,3.24,3.04,1.52,0.034
3.3,0.303,3.27,2.98,1.56,0.0404
3.33,0.3,3.21,3.12,1.59,0.0453
3.3,0.303,3.21,3.67,1.58,0.0615
3.31,0.302,3.13,4,1.42,0.0758
3.26,0.306,3.11,4.12,1.4,0.0911
3.18,0.315,3.14,4.1,1.41,0.0984
3.12,0.321,3.18,4.02,1.38,0.0993
3.03,0.33,3.13,4.02,1.35,0.104
2.99,0.335,2.98,4.08,1.46,0.111
2.97,0.336,2.9,4.15,1.43,0.107
2.87,0.348,2.91,4.18,1.44,0.0969
2.76,0.362,2.85,4.18,1.46,0.0863
2.84,0.352,2.97,4.03,1.45,0.0808
2.61,0.383,3.56,3.63,1.42,0.0899
2.65,0.377,3.48,3.53,1.38,0.0245
3.25,0.307,3.55,3.84,1.49,-0.0086
3.58,0.279,3.53,3.9,1.61,-0.00964
3.65,0.274,3.52,3.91,1.62,-0.0145
3.68,0.272,3.54,3.89,1.58,-0.0151
3.7,0.27,3.53,3.91,1.58,-0.0136
3.69,0.271,3.5,4.06,1.66,-0.0111
3.65,0.274,3.49,4.16,1.68,-0.0138
3.63,0.276,3.57,4.18,1.68,-0.0156
3.67,0.272,3.43,4.15,1.65,-0.0208
3.71,0.269,2.9,4.14,1.65,-0.0231
3.57,0.28,2.87,3.94,1.72,-0.0196
3.24,0.308,2.72,3.67,1.59,-0.0162
2.91,0.344,2.79,3.61,1.51,-0.00949
2.74,0.365,4.2,4.13,2.92,0.0567
2.76,0.362,4.27,4.26,3.48,0.0527
2.98,0.336,4.33,4.33,3.73,0.0329
3.13,0.319,4.33,5.38,3.77,0.0182
3.16,0.317,4.33,6.62,3.82,0.0153
3.31,0.303,4.32,7.26,3.83,0.0198
3.35,0.299,4.29,7.53,3.85,0.0263
3.45,0.29,4.42,7.69,3.98,0.0253
3.47,0.288,4.59,7.75,3.97,0.0284
3.36,0.298,4.37,7.76,3.94,0.025
3.33,0.3,4.67,7.77,4.12,0.0218
3.64,0.275,4.71,7.87,4.12,0.0141
3.98,0.251,4.6,7.99,3.6,0.00673
4.05,0.247,4.57,8.02,3.56,0.00588
4.17,0.24,4.56,7.95,3.46,0.00535
4.19,0.239,4.56,7.67,3.45,0.00356
4.17,0.24,4.58,7.32,3.46,0.00261
4.15,0.241,4.61,7.12,3.41,0.00104
4.07,0.245,4.27,6.97,3.22,0.000006
