alpha,arousal1,betha,theta,gamma,valence1,Stimuli(Visual),Response
3.18,0.314,3.43,3.43,2.66,-0.0409,Calm,Calm
3.13,0.319,3.29,3.38,2.65,-0.0591,Calm,Calm
3.28,0.305,3.2,3.56,2.6,-0.0593,Calm,Calm
3.3,0.303,3.12,3.55,2.59,-0.0596,Calm,Calm
3.25,0.308,3.06,3.44,2.66,-0.0595,Calm,Calm
3.23,0.309,3.27,3.34,2.62,-0.0565,Calm,Calm
3.26,0.306,3.33,3.35,2.47,-0.0503,Calm,Calm
3.31,0.302,3.27,3.35,2.57,-0.0477,Calm,Calm
3.35,0.299,3.24,3.35,2.73,-0.0432,Calm,Calm
3.28,0.305,3.25,3.3,2.81,-0.0404,Calm,Calm
3.21,0.312,3.21,3.23,2.81,-0.0396,Calm,Calm
3.21,0.312,3.24,3.23,2.75,-0.0356,Calm,Calm
3.1,0.323,3.26,3.28,2.58,-0.0329,Calm,Calm
3.08,0.325,3.29,3.42,2.68,-0.0341,Calm,Calm
3.1,0.323,3.31,3.57,2.66,-0.0355,Calm,Calm
3.05,0.328,3.18,3.7,2.59,-0.0343,Calm,Calm
2.92,0.342,3,3.87,2.57,-0.0329,Calm,Calm
2.84,0.352,2.86,4.09,2.46,-0.0293,Calm,Calm
2.75,0.364,2.97,4.34,2.55,-0.0247,Calm,Calm
2.63,0.38,2.91,4.48,2.44,-0.0373,Calm,Calm
2.73,0.366,2.89,4.49,2.26,-0.0673,Calm,Calm
2.79,0.358,2.85,4.5,2.26,-0.0871,Calm,Calm
2.71,0.37,2.76,4.46,2.29,-0.103,Calm,Calm
2.63,0.381,2.83,4.35,2.36,-0.109,Calm,Calm
2.73,0.366,2.82,4.32,2.26,-0.087,Calm,Calm
2.85,0.35,2.88,4.35,2.32,-0.0642,Calm,Calm
2.9,0.345,2.89,4.32,2.34,-0.0558,Calm,Calm
2.97,0.337,2.85,4.27,2.39,-0.044,Calm,Calm
3.09,0.324,2.89,4.16,2.41,-0.0303,Calm,Calm
3.22,0.31,2.94,3.88,2.3,-0.0241,Calm,Calm
3.2,0.312,2.93,3.7,2.54,-0.0181,Calm,Calm
3.14,0.319,2.9,3.88,2.54,-0.00507,Calm,Calm
3.16,0.316,3.11,4.03,2.54,0.0098,Calm,Calm
3.17,0.315,3.11,4.04,2.55,0.0191,Calm,Calm
3.17,0.315,3.08,4.05,2.54,0.0255,Calm,Calm
3.05,0.328,3.07,4.01,2.52,0.0323,Calm,Calm
3.12,0.32,3.02,3.94,2.51,0.0335,Calm,Calm
3.31,0.302,3.02,3.93,2.5,0.0243,Calm,Calm
3.34,0.3,2.93,3.98,2.48,0.0224,Calm,Calm
3.26,0.306,2.96,3.99,2.37,0.0212,Calm,Calm
3.28,0.305,2.88,4.08,2.54,0.0141,Calm,Calm
3.37,0.297,2.86,4.11,2.34,0.00975,Calm,Calm
3.37,0.297,2.97,4.02,2.43,0.00261,Calm,Calm
3.33,0.3,2.77,4.03,2.47,-0.00253,Calm,Calm
3.25,0.308,2.72,4.03,2.46,-0.00749,Calm,Calm
3.22,0.311,2.82,4.11,2.48,-0.00913,Calm,Calm
3.25,0.307,2.81,4.35,2.56,-0.019,Calm,Calm
3.1,0.322,2.85,4.54,2.63,-0.0309,Calm,Calm
3.04,0.329,3.05,3.45,2.03,-0.00126,Sad,Sad
3.11,0.322,3.16,3.42,1.98,0.00181,Sad,Sad
3.14,0.319,3.3,3.43,1.93,-0.00134,Sad,Sad
3.27,0.306,3.35,3.39,1.85,-0.0151,Sad,Sad
3.45,0.289,3.26,3.39,1.79,-0.0239,Sad,Sad
3.5,0.286,3.22,3.41,1.74,-0.0252,Sad,Sad
3.36,0.297,3.25,3.33,1.77,-0.0318,Sad,Sad
3.21,0.312,3.26,2.97,1.62,-0.041,Sad,Sad
3.18,0.315,3.16,2.49,1.58,-0.0415,Sad,Sad
3.25,0.307,3.16,2.41,1.62,-0.0315,Sad,Sad
3.36,0.298,3.16,2.58,1.61,-0.0222,Sad,Sad
3.38,0.296,3.15,2.83,1.67,-0.0226,Sad,Sad
3.33,0.301,2.93,3.05,1.8,-0.0278,Sad,Sad
3.24,0.309,2.83,3.1,1.81,-0.029,Sad,Sad
3.04,0.328,2.79,3.13,1.82,-0.0225,Sad,Sad
2.79,0.359,2.87,3.18,2.26,-0.00981,Sad,Sad
2.65,0.377,2.99,3.34,2.5,0.0211,Sad,Sad
2.74,0.365,2.99,3.48,2.6,0.031,Sad,Sad
2.87,0.348,2.94,3.54,2.64,0.0188,Sad,Sad
2.98,0.336,2.94,3.54,2.67,0.0105,Sad,Sad
2.99,0.334,3.11,3.58,2.7,0.00303,Sad,Sad
3.06,0.327,3.12,3.85,2.74,0.00617,Sad,Sad
3.15,0.317,3.2,4.1,2.77,0.0151,Sad,Sad
3.19,0.314,3.3,4.15,2.8,0.0218,Sad,Sad
3.28,0.305,3.27,4.17,2.94,0.0267,Sad,Sad
3.35,0.298,3.32,4.17,2.96,0.0298,Sad,Sad
3.37,0.297,3.4,4.18,2.76,0.03,Sad,Sad
3.42,0.292,3.4,4.41,2.67,0.0173,Sad,Sad
3.57,0.28,3.39,4.66,2.63,0.00383,Sad,Sad
3.62,0.276,3.41,4.7,2.71,0.00215,Sad,Sad
3.56,0.281,3.46,4.68,2.68,0.00316,Sad,Sad
3.52,0.284,3.4,4.6,2.7,-0.00326,Sad,Sad
3.42,0.292,3.54,4.4,2.73,-0.00852,Sad,Sad
3.44,0.291,3.5,4.24,2.72,-0.0112,Sad,Sad
3.44,0.29,3.44,4.2,2.64,-0.0187,Sad,Sad
3.38,0.296,3.47,4.26,2.53,-0.0292,Sad,Sad
3.38,0.296,3.42,4.43,2.81,-0.037,Sad,Sad
3.42,0.292,3.41,4.46,2.95,-0.0387,Sad,Sad
3.36,0.298,3.44,4.07,2.95,-0.0395,Sad,Sad
3.13,0.319,3.4,3.83,2.92,-0.0462,Sad,Sad
2.98,0.336,3.34,4.13,2.85,-0.0513,Sad,Sad
2.92,0.342,3.32,4.4,2.81,-0.0364,Sad,Sad
2.77,0.361,3.35,4.55,2.78,-0.0224,Sad,Sad
2.83,0.353,3.26,4.64,2.82,-0.0213,Sad,Sad
2.87,0.349,3.25,4.65,2.8,-0.0327,Sad,Sad
3,0.333,3.43,4.7,2.82,-0.0352,Sad,Sad
3.12,0.32,3.4,4.67,2.74,-0.0221,Sad,Sad
3.08,0.325,3.6,4.59,2.21,-0.0107,Sad,Sad
3.2,0.313,3.6,4.55,1.99,-0.0147,Sad,Sad
3.51,0.285,3.61,4.69,2.08,-0.00945,Sad,Sad
3.63,0.276,3.64,4.71,2.16,-0.00433,Sad,Sad
3.65,0.274,3.7,4.52,2.2,-0.00514,Sad,Sad
3.65,0.274,3.64,4.38,2.22,-0.00762,Sad,Sad
3.65,0.274,3.6,4.36,2.17,-0.00968,Sad,Sad
3.58,0.279,3.57,4.45,2.02,-0.00863,Sad,Sad
3.49,0.286,3.54,4.48,1.92,-0.00388,Sad,Sad
3.47,0.288,3.4,4.38,1.84,-0.00721,Sad,Sad
3.43,0.291,3.39,4.29,1.83,-0.0133,Sad,Sad
3.38,0.296,3.21,4.24,1.93,-0.0138,Sad,Sad
3.18,0.315,3.13,4.12,2.02,-0.0162,Sad,Sad
2.73,0.366,3.07,3.88,1.91,-0.0509,Sad,Sad
2.44,0.409,3.12,3.98,1.77,-0.128,Sad,Sad
2.65,0.378,3.01,4.34,1.82,-0.134,Sad,Sad
2.83,0.353,3.08,4.47,1.84,-0.121,Sad,Sad
3.11,0.322,3.01,4.65,1.85,-0.0954,Sad,Sad
3.32,0.301,2.99,4.83,1.85,-0.0724,Sad,Sad
3.41,0.293,3.01,4.87,1.99,-0.0641,Sad,Sad
3.41,0.293,2.98,4.87,2.04,-0.0609,Sad,Sad
3.44,0.291,2.9,4.88,2.03,-0.0577,Sad,Sad
3.45,0.289,2.79,4.9,2.05,-0.0558,Sad,Sad
3.43,0.291,2.73,4.9,2.13,-0.053,Sad,Sad
3.42,0.292,2.9,4.85,2.18,-0.0491,Sad,Sad
3.36,0.298,2.95,4.68,2.28,-0.0427,Sad,Sad
3.32,0.302,2.97,4.51,2.23,-0.0427,Sad,Sad
3.25,0.308,3.06,4.41,2.27,-0.0439,Sad,Sad
3.21,0.312,3.22,3.98,2.28,-0.0439,Sad,Sad
3.35,0.299,3.59,3.61,2.49,-0.0265,Sad,Sad
3.44,0.291,3.67,3.56,2.45,-0.0136,Sad,Sad
3.42,0.293,3.74,3.55,2.47,-0.00942,Sad,Sad
3.41,0.294,3.87,3.43,2.49,-0.00865,Sad,Sad
3.43,0.291,3.88,3.44,2.43,-0.0118,Sad,Sad
3.44,0.291,3.86,3.64,2.35,-0.012,Sad,Sad
3.44,0.291,3.83,3.72,2.28,-0.0112,Sad,Sad
3.43,0.292,3.78,3.74,2.17,-0.0101,Sad,Sad
3.45,0.29,3.79,3.75,2.13,-0.00631,Sad,Sad
3.43,0.291,3.69,3.74,2.09,-0.00371,Sad,Sad
3.27,0.306,3.61,3.76,2.02,-0.00261,Sad,Sad
3.01,0.333,3.26,3.83,1.7,-0.00789,Sad,Sad
2.86,0.35,3.3,4.06,1.76,-0.0191,Sad,Sad
2.87,0.348,3.2,4.1,1.78,-0.0277,Sad,Sad
3.02,0.331,3.01,4.2,1.56,-0.0297,Sad,Sad
3.12,0.32,2.97,4.36,1.52,-0.0314,Sad,Sad
3.14,0.319,2.99,4.45,1.58,-0.0356,Sad,Sad
3.14,0.319,3.28,4.52,1.72,-0.0408,Sad,Sad
3.14,0.318,3.39,4.47,1.73,-0.0392,Sad,Sad
3.12,0.321,3.46,4.33,1.74,-0.033,Sad,Sad
3.24,0.309,3.45,4.29,1.74,-0.0323,Sad,Sad
3.52,0.284,3.52,4.29,2.03,-0.0359,Sad,Sad
3.81,0.262,3.54,4.19,2.06,-0.0362,Sad,Sad
3.97,0.252,3.45,4.11,2.02,-0.0336,Sad,Sad
4.03,0.248,3.51,4.18,2.03,-0.0329,Sad,Sad
4.03,0.248,3.46,4.16,2.01,-0.0353,Sad,Sad
4.03,0.248,3.45,3.97,1.98,-0.0369,Sad,Sad
4.03,0.248,3.36,3.69,1.97,-0.037,Sad,Sad
4.04,0.248,2.98,3.54,1.89,-0.0361,Sad,Sad
4.03,0.248,3.06,3.54,1.94,-0.0371,Sad,Sad
3.97,0.252,3.02,3.64,1.94,-0.0402,Sad,Sad
4.05,0.247,3.39,3.76,1.7,-0.0433,Agressive,Agressive
4.04,0.248,3.31,4.19,1.57,-0.0468,Agressive,Agressive
4,0.25,3.25,4.71,1.52,-0.0475,Agressive,Agressive
4.01,0.249,3.18,4.95,1.44,-0.0439,Agressive,Agressive
4.04,0.247,3.2,4.96,1.44,-0.0407,Agressive,Agressive
3.95,0.253,3.21,4.99,1.36,-0.0398,Agressive,Agressive
3.78,0.264,3.14,5,1.41,-0.0421,Agressive,Agressive
3.41,0.293,3,4.98,1.43,-0.0576,Agressive,Agressive
2.95,0.339,2.96,4.95,1.64,-0.093,Agressive,Agressive
2.92,0.342,2.79,4.91,1.67,-0.0924,Agressive,Agressive
2.89,0.346,2.78,4.9,2.02,-0.0995,Agressive,Agressive
2.81,0.355,2.83,4.91,1.97,-0.109,Agressive,Agressive
2.83,0.354,2.85,4.76,2,-0.106,Agressive,Agressive
2.73,0.366,2.98,4.41,2.18,-0.111,Agressive,Agressive
2.42,0.413,3.02,4.17,2.41,-0.144,Agressive,Agressive
2.04,0.49,3.09,4.15,2.45,-0.135,Agressive,Agressive
2.09,0.479,3.23,4.11,2.53,-0.0605,Agressive,Agressive
2.24,0.446,3.33,4.17,2.59,-0.039,Agressive,Agressive
2.42,0.413,3.35,4.19,2.58,-0.0226,Agressive,Agressive
2.72,0.368,3.35,4.22,2.63,-0.019,Agressive,Agressive
2.85,0.351,3.42,4.32,2.67,-0.0282,Agressive,Agressive
2.96,0.338,3.45,4.19,2.67,-0.0282,Agressive,Agressive
3.03,0.33,3.54,3.9,2.77,-0.0206,Agressive,Agressive
3.17,0.316,3.52,3.6,2.94,-0.019,Agressive,Agressive
3.31,0.302,3.54,3.51,2.87,-0.0214,Agressive,Agressive
3.43,0.291,3.56,3.62,2.85,-0.019,Agressive,Agressive
3.53,0.283,3.55,3.8,2.87,-0.0201,Agressive,Agressive
3.58,0.279,3.36,4.04,2.89,-0.025,Agressive,Agressive
3.57,0.28,3.51,4.22,2.96,-0.0286,Agressive,Agressive
3.49,0.286,3.48,4.27,3,-0.0286,Agressive,Agressive
3.43,0.291,3.71,4.23,3.07,-0.0288,Agressive,Agressive
3.4,0.294,3.96,4.23,3.59,-0.0238,Agressive,Agressive
3.39,0.295,4.14,4.29,3.73,-0.0247,Agressive,Agressive
3.29,0.304,4.2,4.29,3.73,-0.0308,Agressive,Agressive
3.17,0.315,4.17,4.31,3.76,-0.0277,Agressive,Agressive
3.05,0.327,4.14,4.33,3.78,-0.0332,Agressive,Agressive
2.91,0.344,4.11,4.27,3.8,-0.0496,Agressive,Agressive
2.76,0.362,4.18,4.15,3.91,-0.0473,Agressive,Agressive
2.65,0.377,4.15,4.02,4.08,-0.0501,Agressive,Agressive
2.87,0.348,4.18,3.91,4.14,-0.0496,Agressive,Agressive
2.93,0.341,4.25,4.02,4.21,-0.0405,Agressive,Agressive
2.92,0.343,4.17,4.21,4.11,-0.0362,Agressive,Agressive
2.86,0.349,3.99,4.24,3.9,-0.042,Agressive,Agressive
2.89,0.346,3.56,4.23,3.77,-0.0422,Agressive,Agressive
2.89,0.346,3.61,4.37,3.72,-0.0469,Agressive,Agressive
3.05,0.328,3.64,4.6,3.69,-0.0421,Agressive,Agressive
3.13,0.319,3.75,4.75,3.69,-0.0336,Agressive,Agressive
3.14,0.319,3.65,4.82,3.59,-0.0275,Agressive,Agressive
3.09,0.323,3.62,4.78,3.55,-0.0237,Agressive,Agressive
2.97,0.337,3.57,4.7,3.07,-0.00915,Agressive,Agressive
2.75,0.363,3.4,4.7,3.03,0.00283,Agressive,Agressive
2.63,0.38,3.38,4.65,2.82,-0.00355,Agressive,Agressive
2.74,0.365,3.09,4.46,2.76,-0.0144,Agressive,Agressive
2.93,0.341,3.17,4.46,2.79,-0.0153,Agressive,Agressive
3,0.334,3.14,4.5,2.8,-0.00574,Agressive,Agressive
2.98,0.336,2.99,4.34,2.76,-0.000926,Agressive,Agressive
2.89,0.346,3.11,4.13,2.77,-0.000494,Agressive,Agressive
2.87,0.348,3.26,4.04,2.79,-0.0129,Agressive,Agressive
2.97,0.337,3.3,4,2.64,-0.0161,Agressive,Agressive
3.02,0.331,3.42,3.97,2.62,-0.0227,Agressive,Agressive
3.04,0.329,3.4,4,2.62,-0.0242,Agressive,Agressive
3.1,0.323,3.3,4.1,2.47,-0.0249,Agressive,Agressive
3.14,0.318,3.31,4.18,2.5,-0.027,Agressive,Agressive
3.02,0.331,3.35,4.29,2.65,-0.0328,Agressive,Agressive
2.84,0.352,3.33,4.3,2.63,-0.0489,Agressive,Agressive
2.81,0.356,3.34,4.31,2.59,-0.0589,Agressive,Agressive
2.77,0.361,3.32,4.43,2.7,-0.059,Agressive,Agressive
2.65,0.378,3.31,4.44,2.79,-0.056,Agressive,Agressive
2.45,0.409,3.11,4.34,2.75,-0.0721,Agressive,Agressive
2.48,0.403,3.03,4.34,2.84,-0.0814,Agressive,Agressive
2.73,0.366,3.09,4.41,2.9,-0.0698,Agressive,Agressive
2.71,0.369,3.19,4.36,2.89,-0.0741,Agressive,Agressive
2.75,0.364,3.27,4.26,2.94,-0.0748,Agressive,Agressive
2.74,0.365,3.32,4.29,2.91,-0.0798,Agressive,Agressive
3.04,0.329,3.34,4.41,2.81,-0.0664,Agressive,Agressive
3.31,0.302,3.3,4.36,2.8,-0.0524,Agressive,Agressive
3.5,0.286,3.28,4.27,2.78,-0.0395,Agressive,Agressive
3.68,0.272,3.17,4.31,2.58,-0.0321,Agressive,Agressive
3.84,0.26,3.14,4.45,2.5,-0.027,Agressive,Agressive
3.95,0.253,3.12,4.46,2.57,-0.0206,Agressive,Agressive
3.94,0.254,3.06,4.41,2.47,-0.0149,Agressive,Agressive
3.95,0.253,2.82,4.46,2.35,-0.0133,Agressive,Agressive
3.96,0.252,3.09,4.58,2.43,-0.0132,Agressive,Agressive
3.95,0.253,2.98,4.57,2.27,-0.0101,Agressive,Agressive
3.88,0.258,2.97,4.39,2.3,-0.00616,Agressive,Agressive
3.8,0.263,3.01,4.24,2.34,-0.0043,Agressive,Agressive
3.69,0.271,3.01,4.21,2.41,-0.00455,Agressive,Agressive
3.6,0.278,3.04,4.21,2.4,-0.00506,Agressive,Agressive
3.54,0.283,3.04,4.2,2.42,-0.00803,Agressive,Agressive
3.49,0.286,3.01,4.13,2.32,-0.0177,Agressive,Agressive
3.38,0.296,3.04,4.12,2.3,-0.0326,Agressive,Agressive
3.26,0.307,3.1,4.34,2.21,-0.0446,Agressive,Agressive
3.29,0.304,3.17,4.33,2.23,-0.0449,Agressive,Agressive
3.46,0.289,2.88,4.32,2.06,-0.0386,Agressive,Agressive
3.58,0.28,2.86,4.6,2.14,-0.037,Agressive,Agressive
3.65,0.274,2.76,4.76,2.07,-0.0362,Agressive,Agressive
3.64,0.275,2.67,4.79,1.98,-0.0345,Agressive,Agressive
3.64,0.275,2.68,4.79,1.91,-0.0314,Agressive,Agressive
3.62,0.276,2.67,4.79,1.95,-0.0272,Agressive,Agressive
3.54,0.283,2.73,4.73,2,-0.0207,Agressive,Agressive
3.45,0.29,2.76,4.77,2.09,-0.0145,Agressive,Agressive
3.35,0.298,2.82,4.76,2.13,-0.014,Agressive,Agressive
3.33,0.3,2.96,4.6,2.12,-0.0144,Agressive,Agressive
3.18,0.314,3.02,4.51,2.05,-0.0128,Agressive,Agressive
2.94,0.341,3.01,4.42,2.09,-0.0146,Agressive,Agressive
2.7,0.371,3.08,4.08,2.02,-0.00438,Agressive,Agressive
3.12,0.321,3.02,5.04,2.21,0.012,Happy,Happy
3.06,0.327,2.84,4.99,2.21,0.0061,Happy,Happy
2.76,0.362,2.78,4.8,2.19,0.00809,Happy,Happy
2.24,0.445,2.78,4.28,2.21,-0.00673,Happy,Happy
2.25,0.445,2.83,3.78,2.1,-0.0347,Happy,Happy
2.34,0.427,2.76,3.59,2.09,-0.0502,Happy,Happy
2.66,0.377,2.73,3.46,2.13,-0.0612,Happy,Happy
2.96,0.338,2.88,3.49,2.14,-0.0566,Happy,Happy
3.02,0.331,2.88,3.63,2.2,-0.0546,Happy,Happy
3.03,0.33,2.84,3.72,2.22,-0.0548,Happy,Happy
3.06,0.327,3.08,4,2.15,-0.051,Happy,Happy
3.2,0.312,3.21,4.27,2.14,-0.0452,Happy,Happy
3.38,0.296,3.31,4.45,2.06,-0.0354,Happy,Happy
3.41,0.293,3.34,4.56,2.02,-0.031,Happy,Happy
3.38,0.296,3.36,4.61,1.97,-0.0281,Happy,Happy
3.32,0.301,3.32,4.6,1.94,-0.0294,Happy,Happy
3.21,0.311,3.33,4.62,1.81,-0.0212,Happy,Happy
3.16,0.316,3.2,4.61,1.77,-0.0086,Happy,Happy
3.33,0.3,3.17,4.59,1.79,-0.0117,Happy,Happy
3.4,0.294,3.16,4.56,1.7,-0.0138,Happy,Happy
3.4,0.295,3.1,4.55,1.54,-0.0169,Happy,Happy
3.42,0.293,3.08,4.38,1.53,-0.0161,Happy,Happy
3.43,0.291,3.11,4.1,1.45,-0.0147,Happy,Happy
3.49,0.287,3.18,3.88,1.52,-0.0154,Happy,Happy
3.5,0.286,3.18,3.64,1.49,-0.0205,Happy,Happy
3.52,0.284,3.15,3.41,1.53,-0.0241,Happy,Happy
3.53,0.284,3.26,3.02,1.69,-0.0255,Happy,Happy
3.44,0.291,3.29,2.96,1.84,-0.0269,Happy,Happy
3.19,0.314,3.39,3.13,1.93,-0.025,Happy,Happy
2.96,0.338,3.38,3.02,1.91,-0.0207,Happy,Happy
2.88,0.347,3.33,2.99,1.93,-0.0233,Happy,Happy
2.86,0.35,3.47,3.05,1.98,-0.0193,Happy,Happy
2.65,0.378,3.41,3.13,2.13,-0.0213,Happy,Happy
2.09,0.479,3.47,3.29,2.14,-0.0339,Happy,Happy
1.66,0.604,3.4,3.46,2.22,-0.0615,Happy,Happy
1.47,0.681,3.38,3.6,2.74,-0.0526,Happy,Happy
1.38,0.726,3.47,3.75,2.85,-0.0482,Happy,Happy
1.9,0.527,3.39,3.71,2.8,-0.0653,Happy,Happy
2.14,0.468,3.39,3.71,2.81,-0.0726,Happy,Happy
2.12,0.471,3.34,3.99,2.79,-0.0707,Happy,Happy
2.28,0.438,3.41,4.17,2.9,-0.0528,Happy,Happy
2.45,0.409,3.54,4.23,2.92,-0.0534,Happy,Happy
2.52,0.396,3.47,4.27,2.99,-0.0487,Happy,Happy
2.63,0.38,3.57,4.37,3.03,-0.0318,Happy,Happy
2.71,0.369,3.48,4.58,3.05,-0.0233,Happy,Happy
2.7,0.371,3.58,4.77,3.02,-0.0218,Happy,Happy
2.73,0.366,3.64,4.82,2.62,-0.0215,Happy,Happy
2.74,0.365,3.59,4.83,2.72,-0.0158,Happy,Happy
2.56,0.391,3.61,4.87,2.79,-0.0206,Happy,Happy
2.58,0.388,3.61,4.87,2.75,-0.0133,Happy,Happy
2.71,0.369,3.58,4.78,2.73,-0.0157,Happy,Happy
2.66,0.376,3.58,4.69,2.7,-0.0106,Happy,Happy
2.6,0.385,3.48,4.65,2.67,-0.00659,Happy,Happy
2.5,0.401,3.35,4.57,2.64,-0.0155,Happy,Happy
2.4,0.416,3.14,4.34,2.53,-0.0327,Happy,Happy
2.56,0.39,3.14,3.92,2.5,-0.0308,Happy,Happy
2.69,0.372,3.04,3.57,2.52,-0.0207,Happy,Happy
2.62,0.381,3.05,3.47,2.44,-0.0117,Happy,Happy
2.55,0.393,3.16,3.34,2.39,-0.00489,Happy,Happy
2.57,0.39,3.35,3.11,2.27,-0.00211,Happy,Happy
2.49,0.402,3.27,3.01,2.19,-0.0059,Happy,Happy
2.27,0.441,3.25,3.02,2.09,0.000822,Happy,Happy
2.13,0.469,3.19,3.04,2.05,0.0144,Happy,Happy
2.12,0.471,3.15,3.1,1.93,0.0178,Happy,Happy
2.09,0.479,3.19,3.17,1.99,0.0228,Happy,Happy
1.93,0.517,3.19,3.26,2.09,0.0472,Happy,Happy
1.51,0.664,3.18,3.28,2.05,0.108,Happy,Happy
1.16,0.86,3.31,3.14,2.07,0.0545,Happy,Happy
1.2,0.833,3.2,3.24,2.08,0.169,Happy,Happy
1.22,0.818,3.05,3.48,2.08,0.174,Happy,Happy
1.46,0.687,2.9,3.56,2.19,0.0826,Happy,Happy
1.54,0.651,2.99,3.61,2.29,0.0202,Happy,Happy
1.65,0.606,3.03,3.76,2.4,0.00334,Happy,Happy
1.91,0.524,3.12,3.82,2.52,0.0123,Happy,Happy
2.11,0.474,3.2,3.79,2.53,0.00315,Happy,Happy
2.17,0.461,3.17,3.79,2.5,-0.0204,Happy,Happy
2.37,0.422,3.18,3.94,2.49,-0.0521,Happy,Happy
2.64,0.379,3.1,4.08,2.51,-0.0607,Happy,Happy
2.79,0.358,2.97,4.14,2.52,-0.0559,Happy,Happy
2.92,0.342,3.01,4.1,2.5,-0.0423,Happy,Happy
3.02,0.331,2.94,4,2.5,-0.0281,Happy,Happy
3.17,0.315,2.92,3.9,2.4,-0.0178,Happy,Happy
3.35,0.298,2.85,3.78,2.39,-0.0121,Happy,Happy
3.41,0.293,2.95,3.64,2.47,-0.0121,Happy,Happy
3.36,0.297,3.1,3.61,2.51,-0.0149,Happy,Happy
3.34,0.3,3.04,3.73,2.51,-0.015,Happy,Happy
3.3,0.303,3.01,3.74,2.39,-0.0115,Happy,Happy
3.19,0.313,3.08,3.5,2.42,-0.00399,Happy,Happy
3.1,0.323,3.26,3.35,2.45,0.00113,Happy,Happy
3.01,0.332,3.26,3.35,2.58,0.00575,Happy,Happy
2.93,0.341,3.4,3.4,2.62,-0.00127,Happy,Happy
2.89,0.346,3.41,3.45,2.6,-0.0288,Happy,Happy
2.93,0.341,3.37,3.5,2.55,-0.0598,Happy,Happy
3.02,0.331,3.36,3.65,2.35,-0.07,Happy,Happy
3.05,0.328,3.23,3.92,2.23,-0.0737,Happy,Happy
3.21,0.311,3.41,4.09,2.16,-0.0645,Happy,Happy
3.35,0.298,3.4,4.14,2.18,-0.0542,Happy,Happy
3.39,0.295,3.5,4.08,2.15,-0.0477,Happy,Happy
3.39,0.295,3.3,4.03,2.1,-0.0439,Happy,Happy
3.39,0.295,3.26,4.1,2.03,-0.0423,Happy,Happy
3.4,0.294,3.18,4.23,1.62,-0.04,Happy,Happy
3.37,0.297,3.12,4.29,1.67,-0.0371,Happy,Happy
3.19,0.313,3.09,4.32,1.93,-0.0318,Happy,Happy
2.94,0.34,3.12,4.34,1.97,-0.0291,Happy,Happy
2.86,0.35,3.23,4.29,2.18,-0.0406,Happy,Happy
2.76,0.362,3.03,4.23,2.12,-0.0425,Happy,Happy
2.45,0.408,2.82,4.15,2.12,-0.0375,Happy,Happy
4.19,0.239,3.34,4.69,1.89,0.00162,Calm,Calm
4.14,0.241,3.32,4.72,1.96,0.00384,Calm,Calm
3.98,0.251,3.37,4.71,1.85,0.00901,Calm,Calm
3.6,0.278,3.3,4.61,2,0.0236,Calm,Calm
3.17,0.315,3.24,4.18,1.95,0.0347,Calm,Calm
3.05,0.328,3.39,3.58,1.99,0.0246,Calm,Calm
3.02,0.331,3.39,3.5,1.99,0.0229,Calm,Calm
2.88,0.347,3.35,3.54,2.05,0.0257,Calm,Calm
2.87,0.349,3.29,3.75,2.05,0.0148,Calm,Calm
2.91,0.343,3.29,3.87,2.01,0.0143,Calm,Calm
2.85,0.351,3.21,3.87,1.94,0.0123,Calm,Calm
2.68,0.373,3.2,3.81,1.94,0.00347,Calm,Calm
2.7,0.371,3.12,3.8,1.93,0.00275,Calm,Calm
2.71,0.37,3.1,3.85,1.87,-0.00319,Calm,Calm
2.72,0.368,2.99,3.8,1.81,-0.0346,Calm,Calm
2.97,0.337,2.92,3.74,1.65,-0.0214,Calm,Calm
3.16,0.316,2.5,3.71,1.63,0.00571,Calm,Calm
3.27,0.306,2.49,3.84,1.57,0.0094,Calm,Calm
3.27,0.306,2.51,3.81,1.62,0.00778,Calm,Calm
3.17,0.316,2.53,3.64,1.67,0.00845,Calm,Calm
3.2,0.312,2.49,3.8,1.78,0.00326,Calm,Calm
3.31,0.302,2.51,3.99,1.77,-0.00477,Calm,Calm
3.3,0.303,2.62,4.07,1.73,-0.0089,Calm,Calm
3.26,0.307,2.7,4.13,1.7,-0.0149,Calm,Calm
3.28,0.305,2.7,4.16,1.68,-0.0196,Calm,Calm
3.23,0.31,2.84,4.13,1.71,-0.0185,Calm,Calm
3.13,0.32,3.01,4.19,1.67,-0.0359,Calm,Calm
2.91,0.344,3.09,4.34,1.62,-0.0754,Calm,Calm
2.65,0.377,3.09,4.42,1.89,-0.116,Calm,Calm
2.63,0.381,3.06,4.44,1.88,-0.114,Calm,Calm
2.69,0.371,3.06,4.37,1.85,-0.114,Calm,Calm
2.66,0.376,3.08,4.22,1.93,-0.121,Calm,Calm
2.61,0.383,3.05,4.14,2,-0.125,Calm,Calm
2.71,0.369,3.02,4.18,2.01,-0.113,Calm,Calm
2.8,0.357,2.94,4.16,2.08,-0.0875,Calm,Calm
2.8,0.357,2.89,4.16,2.08,-0.0789,Calm,Calm
2.64,0.379,2.83,4.25,2.1,-0.083,Calm,Calm
2.61,0.384,2.72,4.24,2.12,-0.0835,Calm,Calm
2.61,0.383,2.59,3.98,2.11,-0.0757,Calm,Calm
2.66,0.375,2.66,3.74,1.96,-0.0665,Calm,Calm
