alpha,arousal1,betha,theta,gamma,valence1
3.42,0.292,3.02,4.65,2.14,0.0285
3.41,0.293,2.96,4.63,2.15,0.0341
3.43,0.292,2.83,4.67,2.11,0.0393
3.49,0.287,2.85,4.76,2.1,0.0401
3.48,0.287,2.95,4.81,2.1,0.0392
3.51,0.285,2.9,4.84,2,0.0412
3.56,0.281,2.99,4.89,2,0.0432
3.55,0.282,3.03,4.97,1.93,0.0446
3.54,0.283,3.09,4.87,1.92,0.0459
3.31,0.302,3.13,4.62,1.94,0.0401
2.93,0.341,3.12,4.55,1.83,0.0419
2.82,0.354,3.17,4.63,1.72,0.0488
2.86,0.349,3.22,4.67,1.68,0.0326
2.91,0.344,3.34,4.6,1.78,0.0233
2.93,0.341,3.19,4.55,1.78,0.0405
2.95,0.338,3.09,4.5,1.72,0.0578
2.91,0.343,3.1,4.47,1.81,0.0646
2.83,0.354,3.03,4.42,1.95,0.0898
2.8,0.357,2.93,4.25,2.09,0.0953
2.66,0.377,2.91,4.02,2.11,0.0479
2.75,0.364,3.05,4.3,2.44,0.0177
2.98,0.335,3.01,4.7,2.53,0.0223
3.26,0.307,2.94,4.74,2.55,0.0377
3.36,0.298,2.88,4.76,2.52,0.0526
3.33,0.3,2.68,4.83,2.48,0.0587
3.29,0.304,2.71,4.91,2.48,0.0585
3.21,0.311,2.78,4.94,2.44,0.053
3.15,0.318,2.78,4.95,2.37,0.0481
3.13,0.319,2.79,4.95,2.11,0.0469
3.18,0.315,2.84,5.05,2.17,0.0449
3.25,0.308,2.74,5.21,1.96,0.0498
3.09,0.323,2.85,5.14,1.56,0.0645
2.92,0.342,2.95,4.87,1.42,0.0622
2.75,0.364,3,4.8,1.58,0.0769
2.56,0.391,3.14,4.75,1.58,0.122
2.51,0.399,3.15,4.66,1.56,0.131
2.53,0.395,3.14,4.6,1.66,0.12
2.55,0.393,3.09,4.6,1.67,0.114
2.59,0.386,3.07,4.58,1.69,0.0987
2.62,0.382,3.01,4.52,1.65,0.0934
2.44,0.409,3.01,4.25,1.59,0.135
2.51,0.399,2.92,3.91,1.61,0.164
2.75,0.363,2.64,4.02,1.67,0.125
2.93,0.342,2.82,4.14,1.63,0.101
3.04,0.329,2.74,4.27,1.59,0.0794
3.17,0.315,2.71,4.51,1.69,0.0569
3.3,0.303,2.94,4.62,1.76,0.0514
3.42,0.293,2.96,4.58,1.77,0.0599
3.52,0.284,2.99,4.57,1.77,0.0723
3.6,0.278,3,4.59,1.86,0.0751
3.73,0.268,3.04,4.56,1.83,0.0537
3.82,0.262,3.04,4.53,1.84,0.0309
3.79,0.264,3.04,4.47,1.83,0.0232
3.7,0.27,3.13,4.41,1.78,0.0214
3.62,0.277,2.92,4.31,1.81,0.0214
3.53,0.283,2.88,4.02,1.81,0.0225
3.42,0.293,2.86,3.51,1.74,0.0243
3.31,0.302,2.85,3.42,1.72,0.022
3.21,0.312,2.89,3.73,1.91,0.00362
3.14,0.318,2.94,4.08,1.99,-0.0128
2.98,0.335,2.95,4.39,1.95,-0.0153
2.7,0.37,2.98,4.64,1.97,0.00512
2.62,0.381,3.04,4.83,2.01,0.0564
2.82,0.354,3.02,4.88,1.98,0.102
3.13,0.32,3.09,4.91,2.23,0.103
3.3,0.303,3.12,5.06,2.29,0.0932
3.34,0.3,3.09,5.19,2.31,0.0861
3.34,0.3,3.04,5.22,2.31,0.0771
3.3,0.303,2.83,5.22,2.24,0.078
3.25,0.308,2.82,5.19,2.13,0.0824
3.27,0.306,2.75,5.11,2.04,0.079
3.39,0.295,2.67,4.91,2.04,0.0855
3.41,0.293,3.68,4.27,2.63,-0.0287
3.37,0.297,3.39,4.3,2.67,-0.0214
3.14,0.319,3.34,4.25,2.62,-0.0321
2.95,0.339,3.42,3.93,2.78,-0.041
2.95,0.339,3.4,3.49,2.81,-0.0209
3.02,0.331,3.41,3.2,2.88,-0.0101
3.06,0.327,3.33,2.94,2.84,-0.00444
3.01,0.332,3.23,2.78,2.83,0.000762
2.95,0.339,2.9,2.73,2.85,0.00246
2.95,0.339,2.95,2.76,2.88,0.0112
2.94,0.34,2.91,2.7,2.84,-0.00652
2.97,0.336,2.93,2.84,2.75,-0.0405
3.09,0.324,2.85,3.08,2.72,-0.0564
3.12,0.321,2.97,3.24,2.77,-0.051
2.98,0.336,2.91,3.27,2.61,-0.0401
2.79,0.358,2.95,3.28,2.59,-0.0303
2.87,0.349,2.91,3.41,2.44,-0.0257
3.2,0.313,2.89,3.51,2.38,-0.0373
3.41,0.293,2.88,3.46,2.32,-0.0467
3.52,0.284,2.84,3.4,2.05,-0.0488
3.52,0.284,2.84,3.39,2.06,-0.05
3.48,0.288,2.8,3.3,2.1,-0.0497
3.43,0.291,2.74,3.08,2.17,-0.0468
3.32,0.301,2.69,2.86,2.15,-0.0419
3.25,0.307,2.51,2.91,2.12,-0.0475
3.29,0.304,2.53,3.02,2.12,-0.0494
3.3,0.303,2.55,3.01,2.13,-0.0489
3.19,0.313,2.54,2.95,2.14,-0.0416
3.02,0.331,2.52,3.3,2.12,-0.0208
2.84,0.352,2.49,3.56,2.14,0.00378
2.81,0.356,2.52,3.64,2.13,0.000539
2.87,0.348,2.48,3.69,2.09,-0.0127
2.95,0.339,2.46,3.85,2.03,-0.00965
3.01,0.332,2.5,4,1.94,-0.00819
3.02,0.331,2.45,4.02,2.05,-0.00874
3.02,0.331,2.44,3.98,1.97,-0.0142
2.94,0.34,2.63,3.99,2.04,-0.0279
2.83,0.354,2.66,4.01,2.15,-0.0629
2.85,0.351,2.69,4.02,2.29,-0.0888
2.85,0.351,2.74,3.95,2.35,-0.0699
2.71,0.369,2.75,3.84,2.43,-0.057
2.71,0.369,2.88,3.73,2.48,-0.0505
2.94,0.34,2.95,3.66,2.48,-0.035
3.06,0.327,3.04,3.53,2.47,-0.0168
3.05,0.328,3.15,3.55,2.5,-0.00932
3.12,0.32,3.24,3.66,2.49,0.00518
3.18,0.314,3.42,3.64,2.72,0.021
3.21,0.312,3.46,3.63,2.7,0.0249
3.18,0.314,3.46,3.7,2.65,0.0343
3.06,0.326,3.5,3.66,2.72,0.0458
3,0.334,3.62,3.54,2.73,0.0386
3.08,0.325,3.63,3.52,2.75,0.0363
3.09,0.324,3.6,3.5,2.78,0.05
2.92,0.342,3.6,3.41,2.86,0.0742
2.85,0.351,3.49,3.29,2.91,0.091
2.9,0.345,3.41,3.1,2.9,0.0789
2.83,0.354,3.4,2.94,2.87,0.0704
2.8,0.357,3.1,2.92,2.73,0.0626
2.78,0.36,2.97,2.81,2.77,0.0731
2.71,0.369,2.94,2.46,2.71,0.0713
2.74,0.365,2.8,2.21,2.69,0.0592
2.75,0.363,2.52,2.52,2.65,0.0557
2.63,0.381,2.5,2.94,2.61,0.0752
2.45,0.408,2.35,3.07,2.56,0.109
2.29,0.436,2.52,3.17,2.88,0.102
2.39,0.418,3.15,3.31,3.13,0.124
3.16,0.316,3.13,3.35,3.1,0.243
3.79,0.264,3.19,3.39,3.1,0.303
3.94,0.254,3.29,3.66,3.07,0.286
3.95,0.253,3.31,3.82,3.19,0.254
4.01,0.249,3.31,3.86,3.18,0.238
4.03,0.248,3.39,3.98,3.21,0.257
4.02,0.249,3.46,4.03,3.29,0.277
4.01,0.249,3.62,4,3.36,0.284
4,0.25,3.69,4.01,3.32,0.282
4,0.25,3.65,4.18,3.05,0.261
3.87,0.258,3.6,4.43,3.02,0.223
3.51,0.285,3.66,4.56,3.06,0.195
3.23,0.309,3.69,4.69,3.11,0.158
3.27,0.306,3.65,4.69,3.1,0.13
3.32,0.301,3.74,4.72,3.02,0.117
3.33,0.3,3.71,4.71,3.37,0.115
3.6,0.277,3.97,4.62,3.65,0.0827
3.78,0.264,4.08,4.55,3.69,0.0582
3.92,0.255,4.06,4.59,3.82,0.0397
4.03,0.248,4.09,4.8,3.87,0.032
4.08,0.245,3.96,5.02,3.84,0.0352
4.09,0.245,3.94,5.12,3.83,0.0322
4.03,0.248,3.93,5.11,3.85,0.0176
3.9,0.256,4.06,5.04,3.93,0.00561
3.81,0.262,4.04,5.01,3.94,0.00622
3.8,0.263,4.01,4.97,3.9,0.00926
3.68,0.272,3.96,5.01,3.58,0.00514
3.46,0.289,3.74,5.09,3.54,0.003
3.3,0.303,3.7,5.12,3.26,0.029
3.23,0.31,3.56,5.11,3.19,0.0853
3.21,0.311,3.7,4.92,3.11,0.109
3.18,0.314,3.69,4.63,3.02,0.115
3.33,0.3,3.71,4.3,2.99,0.152
3.44,0.291,3.79,4.11,2.77,0.192
3.54,0.283,3.52,4.4,2.69,0.162
3.63,0.275,3.53,4.77,2.64,0.104
3.65,0.274,3.55,5.04,2.68,0.0727
3.63,0.275,3.53,5.16,2.56,0.0632
3.66,0.274,3.53,5.14,2.11,0.0607
3.76,0.266,3.3,5.13,2.01,0.0492
3.87,0.258,3.19,5.18,2.08,0.0282
