alpha,arousal1,betha,theta,gamma,valence1
3.96,0.252,2.84,2.77,1.32,0.0182
3.93,0.254,2.79,2.98,1.32,0.0145
3.89,0.257,2.76,3.33,1.27,0.00813
3.88,0.257,2.78,3.64,1.3,0.0063
3.9,0.256,2.84,3.76,1.4,0.00708
3.91,0.256,2.88,3.79,1.52,0.00476
3.89,0.257,2.73,3.88,1.53,0.00306
3.7,0.27,2.55,3.9,1.51,0.0114
3.19,0.313,2.55,3.92,1.48,0.0432
2.77,0.361,2.62,3.97,1.52,0.0781
2.82,0.354,2.65,4.05,1.52,0.0617
2.8,0.357,2.58,4.07,1.46,0.0734
2.69,0.372,2.75,4.07,1.53,0.107
2.73,0.367,2.79,4.07,1.71,0.105
2.72,0.367,2.76,4.21,1.72,0.101
2.78,0.36,2.67,4.38,1.48,0.104
2.93,0.342,2.6,4.44,1.51,0.109
3.03,0.33,2.61,4.38,1.53,0.109
3.02,0.331,2.7,4.36,1.56,0.104
3.02,0.331,2.84,4.65,1.64,0.105
2.9,0.345,2.94,5.29,1.73,0.0985
2.93,0.342,3.03,5.74,1.74,0.0508
3.12,0.321,3.01,5.93,1.87,0.0225
3.22,0.311,2.98,5.99,1.8,0.014
3.22,0.311,3,5.97,1.88,0.0144
3.24,0.309,3.01,5.91,1.94,0.0132
3.19,0.313,3.01,5.87,1.93,0.00527
3.08,0.325,3.03,5.87,1.86,-0.00165
3.02,0.331,3.12,5.86,1.86,-0.00286
3,0.333,3.21,5.83,1.88,-0.00812
2.95,0.339,3.02,5.63,1.76,-0.0324
2.97,0.336,2.98,5.02,1.82,-0.0385
2.82,0.355,2.91,4.12,1.77,-0.0185
2.48,0.402,2.85,3.28,1.76,0.00737
2.25,0.444,2.84,2.95,1.75,0.0298
2.21,0.453,2.84,2.7,1.63,0.0161
2.17,0.461,2.75,2.65,1.62,0.0253
2.02,0.496,2.76,2.65,1.76,0.0276
1.96,0.511,2.74,2.92,1.76,0.0187
2.35,0.426,2.58,3.21,1.78,-0.0301
2.92,0.343,2.72,3.53,1.77,-0.0557
3.11,0.321,3.05,3.81,1.77,-0.0569
3.15,0.317,3.09,4.01,1.76,-0.0487
3.2,0.313,3.07,4.06,1.74,-0.0281
3.21,0.312,3.16,4.03,1.69,-0.0267
3.21,0.312,3.3,4.07,1.62,-0.0298
3.19,0.313,3.28,4.09,1.57,-0.0283
3.19,0.314,3.31,4.13,1.65,-0.0315
3.22,0.311,3.31,4.18,1.54,-0.0337
3.33,0.3,3.31,4.16,1.64,-0.0387
3.38,0.296,3.23,3.99,1.74,-0.0379
3.31,0.302,3.06,3.71,1.75,-0.0201
3.27,0.306,2.85,3.49,1.7,0.00624
3.24,0.309,2.79,3.48,1.83,0.00371
3.24,0.308,2.95,3.68,1.86,0.000652
3.27,0.306,2.85,3.84,1.87,0.00346
3.31,0.302,2.7,3.89,2.1,0.00786
3.36,0.298,2.72,3.89,2.08,0.00671
3.4,0.294,2.69,3.82,2.19,0.00636
3.36,0.298,2.73,3.73,2.22,0.0115
3.25,0.308,2.65,3.72,2.22,0.025
3.01,0.332,2.7,3.76,2.47,0.0613
2.77,0.361,2.7,3.88,2.52,0.0704
2.66,0.376,2.73,3.95,2.62,0.0498
2.61,0.383,2.66,3.84,2.61,0.0329
2.59,0.386,2.49,3.6,2.6,0.0241
2.54,0.394,2.42,3.27,2.6,0.024
2.37,0.422,2.43,3.54,2.47,0.0197
2.31,0.432,2.48,4.17,2.45,0.0114
2.51,0.398,2.45,4.47,2.4,0.00877
2.69,0.372,2.45,4.53,2.39,-0.0175
2.71,0.369,2.53,4.58,2.26,-0.0488
2.63,0.381,2.46,4.59,1.86,-0.0679
2.62,0.382,2.39,4.54,1.91,-0.0719
2.6,0.385,2.56,4.5,2.07,-0.0765
2.56,0.391,2.54,4.5,2.17,-0.0472
2.56,0.39,2.83,4.5,2.88,-0.013
2.59,0.386,2.95,4.5,2.91,-0.018
2.86,0.35,2.99,4.36,2.96,0.0106
3.12,0.32,3.3,3.97,3,0.0387
3.18,0.314,3.45,3.91,3,0.0605
3.7,0.27,4.04,4.88,3.14,0.0551
4.93,0.203,4.13,6.99,3.22,0.0222
5.79,0.173,4.2,7.89,3.25,0.0128
6,0.167,4.2,8.14,3.16,0.0115
6.06,0.165,4.17,8.25,3.13,0.011
6.1,0.164,4.15,8.32,2.89,0.0105
6.12,0.163,4.12,8.34,2.63,0.0104
6.12,0.163,4.1,8.35,2.62,0.0104
6.11,0.164,4.06,8.36,2.57,0.0103
6.11,0.164,3.92,8.36,2.49,0.0101
6.11,0.164,3.74,8.36,2.36,0.00991
6.03,0.166,3.07,8.29,2.18,0.00955
5.52,0.181,2.57,7.82,1.99,0.0108
4.79,0.209,2.31,6.99,1.93,0.0121
4.23,0.237,2.35,6.5,1.98,0.0107
3.87,0.258,2.5,6.08,1.96,0.0095
3.53,0.283,2.47,5.39,1.9,0.00537
3.01,0.333,2.52,4.08,1.77,-0.0201
3.15,0.317,2.5,3.73,1.69,-0.0334
3.15,0.317,2.45,3.65,1.69,-0.0387
3.17,0.316,2.42,3.61,1.67,-0.0436
3.22,0.311,2.53,3.65,1.69,-0.0471
3.22,0.311,2.53,3.69,1.71,-0.0486
3.21,0.312,2.53,3.61,1.66,-0.0465
3.2,0.312,2.45,3.46,1.49,-0.0528
3.07,0.326,2.34,3.43,1.58,-0.0577
2.96,0.338,2.46,3.38,1.57,-0.0484
2.78,0.36,2.67,3.39,1.5,-0.0481
2.51,0.398,2.92,3.48,1.52,-0.0574
2.69,0.372,3.04,3.69,1.54,-0.0871
3.01,0.332,3.06,4.11,1.65,-0.106
3.09,0.324,3.15,4.28,1.72,-0.105
3.13,0.319,3.12,4.3,1.67,-0.0848
3.23,0.309,3.1,4.25,1.87,-0.0758
3.32,0.301,3.21,4.2,1.99,-0.0794
3.32,0.301,3.27,4.21,1.99,-0.0908
3.31,0.302,3.33,4.36,2.02,-0.102
3.36,0.297,3.28,4.72,2.07,-0.084
3.41,0.293,3.1,4.95,2.1,-0.0671
3.38,0.296,3.01,4.98,2.09,-0.0563
3.22,0.31,2.95,4.91,2.09,-0.0304
3.23,0.31,2.98,4.81,2.13,0.000681
3.21,0.312,2.9,4.74,2.11,0.00616
3.1,0.323,2.84,4.71,2.09,0.0136
2.98,0.336,2.84,4.73,2.1,0.0306
2.88,0.347,2.79,4.88,2.11,0.061
2.88,0.348,2.6,5.13,2.08,0.077
2.85,0.35,2.67,5.23,2.17,0.069
2.79,0.359,2.63,5.11,2.17,0.0655
2.7,0.371,2.53,4.92,2.26,0.0678
2.62,0.381,2.58,4.84,2.3,0.0651
2.33,0.429,2.66,4.81,2.38,0.052
1.92,0.52,2.59,4.81,2.51,0.075
1.87,0.536,2.91,4.8,2.58,0.129
1.98,0.504,3.07,4.81,2.59,0.134
2.02,0.496,3.07,4.78,2.52,0.122
2.09,0.478,3.08,4.49,2.53,0.119
2.15,0.466,3.14,3.81,2.53,0.18
2.17,0.462,3.18,3.24,2.43,0.231
2.26,0.443,3.26,3.06,2.42,0.264
2.29,0.437,3.27,3.04,2.41,0.286
2.38,0.42,3.14,3.56,2.3,0.289
2.74,0.365,3.13,4.64,2.27,0.213
3.1,0.323,3.11,5.23,2.1,0.126
3.35,0.298,2.93,5.49,2.08,0.0787
3.45,0.29,2.84,5.59,2.13,0.0662
3.44,0.29,2.79,5.62,2.03,0.0657
3.45,0.29,2.73,5.64,2.07,0.0656
3.5,0.286,2.65,5.67,2.05,0.0655
3.52,0.284,2.65,5.7,2.06,0.0662
3.49,0.286,2.51,5.74,2.23,0.0632
3.47,0.288,2.84,5.75,2.25,0.0587
3.44,0.29,3.11,5.69,2.4,0.0536
3.28,0.305,3.08,5.41,2.33,0.0593
2.99,0.334,3.05,5.05,2.38,0.107
2.84,0.352,3.01,5.04,2.42,0.18
2.82,0.354,3.05,5.24,2.4,0.189
2.91,0.344,3.08,5.29,2.43,0.18
2.87,0.349,3.11,5.33,2.4,0.202
2.69,0.372,3.04,5.4,2.39,0.239
2.6,0.385,3,5.42,2.46,0.238
2.66,0.376,3.04,5.38,2.34,0.181
2.71,0.37,2.61,5.37,2.14,0.147
2.8,0.357,2.6,5.38,2.23,0.0988
2.86,0.349,2.75,5.36,2.26,0.0522
2.82,0.354,3.07,5.33,2.28,0.0131
2.72,0.368,3.09,5.08,2.26,-0.00868
2.66,0.376,3.02,4.6,2.23,-0.016
2.59,0.386,3.05,4.27,2.26,-0.0445
2.54,0.394,3.05,4.06,2.26,-0.0729
2.53,0.395,3.16,3.65,2.4,-0.0697
2.52,0.397,3.16,3.35,2.33,-0.0836
2.53,0.395,3.14,3.37,2.34,-0.0959
2.39,0.419,3.1,3.37,2.33,-0.104
2.25,0.445,3.12,3.5,2.28,-0.101
2.22,0.45,2.94,3.64,2.24,-0.104
2.26,0.443,2.64,3.96,2.19,-0.113
2.45,0.408,2.66,4.16,2.19,-0.0943
2.67,0.374,2.72,4.28,2.24,-0.0677
2.89,0.346,2.63,4.42,2.14,-0.0511
3.06,0.327,2.86,4.51,2.14,-0.0477
3.28,0.305,2.76,4.55,2.01,-0.0335
3.41,0.293,2.68,4.61,1.99,-0.023
3.45,0.29,2.65,4.67,2,-0.0202
3.45,0.29,2.61,4.66,2,-0.0208
3.42,0.292,2.67,4.58,1.96,-0.02
3.38,0.296,2.69,4.47,1.94,-0.0149
3.44,0.291,2.88,4.37,1.93,-0.00735
3.58,0.279,2.92,4.31,2,0.000144
3.58,0.279,2.87,4.19,1.91,0.00538
3.49,0.287,2.84,4.04,1.93,0.00948
3.38,0.296,2.79,3.95,1.84,0.00934
3.28,0.305,2.92,3.91,1.8,0.0175
3.14,0.318,3.07,3.84,1.76,0.0323
3.15,0.318,3.07,3.76,1.84,0.0479
3.19,0.314,3.1,3.75,1.75,0.0538
3.23,0.31,3.02,3.76,1.7,0.0481
3.21,0.311,3.04,3.63,1.65,0.0495
3,0.333,2.86,3.29,1.44,0.0571
2.65,0.377,2.84,3.11,1.38,0.0445
2.59,0.386,2.87,3.11,1.39,-0.00606
2.73,0.366,2.85,3.1,1.42,-0.0255
2.77,0.361,2.83,3,1.45,-0.0455
2.72,0.368,2.82,2.75,1.59,-0.0717
3.15,0.318,2.59,3.38,2.31,0.0572
2.9,0.345,2.59,3.27,2.33,0.0608
2.83,0.353,2.41,3.3,2.33,0.0608
2.76,0.362,2.55,3.24,2.3,0.0462
2.56,0.39,2.65,2.9,2.32,-0.00537
2.41,0.415,2.65,2.75,2.34,-0.0501
2.5,0.4,2.62,2.9,2.32,-0.0623
2.65,0.377,2.73,2.97,2.22,-0.0577
2.57,0.389,2.72,3.01,2.04,-0.0852
2.37,0.422,2.82,3.14,2.03,-0.12
2.4,0.417,2.87,3.69,2.01,-0.0931
2.5,0.399,2.75,4.16,1.89,-0.0686
2.51,0.398,2.78,4.32,1.78,-0.0646
2.7,0.37,2.75,4.33,1.78,-0.0472
2.89,0.346,2.75,4.35,1.99,-0.041
3.1,0.323,2.92,4.6,2.13,-0.0442
3.46,0.289,2.99,4.84,2.18,-0.0325
3.59,0.278,3.04,4.91,2.2,-0.0231
3.54,0.282,3.01,4.93,2.18,-0.0167
3.52,0.284,3.01,4.99,2.26,-0.00886
3.56,0.281,2.99,5.05,2.12,-0.00417
3.6,0.278,2.93,4.97,2.11,0.000821
3.72,0.269,2.97,4.82,2.1,0.00524
3.84,0.261,3.02,4.74,2.12,0.00389
3.87,0.258,3.11,4.72,2.07,0.0021
3.85,0.26,3.01,4.65,1.94,0.00407
3.69,0.271,2.92,4.35,1.8,0.00966
3.44,0.29,2.8,3.93,1.64,0.0115
3.31,0.302,2.81,3.74,1.94,0.0114
3.31,0.302,2.76,3.7,1.97,0.0103
3.3,0.303,2.71,3.5,1.87,0.00625
3.22,0.311,2.69,2.96,1.89,-0.00187
3.01,0.332,2.71,2.72,1.89,-0.0171
2.73,0.366,2.69,2.79,1.86,-0.0331
2.51,0.399,2.62,2.82,2.02,-0.037
2.59,0.386,2.43,3.18,2.45,0.00538
2.71,0.369,2.57,3.64,2.47,0.0333
2.71,0.37,2.55,3.93,2.46,0.0472
2.7,0.37,2.67,4.02,2.52,0.0501
2.73,0.366,2.61,4.05,2.48,0.0529
2.74,0.364,2.74,4.13,2.48,0.0638
2.76,0.362,2.84,4.22,2.49,0.0662
2.85,0.351,2.89,4.29,2.51,0.0768
2.96,0.338,2.89,4.4,2.6,0.0897
3.05,0.327,2.9,4.46,2.62,0.0973
3.1,0.322,2.89,4.46,2.47,0.101
2.97,0.337,2.82,4.35,2.16,0.107
2.9,0.345,3.06,4.17,2.25,0.116
3.19,0.314,3.19,4.3,2.28,0.112
3.4,0.294,3.09,4.55,2.15,0.112
3.45,0.29,3.12,4.64,2.09,0.117
3.48,0.287,2.98,4.61,2.14,0.11
3.52,0.284,2.94,4.54,2.22,0.0933
3.48,0.287,2.95,4.52,2.13,0.0839
3.43,0.292,2.93,4.47,2.13,0.0769
3.47,0.288,3.01,4.46,2.08,0.0568
3.47,0.288,3.1,4.56,2.11,0.0414
3.54,0.283,3.19,4.59,2.22,0.0342
3.69,0.271,2.89,4.52,2.18,0.0188
3.62,0.276,2.98,4.23,2.26,-0.00124
3.49,0.286,2.98,3.81,2.28,-0.03
3.46,0.289,2.92,3.56,2.3,-0.0442
3.41,0.293,3.01,3.57,2.24,-0.0492
3.38,0.296,3.21,3.85,2.21,-0.0429
3.38,0.296,3.25,4.43,2.41,-0.0375
3.3,0.303,3.25,4.85,2.45,-0.0367
3.25,0.308,3.21,4.9,2.48,-0.025
3.26,0.306,3.26,4.91,2.48,-0.0143
3.11,0.322,3.17,4.99,2.38,-0.0141
2.77,0.361,3.21,5.09,2.24,-0.0088
2.52,0.397,3.12,5.14,2.2,0.0213
2.46,0.407,3.13,5.15,2.16,0.0492
2.47,0.405,3.17,5.14,2.14,0.055
2.55,0.392,2.96,5.13,2.11,0.0505
2.62,0.382,2.8,5.02,2.06,0.0327
2.65,0.378,2.92,4.7,2.13,0.0131
2.6,0.385,2.97,4.35,2.46,-0.0017
2.42,0.414,2.86,4.4,2.59,-0.015
2.04,0.489,2.85,4.44,2.6,-0.011
2.11,0.473,2.88,4.33,2.77,0.00839
2.46,0.407,3.29,4.35,2.84,-0.00336
2.65,0.377,3.42,4.8,2.93,-0.00864
2.85,0.351,3.57,5.43,3.26,0.000791
3.25,0.308,3.77,5.87,3.28,0.0124
3.8,0.263,3.86,6.25,3.32,0.00643
4.31,0.232,3.85,6.43,3.32,0.00468
4.61,0.217,3.82,6.57,3.25,0.00773
4.68,0.214,3.83,6.75,3.22,0.00819
4.71,0.213,3.84,6.85,3.14,0.00693
4.73,0.212,3.8,6.87,3.15,0.0071
4.73,0.212,3.64,6.86,3.01,0.00778
4.71,0.212,3.49,6.85,2.97,0.0081
4.7,0.213,3.43,6.8,2.69,0.00736
4.66,0.215,3.08,6.66,2.32,0.00508
4.53,0.221,2.81,6.44,2.3,0.00351
4.19,0.238,2.66,6.11,2.13,0.00567
3.59,0.278,2.68,5.84,2.07,0.000502
3.06,0.327,2.54,5.44,1.89,-0.0249
2.81,0.356,2.44,4.63,1.79,-0.027
2.8,0.357,2.5,3.7,1.8,-0.042
2.82,0.355,2.44,3.11,1.83,-0.0589
2.69,0.372,2.44,3.08,1.92,-0.0837
2.58,0.388,2.55,3.02,1.86,-0.101
2.53,0.396,2.6,3.04,2.31,-0.0986
2.58,0.388,2.87,3.31,2.74,-0.0842
2.76,0.363,2.89,3.93,2.77,-0.0348
3.45,0.29,2.54,3.15,1.68,-0.017
3.41,0.294,2.52,3.29,1.75,-0.00722
3.32,0.301,2.59,3.25,1.77,0.0118
3.27,0.306,2.57,3.23,1.73,0.0283
3.27,0.306,2.44,3.19,1.81,0.032
3.15,0.317,2.41,3.27,1.93,0.039
2.83,0.353,2.4,3.38,1.9,0.0712
2.72,0.368,2.44,3.49,1.97,0.0946
2.6,0.385,2.57,3.52,2.06,0.106
2.24,0.447,2.66,3.5,2.1,0.118
1.94,0.517,2.62,3.35,2.08,0.127
2.17,0.46,2.66,3.12,1.98,0.0798
2.56,0.391,2.73,3.1,1.87,0.0188
2.8,0.357,2.65,3.33,1.94,-0.0264
2.95,0.339,2.76,3.54,2.03,-0.0416
3,0.333,2.82,3.59,1.97,-0.0527
3.11,0.322,2.83,3.48,1.94,-0.0703
3.2,0.312,2.89,3.3,1.97,-0.074
3.26,0.307,2.95,3.21,2.08,-0.0545
3.27,0.306,2.94,3.44,1.97,-0.0375
3.32,0.301,2.86,3.82,2.02,-0.0335
3.32,0.301,2.81,4.01,2.01,-0.0399
3.17,0.315,2.8,4.03,2.02,-0.048
3.09,0.324,2.82,4.05,2,-0.0363
3.09,0.324,2.81,4.29,1.97,-0.0116
3.11,0.322,2.78,4.76,1.97,-0.012
3.08,0.324,2.76,5.03,1.88,-0.0113
3.01,0.332,2.75,5.11,1.82,0.00396
2.95,0.339,2.79,5.11,1.82,0.00482
2.89,0.346,2.61,5.11,1.59,-0.0237
2.81,0.356,2.63,5.07,1.67,-0.0494
2.73,0.366,2.71,4.98,1.7,-0.0543
2.7,0.37,2.75,4.92,1.73,-0.0621
2.69,0.372,2.7,4.93,1.74,-0.06
2.54,0.393,2.7,4.9,1.85,-0.0816
2.56,0.39,2.71,4.61,2.04,-0.0939
2.54,0.393,2.74,4.07,2.04,-0.0643
2.57,0.39,2.81,3.61,2.07,-0.0478
2.66,0.376,2.81,3.53,2.03,-0.0523
2.73,0.367,2.65,3.62,2,-0.047
2.76,0.362,2.67,3.64,1.99,-0.0421
2.8,0.357,2.66,3.62,2,-0.0526
2.81,0.356,2.66,3.63,2.04,-0.0556
2.84,0.352,2.62,3.59,2.01,-0.0482
2.94,0.34,2.64,3.53,2,-0.0566
3.11,0.322,2.69,3.52,1.87,-0.0679
3.21,0.312,2.72,3.5,1.62,-0.0711
3.2,0.312,2.74,3.44,1.59,-0.0806
3.17,0.315,2.75,3.28,1.55,-0.0813
3.12,0.321,2.8,3.08,1.69,-0.0756
3.16,0.317,2.85,2.93,1.71,-0.0571
3.26,0.307,2.85,3.2,1.68,-0.0339
3.3,0.303,2.81,3.57,1.65,-0.0203
3.33,0.301,2.71,3.69,1.61,-0.019
3.41,0.294,2.72,3.72,1.66,-0.0223
3.41,0.293,2.76,3.71,1.67,-0.0195
3.3,0.303,2.72,3.68,1.65,-0.00873
3.16,0.317,2.7,3.63,1.66,0.00811
3.12,0.32,2.59,3.72,1.72,0.0162
3.1,0.323,2.5,3.89,1.95,0.0166
3.08,0.324,2.46,3.95,1.99,0.0175
3,0.334,2.53,3.92,1.99,0.0182
2.92,0.343,2.55,3.71,2.03,0.0176
2.96,0.337,2.63,3.55,2.05,0.0234
2.87,0.349,2.64,3.43,2.09,0.0359
2.71,0.37,2.6,3.41,2.16,0.0723
2.47,0.405,2.49,3.55,2.39,0.125
2.32,0.43,2.65,3.68,2.39,0.12
2.3,0.435,2.76,3.73,2.47,0.104
2.36,0.424,2.81,3.78,2.4,0.0979
2.49,0.401,2.95,3.78,2.4,0.0724
2.7,0.37,2.87,3.78,2.44,0.0423
2.71,0.368,2.99,3.75,2.44,0.0356
2.56,0.39,2.94,3.72,2.43,0.0258
2.52,0.398,2.95,3.74,2.57,0.00378
2.51,0.399,2.96,3.98,2.61,0.000582
2.56,0.391,3.16,4.18,2.51,0.0138
2.64,0.378,3.18,4.14,2.41,0.0208
2.83,0.353,3.18,4.16,2.38,0.024
2.89,0.346,3.13,4.21,2.32,0.0176
2.86,0.349,3.09,4.11,2.33,0.0179
2.75,0.363,3.02,4.04,2.2,0.0294
2.56,0.39,3.28,4.07,2.21,0.0376
2.63,0.38,3.24,4.53,2.21,0.0559
3.09,0.324,3.32,5.06,2.2,0.0716
3.31,0.302,3.33,5.23,1.98,0.0849
3.38,0.296,3.33,5.24,2,0.0858
3.37,0.297,3.38,5.26,2.2,0.089
3.27,0.305,3.36,5.32,2.16,0.0961
3.18,0.315,3.42,5.31,2.2,0.11
3.2,0.312,3.63,5.28,2.49,0.118
3.25,0.308,3.96,5.31,2.79,0.114
3.24,0.308,3.95,5.39,2.76,0.109
3.25,0.308,3.81,5.46,2.76,0.0946
3.04,0.329,3.79,5.3,2.76,0.0802
2.75,0.363,3.76,5,2.74,0.0624
2.57,0.389,3.75,4.88,2.67,0.04
2.65,0.378,3.78,4.92,2.67,0.014
2.72,0.368,3.66,4.92,2.54,-0.0131
2.69,0.372,3.72,4.88,2.6,-0.0233
2.68,0.373,3.53,4.89,2.57,-0.0215
2.58,0.387,3.22,4.88,1.85,-0.0313
2.48,0.403,2.91,4.75,1.71,-0.0387
2.55,0.392,2.91,4.54,1.62,-0.0191
2.55,0.392,3.04,4.45,1.78,0.00109
2.53,0.395,3.15,4.57,1.84,0.00706
3.47,0.288,3.16,4.3,2.63,0.0594
3.27,0.306,3.14,3.94,2.5,0.0848
3.27,0.306,2.99,3.8,2.56,0.0936
3.34,0.299,2.94,3.84,2.53,0.0913
3.31,0.302,2.94,3.86,2.44,0.0831
3.32,0.301,2.93,3.77,2.4,0.0827
3.34,0.299,2.93,3.56,2.33,0.0863
3.33,0.3,2.86,3.42,2.13,0.083
3.19,0.313,2.82,3.42,2.18,0.0766
2.92,0.343,2.88,3.35,2.34,0.0797
2.71,0.369,2.92,3.2,2.4,0.1
2.71,0.369,2.88,3.17,2.52,0.113
2.71,0.369,2.94,3.27,2.54,0.113
2.56,0.391,2.87,3.29,2.37,0.114
2.46,0.407,3.02,3.18,2.34,0.12
2.47,0.404,3.17,3.18,2.36,0.113
2.45,0.408,3.22,3.78,2.38,0.118
2.54,0.393,3.13,4.35,2.43,0.142
2.66,0.375,3.18,4.49,2.32,0.138
2.77,0.36,3.15,4.5,2.33,0.096
2.86,0.35,3.09,4.51,2.25,0.0693
3.02,0.331,3.09,4.57,2.32,0.0599
3.04,0.329,3.09,4.59,2.21,0.0597
3.02,0.331,3.06,4.59,2.18,0.0521
3.05,0.327,2.98,4.58,2.18,0.035
3.09,0.324,2.84,4.57,2.23,0.0209
3.1,0.323,2.57,4.49,2.27,0.0191
3.08,0.325,2.53,4.15,2.16,0.0163
3.01,0.332,2.5,3.71,2.15,0.00169
2.88,0.347,2.38,3.62,2.34,-0.00656
2.8,0.357,2.65,3.53,2.32,0.00464
2.67,0.375,2.77,3.43,2.26,0.0229
2.54,0.394,2.72,3.27,2.14,0.0459
2.57,0.39,2.75,3.1,2.12,0.0451
2.61,0.383,2.75,3.08,2.13,0.0527
2.57,0.389,2.83,3.08,2.16,0.0824
2.48,0.403,2.78,3.02,2.02,0.119
2.46,0.407,2.76,2.81,2.05,0.124
2.47,0.405,2.73,2.56,2.08,0.124
2.48,0.403,2.75,2.4,2.06,0.126
2.47,0.406,2.82,2.38,1.83,0.123
2.4,0.416,2.48,2.43,1.82,0.131
2.25,0.444,2.44,2.46,1.9,0.107
2.11,0.475,2.46,2.64,1.98,0.0754
1.99,0.502,2.51,3.11,2.31,0.0992
1.6,0.625,2.71,3.48,2.32,0.137
1.32,0.757,2.72,3.7,2.32,0.0965
1.63,0.612,2.71,3.92,2.31,0.0414
1.77,0.566,2.91,4.16,2.28,0.0279
1.82,0.549,3.03,4.34,2.3,0.0112
1.89,0.53,2.97,4.43,2.32,0.0222
1.91,0.524,2.97,4.52,2.3,0.0346
1.93,0.518,2.99,4.62,2.27,0.0488
2.03,0.493,2.94,4.77,2.13,0.0827
2.21,0.453,2.92,4.86,1.99,0.118
2.31,0.432,2.75,4.82,1.68,0.127
2.32,0.431,2.65,4.75,1.66,0.137
2.36,0.423,2.69,4.66,1.83,0.183
2.56,0.391,2.66,4.54,1.88,0.174
2.69,0.372,2.6,4.41,1.82,0.138
2.77,0.362,2.71,4.39,1.99,0.118
3.08,0.325,2.69,4.69,1.92,0.0823
3.37,0.297,2.7,4.98,1.99,0.059
3.45,0.29,2.71,5,2,0.0548
3.46,0.289,2.9,5.03,2.12,0.0471
3.69,0.271,2.98,5.19,2.34,0.0318
3.88,0.258,3.05,5.34,2.36,0.0237
4.01,0.25,3.03,5.39,2.35,0.0238
4.04,0.247,2.96,5.39,2.27,0.0225
4.03,0.248,2.96,5.41,2.28,0.0214
4.02,0.249,2.78,5.42,2.31,0.0224
3.99,0.251,2.76,5.38,2.2,0.0224
3.84,0.26,2.77,5.2,2.28,0.0229
3.71,0.269,2.77,4.9,2.39,0.0233
3.7,0.27,2.91,4.72,2.39,0.0224
3.64,0.275,2.74,4.6,2.23,0.0172
3.37,0.296,2.62,4.45,2.14,0.0182
2.98,0.336,2.66,4.12,2.14,0.024
2.83,0.353,2.7,4.06,2.11,0.0394
2.51,0.399,2.82,4.04,2.17,0.0672
2.36,0.424,2.8,3.93,2.1,0.0674
2.32,0.43,2.85,3.89,2.24,0.0722
2.22,0.45,2.87,3.89,2.31,0.0916
2.14,0.468,2.9,3.86,2.27,0.104
2.14,0.466,2.9,3.88,2.23,0.0878
2.07,0.484,2.94,3.86,2.19,0.0904
2.03,0.494,3.02,3.56,2.11,0.153
2.34,0.427,3.08,3.64,2.11,0.171
2.73,0.366,3.21,3.9,2.17,0.0926
3.1,0.323,3.26,4.24,2.22,0.0428
3.2,0.312,3.3,4.57,2.38,0.0321
3.3,0.303,3.38,4.81,2.4,0.0365
3.4,0.294,3.57,5.07,2.23,0.0293
3.45,0.29,3.65,5.25,2.2,0.0172
3.49,0.286,3.64,5.3,2.12,0.00946
3.55,0.282,3.57,5.29,2.06,0.00887
3.57,0.28,3.53,5.3,2.08,0.00509
3.54,0.283,3.53,5.28,2.19,-0.000874
3.42,0.292,3.47,5.19,2.21,-0.00197
3.19,0.313,3.39,5.09,2.21,-0.0025
2.94,0.34,3.39,4.91,2.09,-0.00301
3.02,0.331,3.33,4.73,1.96,-0.0102
3.1,0.322,3.19,4.49,1.87,-0.0148
3.07,0.326,3.07,4.05,2.01,-0.0117
2.99,0.335,2.97,3.55,1.98,0.00263
2.92,0.342,3.08,3.65,2,0.0306
3.41,0.293,3.44,4.67,2.04,0.0147
3.44,0.291,3.29,4.57,2.17,0.0183
3.31,0.302,3.05,4.51,2.14,0.0363
3.03,0.33,2.93,4.48,2.21,0.0719
2.46,0.406,2.58,4.5,2.33,0.133
2.36,0.423,2.58,4.29,2.37,0.137
2.64,0.378,2.59,3.95,2.39,0.137
2.86,0.35,2.56,4.13,2.3,0.106
2.96,0.338,2.48,4.55,2.34,0.0761
3.05,0.328,2.28,4.82,2.32,0.0748
3.09,0.323,2.25,4.97,2.21,0.0671
3.07,0.326,2.28,5,2.16,0.0683
3.11,0.322,2.36,4.99,2.09,0.0789
3.18,0.314,2.36,4.95,2.08,0.0842
3.2,0.312,2.73,4.95,2.12,0.0758
3.18,0.314,2.74,5.05,1.91,0.0818
3.23,0.309,2.95,5.18,1.93,0.0693
3.13,0.32,3.06,5.3,2.06,0.0573
3.05,0.328,3.08,5.25,2.04,0.0712
2.95,0.339,3.11,5.03,2.01,0.083
2.9,0.345,3.06,4.85,2.14,0.0955
2.88,0.347,3.08,4.82,2.16,0.118
2.8,0.357,3.06,4.82,2.13,0.116
2.71,0.368,2.99,4.8,2.06,0.0806
2.67,0.375,3.01,4.78,1.99,0.0487
2.71,0.37,2.8,4.76,2.06,0.0253
2.6,0.384,2.85,4.58,2.11,-0.000751
2.16,0.464,2.7,4.16,2.04,-0.0755
2.13,0.469,2.74,3.71,1.92,-0.132
2.21,0.453,2.74,3.54,2.04,-0.145
2.32,0.43,2.81,3.5,2.06,-0.146
2.31,0.432,2.9,3.31,2.01,-0.211
2.43,0.411,2.9,3.49,2.03,-0.118
2.84,0.352,2.91,4.21,2.04,-0.0126
3.27,0.305,3.02,4.57,2.08,0.0194
