lowlevel.average_loudness,lowlevel.barkbands.mean.0,lowlevel.barkbands.mean.1,lowlevel.barkbands.mean.10,lowlevel.barkbands.mean.11,lowlevel.barkbands.mean.12,lowlevel.barkbands.mean.13,lowlevel.barkbands.mean.14,lowlevel.barkbands.mean.15,lowlevel.barkbands.mean.16
0.990684032,0.000150986,0.005790708,0.000364392,0.000914419,0.000834441,0.002021253,0.001415537,0.001636975,0.000353318
0.990684032,0.000129512,0.004869018,0.000353251,0.000917725,0.000810998,0.001968255,0.001746677,0.00158483,0.00037801
0.990684032,0.00010881,0.004233996,0.000317934,0.000788447,0.00073603,0.001187254,0.002103427,0.001457875,0.000447639
0.990684032,0.000104875,0.00406026,0.000218028,0.000902313,0.00053414,0.001124781,0.00237357,0.001155445,0.000479154
0.990684032,0.000119371,0.004671289,0.000219912,0.001973329,0.000518797,0.00119371,0.002600769,0.001220057,0.000557208
0.990684032,0.000155679,0.004199989,0.000193181,0.002257205,0.000302148,0.001114349,0.002575237,0.00081995,0.000600808
0.990684032,0.000149479,0.003737353,0.0001816,0.00223995,0.000256889,0.001082822,0.002836166,0.00062797,0.000633482
0.990684032,0.000112708,0.003718816,0.0000984,0.0023716,0.000192377,0.000512827,0.003250667,0.000883912,0.000681468
0.990684032,0.0000926,0.003026789,0.0000553,0.001565679,0.000163556,0.000256385,0.002698389,0.001154557,0.000606983
0.990684032,0.00014902,0.003808956,0.0000518,0.001608744,0.000181908,0.000194798,0.002809245,0.001341923,0.000635972
0.990684032,0.00012167,0.003709145,0.000052,0.001754431,0.000232507,0.000198391,0.002961505,0.001386803,0.000719858
0.990684032,0.000125961,0.003741258,0.0000599,0.001983873,0.000292178,0.000228595,0.002930916,0.001705788,0.000746005
0.990684032,0.000111072,0.00327249,0.0000533,0.00181437,0.00028038,0.00022979,0.00241604,0.002088403,0.000636499
0.990684032,0.000112499,0.003268176,0.0000503,0.00249956,0.000268497,0.00022623,0.001870165,0.002039723,0.000683728
0.990684032,0.000142013,0.003791192,0.0000467,0.002368083,0.00028126,0.000214694,0.001759711,0.002015587,0.000693105
0.990684032,0.00014309,0.003847674,0.000055,0.00135841,0.000375026,0.000229542,0.001764332,0.002062414,0.000700776
0.990684032,0.0000751,0.003434806,0.0000692,0.001401282,0.000400615,0.000567366,0.001583611,0.002147791,0.000645003
0.990684032,0.0000717,0.003503175,0.000084,0.001559475,0.000682008,0.000884211,0.001511544,0.002420775,0.000640231
0.990684032,0.0000872,0.004189965,0.0000932,0.001846547,0.001217224,0.000973722,0.001582477,0.003049811,0.000688246
0.990684032,0.0000799,0.00424845,0.00015028,0.001654631,0.001289295,0.000911468,0.001466283,0.002358707,0.000570981
0.990684032,0.0000843,0.002879169,0.000361622,0.001479115,0.001383271,0.001128647,0.001290199,0.002169271,0.000554427
0.990684032,0.00007,0.002408565,0.00037872,0.001535457,0.001358119,0.001169652,0.001151567,0.002150522,0.000500913
0.990684032,0.0000703,0.00243338,0.000406704,0.001740996,0.001379752,0.001474174,0.001361153,0.00165074,0.00053534
0.990684032,0.0000752,0.002475006,0.00043792,0.001691066,0.001415371,0.001511109,0.001561332,0.001576869,0.000549876
0.990684032,0.000115768,0.002763641,0.000467283,0.001443097,0.001539346,0.001616836,0.001377761,0.001679685,0.000527693
0.990684032,0.000095,0.002339327,0.000497957,0.001582493,0.001682469,0.001739294,0.001230664,0.001954357,0.00051631
0.990684032,0.0000897,0.001811794,0.000473336,0.001637814,0.001565561,0.001826618,0.001091149,0.001759433,0.000454976
0.990684032,0.0000806,0.001660104,0.000434365,0.001547111,0.001630973,0.001354351,0.001043965,0.001770167,0.000441602
0.990684032,0.000103764,0.002128771,0.000554443,0.001887781,0.002068667,0.001707192,0.001537645,0.002271827,0.000579988
0.990684032,0.000176036,0.00263684,0.000605269,0.002210341,0.002124345,0.002026313,0.001672815,0.001745478,0.000604848
0.990684032,0.000135491,0.00324734,0.000256164,0.003049145,0.00180537,0.002318553,0.00186266,0.001671068,0.000555674
0.990684032,0.000107441,0.003070405,0.000224454,0.003163418,0.001556332,0.002202555,0.003794489,0.001670748,0.000552872
0.990684032,0.0000875,0.002748781,0.000203475,0.002670067,0.001415088,0.001767278,0.004744708,0.001479052,0.000558811
0.990684032,0.0000807,0.002644306,0.000179614,0.002291083,0.001357542,0.001535669,0.004864347,0.00136201,0.000492349
0.990684032,0.0000767,0.0025936,0.000158057,0.001960912,0.001322905,0.001484332,0.004849655,0.001326378,0.000378305
0.990684032,0.000157848,0.002809544,0.000188982,0.002408676,0.001457891,0.001776671,0.00614365,0.001443953,0.000392142
0.990684032,0.000131346,0.002662383,0.000195767,0.002429418,0.001435184,0.001809034,0.006298628,0.00133217,0.000336923
0.990684032,0.000142837,0.002992746,0.000216412,0.002230122,0.001634588,0.001408744,0.007173897,0.001473122,0.000380159
0.990684032,0.000173921,0.003652289,0.000218356,0.002593897,0.001281285,0.001589272,0.008596079,0.001247853,0.000407096
0.990684032,0.000190054,0.003940928,0.000227925,0.00277078,0.000595081,0.001678868,0.008517065,0.000546506,0.000399188
0.990684032,0.00023378,0.002883467,0.000184246,0.002008545,0.000230974,0.001112126,0.00985981,0.000315333,0.000394123
0.990684032,0.000269615,0.001649541,0.000137022,0.001046556,0.000212619,0.000313305,0.011220953,0.000219943,0.000453282
0.990684032,0.00048764,0.002691102,0.000157402,0.001411601,0.000271223,0.00032075,0.01133014,0.000369757,0.000642684
0.990684032,0.000893314,0.004697053,0.000184712,0.00207322,0.000357274,0.000390623,0.010062604,0.000466614,0.00084272
0.990684032,0.001412889,0.007538402,0.00016431,0.002721546,0.000404612,0.000373205,0.007351443,0.000497026,0.000948362
0.990684032,0.00000325,0.0000157,0.0000231,0.00000238,0.0000864,0.0000298,0.00000239,0.00000523,0.0000381
0.990684032,0.00000398,0.0000169,0.0000254,0.0000027,0.0000937,0.0000324,0.00000262,0.00000567,0.0000409
0.990684032,0.00000444,0.0000151,0.0000279,0.0000028,0.0001018,0.0000348,0.0000029,0.00000621,0.0000442
0.990684032,0.0000053,0.0000167,0.000029,0.00000351,0.000106251,0.0000357,0.00000329,0.00000663,0.0000468
0.990684032,0.00000667,0.0000184,0.0000253,0.00000449,0.000095,0.0000344,0.000002,0.00000466,0.0000287
0.990684032,0.00000635,0.0000157,0.0000221,0.00000215,0.0000848,0.0000227,0.00000207,0.00000347,0.0000191
0.990684032,0.00000425,0.0000101,0.0000248,0.00000222,0.0000943,0.0000206,0.0000021,0.00000376,0.0000169
0.990684032,0.00000805,0.0000186,0.0000342,0.00000318,0.000119981,0.0000292,0.00000308,0.00000422,0.0000231
0.990684032,0.00000769,0.0000181,0.0000318,0.00000227,0.000106307,0.0000267,0.0000022,0.00000377,0.0000224
0.990684032,0.00000781,0.0000187,0.0000306,0.00000222,0.0000971,0.0000259,0.00000226,0.00000389,0.0000225
0.990684032,0.00000851,0.0000175,0.0000273,0.00000164,0.0000882,0.0000235,0.00000187,0.00000334,0.0000212
0.990684032,0.0000115,0.0000159,0.0000257,0.00000162,0.0000809,0.0000223,0.00000161,0.00000319,0.0000205
0.990684032,0.00000991,0.0000143,0.0000205,0.00000126,0.0000654,0.0000182,0.00000132,0.00000264,0.0000169
0.990684032,0.0000108,0.0000152,0.0000214,0.00000129,0.0000698,0.0000196,0.00000141,0.00000279,0.0000183
0.990684032,0.0000137,0.0000103,0.0000214,0.00000207,0.0000692,0.0000194,0.00000225,0.0000029,0.0000116
0.990684032,0.0000248,0.000019,0.0000162,0.000000745,0.0000514,0.000011,0.000000803,0.00000125,0.00000392
0.990684032,0.0000364,0.0000246,0.0000123,0.000000554,0.0000398,0.00000793,0.000000892,0.00000085,0.00000134
0.990684032,0.0000536,0.00003,0.0000168,0.00000349,0.000036,0.0000072,0.00000154,0.00000116,0.0000014
0.990684032,0.0000629,0.0000362,0.0000134,0.0000322,0.0000254,0.00000837,0.00000138,0.0000025,0.00000163
0.990684032,0.0000685,0.0000456,0.00000665,0.0000335,0.0000202,0.00000491,0.000000332,0.00000151,0.000000813
0.990684032,0.0000957,0.0000671,0.00000524,0.0000431,0.0000152,0.0000042,0.000000498,0.00000187,0.00000107
0.990684032,0.000155256,0.0000984,0.00000494,0.0000556,0.000012,0.00000413,0.00000108,0.00000261,0.00000179
0.990684032,0.000215782,0.000132048,0.00000577,0.0000799,0.0000121,0.00000547,0.00000166,0.00000382,0.00000309
0.990684032,0.000267668,0.000416936,0.0000504,0.000106895,0.0000292,0.0000135,0.00000711,0.00000875,0.0000064
0.990684032,0.000012,0.0000193,0.00000702,0.0000148,0.000003,0.0000346,0.00000163,0.00000123,0.00000985
0.990684032,0.000011,0.0000208,0.00000915,0.0000195,0.00000448,0.0000607,0.00000302,0.00000184,0.0000175
0.990684032,0.0000098,0.0000207,0.0000109,0.0000237,0.00000424,0.0000685,0.00000457,0.00000223,0.0000201
0.990684032,0.00001,0.0000216,0.0000121,0.0000258,0.00000479,0.0000738,0.00000471,0.00000185,0.0000215
0.990684032,0.00001,0.0000231,0.0000161,0.0000273,0.00000601,0.0000855,0.00000579,0.00000239,0.000024
0.990684032,0.0000118,0.0000265,0.0000162,0.0000276,0.00000585,0.0000894,0.00000569,0.00000212,0.0000244
0.990684032,0.00000782,0.0000218,0.0000161,0.0000264,0.00000585,0.0000864,0.00000562,0.00000212,0.0000235
0.990684032,0.00000657,0.000019,0.0000148,0.0000226,0.00000489,0.0000779,0.00000485,0.00000173,0.0000208
0.990684032,0.00000279,0.0000156,0.0000149,0.0000216,0.00000492,0.0000751,0.00000479,0.00000177,0.0000199
0.990684032,0.00000367,0.0000162,0.0000147,0.0000204,0.00000467,0.000073,0.00000458,0.00000163,0.0000192
0.990684032,0.00000239,0.00000931,0.0000138,0.0000212,0.00000434,0.0000788,0.00000509,0.00000163,0.0000205
0.990684032,0.00000526,0.00000985,0.0000131,0.0000178,0.00000393,0.0000564,0.00000449,0.00000157,0.0000127
0.990684032,0.00000323,0.00000811,0.0000138,0.0000151,0.00000413,0.0000533,0.00000304,0.00000117,0.0000111
0.990684032,0.00000434,0.00000892,0.0000123,0.0000137,0.0000033,0.0000637,0.00000184,0.000000785,0.0000109
0.990684032,0.00000589,0.0000126,0.0000172,0.0000194,0.00000346,0.0000958,0.00000239,0.0000011,0.0000164
0.990684032,0.0000101,0.0000182,0.0000172,0.0000212,0.00000418,0.0000996,0.00000212,0.000000941,0.0000178
0.990684032,0.0000106,0.0000186,0.0000159,0.0000192,0.00000545,0.000105792,0.00000172,0.000000595,0.0000192
0.990684032,0.0000102,0.000018,0.0000161,0.0000191,0.00000615,0.000109644,0.00000187,0.000000674,0.0000201
0.990684032,0.000012,0.0000175,0.0000128,0.0000182,0.00000544,0.000108826,0.00000147,0.000000329,0.0000199
0.990684032,0.00000798,0.0000136,0.0000126,0.0000183,0.00000812,0.000104406,0.00000186,0.000000724,0.0000196
0.990684032,0.00000766,0.0000151,0.0000109,0.000017,0.00000834,0.000101792,0.00000151,0.000000401,0.000019
0.990684032,0.0000069,0.0000136,0.00000865,0.0000134,0.00000984,0.000092,0.00000112,0.000000257,0.0000167
0.990684032,0.00000628,0.00000516,0.0000076,0.00000691,0.0000144,0.000042,0.000000878,0.000000419,0.0000061
0.990684032,0.00000642,0.00000533,0.00000743,0.00000495,0.0000215,0.000023,0.000000581,0.000000235,0.00000215
0.990684032,0.00000739,0.00000576,0.00000754,0.00000455,0.0000267,0.0000118,0.000000515,0.000000209,0.000000841
0.990684032,0.00000865,0.00000706,0.0000106,0.0000064,0.0000394,0.0000137,0.00000123,0.000000633,0.000000727
0.990684032,0.0000133,0.0000144,0.0000118,0.0000064,0.000057,0.0000151,0.00000108,0.00000048,0.000000618
0.990684032,0.0000171,0.0000153,0.0000158,0.00000969,0.000108189,0.0000182,0.00000197,0.00000143,0.00000115
0.990684032,0.0000284,0.0000295,0.0000273,0.0000181,0.000185546,0.0000311,0.00000388,0.00000266,0.00000205
0.990684032,0.0000395,0.000160662,0.0000391,0.0000308,0.000221936,0.0000566,0.0000105,0.00000591,0.00000647
0.990684032,0.0000164,0.000134962,0.0000187,0.0000211,0.0000734,0.000026,0.00000662,0.00000199,0.00000277
0.990684032,0.00000567,0.0000732,0.000121642,0.0000245,0.0000467,0.0000332,0.00000483,0.00000248,0.00000918
0.990684032,0.00000776,0.0000931,0.00020404,0.0000321,0.000056,0.0000505,0.00000594,0.00000286,0.0000111
0.990684032,0.00000914,0.000110044,0.000279786,0.0000463,0.0000691,0.0000715,0.00000728,0.00000401,0.0000135
0.990684032,0.00000768,0.00011756,0.000321753,0.0000555,0.0000739,0.0000821,0.00000777,0.00000412,0.0000145
0.990684032,0.00000916,0.00011486,0.000320212,0.0000549,0.0000751,0.0000828,0.00000748,0.00000409,0.0000141
0.990684032,0.00000873,0.000106033,0.000300247,0.0000523,0.0000667,0.000077,0.00000691,0.00000382,0.000013
0.990684032,0.00000706,0.0000898,0.000261409,0.0000473,0.0000543,0.0000673,0.0000061,0.00000336,0.0000113
0.990684032,0.00000718,0.0000859,0.00024053,0.0000439,0.0000462,0.0000622,0.00000542,0.00000286,0.0000102
0.990684032,0.00000568,0.0000888,0.000264415,0.0000485,0.0000579,0.0000677,0.0000059,0.0000031,0.0000113
0.990684032,0.00000831,0.0000589,0.000300619,0.0000529,0.0000667,0.0000708,0.00000556,0.00000342,0.0000124
0.990684032,0.0000082,0.0000494,0.000335246,0.0000545,0.0000796,0.0000772,0.00000513,0.00000287,0.0000118
0.990684032,0.000026,0.0000824,0.000405456,0.000069,0.000130235,0.000107777,0.00000578,0.0000043,0.0000108
0.990684032,0.000033,0.0000696,0.000331881,0.0000658,0.000131437,0.000102727,0.0000057,0.00000397,0.0000122
0.990684032,0.0000319,0.0000549,0.000296029,0.0000413,0.000131148,0.0000805,0.00000501,0.00000341,0.000012
0.990684032,0.0000273,0.000059,0.000273278,0.0000309,0.000119279,0.0000692,0.00000401,0.00000303,0.0000112
0.990684032,0.0000255,0.0000572,0.000228351,0.000024,0.0000933,0.0000573,0.00000323,0.00000238,0.00000975
0.990684032,0.0000256,0.0000471,0.000247461,0.0000206,0.000104325,0.0000628,0.00000435,0.00000305,0.0000111
0.990684032,0.0000322,0.0000596,0.0002684,0.0000153,0.000107058,0.000066,0.00000372,0.00000273,0.0000118
0.990684032,0.00003,0.0000548,0.000300396,0.0000153,0.000117063,0.0000734,0.00000415,0.00000293,0.000013
0.990684032,0.0000311,0.000053,0.000298741,0.000012,0.0000904,0.0000728,0.00000411,0.00000283,0.0000129
0.990684032,0.0000297,0.0000534,0.000277677,0.00000927,0.0000765,0.0000686,0.00000371,0.00000237,0.0000119
0.990684032,0.0000504,0.0000552,0.000264685,0.0000136,0.0000832,0.0000592,0.00000525,0.00000277,0.0000066
0.990684032,0.0000527,0.0000395,0.000168426,0.0000101,0.0000861,0.0000468,0.00000539,0.00000175,0.00000371
0.990684032,0.0000836,0.0000644,0.000156494,0.000013,0.00011934,0.0000557,0.00000702,0.00000201,0.00000233
0.990684032,0.000087,0.0000673,0.0000787,0.0000133,0.000108485,0.000049,0.00000794,0.00000216,0.00000219
0.990684032,0.000142781,0.00013003,0.0000573,0.0000236,0.000161781,0.000079,0.000013,0.00000345,0.00000346
0.990684032,0.000156368,0.000135789,0.0000367,0.0000217,0.000153143,0.0000768,0.0000156,0.0000043,0.00000396
0.990684032,0.00024375,0.000220223,0.0000513,0.000033,0.000221662,0.00010889,0.0000235,0.0000055,0.00000482
0.990684032,0.000236546,0.000220698,0.0000456,0.0000328,0.000215371,0.0000966,0.0000226,0.00000527,0.0000047
0.990684032,0.000043,0.000214566,0.0000113,0.0000146,0.0000327,0.0000305,0.00000519,0.0000022,0.00000251
0.990684032,0.0000211,0.0000918,0.0000306,0.00000982,0.0000167,0.0000341,0.00000249,0.000002,0.0000042
0.990684032,0.000015,0.0000931,0.0000568,0.000012,0.0000177,0.0000448,0.0000041,0.00000362,0.00000668
0.990684032,0.0000138,0.0000968,0.0000786,0.0000137,0.0000211,0.0000575,0.00000779,0.00000733,0.00000747
0.990684032,0.0000146,0.000106927,0.0000973,0.0000145,0.0000231,0.0000619,0.0000104,0.00000961,0.00000801
0.990684032,0.0000116,0.000100227,0.0000974,0.0000144,0.0000241,0.0000615,0.0000111,0.0000103,0.00000784
0.990684032,0.0000115,0.0000992,0.0000896,0.0000125,0.0000218,0.000056,0.0000101,0.00000945,0.00000685
0.990684032,0.0000117,0.0000925,0.0000817,0.0000118,0.00002,0.0000518,0.00000923,0.0000087,0.00000619
0.990684032,0.0000122,0.0000979,0.000093,0.0000131,0.0000241,0.0000587,0.0000103,0.00000977,0.00000684
0.990684032,0.0000129,0.000107932,0.000102602,0.0000146,0.0000283,0.0000643,0.0000114,0.0000109,0.00000756
0.990684032,0.0000145,0.000120162,0.000105722,0.0000143,0.0000293,0.0000655,0.0000116,0.0000112,0.00000766
0.990684032,0.0000131,0.0000604,0.000107127,0.0000112,0.0000278,0.0000586,0.0000118,0.0000108,0.00000667
0.990684032,0.0000137,0.0000622,0.0000903,0.00000948,0.0000321,0.0000416,0.0000139,0.000012,0.00000428
0.990684032,0.0000204,0.0000733,0.0000841,0.00000861,0.0000448,0.0000451,0.0000132,0.0000127,0.00000247
0.990684032,0.0000225,0.0000738,0.000055,0.00000841,0.0000511,0.0000356,0.00000994,0.00000801,0.00000145
0.990684032,0.0000255,0.0000944,0.000055,0.0000184,0.0000736,0.0000468,0.0000103,0.00000867,0.00000359
0.990684032,0.0000638,0.00017079,0.0000517,0.0000143,0.0000926,0.0000551,0.0000065,0.00000449,0.00000136
0.990684032,0.0000361,0.000149949,0.0000434,0.000017,0.000112853,0.0000495,0.00000675,0.0000041,0.0000022
0.990684032,0.000029,0.000146389,0.0000319,0.0000165,0.000119722,0.0000474,0.00000549,0.00000322,0.00000166
0.990684032,0.0000611,0.000239793,0.0000351,0.0000215,0.000142284,0.0000558,0.00000633,0.00000299,0.00000209
0.990684032,0.000120253,0.000431012,0.0000344,0.0000309,0.000201361,0.0000818,0.00000704,0.00000377,0.00000294
0.990684032,0.0000821,0.000480176,0.0000436,0.000044,0.000296828,0.000105787,0.00000894,0.00000542,0.00000449
0.990684032,0.000101927,0.000699739,0.0000871,0.0000769,0.000638288,0.000126353,0.0000105,0.0000107,0.00000985
0.990684032,0.00000757,0.000041,0.000128974,0.0000622,0.00000755,0.00000734,0.00000521,0.00000695,0.00000413
0.990684032,0.00000826,0.0000417,0.000187922,0.0000785,0.00000816,0.0000076,0.00000505,0.00000739,0.00000457
0.990684032,0.00000782,0.0000428,0.000201556,0.000100473,0.0000095,0.00000829,0.0000055,0.00000862,0.00000523
0.990684032,0.0000125,0.0000537,0.000244838,0.000109462,0.0000127,0.0000103,0.00000658,0.00000977,0.00000623
0.990684032,0.000011,0.0000475,0.000271618,0.00012917,0.000014,0.00000953,0.00000589,0.00000993,0.00000623
0.990684032,0.00000878,0.0000446,0.00025019,0.000124124,0.000013,0.00000834,0.0000103,0.00000897,0.00000583
0.990684032,0.00000399,0.0000265,0.000152331,0.000106797,0.00000986,0.00000709,0.0000174,0.00000613,0.00000434
0.990684032,0.00000442,0.0000296,0.00015524,0.000106699,0.00000877,0.00000597,0.0000216,0.00000569,0.00000398
0.990684032,0.00000382,0.000028,0.000143654,0.000100599,0.00000826,0.00000594,0.0000229,0.00000522,0.00000408
0.990684032,0.00000462,0.0000295,0.000137323,0.000093,0.00000874,0.00000636,0.0000228,0.0000052,0.00000458
0.990684032,0.00000494,0.0000289,0.000125207,0.0000933,0.00000757,0.00000503,0.0000227,0.00000455,0.00000375
0.990684032,0.00000713,0.0000313,0.000143116,0.0000945,0.0000079,0.00000499,0.0000234,0.00000443,0.00000395
