lowlevel.average_loudness,lowlevel.barkbands.mean.0,lowlevel.barkbands.mean.1,lowlevel.barkbands.mean.10,lowlevel.barkbands.mean.11,lowlevel.barkbands.mean.12,lowlevel.barkbands.mean.13,lowlevel.barkbands.mean.14,lowlevel.barkbands.mean.15,lowlevel.barkbands.mean.16
0.990684032,0.00000374,0.0000281,0.000170023,0.000105793,0.00000799,0.00000574,0.0000253,0.00000482,0.00000439
0.990684032,0.00000418,0.0000295,0.000195589,0.000117825,0.00000767,0.00000555,0.0000262,0.00000453,0.00000424
0.990684032,0.00000404,0.0000309,0.000220609,0.000129627,0.00000747,0.00000614,0.0000274,0.00000507,0.00000477
0.990684032,0.0000045,0.0000385,0.00021942,0.000131241,0.00000746,0.00000666,0.0000269,0.00000548,0.00000513
0.990684032,0.00000341,0.0000313,0.00020426,0.000108171,0.00000798,0.00000648,0.0000176,0.00000532,0.00000474
0.990684032,0.00000721,0.000056,0.000338443,0.000148137,0.00000958,0.00000916,0.0000175,0.00000699,0.00000642
0.990684032,0.00000723,0.0000574,0.00037126,0.000164115,0.00000928,0.00000858,0.0000121,0.00000701,0.00000636
0.990684032,0.00000618,0.0000586,0.000390825,0.000167711,0.00000955,0.0000086,0.00000978,0.0000075,0.00000607
0.990684032,0.00000602,0.0000584,0.000402936,0.000173945,0.00000978,0.00000975,0.0000085,0.00000734,0.0000058
0.990684032,0.00000516,0.000053,0.000315705,0.000141019,0.00000849,0.00000889,0.00000609,0.00000632,0.00000485
0.990684032,0.00000551,0.0000563,0.000305447,0.00013285,0.00000737,0.00000914,0.00000536,0.00000552,0.00000416
0.990684032,0.00000645,0.0000696,0.000270052,0.000118329,0.00000856,0.0000107,0.0000044,0.00000639,0.00000453
0.990684032,0.00000897,0.0000941,0.000340674,0.000142508,0.0000105,0.0000141,0.00000531,0.00000791,0.00000584
0.990684032,0.0000149,0.0000935,0.000269093,0.000105325,0.0000117,0.0000137,0.00000573,0.00000794,0.00000523
0.990684032,0.0000227,0.000141192,0.000378432,0.000162384,0.0000173,0.0000215,0.0000102,0.0000117,0.00000859
0.990684032,0.00002,0.000134786,0.000389567,0.000163489,0.0000156,0.0000225,0.00000885,0.0000153,0.00000923
0.990684032,0.000031,0.000136832,0.000414098,0.000153862,0.0000171,0.0000246,0.00001,0.0000179,0.0000111
0.990684032,0.0000264,0.00015574,0.000369298,0.000128239,0.000017,0.0000253,0.00000956,0.0000174,0.0000108
0.990684032,0.0000186,0.000112402,0.000278068,0.000104231,0.0000153,0.0000206,0.00000857,0.0000156,0.00000969
0.990684032,0.0000155,0.0000854,0.000207452,0.0000773,0.0000112,0.0000136,0.00000638,0.0000127,0.00000788
0.990684032,0.0000147,0.0000853,0.000196204,0.0000786,0.0000128,0.0000118,0.00000612,0.0000134,0.00000889
0.990684032,0.0000119,0.0000741,0.000168304,0.0000791,0.0000155,0.00000954,0.00000657,0.0000137,0.0000111
0.990684032,0.00000928,0.0000529,0.000107417,0.0000602,0.0000134,0.00000658,0.00000496,0.0000112,0.0000108
0.990684032,0.00000831,0.0000362,0.0000622,0.0000365,0.0000109,0.00000558,0.00000397,0.0000087,0.0000109
0.990684032,0.00000387,0.0000182,0.0000333,0.0000284,0.00000912,0.00000456,0.00000338,0.00000789,0.0000103
0.990684032,0.00000267,0.0000145,0.0000245,0.000033,0.00000759,0.00000422,0.00000315,0.00000707,0.00000941
0.990684032,0.00000255,0.0000158,0.0000273,0.0000426,0.00000797,0.00000451,0.00000387,0.00000825,0.0000102
0.990684032,0.00000289,0.000017,0.0000268,0.0000513,0.00000888,0.00000514,0.00000615,0.00000881,0.0000112
0.990684032,0.0000039,0.0000183,0.0000337,0.0000576,0.00000962,0.00000574,0.00000734,0.00000951,0.0000122
0.990684032,0.00000337,0.0000182,0.0000508,0.0000612,0.00000922,0.00000605,0.00000796,0.0000098,0.0000125
0.990684032,0.00000312,0.0000173,0.0000698,0.0000616,0.00000888,0.00000611,0.00000779,0.00000955,0.0000119
0.990684032,0.00000327,0.0000167,0.0000955,0.0000626,0.00000794,0.00000601,0.00000795,0.00000966,0.0000117
0.990684032,0.00000431,0.0000182,0.000128594,0.0000724,0.00000848,0.00000719,0.00000893,0.0000106,0.0000119
0.990684032,0.00000486,0.0000218,0.000175127,0.000096,0.00000913,0.00000741,0.0000101,0.0000112,0.0000114
0.990684032,0.00000527,0.0000173,0.000189644,0.0000902,0.00000664,0.00000603,0.00000838,0.00000795,0.00000797
0.990684032,0.0000131,0.0000316,0.000303581,0.000116045,0.00000536,0.00000565,0.00000833,0.00000797,0.00000706
0.990684032,0.00000549,0.0000199,0.000310763,0.000108493,0.000008,0.00000662,0.00000841,0.00000748,0.00000688
0.990684032,0.00000322,0.0000171,0.000376603,0.000131822,0.00000623,0.00000563,0.0000073,0.0000071,0.00000717
0.990684032,0.00000489,0.00002,0.000412538,0.000144579,0.00000691,0.00000632,0.00000687,0.00000811,0.00000743
0.990684032,0.00000663,0.0000275,0.000560171,0.000173704,0.00000678,0.00000691,0.00000686,0.00000861,0.00000827
0.990684032,0.00000517,0.0000215,0.000589149,0.000208859,0.00000744,0.00000752,0.0000074,0.00000921,0.00000884
0.990684032,0.00000452,0.0000217,0.000669861,0.000238986,0.00000866,0.0000092,0.00000982,0.0000113,0.0000102
0.990684032,0.00000318,0.000019,0.000605427,0.000233906,0.00000809,0.00000853,0.0000148,0.00000999,0.00000923
0.990684032,0.00000391,0.0000228,0.000577452,0.000218105,0.00000805,0.00000847,0.0000199,0.00000914,0.00000892
0.990684032,0.00000701,0.0000257,0.000542345,0.000204011,0.00000869,0.00000875,0.0000203,0.00000885,0.00000856
0.990684032,0.00000277,0.0000223,0.000547297,0.000201964,0.0000074,0.00000863,0.0000213,0.00000873,0.00000876
0.990684032,0.00000569,0.0000251,0.000453751,0.000187468,0.00000657,0.00000754,0.0000208,0.00000804,0.0000076
0.990684032,0.00000678,0.0000301,0.000421642,0.000169216,0.00000623,0.00000749,0.0000207,0.00000748,0.00000702
0.990684032,0.00000537,0.0000283,0.000354027,0.000156433,0.00000578,0.00000693,0.0000202,0.00000686,0.00000647
0.990684032,0.00000275,0.0000202,0.000316978,0.000151293,0.00000647,0.00000718,0.0000204,0.00000676,0.00000644
0.990684032,0.00000684,0.0000292,0.000207895,0.000129052,0.00000543,0.00000648,0.0000198,0.00000597,0.00000607
0.990684032,0.00000341,0.0000196,0.000138006,0.0000838,0.00000477,0.00000529,0.0000179,0.00000504,0.00000484
0.990684032,0.00000214,0.0000177,0.000108346,0.0000702,0.00000387,0.00000398,0.0000166,0.00000367,0.00000399
0.990684032,0.00000203,0.0000147,0.000108967,0.0000643,0.00000347,0.00000346,0.00000888,0.00000367,0.00000398
0.990684032,0.00000411,0.0000264,0.000157717,0.0000951,0.00000547,0.00000494,0.00000788,0.00000578,0.00000614
0.990684032,0.00000447,0.0000306,0.000195464,0.000121523,0.00000571,0.00000532,0.00000834,0.00000672,0.00000728
0.990684032,0.00000672,0.0000454,0.000389617,0.00021973,0.00000979,0.00000729,0.0000127,0.0000108,0.0000126
0.990684032,0.0000073,0.0000459,0.00044041,0.000221451,0.00000882,0.00000715,0.0000131,0.0000102,0.0000128
0.990684032,0.00000833,0.000047,0.000431685,0.000183742,0.00000832,0.00000643,0.0000115,0.00000897,0.000011
0.990684032,0.00000813,0.0000526,0.000390325,0.000160439,0.00000948,0.00000684,0.000011,0.00000877,0.0000106
0.990684032,0.00000872,0.0000527,0.0003541,0.000129181,0.00000673,0.00000489,0.00001,0.0000069,0.00000833
0.990684032,0.0000131,0.0000612,0.000359536,0.000125306,0.0000076,0.00000477,0.0000101,0.00000661,0.00000849
0.990684032,0.0000108,0.0000707,0.000353014,0.00011501,0.00000764,0.00000431,0.0000103,0.00000607,0.00000784
0.990684032,0.0000133,0.0000804,0.000351664,0.000120874,0.0000121,0.00000557,0.0000124,0.00000721,0.0000088
0.990684032,0.0000147,0.0000926,0.000359375,0.000103011,0.0000173,0.00000465,0.0000134,0.00000737,0.00000852
0.990684032,0.0000158,0.0000932,0.000307065,0.0000798,0.0000217,0.00000428,0.0000124,0.00000771,0.00000837
0.990684032,0.0000173,0.000103417,0.000232794,0.0000696,0.0000295,0.00000532,0.0000149,0.00000854,0.00000887
0.990684032,0.0000173,0.000111735,0.000181923,0.0000804,0.0000335,0.00000424,0.0000143,0.000011,0.00000824
0.990684032,0.0000199,0.000121875,0.000123427,0.0000852,0.0000413,0.00000544,0.0000179,0.0000133,0.0000099
0.990684032,0.0000211,0.000133638,0.000129709,0.000133967,0.000049,0.00000612,0.0000208,0.0000164,0.0000119
0.990684032,0.0000152,0.00010118,0.000124137,0.000120369,0.0000443,0.00000586,0.000018,0.000015,0.0000116
0.990684032,0.0000158,0.0000929,0.00011817,0.000115158,0.0000431,0.00000553,0.0000166,0.0000147,0.0000108
0.990684032,0.0000292,0.000159968,0.000224834,0.000218223,0.0000749,0.0000108,0.0000301,0.0000268,0.0000201
0.990684032,0.000051,0.000271361,0.000389583,0.000375421,0.000130968,0.0000196,0.0000518,0.0000453,0.0000355
0.990684032,0.0000579,0.000290849,0.000396012,0.000382009,0.000122966,0.0000196,0.0000488,0.0000442,0.0000344
0.990684032,0.0000539,0.000284393,0.000393677,0.000386403,0.000104514,0.0000194,0.0000472,0.0000436,0.000034
0.990684032,0.0000529,0.000272558,0.000386618,0.00040567,0.0000933,0.0000198,0.0000394,0.0000404,0.0000294
0.990684032,0.0000543,0.000283859,0.000363161,0.000369263,0.0000746,0.0000188,0.0000358,0.0000359,0.0000275
0.990684032,0.0000563,0.000265439,0.000296636,0.000298137,0.0000505,0.0000143,0.0000238,0.0000265,0.0000205
0.990684032,0.0000621,0.000317526,0.000256169,0.00027502,0.0000555,0.0000114,0.0000198,0.0000237,0.0000181
0.990684032,0.0000811,0.000396275,0.000239241,0.000255434,0.0000505,0.0000123,0.0000192,0.0000246,0.0000152
0.990684032,0.00011195,0.000433711,0.000157582,0.000178446,0.0000396,0.000009,0.0000182,0.0000188,0.0000126
0.990684032,0.0000866,0.000415136,0.000172928,0.000162275,0.000032,0.00000771,0.0000167,0.0000168,0.00000937
0.990684032,0.0000793,0.000430965,0.00018178,0.000131888,0.00003,0.00000646,0.0000219,0.0000188,0.0000101
0.990684032,0.0000693,0.000451354,0.000208573,0.000141951,0.0000285,0.00000617,0.000022,0.0000189,0.0000089
0.990684032,0.0000744,0.00044139,0.000211084,0.000142169,0.0000304,0.00000578,0.0000227,0.0000196,0.0000111
0.990684032,0.000108638,0.00054036,0.000240241,0.000141365,0.0000353,0.00000605,0.0000255,0.0000217,0.0000122
0.990684032,0.0000824,0.000516177,0.000274774,0.000134606,0.0000393,0.00000666,0.0000294,0.0000243,0.0000143
0.990684032,0.00013381,0.000695163,0.000383818,0.000186832,0.0000537,0.00000859,0.00004,0.0000317,0.0000191
0.990684032,0.0000931,0.000610244,0.000435862,0.000209232,0.0000616,0.0000122,0.0000484,0.0000367,0.0000224
0.990684032,0.0000939,0.00062104,0.000518356,0.000201173,0.0000649,0.0000101,0.000052,0.0000403,0.0000231
0.990684032,0.000161108,0.001409562,0.001377994,0.000499843,0.000158688,0.0000255,0.000133636,0.000100481,0.0000588
0.990684032,0.000177716,0.00147915,0.001670409,0.000532489,0.000180092,0.0000317,0.000156957,0.000113958,0.0000692
0.990684032,0.000161394,0.000894112,0.001337209,0.000505339,0.000180057,0.0000385,0.000154748,0.0000983,0.0000747
0.990684032,0.000141529,0.000667049,0.000162819,0.000482066,0.000161911,0.0000324,0.0000713,0.0000504,0.0000661
0.990684032,0.0000352,0.000344805,0.001523526,0.000606388,0.000645707,0.000607118,0.000708788,0.000430503,0.000464889
0.990684032,0.0000274,0.00031488,0.001367678,0.000522571,0.000502015,0.000554603,0.000704275,0.000373905,0.000369061
0.990684032,0.0000264,0.000385335,0.001807688,0.000702194,0.000591978,0.000799376,0.000984385,0.000453311,0.000440752
0.990684032,0.0000339,0.000553727,0.002524318,0.00089476,0.000723066,0.001017855,0.00137976,0.000531519,0.000444077
0.990684032,0.0000425,0.000787561,0.003505782,0.000962475,0.000819338,0.001254921,0.001568044,0.00063394,0.000468595
0.990684032,0.0000489,0.000913772,0.003841032,0.001000748,0.000903135,0.001354676,0.001621571,0.000602112,0.0004871
0.990684032,0.0000513,0.00099288,0.003718077,0.001020458,0.000942151,0.001316741,0.001615686,0.000594845,0.0004863
0.990684032,0.0000542,0.001061639,0.003626513,0.000980064,0.000898413,0.001254362,0.001563346,0.000547511,0.000477475
0.990684032,0.000055,0.001093826,0.003401357,0.001002545,0.000861319,0.001238372,0.001400595,0.000493439,0.000440187
0.990684032,0.0000523,0.000961434,0.003121906,0.001085712,0.000804016,0.001029449,0.00130144,0.000469571,0.000373986
0.990684032,0.0000713,0.000881071,0.003515333,0.001420165,0.00100675,0.001069076,0.001452722,0.000630786,0.000493107
0.990684032,0.0000217,0.00060356,0.003365707,0.001399031,0.00095001,0.000913545,0.001275699,0.000625243,0.000459028
0.990684032,0.0000194,0.000464611,0.003630543,0.001516466,0.001012025,0.000860223,0.001001297,0.000650032,0.00046709
0.990684032,0.0000212,0.000392933,0.003433247,0.001511087,0.000957243,0.000719132,0.000822986,0.000641445,0.000474643
0.990684032,0.0000132,0.000244766,0.002334973,0.001442523,0.000789077,0.000611821,0.000713612,0.000543041,0.000438692
0.990684032,0.00000867,0.00016528,0.002349486,0.001371142,0.000690244,0.000586178,0.000749686,0.000596624,0.000424346
0.990684032,0.00000994,0.000145572,0.002293468,0.001390354,0.00070272,0.000578134,0.000766323,0.000612863,0.000465879
0.990684032,0.0000205,0.000424899,0.002435673,0.00139028,0.000720922,0.000585922,0.000802509,0.000633108,0.000464026
0.990684032,0.0000469,0.000844689,0.002573299,0.001527893,0.000830406,0.000625895,0.000941822,0.000671052,0.000501441
0.990684032,0.0000776,0.001076803,0.002950639,0.001546274,0.000864649,0.000669722,0.001002557,0.000663929,0.000525338
0.990684032,0.0000984,0.001141257,0.00289066,0.001331351,0.000904208,0.000670398,0.000952924,0.000631161,0.000504546
0.990684032,0.0000886,0.001179141,0.002678205,0.00112233,0.000820424,0.00061323,0.000841555,0.000544726,0.000456637
0.990684032,0.000100075,0.001379028,0.002834897,0.001065803,0.000835099,0.00057994,0.000858241,0.000527517,0.000458143
0.990684032,0.000104665,0.001549575,0.002601186,0.000923594,0.00076143,0.000528484,0.000772383,0.000491371,0.000412952
0.990684032,0.000104097,0.001514041,0.00217893,0.000806096,0.000690073,0.000402883,0.000673692,0.000417359,0.000351666
0.990684032,0.000100774,0.001495666,0.001574622,0.000652909,0.000646675,0.000358463,0.000596754,0.000343016,0.00030536
0.990684032,0.000102124,0.001500946,0.001425067,0.000638007,0.000649279,0.000353645,0.000581336,0.000311579,0.000282556
0.990684032,0.0000882,0.001252247,0.001707652,0.00057776,0.000673439,0.000324358,0.000589522,0.000280731,0.000265498
0.990684032,0.0000431,0.000687648,0.001318919,0.000409878,0.000459486,0.000282531,0.000432363,0.000229745,0.000208862
0.990684032,0.0000234,0.000417776,0.001408366,0.000408488,0.000559805,0.000338421,0.00049023,0.000265237,0.000263089
0.990684032,0.0000183,0.000340567,0.001720761,0.000456659,0.000850505,0.000483204,0.00049194,0.000298257,0.000297095
0.990684032,0.00000861,0.000228334,0.001604808,0.000399641,0.001300553,0.000496604,0.000458858,0.000308555,0.000304487
0.990684032,0.00000977,0.000184106,0.002169087,0.000518529,0.001469044,0.000603493,0.000523912,0.000350315,0.000386095
0.990684032,0.00000434,0.000148137,0.00243629,0.0006103,0.001794078,0.000753025,0.000560817,0.000382732,0.000408816
0.990684032,0.00000335,0.0000843,0.002550806,0.000630248,0.001800264,0.000754614,0.000589582,0.000458163,0.000423661
0.990684032,0.0000069,0.000214731,0.002782325,0.000671669,0.001797934,0.000799337,0.000621872,0.000478644,0.000453343
0.990684032,0.0000668,0.000553332,0.003008414,0.000720534,0.001885818,0.000890626,0.000672889,0.000507531,0.000556002
0.990684032,0.0000381,0.000742338,0.003108596,0.000727915,0.001979892,0.000897594,0.000663831,0.000505073,0.000589164
0.990684032,0.0000421,0.000776907,0.002859445,0.000704718,0.002117074,0.000874718,0.000619422,0.000479278,0.000616352
0.990684032,0.0000434,0.000870031,0.0027967,0.000665393,0.002076872,0.000850418,0.000538048,0.000452919,0.000609614
0.990684032,0.0000451,0.000944743,0.002818791,0.000619897,0.002029506,0.000832396,0.000552285,0.000457834,0.000597259
0.990684032,0.0000495,0.000998921,0.002483728,0.000575028,0.001708262,0.000684032,0.000558301,0.000420105,0.000553298
0.990684032,0.0000627,0.001289693,0.002946731,0.000696903,0.001543161,0.0008376,0.000694267,0.000469101,0.000649871
0.990684032,0.0000719,0.001440152,0.002665592,0.000640977,0.001554664,0.000829976,0.000688007,0.000488906,0.000634193
0.990684032,0.0000744,0.001469746,0.002253199,0.000501922,0.001113547,0.000651199,0.000623923,0.00041794,0.000620599
0.990684032,0.0000714,0.001364304,0.001939093,0.000446216,0.001015564,0.000657656,0.000579428,0.000336032,0.000569947
0.990684032,0.0000511,0.000970259,0.001385663,0.00036945,0.000863807,0.000553929,0.000479266,0.000285404,0.000482288
0.990684032,0.0000457,0.000481213,0.0010863,0.000425688,0.000709598,0.000476914,0.000437753,0.000305227,0.000375235
0.990684032,0.0000172,0.000341068,0.000887917,0.000613745,0.000512006,0.0004964,0.000421175,0.000313977,0.00031754
0.990684032,0.0000134,0.000340265,0.000987091,0.000839303,0.000421412,0.0005946,0.000472616,0.000450758,0.000360554
0.990684032,0.0000112,0.000222315,0.0008865,0.000999233,0.000443231,0.00058974,0.000571803,0.000477708,0.000371112
0.990684032,0.0000097,0.000179551,0.000979548,0.001128241,0.000500815,0.000535205,0.000531917,0.000504793,0.000387551
0.990684032,0.00000507,0.000134329,0.001099069,0.001272742,0.000553496,0.00060255,0.000579942,0.000555902,0.000432657
0.990684032,0.0000137,0.000519785,0.001099303,0.001413821,0.000637771,0.000609148,0.000613188,0.000533562,0.000438469
0.990684032,0.0000467,0.001049291,0.001040241,0.001539538,0.000647188,0.000602495,0.000636316,0.000535679,0.000447522
0.990684032,0.0000704,0.001275469,0.00109335,0.00160049,0.000715566,0.000613332,0.000691517,0.000548291,0.000476677
0.990684032,0.0000813,0.001418041,0.001090546,0.00163666,0.000739269,0.000643654,0.000712671,0.000567388,0.000468906
0.990684032,0.0000902,0.001654119,0.001121566,0.0016546,0.000765178,0.000637723,0.00069082,0.000552091,0.000439931
0.990684032,0.00010843,0.001958831,0.001119948,0.001645294,0.000807957,0.00069174,0.000739004,0.000552713,0.000449154
0.990684032,0.000144835,0.002486,0.0012888,0.001796282,0.000929321,0.000752283,0.000817723,0.000609261,0.000489461
0.990684032,0.00013702,0.002505378,0.001170971,0.001553549,0.0008218,0.000695748,0.000715933,0.000508439,0.000425801
0.990684032,0.000145544,0.002633735,0.00109016,0.001435867,0.00078216,0.000676647,0.000636434,0.000463674,0.000380404
0.990684032,0.0000935,0.001696769,0.000555256,0.000854298,0.000447999,0.00040766,0.000389354,0.000281376,0.000272138
0.990684032,0.0000744,0.001181169,0.000525794,0.000598179,0.000401566,0.000447536,0.000322856,0.000212057,0.000291176
0.990684032,0.0000356,0.000627239,0.000685198,0.000458439,0.000457712,0.00043316,0.000329018,0.000219031,0.000333212
0.990684032,0.0000223,0.000306689,0.000853029,0.000512393,0.000486529,0.000488189,0.000460405,0.000247437,0.000372092
0.990684032,0.0000124,0.000269149,0.001297569,0.000650662,0.000587918,0.000626726,0.000583747,0.000333554,0.00051025
0.990684032,0.0000118,0.000184424,0.00143977,0.000762973,0.000658092,0.000677852,0.000643805,0.000365796,0.000575777
0.990684032,0.00000622,0.000143574,0.001622306,0.000800036,0.000714549,0.00073189,0.000695225,0.000406269,0.000624544
0.990684032,0.00000386,0.000120509,0.001709662,0.000868263,0.000787212,0.000759121,0.000818478,0.000442939,0.000676103
0.990684032,0.00000376,0.0000885,0.002081761,0.000987666,0.000870259,0.000849934,0.000898384,0.000474882,0.000717171
0.990684032,0.00000642,0.000230438,0.002279834,0.001116063,0.000952441,0.00088281,0.000983456,0.00053107,0.000767636
0.990684032,0.0000284,0.000449257,0.002429971,0.001195606,0.001015697,0.001016518,0.001090518,0.000578741,0.000794017
0.990684032,0.0000252,0.000554253,0.002488246,0.001398709,0.001108043,0.00104435,0.001178132,0.00061081,0.000776395
0.990684032,0.000031,0.000636032,0.002717191,0.001395895,0.001100637,0.001145696,0.001221588,0.000646153,0.000781658
0.990684032,0.0000316,0.000712506,0.002507448,0.001236637,0.000854096,0.001029816,0.001144149,0.000564864,0.000639931
0.990684032,0.0000415,0.000876826,0.002994415,0.001440169,0.001021128,0.001136459,0.001194843,0.000656531,0.00064992
0.990684032,0.0000476,0.000904861,0.002776556,0.001271205,0.000942943,0.001011869,0.001146819,0.00055729,0.000532187
0.990684032,0.0000567,0.001144076,0.003318979,0.001451473,0.001058104,0.001174286,0.001313349,0.000606341,0.0005859
0.990684032,0.0000582,0.001153534,0.003033208,0.001352438,0.000980982,0.001081622,0.001167028,0.000549474,0.000503579
0.990684032,0.0000604,0.001205571,0.003081616,0.001249838,0.000899076,0.00105426,0.001045607,0.00050151,0.000461642
0.990684032,0.0000607,0.001194694,0.002484845,0.001060127,0.000871365,0.001020537,0.000944549,0.000495438,0.000427585
0.990684032,0.0000774,0.001042851,0.002489516,0.000992203,0.000854686,0.000933884,0.000893667,0.000454504,0.000404555
0.990684032,0.0000326,0.000594622,0.002562338,0.000901921,0.00076157,0.000826934,0.000788346,0.00041034,0.000378223
0.990684032,0.0000216,0.000422814,0.002374253,0.000626247,0.000602789,0.000685963,0.000628739,0.000396906,0.000339517
0.990684032,0.0000183,0.000391506,0.002766074,0.000894693,0.000785925,0.000810142,0.000786215,0.00050303,0.000407561
0.990684032,0.0000137,0.00023949,0.002545429,0.000893388,0.000709376,0.000755462,0.000743833,0.000485533,0.000395205
0.990684032,0.00000829,0.000194854,0.001797695,0.000843392,0.000640724,0.000713606,0.000738694,0.0004911,0.000414954
0.990684032,0.00000641,0.000128399,0.001766481,0.000888924,0.000624477,0.000655282,0.000752734,0.000508756,0.000419455
0.990684032,0.0000135,0.000312545,0.001866272,0.000972695,0.000640483,0.000646963,0.00083598,0.000563154,0.000465447
0.990684032,0.0000406,0.000889781,0.00214091,0.001054308,0.000716675,0.000718787,0.000966142,0.000650281,0.000517443
0.990684032,0.000058,0.001149437,0.002278429,0.001083354,0.000672648,0.000674135,0.000937293,0.000637928,0.000501248
0.990684032,0.0000642,0.001109373,0.002246613,0.000996056,0.000567741,0.000596082,0.000847058,0.000561919,0.000436308
0.990684032,0.0000734,0.00123197,0.002014571,0.000962803,0.000470697,0.000525786,0.000748438,0.000499402,0.000420408
0.990684032,0.0000774,0.001303203,0.00177118,0.000844046,0.000460631,0.000484256,0.000691206,0.000457441,0.000407316
0.990684032,0.000120519,0.001970839,0.002385944,0.001149985,0.000629221,0.000536554,0.000930195,0.00060894,0.00054048
0.990684032,0.000152052,0.002533796,0.00254866,0.001299977,0.000731875,0.000599511,0.001073518,0.000632318,0.000578279
0.990684032,0.000167722,0.002698393,0.002514699,0.001135167,0.000696493,0.000524443,0.000982457,0.000614241,0.000544192
0.990684032,0.00019442,0.003081529,0.002657012,0.001236868,0.000678236,0.000503761,0.000922698,0.000588776,0.000492297
0.990684032,0.000208454,0.003257302,0.002609599,0.001099239,0.000601868,0.000436283,0.000795592,0.000542236,0.000426548
0.990684032,0.000254941,0.003012821,0.00279135,0.00104028,0.000576342,0.000427629,0.000639035,0.000485279,0.000391182
0.990684032,0.000163237,0.002071894,0.002213746,0.001135541,0.000534838,0.000384381,0.000544444,0.000368536,0.00036386
0.990684032,0.000166729,0.00235685,0.001821122,0.001128057,0.00069306,0.000534554,0.0006011,0.000452094,0.000425224
0.990684032,0.000155504,0.002850845,0.00122422,0.001495177,0.000785743,0.0005888,0.000735286,0.000556883,0.000474422
0.990684032,0.000154613,0.002418669,0.001299657,0.000864041,0.000577476,0.000447945,0.000804421,0.00064909,0.000481884
0.990684032,0.000122584,0.002614899,0.001216131,0.000887063,0.000635758,0.000598491,0.000749739,0.00074439,0.000562102
0.990684032,0.000578307,0.002751969,0.001356981,0.000790225,0.00098742,0.000460314,0.001078698,0.000982935,0.000642401
0.990684032,0.0000255,0.0000954,0.0000272,0.002306285,0.0000227,0.0000476,0.000642806,0.0000237,0.000515552
0.990684032,0.0000274,0.000105235,0.0000144,0.002310142,0.0000208,0.0000429,0.00072934,0.0000258,0.000553499
0.990684032,0.0000206,0.0000621,0.0000054,0.001080271,0.0000112,0.0000372,0.00036486,0.0000596,0.000264411
0.990684032,0.0000144,0.0000565,0.00000721,0.00093166,0.00000953,0.0000382,0.000323688,0.000142697,0.000234368
0.990684032,0.0000116,0.0000596,0.000011,0.001022365,0.00000998,0.0000739,0.000328316,0.000237896,0.000221642
0.990684032,0.0000083,0.0000365,0.00000701,0.000584296,0.00000639,0.0000776,0.000177064,0.000184629,0.00011776
0.990684032,0.00000552,0.000027,0.0000159,0.000523772,0.00000934,0.0000927,0.000143097,0.000187639,0.0000897
0.990684032,0.00000563,0.000023,0.0000176,0.000434798,0.00000952,0.000126133,0.000122206,0.000208512,0.0000749
0.990684032,0.00000529,0.0000217,0.0000186,0.000437555,0.000013,0.000166066,0.000103973,0.00022936,0.0000662
0.990684032,0.00000676,0.0000224,0.0000383,0.000414646,0.000019,0.000201473,0.0000818,0.000311791,0.0000389
0.990684032,0.00000782,0.0000222,0.0000461,0.000472548,0.0000225,0.000213846,0.0000615,0.000347675,0.0000329
0.990684032,0.00000665,0.0000195,0.0000472,0.000512008,0.0000249,0.000225325,0.0000524,0.000389703,0.0000218
0.990684032,0.00000495,0.0000149,0.0000578,0.000523425,0.0000273,0.000233285,0.0000401,0.000414255,0.0000188
0.990684032,0.00000562,0.000014,0.0000614,0.000547233,0.0000286,0.000235556,0.0000384,0.000421112,0.0000175
0.990684032,0.00000521,0.0000123,0.0000595,0.000504827,0.0000266,0.000212942,0.0000395,0.000337146,0.0000164
0.990684032,0.00000549,0.0000115,0.0000626,0.000563134,0.0000301,0.000211279,0.0000465,0.000392328,0.0000198
0.990684032,0.00000519,0.0000145,0.0000654,0.000607776,0.0000298,0.000219163,0.0000477,0.000382871,0.0000248
0.990684032,0.0000059,0.0000144,0.0000581,0.000571802,0.0000276,0.00016886,0.0000453,0.000391908,0.000027
0.990684032,0.00000796,0.0000145,0.000235352,0.000588763,0.000034,0.000306534,0.000100275,0.000466724,0.000103532
0.990684032,0.00000636,0.0000121,0.000473793,0.000566936,0.0000332,0.000398102,0.000165911,0.000525199,0.000159939
0.990684032,0.0000127,0.0000224,0.000599399,0.000703585,0.0000355,0.000502738,0.000207287,0.000632559,0.000206507
0.990684032,0.00000924,0.0000133,0.000604825,0.000594598,0.0000285,0.000467655,0.000200617,0.000580119,0.000197122
0.990684032,0.0000129,0.0000153,0.0006526,0.000584821,0.000034,0.000474945,0.00021305,0.000586923,0.00021213
0.990684032,0.0000138,0.0000156,0.000614782,0.000534217,0.0000765,0.000444411,0.000203566,0.000547853,0.000241557
0.990684032,0.0000159,0.000017,0.000620959,0.000532912,0.0001162,0.000445742,0.000203985,0.000549734,0.000267895
0.990684032,0.0000148,0.0000177,0.000628303,0.000579413,0.000143755,0.000447044,0.000208315,0.000558507,0.000290193
0.990684032,0.000018,0.0000208,0.000633588,0.000646205,0.000192233,0.000443832,0.000214569,0.000519083,0.000302521
0.990684032,0.0000186,0.0000191,0.000664344,0.000732132,0.000219044,0.000460551,0.000231067,0.000499899,0.000330061
0.990684032,0.0000194,0.0000187,0.00057727,0.000756274,0.000237919,0.000379169,0.000204075,0.000428949,0.00031425
