alpha,arousal1,betha,theta,gamma,valence1,Stimuli(Visual),Response
2.32,0.431,3.79,5.07,2.54,-0.15,Agressive,?
2.35,0.425,3.62,5.11,2.34,-0.144,Agressive,?
2.45,0.408,3.64,5.03,2.36,-0.127,Agressive,?
2.42,0.413,3.51,4.73,2.31,-0.0969,Agressive,?
2.43,0.412,3.4,4.25,2.25,-0.0803,Agressive,?
2.35,0.426,3.2,4.03,2.07,-0.0808,Agressive,?
2.34,0.427,3.2,4.11,2.08,-0.0286,Agressive,?
2.5,0.4,2.88,4.25,2.18,0.0041,Agressive,?
2.55,0.393,2.91,4.31,2.21,0.02,Agressive,?
2.55,0.391,2.99,4.24,2.3,0.043,Agressive,?
2.65,0.378,2.92,4.04,2.2,0.0626,Agressive,?
2.89,0.346,2.68,3.81,2.08,0.0579,Agressive,?
3,0.333,2.94,3.67,2.11,0.0719,Agressive,?
3.11,0.322,3.07,3.65,2.19,0.076,Agressive,?
3.23,0.31,3.11,3.76,2.2,0.0704,Agressive,?
3.32,0.302,3.13,3.96,2.19,0.0609,Agressive,?
3.31,0.303,3.12,4.11,2.2,0.0564,Agressive,?
3.23,0.31,3.14,4.16,2.2,0.057,Agressive,?
3.18,0.315,3.18,4.13,2.18,0.053,Agressive,?
3.17,0.316,3.14,4.12,2.14,0.0486,Agressive,?
3.14,0.318,3.08,4.11,2.15,0.0465,Agressive,?
3.01,0.332,3.18,4.05,2.25,0.0602,Agressive,?
2.78,0.359,3.26,4,2.34,0.0738,Agressive,?
2.52,0.396,3.07,3.99,2.29,0.0656,Agressive,?
2.23,0.448,3.07,4.05,2.25,0.0337,Agressive,?
1.99,0.502,3.03,4,2.21,-0.044,Agressive,?
1.98,0.505,3.01,3.74,2.25,-0.0521,Agressive,?
2.49,0.401,3.32,3.64,2.05,0.0316,Calm,?
2.63,0.38,3.54,3.65,2.12,0.0313,Calm,?
2.63,0.38,3.65,3.5,2.16,0.0313,Calm,?
2.6,0.385,3.71,3.35,2.16,0.0141,Calm,?
2.65,0.378,3.86,3.29,2.05,0.0115,Calm,?
2.81,0.356,4.24,3.28,2.08,0.0102,Calm,?
2.83,0.354,4.33,3.7,2.11,0.00661,Calm,?
2.86,0.35,4.29,4.28,2.04,-0.00395,Calm,?
3.06,0.327,4.28,4.54,2.01,-0.00167,Calm,?
3.25,0.308,4.28,4.67,2.03,0.0108,Calm,?
3.27,0.306,4.29,4.75,1.96,0.0216,Calm,?
3.1,0.322,4.18,4.81,2.05,0.023,Calm,?
3.06,0.327,4.12,4.88,2.1,0.00751,Calm,?
3.14,0.318,4.04,4.93,2.11,0.00439,Calm,?
3.14,0.319,3.96,4.94,2.09,0.00665,Calm,?
3.07,0.325,3.81,4.96,2.08,0.00923,Calm,?
2.99,0.335,3.19,4.94,2.05,0.0157,Calm,?
3,0.334,3.09,4.72,2.1,0.0179,Calm,?
2.93,0.342,3.1,4.44,2.19,0.0282,Calm,?
2.65,0.378,3.27,4.27,2.15,0.0295,Calm,?
2.47,0.405,3.25,4.09,2.14,0.01,Calm,?
2.44,0.409,3.13,4.01,2.11,-0.00588,Calm,?
2.5,0.401,3.08,4.09,2,0.00106,Calm,?
2.34,0.427,3.13,4.19,2.02,0.00866,Calm,?
2.24,0.446,3.17,4.28,2.18,0.00635,Calm,?
2.12,0.472,3.12,4.3,2.31,0.00586,Calm,?
2.05,0.489,3.01,4.25,2.38,-0.00249,Calm,?
2.07,0.483,2.97,4.18,2.4,-0.00481,Calm,?
2.15,0.465,2.96,4.18,2.34,0.000604,Calm,?
2.16,0.462,2.73,4.24,2.28,0.0193,Calm,?
2.03,0.492,2.66,4.29,2.32,0.0167,Calm,?
1.96,0.51,2.7,4.31,2.28,0.0216,Calm,?
2.1,0.477,2.66,4.2,2.26,0.0478,Calm,?
2.01,0.497,2.65,3.93,2.21,0.108,Calm,?
2.05,0.489,2.6,3.67,2.11,0.16,Calm,?
2.21,0.453,2.61,3.55,2.01,0.157,Calm,?
2.25,0.445,2.77,3.49,1.89,0.204,Calm,?
2.39,0.418,2.82,3.52,2.04,0.173,Calm,?
2.44,0.41,3.01,3.59,2.01,0.147,Calm,?
2.5,0.4,3.34,3.47,2.13,0.095,Calm,?
2.67,0.375,3.85,3.32,2.47,0.0589,Calm,?
3.04,0.329,4.42,3.84,3.05,0.0252,Calm,?
3.38,0.295,4.5,4.66,3.06,-0.00179,Calm,?
3.41,0.293,4.56,5.04,3.15,-0.0137,Calm,?
3.45,0.29,4.57,5.19,3.24,0.000437,Calm,?
3.55,0.282,4.72,5.37,3.31,0.012,Calm,?
3.57,0.28,4.72,5.6,3.37,0.0116,Calm,?
3.54,0.282,4.72,5.75,3.43,0.00728,Calm,?
3.61,0.277,4.77,5.85,3.42,0.00247,Calm,?
3.99,0.251,4.75,5.98,3.45,0.00257,Calm,?
4.2,0.238,4.71,6.07,3.41,0.000532,Calm,?
4.3,0.233,4.48,6.1,3.16,-0.00571,Calm,?
4.33,0.231,4.27,6.03,2.89,-0.0147,Calm,?
4.53,0.221,4.26,6.04,2.88,-0.0203,Calm,?
4.69,0.213,4.56,6.21,2.89,-0.0223,Calm,?
4.67,0.214,4.7,6.32,2.83,-0.0273,Calm,?
4.69,0.213,4.63,6.39,2.84,-0.0304,Calm,?
4.75,0.211,4.65,6.42,2.79,-0.0297,Calm,?
4.76,0.21,4.66,6.42,2.74,-0.0273,Calm,?
4.74,0.211,4.61,6.37,2.69,-0.027,Calm,?
4.59,0.218,4.58,6.3,2.67,-0.0326,Calm,?
4.44,0.225,4.62,6.27,2.63,-0.037,Calm,?
4.38,0.228,4.64,6.25,2.63,-0.0303,Calm,?
4.15,0.241,4.42,6.19,2.76,-0.0161,Calm,?
3.57,0.28,4.35,5.94,2.74,0.0102,Calm,?
3.42,0.293,3.58,5.72,2.54,0.0205,Calm,?
3.39,0.295,3.4,5.54,2.46,0.0244,Calm,?
3.06,0.327,3.32,5.12,2.17,0.0643,Calm,?
2.88,0.347,3.09,4.61,2.17,0.0836,Calm,?
2.74,0.365,2.99,4.26,2.22,0.0712,Calm,?
2.42,0.413,3.04,4.22,2.25,0.0898,Calm,?
2.49,0.402,3.04,4.65,2.2,0.101,Calm,?
2.64,0.378,2.81,4.95,2.42,0.0664,Calm,?
2.54,0.394,2.73,5.07,2.49,0.0235,Calm,?
2.63,0.38,2.92,5.1,2.37,-0.0114,Calm,?
2.74,0.365,3.04,5.08,2.4,-0.00433,Calm,?
2.78,0.36,3.08,5.23,2.4,-0.00451,Calm,?
3.03,0.33,3.43,5.36,2.45,-0.00639,Calm,?
3.17,0.316,3.59,5.35,2.42,-0.0102,Calm,?
3.18,0.315,3.74,5.32,2.35,-0.00661,Calm,?
3.32,0.301,3.7,5.31,2.26,0.00589,Calm,?
3.38,0.296,3.67,5.19,2.19,0.00943,Calm,?
3.32,0.301,3.68,4.9,2.23,0.00863,Calm,?
3.35,0.299,3.68,4.79,2.07,0.0103,Calm,?
3.39,0.295,3.66,4.89,1.85,0.0153,Calm,?
3.39,0.295,3.5,4.99,1.88,0.0174,Calm,?
3.43,0.292,3.49,5.03,1.95,0.0158,Calm,?
3.38,0.296,3.58,4.81,2.07,0.017,Calm,?
3.14,0.318,3.33,4.56,1.97,0.0256,Calm,?
3.05,0.328,3.32,4.58,1.91,0.0282,Calm,?
3.02,0.331,3.28,4.77,1.93,0.02,Calm,?
3.03,0.33,3.35,4.93,2.06,0.00282,Calm,?
3.04,0.329,3.38,4.97,2.11,-0.00493,Calm,?
2.92,0.342,3.33,4.94,2.07,-0.0134,Calm,?
2.82,0.355,3.32,4.81,2.08,-0.0187,Calm,?
2.61,0.383,3.35,4.58,2.12,-0.0292,Calm,?
2.45,0.408,3.47,4.43,2.03,-0.0503,Calm,?
2.44,0.41,3.28,4.37,1.96,-0.0523,Calm,?
2.44,0.411,3.18,4.4,1.95,-0.0443,Calm,?
2.42,0.413,3.34,4.49,2.02,-0.0277,Calm,?
2.49,0.401,3.15,4.43,2.2,-0.0343,Calm,?
2.26,0.442,3.61,4.23,2.44,-0.0682,Calm,?
1.97,0.507,4,4.29,2.52,-0.0783,Calm,?
2.29,0.436,4.82,4.87,2.68,-0.0869,Calm,?
2.69,0.372,4.93,5.63,2.73,-0.0596,Calm,?
3.21,0.312,4.96,6,2.75,-0.000958,Calm,?
3.54,0.283,4.96,6.09,2.76,0.00724,Calm,?
3.17,0.315,3.44,5.1,2.25,-0.0572,Calm,Calm
3.12,0.32,3.39,4.92,2.07,-0.0572,Calm,Calm
3.04,0.329,3.37,4.5,2.01,-0.0536,Calm,Calm
2.87,0.348,3.24,4.27,2.06,-0.0606,Calm,Calm
2.63,0.38,3.26,4.24,2.06,-0.0933,Calm,Calm
2.51,0.398,3.22,3.91,2.02,-0.103,Calm,Calm
2.59,0.386,3.17,3.42,2,-0.0867,Calm,Calm
2.84,0.353,3.22,3.14,2.02,-0.0647,Calm,Calm
2.94,0.34,3.21,3.08,2.04,-0.0663,Calm,Calm
2.94,0.34,2.9,3.17,1.81,-0.0789,Calm,Calm
2.95,0.339,2.82,3.33,1.97,-0.0784,Calm,Calm
2.94,0.34,2.8,3.39,1.94,-0.0775,Calm,Calm
2.84,0.352,2.82,3.23,1.97,-0.0818,Calm,Calm
2.87,0.348,2.79,3.14,1.92,-0.0845,Calm,Calm
2.86,0.35,2.81,3.51,1.86,-0.0813,Calm,Calm
2.82,0.354,2.8,3.72,1.97,-0.0676,Calm,Calm
2.79,0.358,2.81,3.75,1.98,-0.0643,Calm,Calm
2.65,0.378,2.81,3.84,1.98,-0.0706,Calm,Calm
2.44,0.41,2.72,3.91,2,-0.0642,Calm,Calm
2.31,0.432,2.67,3.94,2.03,-0.0529,Calm,Calm
2.33,0.429,2.57,3.95,2.04,-0.068,Calm,Calm
2.36,0.423,2.52,3.97,1.87,-0.0794,Calm,Calm
2.49,0.402,2.48,4.05,1.84,-0.0454,Calm,Calm
2.64,0.379,2.56,4.15,1.88,-0.00612,Calm,Calm
2.76,0.362,2.89,4.11,1.86,0.0163,Calm,Calm
2.97,0.337,2.87,3.94,1.8,0.0148,Calm,Calm
2.99,0.334,2.92,3.76,1.73,0.00747,Calm,Calm
2.94,0.34,2.92,3.66,1.78,0.0117,Calm,Calm
2.81,0.356,2.92,3.6,1.87,0.0183,Calm,Calm
2.71,0.369,3.02,3.69,1.96,0.0199,Calm,Calm
2.76,0.362,3.09,3.68,2.17,0.0193,Calm,Calm
2.77,0.361,3.09,3.67,2.27,0.0252,Calm,Calm
2.79,0.359,3.1,3.55,2.33,0.0165,Calm,Calm
2.81,0.356,3.09,3.74,2.59,-0.00365,Calm,Calm
2.8,0.358,3.11,4.13,2.6,-0.0202,Calm,Calm
2.52,0.397,3.06,4.22,2.74,-0.0594,Calm,Calm
2.3,0.434,3.16,4.44,2.77,-0.0672,Calm,Calm
2.34,0.427,3.17,4.86,2.82,-0.0546,Calm,Calm
2.43,0.412,3.21,5.05,2.85,-0.0476,Calm,Calm
2.58,0.387,3.3,5.07,2.82,-0.0195,Calm,Calm
2.69,0.372,3.3,5.11,2.79,-0.00689,Calm,Calm
2.8,0.357,3.38,5.1,2.74,0.0201,Calm,Calm
2.83,0.353,3.41,5.11,2.72,0.0293,Calm,Calm
2.75,0.364,3.5,5.15,2.55,0.0343,Calm,Calm
2.6,0.385,3.58,5.11,2.53,0.0401,Calm,Calm
2.61,0.383,3.82,5.11,2.63,0.0265,Calm,Calm
2.83,0.353,3.81,5.09,2.52,0.00802,Calm,Calm
3.09,0.323,3.82,4.9,2.45,-0.00696,Calm,Calm
3.18,0.315,3.82,4.67,2.45,-0.0137,Calm,Calm
3.17,0.316,3.8,4.66,2.34,-0.0109,Calm,Calm
3.28,0.305,3.76,4.65,2.36,-0.00775,Calm,Calm
3.28,0.305,3.72,4.62,2.19,-0.0172,Calm,Calm
3.24,0.309,3.81,4.7,2.25,-0.028,Calm,Calm
3.3,0.303,3.78,4.76,2.25,-0.0271,Calm,Calm
3.35,0.298,3.84,4.69,2.34,-0.0235,Calm,Calm
3.37,0.296,3.7,4.5,2.16,-0.0227,Calm,Calm
3.37,0.297,3.54,4.37,2.03,-0.0203,Calm,Calm
3.19,0.313,3.41,4.35,2.13,-0.019,Calm,Calm
2.98,0.335,3.41,4.37,2.17,-0.0184,Calm,Calm
3.06,0.327,3.4,4.3,2.13,-0.0248,Calm,Calm
3.14,0.318,3.38,4.23,2.13,-0.036,Calm,Calm
3.11,0.322,3.43,4.26,2.33,-0.0475,Calm,Calm
3.09,0.324,3.43,4.35,2.49,-0.0496,Calm,Calm
3.05,0.327,3.26,4.42,2.56,-0.0549,Calm,Calm
2.98,0.335,3.24,4.38,2.65,-0.0627,Calm,Calm
2.85,0.35,2.98,4.35,2.67,-0.0679,Calm,Calm
2.81,0.355,2.77,4.45,2.68,-0.056,Calm,Calm
2.8,0.357,2.61,4.58,2.63,-0.0425,Calm,Calm
2.79,0.359,2.61,4.59,2.62,-0.0363,Calm,Calm
2.7,0.371,2.63,4.47,2.61,-0.0189,Calm,Calm
2.57,0.389,2.67,4.4,2.62,-0.0128,Calm,Calm
2.33,0.429,2.61,4.48,2.61,-0.0165,Calm,Calm
2.14,0.468,2.6,4.53,2.29,-0.0478,Calm,Calm
2.09,0.478,2.68,4.38,2.2,-0.0644,Calm,Calm
2.13,0.469,2.6,4.2,2.15,-0.0672,Calm,Calm
2.2,0.454,2.76,4.27,2.01,-0.0684,Calm,Calm
2.27,0.44,2.88,4.41,2.06,-0.0525,Calm,Calm
2.3,0.435,2.88,4.41,2.17,-0.0323,Calm,Calm
2.25,0.444,2.9,4.32,2.23,-0.0203,Calm,Calm
2.27,0.44,3,4.25,2.37,-0.0301,Calm,Calm
2.59,0.386,3.03,4.23,2.37,-0.0268,Calm,Calm
2.94,0.34,2.96,4.23,2.36,-0.00155,Calm,Calm
2.91,0.344,2.97,4.1,2.4,0.0182,Calm,Calm
2.87,0.348,2.89,3.9,2.47,0.0327,Calm,Calm
2.96,0.338,2.89,3.86,2.48,0.0351,Calm,Calm
2.98,0.335,2.88,3.82,2.46,0.0393,Calm,Calm
2.99,0.335,2.69,3.6,2.38,0.04,Calm,Calm
3.02,0.332,2.67,3.12,2.33,0.029,Calm,Calm
3.03,0.33,2.79,2.81,2.26,0.0129,Calm,Calm
3.02,0.331,2.82,2.8,2.14,0.00724,Calm,Calm
2.96,0.338,2.9,2.9,1.94,0.012,Calm,Calm
2.72,0.368,2.88,2.92,1.95,0.00575,Calm,Calm
2.55,0.392,2.87,3,1.92,-0.000766,Calm,Calm
2.58,0.387,2.93,3.41,1.85,0.0101,Calm,Calm
2.5,0.401,2.88,3.65,1.9,0.00362,Calm,Calm
2.41,0.415,2.82,3.66,1.9,-0.0235,Calm,Calm
2.49,0.402,2.86,3.81,1.86,-0.0521,Calm,Calm
2.66,0.376,2.83,4.02,1.84,-0.0845,Calm,Calm
2.6,0.384,2.89,4.14,1.9,-0.0859,Calm,Calm
2.64,0.378,2.8,4.16,1.86,-0.0584,Calm,Calm
2.72,0.367,2.79,4.28,1.86,-0.0528,Calm,Calm
2.95,0.339,2.59,4.39,1.81,-0.0494,Calm,Calm
3.08,0.325,2.6,4.45,1.91,-0.0466,Calm,Calm
3.11,0.321,2.57,4.5,1.94,-0.0587,Calm,Calm
3.1,0.322,2.48,4.4,1.9,-0.0712,Calm,Calm
3.12,0.321,2.58,4.32,1.85,-0.0703,Calm,Calm
3.16,0.316,2.58,4.29,1.96,-0.0616,Calm,Calm
2.32,0.432,3.29,4.14,1.95,-0.15,Agressive,Agressive
2.41,0.415,3.16,4.24,1.99,-0.152,Agressive,Agressive
2.48,0.404,3.18,4.45,2.08,-0.133,Agressive,Agressive
2.76,0.363,3.22,4.64,2.15,-0.074,Agressive,Agressive
3.13,0.319,2.88,4.63,2.23,-0.0502,Agressive,Agressive
3.17,0.316,2.76,4.67,2.22,-0.0504,Agressive,Agressive
3.15,0.317,2.78,4.84,2.2,-0.0477,Agressive,Agressive
3.24,0.308,3.04,4.94,2.17,-0.0397,Agressive,Agressive
3.25,0.307,3.07,4.89,2.04,-0.0395,Agressive,Agressive
3.3,0.303,3.18,4.79,2,-0.0365,Agressive,Agressive
3.36,0.298,3.13,4.67,1.94,-0.0262,Agressive,Agressive
3.36,0.298,3.13,4.62,1.97,-0.0207,Agressive,Agressive
3.36,0.298,3.2,4.62,1.99,-0.0193,Agressive,Agressive
3.33,0.3,3.31,4.43,1.92,-0.0177,Agressive,Agressive
3.13,0.319,3.22,4.2,1.96,-0.0124,Agressive,Agressive
2.91,0.344,3.22,4.22,1.92,0.00457,Agressive,Agressive
2.88,0.348,3.23,4.11,1.92,0.00951,Agressive,Agressive
2.7,0.37,3.12,3.68,2.35,0.0144,Agressive,Agressive
2.64,0.378,3.06,3.55,2.54,0.0132,Agressive,Agressive
2.65,0.378,3.15,3.68,2.54,0.00721,Agressive,Agressive
2.5,0.399,3.22,3.68,2.6,0.00845,Agressive,Agressive
2.45,0.408,3.27,3.57,2.59,0.0291,Agressive,Agressive
2.58,0.387,3.24,3.52,2.61,0.0381,Agressive,Agressive
2.62,0.382,3.25,3.45,2.63,0.0344,Agressive,Agressive
2.69,0.372,3.16,3.52,2.63,0.00467,Agressive,Agressive
2.85,0.351,3.2,3.83,2.61,-0.0223,Agressive,Agressive
3.09,0.324,3.3,3.84,2.61,-0.0265,Agressive,Agressive
3.38,0.296,3.58,3.81,2.57,-0.0209,Agressive,Agressive
3.51,0.285,3.74,4.05,2.35,-0.0203,Agressive,Agressive
3.58,0.279,3.68,4.12,2.38,-0.019,Agressive,Agressive
3.61,0.277,3.61,4.16,2.39,-0.0182,Agressive,Agressive
3.67,0.273,3.53,4.22,2.36,-0.0167,Agressive,Agressive
3.78,0.265,3.67,4.2,2.36,-0.0172,Agressive,Agressive
3.8,0.263,3.65,4.23,2.24,-0.0186,Agressive,Agressive
3.79,0.264,3.7,4.34,2.24,-0.015,Agressive,Agressive
3.84,0.261,3.69,4.35,2.35,-0.0143,Agressive,Agressive
4,0.25,3.77,4.21,2.37,-0.0172,Agressive,Agressive
4.09,0.245,3.68,4.19,2.38,-0.0217,Agressive,Agressive
4.09,0.245,3.47,4.12,2.45,-0.026,Agressive,Agressive
4.02,0.249,3.37,3.99,2.26,-0.0283,Agressive,Agressive
3.96,0.252,3.41,3.93,2.2,-0.0285,Agressive,Agressive
3.95,0.253,3.4,3.73,2.2,-0.0288,Agressive,Agressive
3.95,0.253,3.58,3.58,2.19,-0.0241,Agressive,Agressive
3.87,0.258,3.53,3.57,2.19,-0.0234,Agressive,Agressive
3.82,0.262,3.5,3.45,2.22,-0.0257,Agressive,Agressive
3.83,0.261,3.5,3.24,2.2,-0.0242,Agressive,Agressive
3.61,0.277,3.4,3.07,2.22,-0.0246,Agressive,Agressive
3.15,0.317,3.48,2.98,2.21,-0.0127,Agressive,Agressive
2.77,0.361,3.49,2.82,2.05,0.0252,Agressive,Agressive
2.63,0.381,3.49,2.57,2.24,0.0658,Agressive,Agressive
2.59,0.386,3.54,2.36,2.35,0.0713,Agressive,Agressive
2.61,0.383,3.57,2.21,2.33,0.0767,Agressive,Agressive
2.53,0.395,3.56,2.26,2.31,0.0768,Agressive,Agressive
2.23,0.448,3.55,2.79,2.31,0.0647,Agressive,Agressive
2.28,0.439,3.59,3.14,2.31,0.0418,Agressive,Agressive
2.48,0.403,3.66,3.32,2.38,-0.0104,Agressive,Agressive
2.52,0.398,3.66,3.51,2.46,-0.036,Agressive,Agressive
2.53,0.395,3.79,3.64,2.54,-0.0341,Agressive,Agressive
2.54,0.394,3.66,3.7,2.56,-0.0423,Agressive,Agressive
2.5,0.4,3.65,3.78,2.65,-0.054,Agressive,Agressive
2.52,0.398,3.68,3.96,2.49,-0.0441,Agressive,Agressive
2.53,0.395,3.61,4.15,2.49,-0.0345,Agressive,Agressive
2.47,0.405,3.63,4.23,2.48,-0.0575,Agressive,Agressive
2.47,0.405,3.49,4.25,2.52,-0.0628,Agressive,Agressive
2.54,0.394,3.45,4.18,2.49,-0.0453,Agressive,Agressive
2.47,0.405,3.38,4.11,2.56,-0.0432,Agressive,Agressive
2.28,0.439,3.35,4.03,2.52,-0.0217,Agressive,Agressive
2.38,0.419,3.32,3.99,2.3,0.00917,Agressive,Agressive
2.49,0.401,3.18,4.08,2.12,0.0151,Agressive,Agressive
2.52,0.396,3.24,4.29,2.21,0.0175,Agressive,Agressive
2.57,0.39,3.29,4.39,2.2,0.00998,Agressive,Agressive
2.57,0.389,3.48,4.38,2.29,-0.00242,Agressive,Agressive
2.74,0.365,3.41,4.3,2.29,-0.00889,Agressive,Agressive
3,0.333,3.62,4.38,2.34,-0.0023,Agressive,Agressive
3.23,0.309,3.63,4.55,2.32,-0.00498,Agressive,Agressive
3.49,0.287,3.79,4.74,2.36,-0.0171,Agressive,Agressive
3.75,0.267,3.82,4.93,2.24,-0.0192,Agressive,Agressive
3.89,0.257,3.81,5.02,2.38,-0.0153,Agressive,Agressive
3.92,0.255,3.8,5.04,2.44,-0.0131,Agressive,Agressive
3.98,0.252,3.78,5,2.45,-0.0132,Agressive,Agressive
4.05,0.247,3.91,4.9,2.39,-0.0136,Agressive,Agressive
4.1,0.244,3.88,4.83,2.19,-0.0116,Agressive,Agressive
4.09,0.244,3.87,4.84,2.34,-0.00997,Agressive,Agressive
4.05,0.247,3.89,4.86,2.33,-0.011,Agressive,Agressive
4.03,0.248,3.75,4.74,2.29,-0.0142,Agressive,Agressive
3.93,0.254,3.65,4.57,2.28,-0.0142,Agressive,Agressive
3.78,0.265,3.65,4.26,2.27,-0.00531,Agressive,Agressive
3.5,0.285,3.71,3.99,2.26,0.00333,Agressive,Agressive
3.34,0.299,3.68,3.96,2.24,0.0033,Agressive,Agressive
3.59,0.279,3.68,3.99,2.17,0.00311,Agressive,Agressive
3.67,0.272,3.68,4.04,2.13,0.00593,Agressive,Agressive
3.53,0.283,3.54,4.05,2.17,0.011,Agressive,Agressive
3.57,0.28,3.51,4.02,2.13,0.0175,Agressive,Agressive
3.71,0.27,3.46,3.95,1.97,0.0213,Agressive,Agressive
3.74,0.268,3.44,3.87,1.96,0.0188,Agressive,Agressive
3.8,0.263,3.45,4,2.01,0.0246,Agressive,Agressive
3.8,0.263,3.36,4.14,1.96,0.0294,Agressive,Agressive
3.77,0.265,3.26,4.11,2.2,0.0226,Agressive,Agressive
3.82,0.262,3.12,4.1,2.12,0.0168,Agressive,Agressive
3.72,0.269,3.27,4.29,2.11,0.0173,Agressive,Agressive
3.48,0.288,3.23,4.36,2.1,0.0224,Agressive,Agressive
3.39,0.295,3.16,4.47,2.18,0.0263,Agressive,Agressive
3.36,0.297,3.17,4.63,2.2,0.0223,Agressive,Agressive
3.15,0.317,3.11,4.65,2.17,0.00725,Agressive,Agressive
3.07,0.326,3.09,4.68,2.2,-0.00463,Agressive,Agressive
3.17,0.315,3.03,4.77,2.24,-0.0151,Agressive,Agressive
2.3,0.435,2.94,4.03,1.81,0.0267,Happy,Happy
2.38,0.421,3.09,3.83,1.91,0.0438,Happy,Happy
2.42,0.413,3.01,3.68,2.04,0.04,Happy,Happy
2.51,0.399,3,3.6,2.03,0.0494,Happy,Happy
2.62,0.381,3.1,3.61,2.01,0.0991,Happy,Happy
2.72,0.368,3.11,3.61,2.08,0.137,Happy,Happy
2.76,0.363,3.12,3.62,2.05,0.147,Happy,Happy
2.73,0.366,3.04,3.66,1.95,0.129,Happy,Happy
2.75,0.364,2.94,3.82,1.84,0.114,Happy,Happy
2.74,0.365,2.87,3.96,1.79,0.112,Happy,Happy
2.76,0.363,2.94,3.82,1.83,0.112,Happy,Happy
2.84,0.353,2.91,3.5,1.85,0.12,Happy,Happy
3.01,0.332,2.9,3.48,1.91,0.121,Happy,Happy
3,0.334,2.93,3.66,1.91,0.125,Happy,Happy
2.85,0.35,2.9,3.81,1.86,0.126,Happy,Happy
2.72,0.367,2.88,3.92,1.78,0.124,Happy,Happy
2.67,0.374,2.88,4.03,1.74,0.105,Happy,Happy
2.68,0.374,2.93,4.08,1.7,0.0887,Happy,Happy
2.75,0.364,2.95,4.07,1.73,0.0898,Happy,Happy
2.93,0.342,2.96,3.97,1.87,0.0758,Happy,Happy
2.96,0.338,3.1,3.85,1.91,0.0687,Happy,Happy
2.97,0.337,3.07,3.84,2.01,0.0515,Happy,Happy
2.94,0.341,3.1,3.85,1.89,0.0115,Happy,Happy
2.81,0.355,3.03,3.79,1.89,-0.00618,Happy,Happy
2.99,0.335,2.96,3.62,1.95,-0.00435,Happy,Happy
3.18,0.315,3.02,3.51,1.98,-0.00598,Happy,Happy
3.2,0.312,3.07,3.47,1.99,-0.00696,Happy,Happy
3.17,0.316,3.16,3.31,2.06,-0.011,Happy,Happy
3.11,0.322,3.23,3.25,2.15,-0.0186,Happy,Happy
3,0.334,3.36,3.67,2.22,-0.0214,Happy,Happy
2.98,0.336,3.33,4.34,2.09,-0.00667,Happy,Happy
2.99,0.335,3.31,4.71,2.1,-0.00386,Happy,Happy
2.96,0.337,3.54,4.76,2.17,-0.00686,Happy,Happy
2.92,0.343,3.51,4.75,2.18,-0.0212,Happy,Happy
2.81,0.356,3.5,4.75,2.13,-0.0277,Happy,Happy
2.55,0.392,3.57,4.75,2.04,-0.0297,Happy,Happy
2.31,0.433,3.56,4.73,2.1,-0.0492,Happy,Happy
2.29,0.436,3.59,4.72,2.1,-0.0599,Happy,Happy
2.33,0.429,3.53,4.71,2.09,-0.0572,Happy,Happy
2.35,0.426,3.71,4.65,2.12,-0.0514,Happy,Happy
2.19,0.458,3.66,4.34,2.03,-0.0962,Happy,Happy
2,0.5,3.7,3.64,2.28,-0.192,Happy,Happy
1.99,0.502,3.7,3.02,2.22,-0.194,Happy,Happy
1.79,0.559,3.54,2.96,2.24,-0.16,Happy,Happy
1.71,0.585,3.6,3.06,2.23,-0.147,Happy,Happy
1.74,0.575,3.7,3.07,2.27,-0.132,Happy,Happy
1.78,0.563,3.64,3.01,2.51,-0.0978,Happy,Happy
1.75,0.571,3.68,2.95,2.64,-0.0802,Happy,Happy
1.66,0.603,3.61,3.01,2.64,-0.062,Happy,Happy
1.63,0.612,3.67,3.47,2.62,-0.0466,Happy,Happy
1.67,0.599,3.34,3.85,2.6,-0.0545,Happy,Happy
1.66,0.601,3.26,3.87,2.61,-0.0699,Happy,Happy
1.7,0.587,3.2,3.8,2.45,-0.0237,Happy,Happy
1.87,0.536,3.21,3.79,2.46,0.033,Happy,Happy
2.02,0.495,3.18,3.76,2.39,0.0626,Happy,Happy
2.09,0.478,3.29,3.69,2.38,0.0499,Happy,Happy
2.23,0.449,3.32,3.67,2.38,-0.000097,Happy,Happy
2.32,0.431,3.43,3.74,1.89,0.00194,Happy,Happy
2.35,0.426,3.4,3.83,1.94,-0.000786,Happy,Happy
2.45,0.409,3.4,3.85,1.92,-0.0142,Happy,Happy
2.6,0.384,3.31,3.68,1.83,-0.0169,Happy,Happy
2.8,0.358,3.28,3.44,1.79,-0.0105,Happy,Happy
3.04,0.329,3.31,3.44,1.87,-0.00148,Happy,Happy
3.14,0.319,3.35,3.54,1.91,0.00798,Happy,Happy
3.2,0.313,3.51,3.65,1.96,0.0137,Happy,Happy
3.25,0.308,3.5,3.87,1.93,0.0177,Happy,Happy
3.3,0.303,3.26,4.2,2.15,0.0231,Happy,Happy
3.36,0.298,3.14,4.36,2.13,0.0234,Happy,Happy
3.42,0.292,2.97,4.38,2.14,0.02,Happy,Happy
3.44,0.291,3.09,4.39,2.17,0.0189,Happy,Happy
3.43,0.292,3.35,4.47,2.26,0.0273,Happy,Happy
3.4,0.294,3.42,4.6,2.28,0.0342,Happy,Happy
3.24,0.309,3.57,4.77,2.3,0.0381,Happy,Happy
