alpha,arousal1,betha,theta,gamma,valence1,Stimuli(Visual),Response
2.96,0.337,3.16,3.6,1.43,-0.0143,Sad,Sad
2.77,0.36,2.96,3.51,1.18,-0.0258,Sad,Sad
2.56,0.39,2.93,3.53,1.26,-0.0583,Sad,Sad
2.46,0.406,2.95,3.54,1.31,-0.0909,Sad,Sad
2.57,0.389,2.94,3.68,1.44,-0.0978,Sad,Sad
2.64,0.379,3.14,3.93,1.46,-0.118,Sad,Sad
2.63,0.381,3.18,4.06,1.51,-0.142,Sad,Sad
2.63,0.381,3.15,4.07,1.5,-0.109,Sad,Sad
2.67,0.374,3.34,4.02,1.61,-0.0674,Sad,Sad
2.72,0.368,3.33,3.99,1.63,-0.0544,Sad,Sad
2.79,0.358,3.25,3.98,1.72,-0.0494,Sad,Sad
2.91,0.344,3.31,3.96,1.83,-0.0477,Sad,Sad
2.95,0.339,3.41,3.94,1.9,-0.0492,Sad,Sad
2.92,0.343,3.36,3.91,1.83,-0.0517,Sad,Sad
2.84,0.352,3.4,3.83,1.84,-0.0477,Sad,Sad
2.74,0.365,3.35,3.53,1.76,-0.0322,Sad,Sad
2.65,0.378,3.3,3.12,1.79,0.0089,Sad,Sad
2.64,0.379,3.26,3,1.78,0.0274,Sad,Sad
3.18,0.315,3.1,3.77,1.75,-0.000055,Agressive,Sad
3.12,0.321,3.14,4,1.81,0.00413,Agressive,Sad
3.03,0.33,3.23,4.15,1.96,0.0195,Agressive,Sad
2.97,0.337,3.23,4.25,2.03,0.0309,Agressive,Sad
2.91,0.344,3.25,4.31,2.02,0.0241,Agressive,Sad
2.99,0.334,3.29,4.43,2.03,-0.0114,Agressive,Sad
3.21,0.311,3.38,4.62,1.97,-0.0306,Agressive,Sad
3.23,0.31,3.48,4.79,2,-0.0298,Agressive,Sad
3.14,0.319,3.51,4.96,2.01,-0.0303,Agressive,Sad
3.13,0.319,3.54,5.06,2.1,-0.0285,Agressive,Sad
3.23,0.31,3.58,5.03,2.07,-0.0245,Agressive,Sad
3.46,0.289,3.59,4.99,1.99,-0.0322,Agressive,Sad
3.5,0.286,3.54,4.92,1.95,-0.0495,Agressive,Sad
3.4,0.294,3.54,4.85,1.85,-0.0657,Agressive,Sad
3.39,0.295,3.5,4.81,1.8,-0.0695,Agressive,Sad
3.41,0.293,3.37,4.78,1.83,-0.0608,Agressive,Sad
3.34,0.299,3.46,4.71,1.84,-0.0482,Agressive,Sad
3.13,0.32,3.46,4.55,1.82,-0.0398,Agressive,Sad
3.08,0.325,3.44,4.21,1.84,-0.0428,Agressive,Sad
3.09,0.324,3.36,3.72,1.63,-0.0423,Agressive,Sad
3.09,0.324,3.29,3.45,1.7,-0.0534,Agressive,Sad
2.81,0.356,3.35,3.46,1.75,-0.0783,Agressive,Sad
2.32,0.43,3.37,3.5,1.78,-0.0787,Agressive,Sad
2.21,0.453,3.28,3.54,1.78,-0.0435,Agressive,Sad
2.21,0.452,3.25,3.63,1.82,-0.0597,Agressive,Sad
2.17,0.461,3.24,3.71,1.84,-0.0829,Agressive,Sad
2.19,0.457,3.21,3.83,1.81,-0.087,Agressive,Sad
2.1,0.476,3.01,3.95,2.04,-0.11,Agressive,Sad
1.97,0.507,3,3.94,2.02,-0.121,Agressive,Sad
1.89,0.528,2.93,3.86,2.16,-0.108,Agressive,Sad
1.78,0.562,2.95,3.85,2.16,-0.0742,Agressive,Sad
1.81,0.552,2.92,3.92,2.08,-0.0376,Agressive,Sad
2.13,0.469,2.92,3.98,2.06,-0.0202,Agressive,Sad
2.26,0.443,3,3.91,2.32,-0.0132,Agressive,Sad
2.23,0.448,3.09,3.9,2.39,-0.00579,Agressive,Sad
2.32,0.43,3.12,4.08,2.42,0.0286,Agressive,Sad
2.44,0.409,3.16,4.43,2.51,0.0688,Agressive,Sad
2.48,0.403,3.23,4.9,2.55,0.111,Agressive,Sad
2.51,0.398,3.29,5.13,2.51,0.125,Agressive,Sad
2.83,0.354,3.52,5.11,2.59,0.0642,Agressive,Sad
3.23,0.309,3.58,5.19,2.54,0.0316,Agressive,Sad
3.34,0.299,3.63,5.25,2.75,0.0326,Agressive,Sad
3.31,0.302,3.74,5.24,2.88,0.032,Agressive,Sad
3.25,0.307,3.82,5.28,2.99,0.0299,Agressive,Sad
3.25,0.307,3.89,5.43,2.86,0.0297,Agressive,Sad
3.28,0.305,3.88,5.51,2.85,0.0257,Agressive,Sad
3.26,0.307,3.9,5.48,2.88,0.0176,Agressive,Sad
3.26,0.307,3.96,5.34,2.83,0.00853,Agressive,Sad
3.29,0.304,3.92,5.02,2.79,-0.000698,Agressive,Sad
3.31,0.302,3.8,4.75,2.76,-0.000202,Agressive,Sad
3.12,0.321,3.74,4.76,2.73,0.0189,Agressive,Sad
2.83,0.353,3.72,4.76,2.78,0.0186,Agressive,Sad
2.85,0.351,3.72,4.96,2.59,0.0152,Agressive,Sad
2.82,0.355,3.67,5.22,2.49,0.0274,Agressive,Sad
2.77,0.361,3.53,5.27,2.44,0.0405,Agressive,Sad
2.72,0.367,3.41,5.16,2.5,0.0441,Agressive,Sad
2.74,0.365,3.45,5.08,2.42,0.0282,Agressive,Sad
2.7,0.37,3.37,5.06,2.34,0.0191,Agressive,Sad
2.57,0.39,3.29,5.09,2.59,0.0271,Agressive,Sad
2.47,0.405,3.27,5.13,2.67,0.0274,Agressive,Sad
2.33,0.428,3.41,5.16,2.7,0.0127,Agressive,Sad
2.02,0.495,3.44,5.18,2.71,-0.00596,Agressive,Sad
1.92,0.521,3.57,5.1,3.61,-0.00765,Agressive,Sad
2.26,0.443,4.13,4.86,4.02,0.0212,Agressive,Sad
3.41,0.294,4.2,4.82,4.1,0.0216,Agressive,Sad
4.05,0.247,4.55,4.86,4.21,0.0143,Agressive,Sad
4.22,0.237,4.63,4.74,4.43,0.0142,Agressive,Sad
4.24,0.236,4.71,4.78,4.46,0.0166,Agressive,Sad
4.23,0.236,4.79,4.87,4.49,0.0175,Agressive,Sad
4.26,0.235,4.78,4.84,4.47,0.0193,Agressive,Sad
4.31,0.232,4.73,5.19,4.47,0.0235,Agressive,Sad
4.43,0.226,4.71,5.7,4.47,0.0244,Agressive,Sad
4.51,0.222,4.71,5.87,4.39,0.0246,Agressive,Sad
4.57,0.219,4.49,5.88,4.01,0.0251,Agressive,Sad
4.56,0.219,4.42,5.88,3.99,0.0265,Agressive,Sad
4.32,0.232,4.25,5.77,3.9,0.0346,Agressive,Sad
3.93,0.254,3.86,5.7,3.64,0.0581,Agressive,Sad
3.73,0.268,3.64,5.73,3.42,0.0746,Agressive,Sad
3.72,0.269,3.6,5.78,3.64,0.0741,Agressive,Sad
3.72,0.269,3.55,5.84,3.66,0.0718,Agressive,Sad
3.71,0.269,3.53,5.87,3.72,0.0645,Agressive,Sad
3.64,0.274,3.62,5.67,3.75,0.0637,Agressive,Sad
3.81,0.262,3.69,5.14,3.78,0.0543,Agressive,Sad
4.01,0.249,3.63,4.83,3.68,0.0443,Agressive,Sad
4.05,0.247,4.07,4.77,3.79,0.0425,Agressive,Sad
4.26,0.235,4.03,4.78,3.82,0.0357,Agressive,Sad
4.49,0.223,4.24,4.8,3.83,0.0274,Agressive,Sad
4.58,0.218,4.31,4.76,3.88,0.0238,Agressive,Sad
4.6,0.218,4.33,4.63,3.78,0.0234,Agressive,Sad
4.65,0.215,4.29,4.3,3.64,0.0232,Agressive,Sad
4.71,0.212,4.3,3.99,3.6,0.0226,Agressive,Sad
4.73,0.211,4.29,4.05,3.54,0.0219,Agressive,Sad
4.65,0.215,4.32,3.95,3.54,0.0209,Agressive,Sad
4.52,0.221,4.48,3.92,3.56,0.0215,Agressive,Sad
4.36,0.23,4.67,3.81,3.5,0.0232,Agressive,Sad
4.24,0.236,4.53,3.78,3.22,0.0181,Agressive,Sad
4.17,0.24,4.49,3.73,3.08,0.00765,Agressive,Sad
4.12,0.243,4.31,3.93,2.96,0.00253,Agressive,Sad
4.13,0.242,4.35,4.6,3.02,0.0015,Agressive,Sad
4.12,0.243,4.33,5.15,2.95,0.000463,Agressive,Sad
4.05,0.247,4.29,5.33,2.92,-0.00218,Agressive,Sad
3.94,0.254,4.27,5.31,3.01,-0.00507,Agressive,Sad
3.95,0.253,4.29,5.29,2.95,-0.0036,Agressive,Sad
3.96,0.252,4.27,5.29,3.02,-0.00249,Agressive,Sad
3.92,0.255,4.02,5.33,3.03,-0.00551,Agressive,Sad
3.89,0.257,3.65,5.4,2.97,-0.00862,Agressive,Sad
3.77,0.265,3.53,5.48,3.03,-0.0063,Agressive,Sad
2.73,0.366,3.29,4.31,2.6,0.0411,Happy,Happy
2.67,0.375,3.34,4.38,2.67,0.0232,Happy,Happy
2.58,0.388,3.3,4.52,2.66,0.0222,Happy,Happy
2.44,0.409,3.16,4.59,2.63,0.04,Happy,Happy
2.42,0.414,2.99,4.64,2.55,0.0444,Happy,Happy
2.44,0.41,2.9,4.7,2.52,0.0268,Happy,Happy
2.47,0.404,2.74,4.72,2.33,-0.00295,Happy,Happy
2.47,0.404,2.69,4.68,2.3,-0.0232,Happy,Happy
2.52,0.398,2.68,4.62,2.22,-0.0136,Happy,Happy
2.58,0.387,2.81,4.53,2.14,0.00271,Happy,Happy
2.52,0.397,2.82,4.46,2.13,0.0172,Happy,Happy
2.32,0.431,2.78,4.43,2.14,0.0428,Happy,Happy
2.26,0.443,2.73,4.27,1.98,0.0523,Happy,Happy
2.28,0.439,2.68,4.01,2,0.0527,Happy,Happy
2.26,0.443,2.64,3.8,2.09,0.0667,Happy,Happy
2.24,0.446,2.8,3.57,2.12,0.0795,Happy,Happy
2.17,0.461,2.85,3.46,2.13,0.1,Happy,Happy
2.25,0.445,2.92,3.64,2.1,0.133,Happy,Happy
2.4,0.417,2.9,3.72,2.05,0.127,Happy,Happy
2.4,0.417,2.83,3.73,2.09,0.119,Happy,Happy
2.36,0.424,2.83,3.81,2.03,0.103,Happy,Happy
2.54,0.393,3,3.92,2.03,0.0678,Happy,Happy
2.63,0.38,3.18,3.94,1.96,0.0532,Happy,Happy
2.67,0.374,3.25,3.93,1.91,0.0522,Happy,Happy
2.79,0.359,3.36,3.86,1.86,0.0461,Happy,Happy
2.91,0.344,3.55,3.76,1.95,0.0321,Happy,Happy
2.94,0.34,3.49,3.79,2.15,0.0276,Happy,Happy
2.94,0.34,3.41,3.76,2.17,0.0302,Happy,Happy
2.94,0.34,3.45,3.64,2.21,0.0104,Happy,Happy
2.91,0.344,3.46,3.6,2.29,-0.0156,Happy,Happy
2.92,0.343,3.48,3.72,2.26,-0.0243,Happy,Happy
3.08,0.325,3.38,3.86,2.25,-0.0155,Happy,Happy
3.13,0.319,3.29,3.87,2.27,-0.00624,Happy,Happy
3.11,0.322,3.21,3.81,2.36,-0.00539,Happy,Happy
3.04,0.329,3.16,3.78,2.38,-0.00964,Happy,Happy
2.88,0.347,2.9,3.92,2.33,-0.024,Happy,Happy
2.71,0.369,2.87,4.09,2.24,-0.032,Happy,Happy
2.71,0.369,2.96,4.07,2.08,-0.0141,Happy,Happy
2.72,0.368,3.02,4.01,2.12,-0.00922,Happy,Happy
2.6,0.385,2.93,4.08,2,0.00232,Happy,Happy
2.54,0.394,2.93,4.14,1.96,0.0195,Happy,Happy
2.43,0.412,2.92,4.12,2.19,0.0433,Happy,Happy
2.14,0.467,2.92,4.01,2.18,0.0163,Happy,Happy
1.88,0.532,2.96,3.97,2.18,-0.0237,Happy,Happy
1.86,0.539,3.05,4.04,2.1,-0.0163,Happy,Happy
2.16,0.463,3.04,4.04,2.1,0.0244,Happy,Happy
2.38,0.42,3.12,3.89,2.06,0.0343,Happy,Happy
2.49,0.401,3.27,3.81,1.97,0.00357,Happy,Happy
2.48,0.404,3.37,3.93,1.88,-0.0159,Happy,Happy
2.53,0.396,3.31,3.97,1.87,-0.019,Happy,Happy
2.64,0.378,3.4,3.92,2.07,-0.0206,Happy,Happy
2.71,0.369,3.49,3.9,2.14,-0.00719,Happy,Happy
2.75,0.364,3.66,3.89,2.13,0.0104,Happy,Happy
2.76,0.362,3.66,3.82,2.14,0.0104,Happy,Happy
2.74,0.365,3.6,3.73,2.11,0.00812,Happy,Happy
2.69,0.372,3.56,3.66,2.09,0.00612,Happy,Happy
2.61,0.383,3.69,3.65,2.12,-0.00941,Happy,Happy
2.79,0.359,3.68,3.62,2.23,-0.0234,Happy,Happy
3.05,0.328,3.58,3.57,2.37,-0.0218,Happy,Happy
3.06,0.327,3.6,3.6,2.45,-0.0197,Happy,Happy
3.03,0.33,3.63,3.61,2.46,-0.0165,Happy,Happy
3.02,0.331,3.52,3.62,2.31,-0.0174,Happy,Happy
3.01,0.332,3.45,3.78,2.24,-0.0299,Happy,Happy
3.01,0.332,3.26,3.97,2.23,-0.0352,Happy,Happy
3.02,0.331,3.25,4.01,2.22,-0.0294,Happy,Happy
3.05,0.328,3.26,4.01,2.27,-0.0359,Happy,Happy
3.1,0.322,3.42,3.97,2.34,-0.0394,Happy,Happy
3.07,0.326,3.17,3.98,2.37,-0.0311,Happy,Happy
2.83,0.353,3.15,4.12,2.33,-0.0285,Happy,Happy
2.79,0.359,2.99,4.17,2.16,-0.0252,Happy,Happy
2.96,0.338,2.97,4.1,2.1,-0.0116,Happy,Happy
2.92,0.343,2.96,4.07,2.05,-0.0114,Happy,Happy
3.03,0.33,3.09,4.11,2.04,-0.0202,Happy,Happy
3.22,0.311,3.22,3.98,1.94,-0.0265,Happy,Happy
3.22,0.31,3.32,3.78,1.89,-0.0289,Happy,Happy
3.36,0.297,3.45,3.75,1.94,-0.0203,Happy,Happy
3.55,0.282,3.43,3.94,1.89,-0.00996,Happy,Happy
3.5,0.286,3.28,4.09,1.75,-0.00623,Happy,Happy
3.47,0.288,3.23,4.09,1.79,-0.00426,Happy,Happy
3.48,0.288,3.14,3.99,1.99,0.000249,Happy,Happy
3.39,0.295,3.16,3.87,1.99,0.00189,Happy,Happy
3.36,0.298,3.17,3.85,1.99,0.00187,Happy,Happy
3.39,0.295,3.14,3.78,1.98,0.00977,Happy,Happy
3.22,0.311,3.13,3.67,1.98,0.0253,Happy,Happy
3.09,0.324,2.93,3.65,2,0.0391,Happy,Happy
3,0.333,2.92,3.86,1.99,0.0446,Happy,Happy
2.59,0.387,2.84,4.05,2,0.0943,Happy,Happy
2.25,0.444,2.76,4.11,1.88,0.149,Happy,Happy
2.25,0.445,2.77,4.14,1.9,0.158,Happy,Happy
2.17,0.461,2.8,4.14,1.66,0.175,Happy,Happy
1.99,0.504,2.88,4.07,1.57,0.194,Happy,Happy
1.9,0.526,2.86,4.01,1.58,0.197,Happy,Happy
1.74,0.573,2.89,4.02,1.58,0.158,Happy,Happy
1.67,0.597,2.85,4,1.74,0.11,Happy,Happy
1.76,0.569,2.93,4.01,1.69,0.0373,Happy,Happy
1.91,0.524,2.88,3.92,1.66,-0.00157,Happy,Happy
2.2,0.454,2.81,3.58,1.59,0.00588,Happy,Happy
2.32,0.43,2.84,3.04,1.59,0.032,Happy,Happy
2.33,0.43,2.89,2.58,1.62,0.0256,Happy,Happy
2.28,0.44,2.88,2.75,1.66,0.0172,Happy,Happy
2.22,0.451,2.83,3.39,1.71,0.00074,Happy,Happy
2.27,0.441,2.84,3.84,1.69,-0.0191,Happy,Happy
2.33,0.429,2.84,4.06,1.75,-0.0188,Happy,Happy
2.35,0.425,2.97,4.12,1.86,-0.0199,Happy,Happy
2.29,0.437,2.9,4.18,1.85,-0.0352,Happy,Happy
2.16,0.463,2.82,4.24,1.89,-0.0225,Happy,Happy
1.88,0.532,2.99,4.27,1.91,0.00152,Happy,Happy
3.01,0.332,3.35,3.66,2.73,-0.0286,Sad,Happy
3.03,0.33,3.34,3.29,2.76,-0.00455,Sad,Happy
3.07,0.325,3.37,3.21,2.78,0.00546,Sad,Happy
3.15,0.318,3.32,3.38,2.67,0.00661,Sad,Happy
3.3,0.303,3.79,3.57,2.49,0.00411,Sad,Happy
3.68,0.272,3.73,3.65,2.46,0.00129,Sad,Happy
3.9,0.256,3.81,3.89,2.37,0.00191,Sad,Happy
3.89,0.257,3.79,3.94,2.23,0.00113,Sad,Happy
4,0.25,3.79,3.91,2.09,0.00187,Sad,Happy
4.08,0.245,3.76,3.97,2.1,0.00647,Sad,Happy
4.09,0.245,3.72,4.12,2.22,0.00877,Sad,Happy
4.18,0.239,3.76,4.27,2.27,0.0111,Sad,Happy
4.22,0.237,3.8,4.3,2.26,0.0145,Sad,Happy
4.2,0.238,3.85,4.28,2.08,0.017,Sad,Happy
4.18,0.239,3.59,4.16,1.91,0.0172,Sad,Happy
4.09,0.244,3.46,4.14,1.95,0.0207,Sad,Happy
3.78,0.265,3.36,4.1,1.94,0.034,Sad,Happy
3.7,0.27,3.34,3.87,1.9,0.0361,Sad,Happy
3.66,0.273,3.24,3.73,1.96,0.0432,Sad,Happy
3.49,0.286,3.25,3.67,1.97,0.0535,Sad,Happy
3.41,0.293,3.3,3.52,1.96,0.0548,Sad,Happy
3.26,0.307,3.22,3.11,1.88,0.0604,Sad,Happy
2.9,0.345,3.25,2.53,1.85,0.081,Sad,Happy
2.71,0.369,3.22,2.43,1.84,0.0963,Sad,Happy
2.91,0.344,3.13,2.49,1.86,0.0845,Sad,Happy
3.04,0.329,3.1,2.64,1.83,0.0822,Sad,Happy
3.03,0.33,2.97,2.87,1.93,0.0865,Sad,Happy
2.96,0.338,2.83,2.97,2.2,0.0858,Sad,Happy
2.86,0.35,2.95,3.2,2.24,0.0879,Sad,Happy
2.88,0.347,3,3.56,2.2,0.0739,Sad,Happy
3.05,0.327,3.12,3.62,2.17,0.0618,Sad,Happy
3.1,0.323,3.02,3.8,2.17,0.0621,Sad,Happy
3.15,0.318,2.94,4.11,2.16,0.052,Sad,Happy
3.33,0.3,2.87,4.23,2.1,0.0393,Sad,Happy
3.37,0.297,2.84,4.24,2.1,0.0255,Sad,Happy
3.31,0.302,2.91,4.31,2.06,0.0138,Sad,Happy
3.26,0.307,2.9,4.39,2.02,0.0115,Sad,Happy
3.29,0.304,3.13,4.38,2.03,0.02,Sad,Happy
3.33,0.3,3.08,4.39,2.07,0.0241,Sad,Happy
3.33,0.3,3.04,4.39,2.08,0.0256,Sad,Happy
3.29,0.304,3.05,4.36,2.23,0.028,Sad,Happy
3.18,0.314,2.94,4.48,2.21,0.0285,Sad,Happy
3.25,0.308,2.94,4.57,2.15,0.0315,Sad,Happy
3.26,0.306,2.93,4.53,2.12,0.0419,Sad,Happy
3.06,0.327,3.02,4.51,2.09,0.0591,Sad,Happy
2.89,0.346,3,4.5,2.06,0.0688,Sad,Happy
2.95,0.338,2.99,4.46,2.09,0.0764,Sad,Happy
3.03,0.33,2.98,4.42,2.14,0.0772,Sad,Happy
2.96,0.337,2.83,4.37,2.08,0.0709,Sad,Happy
2.95,0.339,2.85,4.29,1.84,0.0726,Sad,Happy
2.97,0.337,2.81,4.26,1.82,0.085,Sad,Happy
2.98,0.336,2.73,4.25,1.65,0.0951,Sad,Happy
2.96,0.338,2.82,4.01,1.79,0.0941,Sad,Happy
2.87,0.348,2.9,3.78,1.84,0.0864,Sad,Happy
2.88,0.347,2.95,3.7,2,0.0413,Sad,Happy
3.08,0.325,2.76,3.71,2.1,0.0222,Sad,Happy
3.16,0.316,2.8,3.65,2.12,0.0208,Sad,Happy
3.16,0.317,2.84,3.67,2.14,0.00714,Sad,Happy
3.11,0.321,2.98,3.83,2.11,-0.0036,Sad,Happy
3.27,0.306,2.83,3.93,2.11,-0.0212,Sad,Happy
3.37,0.296,3.06,3.87,2.13,-0.0383,Sad,Happy
3.34,0.299,3.22,3.86,2.19,-0.0545,Sad,Happy
3.4,0.294,3.19,3.81,2.31,-0.061,Sad,Happy
3.46,0.289,3.08,3.74,2.33,-0.0599,Sad,Happy
3.43,0.292,3.06,3.79,2.27,-0.0559,Sad,Happy
3.33,0.3,3.04,3.74,2.2,-0.0534,Sad,Happy
3.17,0.316,3.16,3.65,2.21,-0.0599,Sad,Happy
3.02,0.331,3.24,3.66,2.47,-0.056,Sad,Happy
3.08,0.325,3.2,3.52,2.48,-0.0457,Sad,Happy
3.09,0.324,3.19,3.24,2.48,-0.0286,Sad,Happy
2.94,0.34,3.24,3.21,2.5,0.00751,Sad,Happy
2.97,0.336,3.03,3.66,2.54,0.0233,Sad,Happy
3.3,0.303,3.01,4.35,2.49,-0.00104,Sad,Happy
3.52,0.284,3.04,4.67,2.39,-0.0144,Sad,Happy
3.63,0.275,3.01,4.72,2.32,-0.0111,Sad,Happy
3.63,0.275,3.02,4.71,2.3,-0.0126,Sad,Happy
3.63,0.276,2.99,4.75,2.32,-0.0171,Sad,Happy
3.64,0.274,2.78,4.76,2.19,-0.0204,Sad,Happy
3.63,0.276,2.6,4.84,1.86,-0.0267,Sad,Happy
3.59,0.278,2.49,5.03,1.88,-0.0246,Sad,Happy
3.57,0.28,2.41,5.15,1.75,-0.0271,Sad,Happy
3.5,0.286,2.34,5.16,1.62,-0.0415,Sad,Happy
3.43,0.292,2.17,5,1.49,-0.0432,Sad,Happy
3.13,0.32,2.25,4.7,1.74,-0.0271,Sad,Happy
2.63,0.38,2.43,4.47,1.83,-0.0286,Sad,Happy
2.52,0.396,2.55,4.44,1.97,-0.0671,Sad,Happy
2.49,0.402,2.63,4.44,1.94,-0.0706,Sad,Happy
2.35,0.425,2.7,4.59,1.9,-0.0674,Sad,Happy
2.32,0.431,2.73,4.81,1.92,-0.0676,Sad,Happy
2.34,0.428,2.8,4.76,2.1,-0.0907,Sad,Happy
2.42,0.413,2.87,4.49,2.11,-0.115,Sad,Happy
2.45,0.409,2.95,4.25,2.11,-0.0946,Sad,Happy
2.53,0.395,2.94,4.17,2.14,-0.05,Sad,Happy
2.48,0.403,2.92,4.19,2.17,-0.0423,Sad,Happy
2.3,0.435,2.93,4.26,2.12,-0.0322,Sad,Happy
2.14,0.466,2.8,4.37,2.09,-0.00578,Sad,Happy
2.15,0.465,2.83,4.49,2.03,-0.00581,Sad,Happy
2.23,0.449,2.8,4.47,2.03,-0.0038,Sad,Happy
2.22,0.451,2.83,4.23,2.04,-0.00274,Sad,Happy
2.32,0.432,3,3.81,1.99,0.00671,Sad,Happy
2.38,0.421,2.91,3.67,1.93,0.0545,Sad,Happy
2.45,0.408,2.9,3.72,2,0.0995,Sad,Happy
2.44,0.411,2.78,3.99,2.1,0.0754,Sad,Happy
2.32,0.43,2.84,4.27,2.17,0.0448,Sad,Happy
2.36,0.424,2.9,4.33,2.2,0.0512,Sad,Happy
2.53,0.395,3.12,4.28,2.28,0.0578,Sad,Happy
2.69,0.371,3.2,4.17,2.48,0.0787,Sad,Happy
2.44,0.411,2.64,4.01,1.81,-0.000173,Agressive,?
2.22,0.45,2.57,4.15,1.92,0.023,Agressive,?
2.17,0.461,2.65,4.16,1.93,0.0489,Agressive,?
2.46,0.406,2.78,4.2,1.91,0.0265,Agressive,?
2.95,0.339,2.99,4.49,1.83,0.0124,Agressive,?
3.44,0.291,3.13,5.06,1.8,0.00237,Agressive,?
3.6,0.278,3.12,5.39,1.87,-0.00639,Agressive,?
3.63,0.275,3.35,5.5,1.97,-0.0102,Agressive,?
3.74,0.268,3.45,5.5,2.01,-0.00524,Agressive,?
3.82,0.262,3.43,5.52,1.93,-0.000707,Agressive,?
3.83,0.261,3.42,5.56,1.97,-0.0017,Agressive,?
3.84,0.261,3.49,5.55,2.07,-0.00142,Agressive,?
3.86,0.259,3.52,5.53,2.01,-0.000503,Agressive,?
3.85,0.259,3.52,5.56,2.08,-0.00105,Agressive,?
3.77,0.265,3.43,5.55,2.12,-0.00163,Agressive,?
3.54,0.283,3.39,5.34,2.26,-0.00266,Agressive,?
3.05,0.327,3.43,4.88,2.27,0.00553,Agressive,?
2.8,0.358,3.43,4.56,2.19,0.0235,Agressive,?
2.81,0.356,3.33,4.52,2.19,0.0194,Agressive,?
2.66,0.376,3.21,4.43,2.22,-0.00855,Agressive,?
2.46,0.407,3.18,4.11,2.26,-0.0412,Agressive,?
2.4,0.416,3.06,3.84,2.19,-0.0292,Agressive,?
2.38,0.421,3.04,3.82,2.09,-0.0353,Agressive,?
2.32,0.431,3.06,3.73,2.27,-0.0327,Agressive,?
2.25,0.445,3.01,3.5,2.13,-0.0299,Agressive,?
2.32,0.431,3.03,3.43,2.23,-0.0137,Agressive,?
2.35,0.426,3.07,3.39,2.15,0.00389,Agressive,?
2.36,0.425,2.96,3.15,2.21,0.0108,Agressive,?
2.23,0.448,2.99,2.78,2.28,0.0204,Agressive,?
1.97,0.507,3.2,3.12,2.4,0.0492,Agressive,?
1.82,0.549,3.31,3.79,2.37,0.041,Agressive,?
1.83,0.548,3.32,4.08,2.35,-0.00137,Agressive,?
1.86,0.537,3.4,4.17,2.37,-0.0518,Agressive,?
1.82,0.548,3.39,4.2,2.39,-0.089,Agressive,?
1.78,0.563,3.33,4.24,2.26,-0.121,Agressive,?
1.69,0.59,3.24,4.27,2.21,-0.169,Agressive,?
1.6,0.626,3.16,4.3,2.11,-0.256,Agressive,?
1.68,0.597,3.14,4.36,2.09,-0.299,Agressive,?
2.14,0.466,3.07,4.43,1.9,-0.165,Agressive,?
2.74,0.365,3.36,4.53,2.03,-0.0764,Agressive,?
3.03,0.33,3.14,4.66,1.88,-0.0673,Agressive,?
3.1,0.322,3.12,4.68,2.21,-0.058,Agressive,?
3.19,0.314,3.12,4.78,2.22,-0.0325,Agressive,?
3.32,0.301,3.07,4.85,2.24,-0.0185,Agressive,?
3.38,0.296,3.12,4.86,2.19,-0.0157,Agressive,?
3.4,0.294,3.12,4.84,2.22,-0.0159,Agressive,?
3.42,0.292,3.24,4.84,2.25,-0.0145,Agressive,?
3.42,0.292,3.25,4.83,2.23,-0.0103,Agressive,?
3.4,0.294,3.26,4.77,2.31,-0.00672,Agressive,?
3.2,0.312,3.16,4.73,2.32,-0.00512,Agressive,?
2.79,0.358,2.73,4.62,2.24,0.0101,Agressive,?
2.61,0.383,2.95,4.24,2.2,0.0397,Agressive,?
2.45,0.408,2.9,3.64,2.01,0.0337,Agressive,?
2.09,0.477,2.92,2.94,2.1,0.00352,Agressive,?
1.67,0.597,2.92,2.66,2.05,-0.0116,Agressive,?
1.44,0.696,2.96,2.77,2.17,0.00914,Agressive,?
1.3,0.77,2.99,3.12,2.36,0.0279,Agressive,?
1.23,0.812,2.95,3.38,2.38,-0.0423,Agressive,?
1.39,0.717,3.17,3.44,2.54,-0.108,Agressive,?
1.46,0.685,3.32,3.43,2.49,-0.142,Agressive,?
1.68,0.596,3.41,3.47,2.54,-0.127,Agressive,?
1.91,0.524,3.46,3.53,2.53,-0.0716,Agressive,?
1.95,0.514,3.37,3.6,2.55,-0.0454,Agressive,?
1.93,0.519,3.34,3.66,2.56,-0.0149,Agressive,?
1.91,0.523,3.3,3.69,2.66,-0.000261,Agressive,?
1.93,0.517,3.41,3.7,2.7,-0.00806,Agressive,?
1.97,0.508,3.43,3.67,2.54,-0.0208,Agressive,?
2.03,0.493,3.65,3.55,2.59,0.00123,Agressive,?
2.23,0.449,3.78,3.38,2.63,0.000088,Agressive,?
2.3,0.435,3.8,3.31,2.64,-0.0271,Agressive,?
2.28,0.439,3.81,3.66,2.66,-0.0136,Agressive,?
2.19,0.457,3.82,4.33,2.65,-0.0247,Agressive,?
2.12,0.472,3.86,4.78,2.66,-0.0598,Agressive,?
2.12,0.471,3.98,4.92,2.7,-0.0743,Agressive,?
2.4,0.416,4.01,4.91,2.73,-0.0665,Agressive,?
2.52,0.397,4.05,4.9,2.62,-0.0555,Agressive,?
2.51,0.398,4.04,4.89,2.56,-0.0567,Agressive,?
2.52,0.397,4.04,4.92,2.53,-0.0679,Agressive,?
2.48,0.403,3.78,4.99,2.49,-0.111,Agressive,?
