alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
2.666,0.375,3.087,3.694,1.772,0.044,Calm,Calm
2.689,0.372,2.897,3.704,1.707,0.048,Calm,Calm
2.668,0.375,3.232,3.527,1.795,0.067,Calm,Calm
2.781,0.36,3.194,3.386,1.807,0.073,Calm,Calm
2.854,0.35,3.388,3.441,1.715,0.062,Calm,Calm
2.731,0.366,3.756,3.485,1.636,0.048,Calm,Calm
2.97,0.337,4.466,4.843,3.289,-0.03,Agressive,Agressive
3.005,0.333,4.503,4.993,3.244,-0.034,Agressive,Agressive
3.155,0.317,4.467,5.087,3.239,-0.035,Agressive,Agressive
3.27,0.306,4.401,5.072,3.088,-0.035,Agressive,Agressive
3.298,0.303,4.063,4.931,3.141,-0.041,Agressive,Agressive
3.23,0.31,3.839,4.913,3.12,-0.04,Agressive,Agressive
2.965,0.337,4.056,4.91,3.055,-0.046,Agressive,Agressive
2.945,0.34,4.102,4.768,2.926,-0.048,Agressive,Agressive
3.183,0.314,4,4.652,2.852,-0.028,Agressive,Agressive
3.394,0.295,4.057,4.78,2.981,-0.017,Agressive,Agressive
3.478,0.287,4.088,4.99,2.996,-0.009,Agressive,Agressive
3.486,0.287,4.108,5.013,2.989,-0.006,Agressive,Agressive
3.427,0.292,4.082,4.945,2.987,0.001,Agressive,Agressive
3.299,0.303,4.087,4.914,2.975,0.012,Agressive,Agressive
3.174,0.315,4.042,4.955,2.681,0.024,Agressive,Agressive
3.1,0.323,3.972,4.997,2.418,0.034,Agressive,Agressive
2.991,0.334,3.861,4.976,2.398,0.042,Agressive,Agressive
2.982,0.335,3.543,4.978,2.315,0.047,Agressive,Agressive
2.838,0.352,3.388,4.984,2.195,0.055,Agressive,Agressive
2.508,0.399,3.303,4.928,2.06,0.077,Agressive,Agressive
2.431,0.411,3.234,4.77,1.913,0.039,Agressive,Agressive
2.541,0.393,3.325,4.477,1.937,-0.012,Agressive,Agressive
2.557,0.391,3.26,4.33,1.876,-0.034,Agressive,Agressive
2.49,0.402,3.109,4.327,1.989,-0.048,Agressive,Agressive
2.544,0.393,2.995,4.325,2.051,-0.034,Agressive,Agressive
2.632,0.38,2.956,4.304,2.05,-0.022,Agressive,Agressive
2.667,0.375,2.983,4.376,2.027,-0.02,Agressive,Agressive
2.663,0.376,3.115,4.632,2.064,-0.021,Agressive,Agressive
2.895,0.345,3.22,4.807,2.069,-0.018,Agressive,Agressive
3.084,0.324,3.296,4.938,2.048,-0.027,Agressive,Agressive
2.986,0.335,3.367,5.097,2.086,-0.029,Agressive,Agressive
2.855,0.35,3.494,5.213,2.112,-0.014,Agressive,Agressive
3.035,0.329,3.443,5.248,2.109,0.008,Agressive,Agressive
3.263,0.306,3.448,5.239,2.108,0.008,Agressive,Agressive
3.301,0.303,3.393,5.182,2.024,0.004,Agressive,Agressive
3.249,0.308,3.364,5.072,1.944,-0.002,Agressive,Agressive
3.243,0.308,3.358,4.975,1.906,-0.001,Agressive,Agressive
3.328,0.3,3.423,4.814,2.019,0.007,Agressive,Agressive
3.344,0.299,3.489,4.554,2.075,0.014,Agressive,Agressive
3.228,0.31,3.525,4.405,2.07,0.024,Agressive,Agressive
3.133,0.319,3.518,4.235,2.07,0.04,Agressive,Agressive
3.132,0.319,3.377,3.815,2.135,0.039,Agressive,Agressive
3.175,0.315,3.519,3.507,2.144,0.008,Agressive,Agressive
3.203,0.312,3.841,3.547,2.171,-0.015,Agressive,Agressive
3.184,0.314,4.026,3.614,2.271,-0.016,Agressive,Agressive
3.211,0.311,4.105,3.653,2.433,-0.015,Agressive,Agressive
3.304,0.303,4.23,3.674,2.478,-0.026,Agressive,Agressive
3.308,0.302,4.205,3.707,2.498,-0.041,Agressive,Agressive
3.225,0.31,4.137,3.752,2.491,-0.061,Agressive,Agressive
3.197,0.313,4.183,3.778,2.552,-0.074,Agressive,Agressive
3.174,0.315,4.146,3.767,2.538,-0.073,Agressive,Agressive
3.18,0.314,4.169,3.697,2.495,-0.072,Agressive,Agressive
3.139,0.319,4.075,3.638,2.498,-0.073,Agressive,Agressive
2.902,0.345,4.027,3.551,2.829,-0.079,Agressive,Agressive
2.795,0.358,3.939,3.272,3.084,-0.078,Agressive,Agressive
3.182,0.314,3.846,3.236,3.047,-0.053,Agressive,Agressive
3.453,0.29,3.883,3.334,2.99,-0.038,Agressive,Agressive
3.441,0.291,3.902,3.404,3.059,-0.026,Agressive,Agressive
3.427,0.292,4.015,3.326,3.057,-0.018,Agressive,Agressive
3.451,0.29,4.038,3.377,3.018,-0.013,Agressive,Agressive
3.505,0.285,4.291,3.592,3.006,-0.013,Agressive,Agressive
3.516,0.284,4.328,3.611,3.047,-0.014,Agressive,Agressive
3.56,0.281,4.368,3.887,3.153,-0.013,Agressive,Agressive
3.591,0.278,4.389,4.394,3.001,-0.012,Agressive,Agressive
3.574,0.28,4.446,4.662,2.706,-0.01,Agressive,Agressive
3.491,0.286,4.414,4.688,2.726,-0.008,Agressive,Agressive
3.142,0.318,4.432,4.759,2.731,0.005,Agressive,Agressive
2.725,0.367,4.398,4.952,2.649,0.027,Agressive,Agressive
2.642,0.378,4.495,5.061,2.615,0.026,Agressive,Agressive
2.597,0.385,4.532,5.093,2.62,0.017,Agressive,Agressive
2.561,0.391,4.576,5.136,2.687,0.005,Agressive,Agressive
2.677,0.374,4.526,5.171,2.679,0.008,Agressive,Agressive
2.88,0.347,4.717,5.183,2.535,-0.001,Agressive,Agressive
2.987,0.335,4.69,5.099,2.403,-0.036,Agressive,Agressive
3.086,0.324,4.63,4.878,2.392,-0.059,Agressive,Agressive
3.042,0.329,4.517,4.684,2.317,-0.07,Agressive,Agressive
3.032,0.33,4.488,4.593,2.076,-0.074,Agressive,Agressive
3.077,0.325,4.518,4.366,2.034,-0.065,Agressive,Agressive
3.156,0.317,4.408,4.111,1.97,-0.052,Agressive,Agressive
3.296,0.303,4.367,4.041,1.905,-0.037,Agressive,Agressive
3.425,0.292,4.177,3.97,1.701,-0.03,Agressive,Agressive
3.454,0.29,3.993,3.666,1.566,-0.036,Agressive,Agressive
3.357,0.298,3.804,3.556,1.606,-0.052,Agressive,Agressive
3.222,0.31,3.437,3.692,1.737,-0.057,Agressive,Agressive
3.117,0.321,3.679,3.769,2.048,-0.044,Agressive,Agressive
3.041,0.329,3.78,3.81,2.01,-0.028,Agressive,Agressive
3.037,0.329,3.832,3.971,2.065,-0.025,Agressive,Agressive
3.136,0.319,3.945,4.084,2.155,-0.051,Agressive,Agressive
3.143,0.318,3.91,4.104,2.218,-0.074,Agressive,Agressive
3.053,0.328,3.919,4.025,2.26,-0.09,Agressive,Agressive
2.893,0.346,3.823,3.993,2.258,-0.122,Agressive,Agressive
2.703,0.37,3.903,4.071,2.295,-0.156,Agressive,Agressive
2.582,0.387,3.906,4.066,2.315,-0.161,Agressive,Agressive
2.553,0.392,3.801,3.969,2.27,-0.153,Agressive,Agressive
2.647,0.378,3.761,3.873,2.174,-0.124,Agressive,Agressive
2.887,0.346,3.564,3.89,1.967,-0.095,Agressive,Agressive
3.073,0.325,3.512,3.82,2.032,-0.086,Agressive,Agressive
3.033,0.33,3.346,3.58,1.929,-0.077,Agressive,Agressive
2.892,0.346,3.283,3.507,1.905,-0.058,Agressive,Agressive
2.848,0.351,3.233,3.516,1.797,-0.047,Agressive,Agressive
2.829,0.353,3.245,3.445,1.833,-0.052,Agressive,Agressive
2.885,0.347,3.48,3.28,1.822,-0.063,Agressive,Agressive
2.957,0.338,3.566,3.271,1.725,-0.06,Agressive,Agressive
2.927,0.342,3.599,3.465,1.671,-0.058,Agressive,Agressive
2.92,0.342,3.498,3.545,1.56,-0.052,Agressive,Agressive
2.779,0.36,3.566,3.547,1.561,-0.054,Agressive,Agressive
2.403,0.416,3.644,3.491,1.599,-0.04,Agressive,Agressive
3.146,0.318,3.997,3.872,2.872,0.023,Sad,Sad
3.157,0.317,3.745,3.658,2.871,0.024,Sad,Sad
3.19,0.313,3.85,3.585,2.618,0.004,Sad,Sad
3.232,0.309,3.811,3.462,2.416,-0.011,Sad,Sad
3.248,0.308,3.803,3.459,2.455,-0.011,Sad,Sad
3.174,0.315,3.719,3.687,2.472,-0.009,Sad,Sad
3.007,0.333,3.7,3.944,2.466,-0.005,Sad,Sad
2.854,0.35,3.803,4.032,2.491,-0.006,Sad,Sad
2.95,0.339,4.079,4.035,2.563,0.003,Sad,Sad
3.012,0.332,4.062,4.011,2.564,0.018,Sad,Sad
2.92,0.342,4.09,3.966,2.547,0.02,Sad,Sad
2.887,0.346,4.05,4,2.393,0.014,Sad,Sad
3.017,0.331,4.021,4.05,2.36,0.012,Sad,Sad
3.102,0.322,3.883,4.111,2.34,0.027,Sad,Sad
3.075,0.325,3.949,4.174,2.373,0.047,Sad,Sad
3.069,0.326,3.931,4.126,2.459,0.059,Sad,Sad
3.098,0.323,3.983,4.012,2.356,0.063,Sad,Sad
3.112,0.321,3.803,3.761,2.297,0.059,Sad,Sad
3.043,0.329,3.54,3.525,2.288,0.047,Sad,Sad
3.011,0.332,3.137,3.802,2.179,0.026,Sad,Sad
2.935,0.341,3.249,4.115,2.056,0.022,Sad,Sad
2.917,0.343,3.246,4.23,2.115,0.027,Sad,Sad
2.852,0.351,3.311,4.237,2.244,0.039,Sad,Sad
2.515,0.398,3.28,4.202,2.347,0.073,Sad,Sad
2.343,0.427,3.263,4.18,2.563,0.069,Sad,Sad
2.631,0.38,3.253,4.175,2.547,0.028,Sad,Sad
2.805,0.357,3.237,4.182,2.559,-0.002,Sad,Sad
2.708,0.369,3.216,4.163,2.577,-0.026,Sad,Sad
2.694,0.371,3.24,4.172,2.561,-0.032,Sad,Sad
2.634,0.38,3.388,4.025,2.6,-0.012,Sad,Sad
2.519,0.397,3.395,3.629,2.632,0.027,Sad,Sad
2.508,0.399,3.244,3.32,2.623,0.034,Sad,Sad
2.493,0.401,3.572,3.154,2.518,0.039,Sad,Sad
2.524,0.396,3.544,3.053,2.487,0.039,Sad,Sad
2.538,0.394,3.645,3.112,2.275,0.037,Sad,Sad
2.373,0.421,3.721,3.029,2.109,0.045,Sad,Sad
1.768,0.565,3.702,2.945,2.036,0.077,Sad,Sad
1.474,0.678,3.707,2.951,2.023,0.098,Sad,Sad
1.731,0.578,3.877,2.935,2.007,0.075,Sad,Sad
1.835,0.545,3.904,2.966,1.989,0.041,Sad,Sad
1.867,0.536,3.946,3.007,2.003,0.013,Sad,Sad
2.081,0.481,3.993,3.007,1.997,-0.019,Sad,Sad
2.224,0.45,3.897,3.116,2.223,-0.02,Sad,Sad
2.238,0.447,3.902,3.347,2.553,-0.036,Sad,Sad
2.249,0.445,3.92,3.505,2.676,-0.06,Sad,Sad
2.37,0.422,3.866,3.54,2.798,-0.069,Sad,Sad
2.528,0.396,3.854,3.511,2.877,-0.055,Sad,Sad
2.635,0.38,3.872,3.624,2.891,-0.037,Sad,Sad
2.7,0.37,3.857,4.02,2.892,-0.046,Sad,Sad
2.877,0.348,3.743,4.355,2.873,-0.041,Sad,Sad
3.036,0.329,3.795,4.638,2.922,-0.019,Sad,Sad
3.07,0.326,3.81,4.833,2.935,-0.002,Sad,Sad
3.074,0.325,3.929,4.891,2.901,0.004,Sad,Sad
3.122,0.32,4.032,4.88,2.882,0.005,Sad,Sad
3.189,0.314,3.966,4.828,2.703,0.012,Sad,Sad
3.234,0.309,4.004,4.821,2.668,0.024,Sad,Sad
3.215,0.311,3.926,4.861,2.433,0.033,Sad,Sad
3.162,0.316,4.004,4.974,2.458,0.025,Sad,Sad
3.133,0.319,4.082,4.964,2.408,0.022,Sad,Sad
2.972,0.337,4.021,4.792,2.372,0.038,Sad,Sad
2.755,0.363,3.97,4.636,2.341,0.046,Sad,Sad
2.638,0.379,3.931,4.426,2.319,0.032,Sad,Sad
2.556,0.391,3.867,4.247,2.323,0.017,Sad,Sad
2.513,0.398,3.7,4.275,2.19,0.012,Sad,Sad
2.46,0.406,3.576,4.376,2.176,0.01,Sad,Sad
2.272,0.44,3.508,4.416,1.959,-0.017,Sad,Sad
2.123,0.471,3.624,4.381,1.98,-0.035,Sad,Sad
2.08,0.481,3.586,4.242,2.053,-0.001,Sad,Sad
2.006,0.499,3.365,3.966,1.946,0.061,Sad,Sad
2.042,0.49,3.489,3.84,2.002,0.089,Sad,Sad
1.997,0.501,3.497,3.888,2.047,0.07,Sad,Sad
1.955,0.511,3.471,3.799,2.034,0.056,Sad,Sad
1.994,0.501,3.311,3.828,1.935,0.052,Sad,Sad
2.057,0.486,3.28,4.01,2.004,0.021,Sad,Sad
2.45,0.408,3.281,3.99,1.98,-0.014,Sad,Sad
2.943,0.34,3.259,3.976,1.887,-0.027,Sad,Sad
3.176,0.315,3.194,4.06,1.919,-0.031,Sad,Sad
3.271,0.306,3.048,4.138,2.005,-0.037,Sad,Sad
3.318,0.301,3.092,4.15,2.05,-0.042,Sad,Sad
3.33,0.3,3.211,4.217,2.068,-0.047,Sad,Sad
3.371,0.297,3.474,4.303,1.944,-0.048,Sad,Sad
3.594,0.278,3.749,4.372,2.203,-0.048,Sad,Sad
3.879,0.258,3.798,4.373,2.417,-0.046,Sad,Sad
3.96,0.253,3.816,4.254,2.428,-0.047,Sad,Sad
3.905,0.256,3.956,4.133,2.495,-0.05,Sad,Sad
3.779,0.265,4.057,4.073,2.499,-0.056,Sad,Sad
3.653,0.274,4.029,3.928,2.515,-0.065,Sad,Sad
3.603,0.278,4.051,3.741,2.492,-0.077,Sad,Sad
3.679,0.272,4.017,3.742,2.376,-0.089,Sad,Sad
3.8,0.263,3.999,3.92,2.355,-0.089,Sad,Sad
3.838,0.261,3.882,3.957,2.462,-0.083,Sad,Sad
3.777,0.265,3.796,3.907,2.561,-0.085,Sad,Sad
3.581,0.279,3.71,3.968,2.414,-0.105,Sad,Sad
3.419,0.292,4.05,4.036,2.445,-0.121,Sad,Sad
3.398,0.294,4.061,4.052,2.419,-0.109,Sad,Sad
3.419,0.293,3.879,4.163,2.376,-0.105,Sad,Sad
3.47,0.288,3.852,4.217,2.33,-0.101,Sad,Sad
3.487,0.287,3.92,4.236,2.367,-0.1,Sad,Sad
3.554,0.281,3.95,4.4,2.364,-0.082,Sad,Sad
3.506,0.285,3.964,4.484,2.352,-0.063,Sad,Sad
3.379,0.296,3.93,4.491,2.31,-0.058,Sad,Sad
3.34,0.299,3.92,4.536,2.136,-0.064,Sad,Sad
3.366,0.297,3.999,4.596,2.1,-0.063,Sad,Sad
3.272,0.306,4.041,4.723,1.993,-0.057,Sad,Sad
3.193,0.313,3.764,4.873,1.792,-0.07,Sad,Sad
3.286,0.304,3.773,4.927,1.831,-0.084,Sad,Sad
3.378,0.296,3.904,4.887,1.921,-0.079,Sad,Sad
3.894,0.257,3.539,3.776,1.71,-0.023,Calm,Calm
3.902,0.256,4.122,3.863,2.671,-0.021,Calm,Calm
3.962,0.252,4.23,3.939,2.801,-0.017,Calm,Calm
4.019,0.249,4.286,3.981,2.881,-0.016,Calm,Calm
3.934,0.254,4.288,4.136,2.89,-0.016,Calm,Calm
3.816,0.262,4.275,4.237,2.885,-0.018,Calm,Calm
3.744,0.267,4.193,4.247,2.915,-0.021,Calm,Calm
3.643,0.275,4.173,4.238,2.971,-0.027,Calm,Calm
3.514,0.285,4.345,4.182,2.977,-0.036,Calm,Calm
3.49,0.287,4.388,4.191,2.942,-0.044,Calm,Calm
3.53,0.283,4.411,4.197,2.953,-0.048,Calm,Calm
3.491,0.286,4.489,4.196,2.766,-0.047,Calm,Calm
3.364,0.297,4.083,4.171,2.44,-0.047,Calm,Calm
3.106,0.322,4.032,4.075,2.121,-0.044,Calm,Calm
3.129,0.32,3.891,4.03,2.102,-0.021,Calm,Calm
3.206,0.312,3.873,4.03,2.199,-0.013,Calm,Calm
3.097,0.323,3.896,3.994,2.273,-0.008,Calm,Calm
3.157,0.317,3.868,4.055,2.28,-0.013,Calm,Calm
3.253,0.307,3.843,4.182,2.179,-0.019,Calm,Calm
3.22,0.311,3.532,4.277,2.2,-0.029,Calm,Calm
3.131,0.319,3.526,4.307,2.154,-0.024,Calm,Calm
3.106,0.322,3.407,4.25,2.163,-0.008,Calm,Calm
3.169,0.316,3.595,4.201,2.067,0,Calm,Calm
3.208,0.312,3.616,4.289,2.01,0.005,Calm,Calm
3.129,0.32,3.66,4.332,2.127,-0.004,Calm,Calm
2.965,0.337,3.636,4.214,2.197,-0.028,Calm,Calm
3.114,0.321,3.539,4.008,2.066,-0.038,Calm,Calm
3.181,0.314,3.476,3.84,2.088,-0.033,Calm,Calm
3.028,0.33,3.489,3.725,2.093,-0.025,Calm,Calm
2.906,0.344,3.654,3.607,2.162,-0.018,Calm,Calm
2.9,0.345,3.657,3.495,2.229,-0.019,Calm,Calm
2.915,0.343,3.698,3.519,2.279,-0.016,Calm,Calm
2.924,0.342,3.725,3.626,2.449,-0.02,Calm,Calm
2.846,0.351,3.465,3.524,2.497,-0.033,Calm,Calm
2.817,0.355,3.494,3.269,2.535,-0.047,Calm,Calm
2.788,0.359,3.584,3.094,2.523,-0.043,Calm,Calm
2.767,0.361,3.606,3.258,2.46,-0.041,Calm,Calm
2.849,0.351,3.605,3.404,2.472,-0.032,Calm,Calm
2.973,0.336,3.655,3.445,2.436,-0.034,Calm,Calm
3.037,0.329,3.629,3.343,2.427,-0.039,Calm,Calm
3.041,0.329,3.547,3.29,2.416,-0.038,Calm,Calm
3.064,0.326,3.596,3.285,2.509,-0.042,Calm,Calm
3.091,0.324,3.573,3.123,2.482,-0.053,Calm,Calm
3.177,0.315,3.499,3.273,2.335,-0.051,Calm,Calm
3.427,0.292,3.407,3.355,2.29,-0.044,Calm,Calm
3.636,0.275,3.366,3.339,2.26,-0.047,Calm,Calm
3.718,0.269,3.535,3.276,2.327,-0.05,Calm,Calm
3.728,0.268,3.711,3.109,2.516,-0.049,Calm,Calm
3.59,0.279,3.763,2.949,2.575,-0.057,Calm,Calm
3.489,0.287,3.771,2.943,2.558,-0.066,Calm,Calm
3.461,0.289,3.681,3.121,2.528,-0.067,Calm,Calm
3.456,0.289,3.689,3.239,2.465,-0.062,Calm,Calm
3.431,0.291,3.638,3.262,2.376,-0.058,Calm,Calm
3.378,0.296,3.56,3.338,2.298,-0.063,Calm,Calm
3.227,0.31,3.529,3.322,2.247,-0.08,Calm,Calm
2.998,0.334,3.716,3.391,2.209,-0.094,Calm,Calm
2.754,0.363,3.749,3.789,2.176,-0.069,Calm,Calm
2.442,0.409,3.731,4.247,2.081,-0.032,Calm,Calm
2.417,0.414,3.547,4.524,1.928,-0.015,Calm,Calm
2.462,0.406,3.511,4.568,1.831,-0.011,Calm,Calm
2.623,0.381,3.711,4.555,1.97,-0.003,Calm,Calm
2.919,0.343,3.837,4.515,2.07,-0.006,Calm,Calm
3.102,0.322,3.929,4.528,2.137,-0.014,Calm,Calm
3.205,0.312,4.05,4.598,2.181,-0.01,Calm,Calm
3.234,0.309,4.079,4.628,2.217,-0.003,Calm,Calm
3.203,0.312,4.072,4.647,2.334,-0.004,Calm,Calm
3.154,0.317,4.036,4.616,2.331,-0.01,Calm,Calm
3.141,0.318,3.967,4.521,2.368,-0.021,Calm,Calm
3.188,0.314,4.021,4.31,2.273,-0.033,Calm,Calm
3.206,0.312,3.999,4.132,2.284,-0.042,Calm,Calm
3.178,0.315,3.989,4.24,2.34,-0.047,Calm,Calm
3.025,0.331,3.874,4.401,2.373,-0.053,Calm,Calm
2.793,0.358,3.76,4.432,2.31,-0.07,Calm,Calm
2.65,0.377,3.635,4.399,2.304,-0.094,Calm,Calm
2.698,0.371,3.527,4.614,2.312,-0.094,Calm,Calm
2.674,0.374,3.561,5.026,2.299,-0.094,Calm,Calm
2.734,0.366,3.532,5.234,2.139,-0.078,Calm,Calm
2.861,0.349,3.239,5.215,2.125,-0.044,Calm,Calm
2.869,0.349,3.061,5.223,2.078,-0.037,Calm,Calm
2.853,0.35,3.058,5.441,2.08,-0.038,Calm,Calm
2.954,0.338,3.097,5.605,1.994,-0.027,Calm,Calm
3.044,0.329,3.067,5.602,1.876,-0.022,Calm,Calm
3.068,0.326,3.057,5.566,1.752,-0.021,Calm,Calm
3.072,0.326,3.155,5.608,1.771,-0.025,Calm,Calm
3.036,0.329,3.079,5.694,1.892,-0.037,Calm,Calm
3.041,0.329,3.235,5.709,2.118,-0.05,Calm,Calm
3.164,0.316,3.712,5.661,3.025,-0.041,Calm,Calm
3.492,0.286,3.979,5.69,3.017,-0.032,Calm,Calm
3.734,0.268,4.001,5.707,3.028,-0.027,Calm,Calm
3.803,0.263,4.016,5.623,3.127,-0.023,Calm,Calm
3.769,0.265,4.008,5.424,3.143,-0.019,Calm,Calm
3.76,0.266,3.995,5.311,3.139,-0.016,Calm,Calm
3.757,0.266,3.971,5.304,3.135,-0.017,Calm,Calm
3.761,0.266,3.944,5.266,3.141,-0.019,Calm,Calm
3.757,0.266,3.958,5.137,3.148,-0.016,Calm,Calm
3.72,0.269,3.987,4.885,3.115,-0.01,Calm,Calm
3.699,0.27,3.872,4.577,2.548,-0.011,Calm,Calm
3.639,0.275,3.251,4.191,2.19,-0.012,Calm,Calm
3.222,0.31,3.058,3.916,2.252,-0.016,Calm,Calm
2.713,0.369,3.048,3.553,2.078,-0.013,Calm,Calm
2.759,0.362,3.268,3.388,1.801,-0.011,Calm,Calm
2.668,0.375,3.292,3.395,1.78,-0.033,Calm,Calm
2.491,0.401,3.406,3.53,1.876,-0.051,Calm,Calm
2.42,0.413,3.615,3.663,1.91,-0.044,Calm,Calm
2.43,0.412,3.675,3.701,2.314,-0.014,Calm,Calm
2.604,0.384,3.749,3.928,2.411,0.011,Calm,Calm
2.262,0.442,4.186,4.126,3.091,-0.243,Calm,Calm
2.497,0.401,3.949,4.108,2.889,-0.174,Calm,Calm
2.795,0.358,3.962,4.242,2.959,-0.147,Calm,Calm
2.848,0.351,4.015,4.311,2.837,-0.134,Calm,Calm
2.863,0.349,4.113,4.234,2.617,-0.132,Calm,Calm
2.975,0.336,4.116,4.242,2.629,-0.133,Calm,Calm
3.033,0.33,4.285,4.227,2.588,-0.137,Calm,Calm
3.034,0.33,4.311,4.006,2.494,-0.131,Calm,Calm
3.068,0.326,4.218,3.955,2.327,-0.122,Calm,Calm
3.101,0.322,4.173,3.972,2.279,-0.115,Calm,Calm
3.234,0.309,4.149,3.882,2.374,-0.106,Calm,Calm
3.236,0.309,4.109,3.907,2.432,-0.108,Calm,Calm
3.195,0.313,4.008,4.127,2.49,-0.085,Calm,Calm
3.321,0.301,3.991,4.297,2.475,-0.062,Calm,Calm
3.508,0.285,3.845,4.538,2.358,-0.06,Calm,Calm
3.53,0.283,3.906,4.702,2.404,-0.057,Calm,Calm
3.471,0.288,4.064,4.733,2.398,-0.046,Calm,Calm
3.478,0.288,3.938,4.72,2.362,-0.043,Calm,Calm
3.58,0.279,3.937,4.686,2.448,-0.049,Calm,Calm
3.617,0.276,3.923,4.649,2.464,-0.05,Calm,Calm
3.535,0.283,3.857,4.646,2.427,-0.049,Calm,Calm
3.552,0.282,3.828,4.663,2.299,-0.044,Calm,Calm
3.617,0.276,3.79,4.542,2.225,-0.044,Calm,Calm
3.531,0.283,3.902,4.222,1.961,-0.056,Calm,Calm
3.337,0.3,3.958,3.882,1.987,-0.063,Calm,Calm
3.206,0.312,4.144,3.392,1.964,-0.059,Calm,Calm
3.197,0.313,3.941,3.128,1.95,-0.056,Calm,Calm
3.243,0.308,3.806,3.219,1.896,-0.047,Calm,Calm
3.249,0.308,3.781,3.271,1.976,-0.042,Calm,Calm
3.176,0.315,3.777,3.324,1.934,-0.032,Calm,Calm
3.167,0.316,3.878,3.451,2.087,-0.021,Calm,Calm
3.127,0.32,3.86,3.633,2.074,-0.02,Calm,Calm
2.996,0.334,3.984,3.634,2.107,-0.011,Calm,Calm
2.928,0.342,3.991,3.612,1.987,-0.005,Calm,Calm
3.004,0.333,3.885,3.606,2.038,-0.013,Calm,Calm
3.254,0.307,3.822,3.704,1.991,-0.024,Calm,Calm
3.383,0.296,3.808,3.725,2.986,-0.034,Calm,Calm
3.457,0.289,4.038,3.776,3.109,-0.048,Calm,Calm
3.478,0.288,4.111,4.253,3.112,-0.05,Calm,Calm
3.397,0.294,4.142,4.726,3.099,-0.046,Calm,Calm
3.302,0.303,4.314,4.92,3.092,-0.047,Calm,Calm
3.26,0.307,4.327,4.912,3.095,-0.044,Calm,Calm
3.299,0.303,4.367,4.871,3.1,-0.036,Calm,Calm
3.349,0.299,4.274,4.868,3.114,-0.034,Calm,Calm
3.311,0.302,4.444,4.882,3.214,-0.038,Calm,Calm
3.199,0.313,4.476,4.869,3.26,-0.037,Calm,Calm
2.946,0.339,4.463,4.862,3.281,-0.031,Calm,Calm
2.715,0.368,4.741,4.866,2.527,-0.013,Calm,Calm
2.554,0.391,4.898,4.743,2.534,0.015,Calm,Calm
2.578,0.388,5.02,4.352,2.578,0.035,Calm,Calm
2.611,0.383,5.022,3.743,2.647,0.044,Calm,Calm
2.658,0.376,4.95,3.291,2.596,0.042,Calm,Calm
2.652,0.377,4.891,3.295,2.623,0.031,Calm,Calm
2.483,0.403,4.883,3.579,2.62,0.026,Calm,Calm
2.391,0.418,4.902,3.828,2.539,0.01,Calm,Calm
2.37,0.422,4.837,4.007,2.591,-0.01,Calm,Calm
2.314,0.432,4.805,4.102,2.513,-0.021,Calm,Calm
2.397,0.417,4.714,4.141,2.478,-0.036,Calm,Calm
2.338,0.428,4.186,4.301,2.39,-0.051,Calm,Calm
2.271,0.44,3.941,4.478,2.466,-0.065,Calm,Calm
2.423,0.413,3.38,4.511,2.516,-0.061,Calm,Calm
2.572,0.389,3.333,4.569,2.484,-0.052,Calm,Calm
2.536,0.394,3.358,4.64,2.481,-0.049,Calm,Calm
2.544,0.393,3.665,4.654,2.525,-0.046,Calm,Calm
2.577,0.388,3.862,4.586,2.58,-0.041,Calm,Calm
2.675,0.374,3.85,4.463,2.569,-0.023,Calm,Calm
2.802,0.357,3.871,4.317,2.469,-0.007,Calm,Calm
2.852,0.351,3.858,4.249,2.448,0.006,Calm,Calm
2.812,0.356,3.851,4.173,2.484,0.023,Calm,Calm
2.812,0.356,3.849,3.927,2.405,0.029,Calm,Calm
2.741,0.365,3.87,3.801,2.498,0.032,Calm,Calm
2.562,0.39,3.875,3.743,2.441,0.05,Calm,Calm
2.49,0.402,3.84,3.4,2.441,0.062,Calm,Calm
2.456,0.407,3.753,3.099,2.386,0.053,Calm,Calm
2.612,0.383,3.495,3.224,2.316,0.02,Calm,Calm
2.703,0.37,3.298,3.265,2.316,-0.025,Calm,Calm
2.544,0.393,3.271,3.458,2.297,-0.045,Calm,Calm
2.535,0.394,3.25,4.024,2.273,-0.021,Calm,Calm
2.91,0.344,3.234,4.318,2.146,0,Calm,Calm
3.144,0.318,3.265,4.463,2.124,0,Calm,Calm
3.192,0.313,3.247,4.575,1.964,-0.004,Calm,Calm
3.203,0.312,3.236,4.741,1.796,-0.009,Calm,Calm
3.234,0.309,3.205,4.87,1.841,-0.01,Calm,Calm
3.275,0.305,3.324,4.965,1.934,-0.01,Calm,Calm
3.277,0.305,3.316,5.013,1.889,-0.01,Calm,Calm
3.176,0.315,3.318,4.998,1.877,-0.003,Calm,Calm
3.108,0.322,3.377,4.999,1.686,0.01,Calm,Calm
3.158,0.317,3.459,4.909,1.698,-0.001,Calm,Calm
3.047,0.328,3.41,4.704,1.694,-0.042,Calm,Calm
2.885,0.347,3.508,4.592,1.866,-0.093,Calm,Calm
2.836,0.353,3.718,4.511,2.001,-0.117,Calm,Calm
2.905,0.344,3.885,4.315,2.073,-0.111,Calm,Calm
2.961,0.338,4.042,3.982,2.086,-0.125,Calm,Calm
2.992,0.334,4.026,3.747,2.049,-0.141,Calm,Calm
