alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
3.513,0.285,3.38,4.986,2.062,-0.034,Calm,Calm
3.389,0.295,3.511,4.671,2.093,-0.025,Calm,Calm
3.415,0.293,3.498,4.12,2.107,-0.023,Calm,Calm
3.551,0.282,3.583,4.009,2.016,-0.021,Calm,Calm
3.682,0.272,3.615,4.271,2.268,-0.018,Calm,Calm
3.835,0.261,3.738,4.286,2.373,-0.012,Calm,Calm
3.939,0.254,3.878,4.331,2.399,-0.006,Calm,Calm
3.943,0.254,4.028,4.522,2.423,-0.003,Calm,Calm
3.936,0.254,4.082,4.593,2.484,0.001,Calm,Calm
3.977,0.251,4.096,4.617,2.541,0.001,Calm,Calm
4.014,0.249,4.065,4.595,2.781,0,Calm,Calm
3.997,0.25,4.572,4.63,4.348,-0.003,Calm,Calm
3.976,0.251,4.658,4.709,4.422,-0.01,Calm,Calm
3.945,0.253,4.792,4.686,4.426,-0.009,Calm,Calm
4.006,0.25,4.873,4.54,4.446,-0.006,Calm,Calm
4.044,0.247,4.899,4.494,4.45,-0.011,Calm,Calm
3.931,0.254,4.875,4.485,4.446,-0.02,Calm,Calm
3.893,0.257,4.81,4.405,4.458,-0.026,Calm,Calm
3.988,0.251,4.752,4.237,4.476,-0.026,Calm,Calm
3.979,0.251,4.747,4.109,4.46,-0.026,Calm,Calm
3.928,0.255,4.738,4.167,4.455,-0.021,Calm,Calm
3.927,0.255,4.659,4.3,4.228,-0.018,Calm,Calm
3.922,0.255,4.353,4.3,2.91,-0.016,Calm,Calm
3.888,0.257,3.904,4.202,2.933,-0.011,Calm,Calm
3.843,0.26,3.853,4.379,2.891,-0.009,Calm,Calm
3.644,0.274,3.702,4.522,2.779,-0.011,Calm,Calm
3.658,0.273,3.67,4.753,2.682,-0.004,Calm,Calm
3.86,0.259,3.773,5.015,2.607,0.005,Calm,Calm
3.812,0.262,3.769,5.157,2.461,0.016,Calm,Calm
3.717,0.269,3.755,5.201,2.379,0.029,Calm,Calm
3.675,0.272,3.738,5.202,2.404,0.033,Calm,Calm
3.672,0.272,3.76,5.182,2.327,0.029,Calm,Calm
3.669,0.273,3.693,5.143,2.159,0.024,Calm,Calm
3.671,0.272,3.646,5.15,2.12,0.024,Calm,Calm
3.6,0.278,3.667,5.116,2.008,0.025,Calm,Calm
3.534,0.283,3.456,5.009,2.098,0.026,Calm,Calm
3.295,0.304,3.463,4.847,2.061,0.032,Calm,Calm
2.752,0.363,3.301,4.571,2.07,0.039,Calm,Calm
2.271,0.44,3.215,4.136,2.091,0.005,Calm,Calm
2.173,0.46,3.226,3.748,2.133,-0.059,Calm,Calm
2.443,0.409,3.329,3.799,2.234,-0.097,Calm,Calm
2.729,0.366,3.295,3.862,2.201,-0.094,Calm,Calm
2.912,0.343,3.177,3.915,2.148,-0.079,Calm,Calm
2.987,0.335,3.061,3.875,2.287,-0.07,Calm,Calm
2.986,0.335,3.196,3.802,2.237,-0.075,Calm,Calm
2.968,0.337,3.157,3.866,2.017,-0.084,Calm,Calm
3.023,0.331,3.189,3.936,2.086,-0.082,Calm,Calm
3.171,0.315,3.156,3.88,2.089,-0.071,Calm,Calm
3.271,0.306,3.203,3.809,2.073,-0.065,Calm,Calm
3.397,0.294,3.199,3.791,2.103,-0.056,Calm,Calm
3.433,0.291,3.211,3.617,2.112,-0.05,Calm,Calm
3.422,0.292,3.186,3.657,2.075,-0.049,Calm,Calm
3.309,0.302,3.198,3.739,2.368,-0.052,Calm,Calm
3.157,0.317,3.311,3.617,2.395,-0.062,Calm,Calm
3.148,0.318,3.247,3.691,2.265,-0.057,Calm,Calm
3.173,0.315,3.233,3.769,2.335,-0.058,Calm,Calm
3.22,0.311,3.302,3.659,2.315,-0.074,Calm,Calm
3.155,0.317,3.222,3.64,2.22,-0.088,Calm,Calm
3.135,0.319,3.599,3.72,2.281,-0.1,Calm,Calm
3.341,0.299,3.846,3.775,2.197,-0.095,Calm,Calm
3.461,0.289,3.988,3.852,2.172,-0.086,Calm,Calm
3.472,0.288,4.01,3.894,2.127,-0.075,Calm,Calm
3.461,0.289,4.03,3.815,1.972,-0.062,Calm,Calm
3.449,0.29,4.092,3.748,1.734,-0.055,Calm,Calm
3.45,0.29,4.203,3.635,1.926,-0.056,Calm,Calm
3.542,0.282,4.361,3.563,1.962,-0.056,Calm,Calm
3.712,0.269,4.336,3.7,1.876,-0.043,Calm,Calm
3.767,0.265,4.371,3.721,2.032,-0.036,Calm,Calm
3.791,0.264,4.399,3.798,2.479,-0.029,Calm,Calm
3.779,0.265,4.31,3.845,2.85,-0.024,Calm,Calm
3.661,0.273,4.235,3.776,2.897,-0.023,Calm,Calm
3.544,0.282,4.231,3.743,3.107,-0.027,Calm,Calm
3.59,0.279,4.233,3.662,3.335,-0.036,Calm,Calm
3.594,0.278,4.545,3.594,3.487,-0.045,Calm,Calm
3.597,0.278,4.583,3.61,3.517,-0.049,Calm,Calm
3.705,0.27,4.472,3.708,3.51,-0.048,Calm,Calm
3.69,0.271,4.497,3.606,3.544,-0.05,Calm,Calm
3.526,0.284,4.622,3.51,4.111,-0.058,Calm,Calm
3.403,0.294,4.658,3.563,4.178,-0.067,Calm,Calm
3.345,0.299,4.708,3.515,4.156,-0.077,Calm,Calm
3.191,0.313,4.709,3.478,4.094,-0.083,Calm,Calm
3.256,0.307,4.715,3.462,4.099,-0.077,Calm,Calm
3.264,0.306,4.646,3.357,3.98,-0.091,Calm,Calm
3.118,0.321,4.622,3.532,3.953,-0.097,Calm,Calm
3.141,0.318,4.328,3.825,3.874,-0.074,Calm,Calm
3.051,0.328,4.234,3.963,3.863,-0.056,Calm,Calm
2.76,0.362,4.194,3.915,3.845,-0.056,Calm,Calm
2.977,0.336,4.437,3.975,2.556,-0.015,Agressive,Happy
2.945,0.34,4.463,3.991,2.583,-0.006,Agressive,Happy
2.989,0.335,4.498,3.951,2.578,-0.003,Agressive,Happy
2.952,0.339,4.438,3.962,2.632,0.003,Agressive,Happy
2.865,0.349,4.341,4.031,2.626,0.019,Agressive,Happy
2.89,0.346,4.086,3.897,2.564,0.025,Agressive,Happy
2.859,0.35,4,3.701,2.54,0.024,Agressive,Happy
2.853,0.35,3.997,3.55,2.678,0.017,Agressive,Happy
2.793,0.358,3.833,3.375,2.513,0.005,Agressive,Happy
2.648,0.378,3.28,3.375,2.344,-0.019,Agressive,Happy
2.633,0.38,3.3,3.46,2.375,-0.05,Agressive,Happy
2.661,0.376,3.178,3.646,2.341,-0.055,Agressive,Happy
2.783,0.359,3.215,3.974,2.27,-0.052,Agressive,Happy
2.964,0.337,3.187,4.276,2.261,-0.062,Agressive,Happy
2.995,0.334,3.231,4.371,2.258,-0.075,Agressive,Happy
2.872,0.348,3.256,4.353,2.275,-0.086,Agressive,Happy
2.77,0.361,3.347,4.346,2.203,-0.097,Agressive,Happy
2.783,0.359,3.435,4.422,2.053,-0.083,Agressive,Happy
2.836,0.353,3.467,4.533,1.807,-0.063,Agressive,Happy
2.875,0.348,3.467,4.56,1.808,-0.039,Agressive,Happy
2.948,0.339,3.49,4.538,1.813,-0.013,Agressive,Happy
3.066,0.326,3.534,4.513,1.833,0,Agressive,Happy
3.082,0.324,3.556,4.439,1.845,0.002,Agressive,Happy
2.945,0.34,3.577,4.25,1.984,0.006,Agressive,Happy
2.724,0.367,3.742,4.054,1.968,0.036,Agressive,Happy
2.634,0.38,3.725,3.91,1.868,0.085,Agressive,Happy
2.675,0.374,3.674,3.88,1.911,0.094,Agressive,Happy
2.651,0.377,3.684,3.989,1.989,0.092,Agressive,Happy
2.708,0.369,4.158,3.957,2.066,0.097,Agressive,Happy
2.75,0.364,4.409,3.992,2.154,0.12,Agressive,Happy
2.653,0.377,4.502,4.134,2.187,0.116,Agressive,Happy
2.57,0.389,4.524,4.152,2.154,0.101,Agressive,Happy
2.636,0.379,4.595,4.14,2.253,0.094,Agressive,Happy
2.847,0.351,4.561,4.111,2.211,0.085,Agressive,Happy
3.092,0.323,4.515,4.014,2.094,0.064,Agressive,Happy
3.244,0.308,4.645,3.982,2.501,0.057,Agressive,Happy
3.353,0.298,4.621,4.084,2.699,0.054,Agressive,Happy
3.404,0.294,4.679,4.198,2.75,0.051,Agressive,Happy
3.362,0.297,4.603,4.278,2.729,0.051,Agressive,Happy
3.359,0.298,4.347,4.315,2.677,0.038,Agressive,Happy
3.398,0.294,4.286,4.19,2.724,0.029,Agressive,Happy
3.42,0.292,4.27,4.049,2.764,0.037,Agressive,Happy
3.41,0.293,4.214,4.072,2.719,0.046,Agressive,Happy
3.356,0.298,4.119,4.068,2.699,0.041,Agressive,Happy
3.226,0.31,4.162,4.052,2.704,0.042,Agressive,Happy
3.02,0.331,4.163,4.125,2.616,0.052,Agressive,Happy
2.815,0.355,3.969,4.215,2.37,0.048,Agressive,Happy
2.573,0.389,4.276,4.179,2.176,0.028,Agressive,Happy
2.503,0.4,4.254,3.944,2.155,0.013,Agressive,Happy
2.435,0.411,4.332,3.809,2.191,0.018,Agressive,Happy
2.205,0.454,4.452,3.918,2.331,0.016,Agressive,Happy
2.169,0.461,4.394,3.964,2.33,-0.004,Agressive,Happy
2.422,0.413,4.366,3.922,2.345,-0.042,Agressive,Happy
2.492,0.401,4.338,4.03,2.413,-0.033,Agressive,Happy
2.418,0.414,4.474,4.158,2.566,-0.002,Agressive,Happy
2.508,0.399,4.593,4.162,3.121,0.003,Agressive,Happy
2.739,0.365,4.732,4.09,3.261,0,Agressive,Happy
3.034,0.33,4.768,3.964,3.235,-0.001,Agressive,Happy
3.283,0.305,4.715,3.847,3.228,0.001,Agressive,Happy
3.384,0.296,4.747,3.837,3.223,-0.003,Agressive,Happy
3.399,0.294,4.728,3.806,3.228,-0.005,Agressive,Happy
3.418,0.293,4.663,3.687,3.26,-0.003,Agressive,Happy
3.41,0.293,4.686,3.714,3.362,-0.001,Agressive,Happy
3.304,0.303,4.791,3.689,3.397,0,Agressive,Happy
3.354,0.298,4.821,3.428,3.517,-0.006,Agressive,Happy
3.505,0.285,4.789,3.154,3.413,-0.011,Agressive,Happy
3.573,0.28,4.65,3.07,3.096,-0.013,Agressive,Happy
3.554,0.281,4.584,3.133,3.08,-0.02,Agressive,Happy
3.47,0.288,4.513,3.148,3.14,-0.033,Agressive,Happy
3.399,0.294,4.497,3.099,3.185,-0.036,Agressive,Happy
3.41,0.293,4.487,3.234,3.204,-0.02,Agressive,Happy
3.486,0.287,4.406,3.238,3.14,-0.011,Agressive,Happy
3.5,0.286,4.316,3.018,3.015,-0.012,Agressive,Happy
3.488,0.287,4.275,3.039,2.838,-0.014,Agressive,Happy
3.473,0.288,4.009,3.113,2.761,-0.014,Agressive,Happy
3.37,0.297,3.889,3.453,2.623,-0.014,Agressive,Happy
3.271,0.306,3.789,3.786,2.723,-0.012,Agressive,Happy
3.283,0.305,3.778,3.968,2.688,-0.011,Agressive,Happy
3.276,0.305,3.715,4.096,2.773,-0.002,Agressive,Happy
3.167,0.316,3.838,4.137,2.763,0.012,Agressive,Happy
3.131,0.319,3.564,4.154,2.667,0.005,Agressive,Happy
3.131,0.319,3.611,4.214,2.712,-0.022,Agressive,Happy
3.072,0.326,3.645,4.359,2.834,-0.044,Agressive,Happy
3.042,0.329,3.655,4.483,2.849,-0.044,Agressive,Happy
3.045,0.328,3.773,4.578,2.969,-0.043,Agressive,Happy
3.045,0.328,4.155,4.645,2.998,-0.036,Agressive,Happy
2.928,0.342,4.195,4.548,2.844,-0.045,Agressive,Happy
2.718,0.368,4.1,4.418,2.868,-0.064,Agressive,Happy
2.497,0.4,4.066,4.327,2.778,-0.087,Agressive,Happy
2.41,0.415,4.013,4.307,2.707,-0.097,Agressive,Happy
2.548,0.392,3.98,4.332,2.637,-0.074,Agressive,Happy
2.396,0.417,3.986,4.299,2.629,-0.055,Agressive,Happy
2.125,0.471,3.942,4.143,2.599,-0.025,Agressive,Happy
2.027,0.493,3.985,3.866,2.49,-0.016,Agressive,Happy
2.124,0.471,4.037,3.676,2.442,-0.016,Agressive,Happy
2.324,0.43,3.892,3.58,2.422,-0.017,Agressive,Happy
2.408,0.415,3.865,3.683,2.361,-0.028,Agressive,Happy
2.415,0.414,3.857,3.875,2.404,-0.024,Agressive,Happy
2.424,0.413,3.937,3.966,2.383,-0.006,Agressive,Happy
2.396,0.417,3.942,4.015,2.521,0.025,Agressive,Happy
2.63,0.38,3.971,4.061,2.578,0.046,Agressive,Happy
3.055,0.327,3.903,4.072,2.587,0.033,Agressive,Happy
3.403,0.294,3.919,4.087,2.626,0.022,Agressive,Happy
3.663,0.273,3.846,4.096,2.553,0.015,Agressive,Happy
3.772,0.265,3.854,4.055,2.538,0.013,Agressive,Happy
3.748,0.267,3.815,4.007,2.503,0.013,Agressive,Happy
3.745,0.267,3.621,4.167,2.389,0.01,Agressive,Happy
2.013,0.497,4.335,4.226,3.001,-0.269,Agressive,Happy
2.002,0.5,4.346,4.45,2.992,-0.283,Agressive,Happy
2.204,0.454,4.376,4.515,3.067,-0.182,Agressive,Happy
2.568,0.389,4.606,4.515,3.579,-0.076,Agressive,Happy
2.697,0.371,4.613,4.49,3.666,-0.045,Agressive,Happy
2.839,0.352,4.623,4.536,3.66,-0.034,Agressive,Happy
2.874,0.348,4.62,4.543,3.619,-0.025,Agressive,Happy
2.935,0.341,4.54,4.622,3.576,-0.037,Agressive,Happy
2.997,0.334,4.452,4.825,3.605,-0.045,Agressive,Happy
3.013,0.332,4.434,5.023,3.662,-0.046,Agressive,Happy
3.014,0.332,4.346,5.185,3.615,-0.045,Agressive,Happy
3.047,0.328,4.231,5.223,3.594,-0.046,Agressive,Happy
3.07,0.326,4.214,5.208,3.638,-0.042,Agressive,Happy
2.936,0.341,4.257,5.228,3.141,-0.046,Agressive,Happy
2.763,0.362,3.88,5.315,2.962,-0.072,Agressive,Happy
2.675,0.374,3.941,5.372,2.789,-0.097,Agressive,Happy
2.521,0.397,3.816,5.369,2.839,-0.151,Agressive,Happy
2.599,0.385,3.697,5.361,2.834,-0.117,Agressive,Happy
2.672,0.374,3.846,5.284,2.816,-0.055,Agressive,Happy
2.77,0.361,3.996,5.102,2.772,-0.025,Agressive,Happy
2.846,0.351,4.119,4.872,2.6,-0.026,Agressive,Happy
2.876,0.348,4.113,4.639,2.554,-0.025,Agressive,Happy
2.854,0.35,4.133,4.555,2.456,-0.024,Agressive,Happy
2.784,0.359,4.135,4.554,2.27,-0.022,Agressive,Happy
2.722,0.367,4.08,4.423,2.214,-0.018,Agressive,Happy
2.656,0.377,4.078,4.153,2.105,-0.015,Agressive,Happy
2.713,0.369,4.015,4.006,2.039,-0.011,Agressive,Happy
2.775,0.36,4.001,3.998,1.903,-0.006,Agressive,Happy
2.661,0.376,3.932,3.974,2.006,-0.008,Agressive,Happy
2.53,0.395,3.798,3.998,1.987,-0.038,Agressive,Happy
2.417,0.414,3.711,4.047,2.132,-0.059,Agressive,Happy
2.34,0.427,3.673,4.028,2.322,-0.026,Agressive,Happy
2.33,0.429,3.796,3.837,2.418,0.013,Agressive,Happy
2.433,0.411,3.808,3.376,2.405,0.01,Agressive,Happy
2.522,0.396,3.828,2.995,2.483,-0.011,Agressive,Happy
2.659,0.376,3.909,3,2.497,-0.01,Agressive,Happy
2.754,0.363,3.929,3.124,2.502,-0.004,Agressive,Happy
2.739,0.365,3.905,3.141,2.482,0.003,Agressive,Happy
2.843,0.352,3.879,3.316,2.48,-0.007,Agressive,Happy
3.043,0.329,3.887,3.482,2.585,-0.02,Agressive,Happy
3.104,0.322,3.929,3.519,2.582,-0.015,Agressive,Happy
3.146,0.318,4.066,3.665,2.602,-0.011,Agressive,Happy
3.167,0.316,4.018,3.797,2.588,-0.014,Agressive,Happy
3.153,0.317,4.124,3.863,2.566,-0.009,Agressive,Happy
3.091,0.324,4.186,3.925,2.568,0,Agressive,Happy
3.06,0.327,4.181,3.873,2.539,0.007,Agressive,Happy
3.035,0.33,4.104,3.874,2.579,0.015,Agressive,Happy
2.993,0.334,4.145,3.989,2.6,0.017,Agressive,Happy
2.926,0.342,4.138,4.136,2.664,0.02,Agressive,Happy
2.742,0.365,4.223,4.255,2.601,0.041,Agressive,Happy
2.551,0.392,4.355,4.298,2.921,0.065,Agressive,Happy
2.779,0.36,4.26,4.447,2.86,0.049,Agressive,Happy
3.102,0.322,4.383,4.592,2.802,0.033,Agressive,Happy
3.143,0.318,4.451,4.596,2.87,0.039,Agressive,Happy
3.192,0.313,4.592,4.577,2.856,0.044,Agressive,Happy
3.323,0.301,4.718,4.604,2.879,0.033,Agressive,Happy
3.379,0.296,4.699,4.67,2.861,0.021,Agressive,Happy
3.346,0.299,4.722,4.684,2.849,0.016,Agressive,Happy
3.395,0.295,4.693,4.62,2.861,0.007,Agressive,Happy
3.43,0.292,4.718,4.554,2.901,0.002,Agressive,Happy
3.434,0.291,4.719,4.495,2.93,0.003,Agressive,Happy
3.473,0.288,4.642,4.37,2.805,0.005,Agressive,Happy
3.383,0.296,4.852,4.056,2.813,0.014,Agressive,Happy
3.244,0.308,4.657,3.848,2.719,0.014,Agressive,Happy
3.216,0.311,4.63,3.865,2.637,0.004,Agressive,Happy
3.23,0.31,4.415,3.856,2.662,0,Agressive,Happy
3.245,0.308,4.292,3.869,2.664,0.011,Agressive,Happy
3.246,0.308,4.318,3.832,2.715,0.017,Agressive,Happy
3.266,0.306,4.333,3.842,2.792,0.015,Agressive,Happy
3.277,0.305,4.368,3.849,2.767,0.017,Agressive,Happy
3.331,0.3,4.345,3.949,2.697,0.013,Agressive,Happy
3.294,0.304,4.313,4.016,2.609,0.01,Agressive,Happy
3.27,0.306,4.111,3.946,2.297,0.007,Agressive,Happy
3.315,0.302,3.871,4.064,2.302,-0.002,Agressive,Happy
3.298,0.303,3.78,4.255,2.333,-0.006,Agressive,Happy
3.269,0.306,3.761,4.313,2.374,-0.004,Agressive,Happy
3.19,0.314,3.685,4.283,2.355,-0.002,Agressive,Happy
3.209,0.312,3.697,4.253,2.283,-0.009,Agressive,Happy
3.226,0.31,3.66,4.19,2.248,-0.021,Agressive,Happy
3.216,0.311,3.78,4.209,2.047,-0.03,Agressive,Happy
3.112,0.321,3.782,4.323,2.135,-0.033,Agressive,Happy
3.052,0.328,3.781,4.341,2.165,-0.03,Agressive,Happy
3.028,0.33,3.751,4.392,2.416,-0.034,Agressive,Happy
2.828,0.354,3.743,4.4,2.489,-0.056,Agressive,Happy
2.706,0.37,3.736,4.233,2.523,-0.066,Agressive,Happy
2.702,0.37,3.789,4.268,2.526,-0.065,Agressive,Happy
2.68,0.373,3.819,4.482,2.524,-0.075,Agressive,Happy
2.561,0.39,3.799,4.582,2.487,-0.089,Agressive,Happy
2.409,0.415,3.78,4.576,2.447,-0.082,Agressive,Happy
2.246,0.445,3.734,4.534,2.446,-0.05,Agressive,Happy
2.249,0.445,3.676,4.493,2.408,-0.019,Agressive,Happy
2.498,0.4,3.618,4.448,2.298,-0.032,Agressive,Happy
2.722,0.367,3.634,4.336,2.39,-0.043,Agressive,Happy
2.766,0.362,3.589,4.207,2.181,-0.038,Agressive,Happy
2.685,0.372,3.655,4.153,2.234,-0.043,Agressive,Happy
2.723,0.367,3.669,4.143,3.123,-0.05,Agressive,Happy
2.75,0.364,3.681,3.897,3.23,-0.054,Agressive,Happy
2.712,0.369,3.681,3.494,3.264,-0.055,Agressive,Happy
2.999,0.333,3.721,3.32,3.344,-0.031,Agressive,Happy
3.38,0.296,3.939,3.508,3.401,-0.02,Agressive,Happy
3.547,0.282,3.836,3.887,3.383,-0.016,Agressive,Happy
3.554,0.281,3.842,4.06,3.396,-0.013,Agressive,Happy
3.516,0.284,3.945,4.091,3.428,-0.012,Agressive,Happy
3.487,0.287,3.954,4.275,3.471,-0.017,Agressive,Happy
3.546,0.282,4.011,4.511,3.53,-0.029,Agressive,Happy
3.631,0.275,4.01,4.814,3.502,-0.035,Agressive,Happy
2.356,0.425,4.754,4.064,2.306,-0.068,Happy,Happy
2.748,0.364,4.886,4.031,2.337,-0.039,Happy,Happy
3.014,0.332,4.972,4.108,2.281,-0.048,Happy,Happy
3.015,0.332,4.96,4.176,2.406,-0.053,Happy,Happy
3.07,0.326,4.968,4.194,2.414,-0.046,Happy,Happy
3.246,0.308,4.91,4.01,2.33,-0.049,Happy,Happy
3.31,0.302,4.962,3.709,2.426,-0.054,Happy,Happy
3.303,0.303,4.983,3.532,2.39,-0.056,Happy,Happy
3.29,0.304,4.958,3.521,2.402,-0.055,Happy,Happy
3.229,0.31,4.829,3.834,2.282,-0.051,Happy,Happy
3.296,0.303,4.7,3.981,2.259,-0.043,Happy,Happy
3.356,0.298,4.478,4.063,2.288,-0.048,Happy,Happy
3.14,0.318,4.236,4.154,2.243,-0.063,Happy,Happy
3.031,0.33,4.189,4.19,2.324,-0.065,Happy,Happy
3.009,0.332,4.165,4.182,2.21,-0.065,Happy,Happy
2.802,0.357,4.202,4.134,2.235,-0.065,Happy,Happy
2.499,0.4,4.345,4.12,2.106,-0.051,Happy,Happy
2.503,0.4,4.265,4.114,2.09,-0.041,Happy,Happy
2.683,0.373,4.311,4.116,2.088,-0.015,Happy,Happy
2.719,0.368,4.224,3.964,2.094,-0.013,Happy,Happy
2.685,0.372,4.25,3.639,2.093,-0.026,Happy,Happy
2.458,0.407,4.171,3.448,2.124,-0.027,Happy,Happy
2.34,0.427,4.082,3.295,2.001,-0.009,Happy,Happy
2.4,0.417,4.112,2.974,2.03,-0.01,Happy,Happy
2.379,0.42,4.054,2.529,1.918,-0.003,Happy,Happy
2.542,0.393,4.242,2.403,1.932,-0.016,Happy,Happy
2.678,0.373,4.184,2.543,1.848,-0.034,Happy,Happy
2.79,0.358,4.162,2.554,1.95,-0.038,Happy,Happy
2.738,0.365,4.137,2.534,1.853,-0.065,Happy,Happy
2.625,0.381,4.22,2.755,1.845,-0.114,Happy,Happy
2.627,0.381,4.306,2.78,1.895,-0.117,Happy,Happy
2.724,0.367,4.281,2.897,1.904,-0.104,Happy,Happy
2.82,0.355,4.347,3.245,1.949,-0.108,Happy,Happy
2.829,0.353,4.329,3.427,1.94,-0.103,Happy,Happy
2.821,0.355,4.313,3.459,1.918,-0.087,Happy,Happy
2.794,0.358,4.243,3.438,1.888,-0.079,Happy,Happy
2.7,0.37,3.969,3.362,1.897,-0.069,Happy,Happy
2.543,0.393,3.904,3.41,1.892,-0.059,Happy,Happy
2.419,0.413,4.02,3.501,1.867,-0.043,Happy,Happy
2.476,0.404,3.836,3.54,1.884,-0.027,Happy,Happy
2.534,0.395,3.631,3.564,1.922,-0.016,Happy,Happy
2.462,0.406,3.581,3.573,1.919,-0.008,Happy,Happy
2.402,0.416,3.449,3.484,1.825,-0.019,Happy,Happy
2.303,0.434,3.477,3.235,2.014,-0.033,Happy,Happy
2.215,0.451,3.667,3.085,2.017,-0.048,Happy,Happy
2.223,0.45,3.703,3.066,2.004,-0.057,Happy,Happy
2.183,0.458,3.759,3.087,1.98,-0.084,Happy,Happy
2.208,0.453,3.73,3.193,1.957,-0.119,Happy,Happy
2.568,0.389,3.631,3.216,1.873,-0.093,Happy,Happy
2.97,0.337,3.627,3.128,1.916,-0.023,Happy,Happy
3.146,0.318,3.631,3.12,1.789,0.007,Happy,Happy
3.177,0.315,3.601,3.255,1.747,0.011,Happy,Happy
3.218,0.311,3.598,3.3,1.726,0.023,Happy,Happy
3.239,0.309,3.573,3.257,1.663,0.041,Happy,Happy
3.232,0.309,3.378,3.248,1.349,0.049,Happy,Happy
3.245,0.308,3.371,3.371,1.507,0.05,Happy,Happy
3.397,0.294,3.4,3.612,1.627,0.03,Happy,Happy
3.616,0.277,3.446,3.708,1.746,0.009,Happy,Happy
3.661,0.273,3.681,3.682,1.908,0.008,Happy,Happy
3.521,0.284,3.727,3.631,2.181,0.008,Happy,Happy
3.363,0.297,3.641,3.521,2.183,-0.009,Happy,Happy
3.334,0.3,3.638,3.387,2.184,-0.021,Happy,Happy
3.358,0.298,3.585,3.245,2.154,-0.025,Happy,Happy
3.41,0.293,3.653,3.206,2.149,-0.034,Happy,Happy
3.507,0.285,3.777,3.377,2.138,-0.037,Happy,Happy
3.626,0.276,3.793,3.597,2.134,-0.038,Happy,Happy
3.689,0.271,3.697,3.517,2.112,-0.04,Happy,Happy
3.591,0.278,3.637,3.284,2.005,-0.042,Happy,Happy
3.517,0.284,3.652,3.198,2.017,-0.045,Happy,Happy
3.508,0.285,3.254,3.121,1.86,-0.042,Happy,Happy
3.487,0.287,3.368,3.204,1.715,-0.04,Happy,Happy
3.432,0.291,3.339,3.356,1.812,-0.044,Happy,Happy
3.382,0.296,3.483,3.417,1.918,-0.049,Happy,Happy
3.316,0.302,3.464,3.466,1.911,-0.056,Happy,Happy
3.174,0.315,3.508,3.46,2.035,-0.067,Happy,Happy
3.011,0.332,3.554,3.269,2.116,-0.074,Happy,Happy
2.817,0.355,3.484,2.971,2.081,-0.077,Happy,Happy
2.717,0.368,3.644,2.953,2.157,-0.05,Happy,Happy
2.726,0.367,3.748,2.95,2.204,0.005,Happy,Happy
2.865,0.349,3.959,2.933,2.311,0.034,Happy,Happy
3.028,0.33,4.132,2.917,2.246,0.021,Happy,Happy
3.187,0.314,4.127,2.834,2.229,-0.001,Happy,Happy
3.315,0.302,4.201,2.799,2.246,-0.014,Happy,Happy
3.375,0.296,4.174,2.69,2.201,-0.022,Happy,Happy
3.379,0.296,4.222,2.752,2.214,-0.024,Happy,Happy
3.37,0.297,4.243,3.106,2.207,-0.025,Happy,Happy
3.375,0.296,4.223,3.474,2.262,-0.029,Happy,Happy
3.358,0.298,4.232,3.63,2.137,-0.032,Happy,Happy
3.391,0.295,4.176,3.623,2.151,-0.037,Happy,Happy
3.501,0.286,4.154,3.645,2.195,-0.045,Happy,Happy
3.512,0.285,3.874,3.738,2.046,-0.056,Happy,Happy
3.435,0.291,3.89,3.81,2.049,-0.059,Happy,Happy
3.346,0.299,3.901,3.75,2.044,-0.056,Happy,Happy
3.282,0.305,3.835,3.798,2.003,-0.051,Happy,Happy
3.274,0.305,3.835,4.162,2.147,-0.038,Happy,Happy
3.307,0.302,3.8,4.466,2.117,-0.031,Happy,Happy
3.388,0.295,3.69,4.513,2.019,-0.031,Happy,Happy
3.501,0.286,3.729,4.427,2.039,-0.031,Happy,Happy
3.556,0.281,3.772,4.427,2.189,-0.031,Happy,Happy
3.432,0.291,3.831,4.527,2.174,-0.035,Happy,Happy
3.187,0.314,3.983,4.6,2.258,-0.051,Happy,Happy
3.201,0.312,4.029,4.588,2.334,-0.063,Happy,Happy
3.271,0.306,4.032,4.544,2.305,-0.051,Happy,Happy
3.285,0.304,3.987,4.59,2.359,-0.039,Happy,Happy
3.265,0.306,4.029,4.645,2.381,-0.053,Happy,Happy
3.367,0.297,4.043,4.428,2.312,-0.075,Happy,Happy
3.426,0.292,4.13,4.1,2.382,-0.085,Happy,Happy
