alpha,arousal1,betha,theta,gamma,valence1
2.46,0.407,3.16,4.73,2.66,0.0119
2.39,0.418,3.16,5.08,2.73,0.0245
2.47,0.405,3.27,5.17,2.76,0.0279
2.64,0.379,3.19,5.25,2.49,0.0077
2.68,0.374,3.17,5.34,2.49,-0.0128
2.67,0.375,3.03,5.37,2.52,-0.0102
2.9,0.345,3.02,5.36,2.6,-0.0472
3.35,0.298,3.08,5.41,2.71,-0.0565
3.54,0.283,3.07,5.44,2.76,-0.043
3.61,0.277,3.18,5.43,2.83,-0.0331
3.65,0.274,2.98,5.29,2.7,-0.0241
3.67,0.273,2.98,4.93,2.63,-0.0156
3.66,0.273,2.95,4.57,2.56,-0.0146
3.6,0.278,2.88,4.54,2.53,-0.0167
3.54,0.282,2.93,4.42,2.55,-0.0194
3.53,0.283,2.95,4.12,2.75,-0.0209
3.47,0.289,2.88,4.05,2.71,-0.0152
3.16,0.316,2.87,4.04,2.61,0.0082
2.67,0.375,2.76,4.11,2.51,0.0611
2.22,0.449,2.73,4.11,2.34,0.0823
2.24,0.446,2.64,4.03,2.33,0.0395
2.44,0.41,2.71,4.06,2.48,0.0267
2.42,0.414,2.81,4.21,2.47,0.00293
2.84,0.352,3.03,4.55,2.52,-0.0776
3.09,0.323,3.22,4.69,2.55,-0.104
3.15,0.317,3.29,4.67,2.37,-0.106
3.18,0.315,3.29,4.69,2.07,-0.097
3.21,0.312,3.25,4.71,2.19,-0.0943
3.23,0.309,3.32,4.64,2.21,-0.104
3.28,0.305,3.35,4.53,2.26,-0.114
3.31,0.302,3.31,4.56,2.33,-0.114
3.21,0.312,3.45,4.57,2.36,-0.135
3.16,0.317,3.44,4.57,2.13,-0.178
3.17,0.315,3.45,4.47,2.13,-0.178
3.11,0.322,3.19,4.09,2,-0.132
2.98,0.335,3.09,3.84,1.99,-0.107
2.97,0.337,3.04,3.93,2.02,-0.0989
2.97,0.337,3.09,3.98,1.97,-0.117
2.99,0.334,3.07,3.96,1.85,-0.122
3.04,0.329,3.22,3.86,1.88,-0.0905
3.03,0.33,3.2,3.74,1.84,-0.0628
2.98,0.336,3.16,3.63,1.9,-0.0618
2.94,0.34,2.9,3.59,1.82,-0.0695
2.92,0.342,2.86,3.59,1.88,-0.0606
2.76,0.362,2.94,3.7,1.82,-0.0492
2.53,0.395,3.03,3.74,1.8,-0.0261
2.94,0.341,3.18,4.35,1.82,0.0207
3.28,0.305,3.16,4.91,1.82,0.0285
3.39,0.295,3.15,5.04,1.86,0.0262
3.38,0.296,3.06,5.01,1.81,0.0274
3.29,0.304,2.99,5.03,1.79,0.0278
3.24,0.309,3.03,5.04,1.67,0.0289
3.24,0.309,3.05,5.05,1.74,0.0292
3.31,0.302,3.07,5.06,1.97,0.0282
3.87,0.259,3.67,4.32,2.33,0.0111
3.87,0.259,3.35,4.18,2.02,0.0157
3.87,0.259,3.27,3.97,2,0.0159
3.9,0.257,3.26,3.89,1.95,0.0162
3.97,0.252,3.27,3.84,1.92,0.0145
3.93,0.255,3.34,3.96,2.04,0.0143
3.69,0.271,3.5,4.37,2.15,0.0199
3.49,0.286,3.54,4.51,2.17,0.0254
3.58,0.279,3.51,4.64,2.02,0.0209
3.54,0.282,3.4,4.84,1.91,0.00456
3.34,0.3,3.35,5.01,1.9,-0.0233
3.29,0.304,3.33,5.16,1.95,-0.0484
3.31,0.302,3.34,5.29,2.01,-0.0561
3.3,0.303,3.28,5.33,1.98,-0.0604
3.17,0.316,3.36,5.35,2.14,-0.0742
3.05,0.328,3.45,5.35,2.16,-0.0921
3.05,0.327,3.29,5.31,2.01,-0.102
3.06,0.327,3.07,5.23,1.93,-0.1
2.82,0.354,3.06,5.19,1.91,-0.0982
2.62,0.382,3.06,5.13,2.07,-0.0958
2.51,0.399,3.06,5.02,2.14,-0.086
2.43,0.411,3.06,4.87,2.15,-0.101
2.42,0.413,3.51,4.72,2.3,-0.128
2.38,0.42,3.46,4.77,2.3,-0.129
2.59,0.386,3.42,5.03,2.31,-0.0653
2.86,0.35,3.32,5.13,2.24,-0.00991
2.8,0.357,3.3,5.12,2.25,0.0152
2.81,0.356,3.28,5.04,2.31,0.00369
2.88,0.348,3.32,4.95,2.34,-0.00614
3.02,0.332,3.43,4.81,2.45,-0.0245
3.18,0.314,3.55,4.78,2.33,-0.0412
3.18,0.314,3.55,4.89,2.28,-0.0397
3.2,0.312,3.52,4.92,2.15,-0.0352
3.18,0.315,3.12,4.93,2.01,-0.0365
3.24,0.309,3.13,4.77,1.97,-0.028
3.25,0.308,3.13,4.42,1.86,-0.036
3.2,0.312,3.17,4.34,1.85,-0.0455
3.28,0.305,3.32,4.4,1.97,-0.0484
3.52,0.284,3.32,4.4,1.99,-0.045
3.76,0.266,3.32,4.39,1.88,-0.0318
3.87,0.258,2.97,4.41,1.65,-0.0203
3.87,0.258,2.92,4.54,1.69,-0.0115
3.96,0.252,2.96,4.54,1.71,-0.0108
4.04,0.248,3.04,4.54,1.85,-0.0137
4.09,0.244,3.02,4.54,1.89,-0.0186
4.13,0.242,3.03,4.43,1.9,-0.0185
4.16,0.24,3.07,4.36,1.89,-0.0142
4.19,0.239,3.01,4.27,1.76,-0.0103
4.14,0.242,2.87,4.25,1.59,-0.00711
3.98,0.251,3.01,4.26,1.69,-0.002
3.86,0.259,2.93,4.78,1.73,0.00797
3.87,0.259,2.96,5.27,1.88,0.012
3.9,0.256,3.12,5.4,2.09,0.0125
3.87,0.259,3.05,5.44,2.09,0.00951
3.83,0.261,3.03,5.43,2.05,0.0121
3.75,0.267,3.04,5.41,2.06,0.0187
3.61,0.277,3.04,5.41,2.07,0.0154
3.46,0.289,2.99,5.41,2.05,0.00566
3.44,0.291,2.93,5.4,2.02,0.00018
3.44,0.291,2.96,5.38,2.14,0.00243
3.35,0.298,3.08,5.36,2.11,-0.00316
3.09,0.324,3.16,5.03,2.13,-0.0154
2.78,0.36,3.12,4.28,1.87,-0.0286
2.79,0.358,2.98,3.52,1.85,-0.0214
2.89,0.346,2.96,3.24,1.73,0.00365
2.88,0.347,2.89,3.31,1.73,0.0212
2.94,0.34,2.87,3.34,1.8,0.00627
2.97,0.336,3.3,3.42,2.15,-0.00445
3.05,0.328,3.29,3.71,2.21,-0.0131
3.17,0.315,3.31,4,2.22,-0.0235
3.2,0.312,3.29,4.02,2.13,-0.0296
3.29,0.304,3.25,3.96,2.14,-0.0292
3.67,0.272,3.22,4.02,2.08,-0.0343
3.85,0.26,3.23,4.38,2.02,-0.0454
3.78,0.265,3.29,4.56,2.28,-0.0627
3.75,0.267,3.33,4.55,2.46,-0.0709
3.72,0.269,3.35,4.55,2.46,-0.0673
3.73,0.268,3.34,4.54,2.26,-0.0633
3.76,0.266,3.08,4.54,2.19,-0.0639
3.7,0.27,3.21,4.51,2.2,-0.0646
3.76,0.266,3.08,4.5,2.22,-0.052
3.88,0.258,3.05,4.74,2.23,-0.0471
3.73,0.268,3.17,5.1,2.25,-0.0525
3.34,0.299,3.11,5.34,2.3,-0.0677
3.12,0.321,3.11,5.31,2.33,-0.0611
3.14,0.318,3.03,5.3,1.95,-0.0307
3.17,0.316,3.02,5.4,1.82,-0.026
3.12,0.32,3,5.45,1.8,-0.025
3.08,0.324,2.98,5.48,1.75,-0.00113
3.16,0.317,2.76,5.5,1.79,0.0262
3.18,0.314,2.95,5.45,1.97,0.0347
2.8,0.357,2.99,5.37,1.91,0.0707
2.72,0.367,2.97,5.27,1.91,0.108
2.78,0.359,2.77,5.1,1.92,0.113
2.79,0.359,2.76,4.88,1.84,0.114
2.74,0.365,2.79,4.71,1.72,0.11
2.69,0.372,2.8,4.5,1.68,0.121
2.68,0.374,2.92,4.3,1.71,0.135
2.89,0.346,2.97,4.28,1.69,0.113
3.23,0.31,3.11,4.19,1.69,0.051
3.27,0.306,3.03,4.06,1.44,0.0187
3.25,0.307,2.85,4.09,1.79,0.015
3.3,0.303,2.96,4.14,1.82,0.0182
3.36,0.298,2.87,4.11,1.83,0.0137
3.36,0.298,2.87,3.85,1.97,0.00717
3.36,0.298,2.9,3.53,2.06,0.00661
3.36,0.298,3.02,3.54,2.09,0.00432
3.48,0.288,3.73,3.98,2.32,0.0259
3.46,0.289,3.7,3.85,2.26,0.023
3.48,0.287,3.64,3.75,2.19,0.0178
3.48,0.287,3.52,3.87,2.11,0.0114
3.44,0.291,3.27,4.15,1.87,0.00241
3.38,0.296,2.84,4.25,1.78,0.005
3.08,0.325,2.71,4.23,1.75,0.0173
2.51,0.399,2.64,4.29,1.69,0.017
2.64,0.379,2.64,4.32,1.7,-0.0222
3.18,0.314,2.63,4.76,1.74,-0.0276
3.43,0.292,2.65,5.15,1.95,-0.0281
3.6,0.278,2.71,5.24,2.12,-0.0199
3.67,0.272,2.72,5.24,2.16,-0.0127
3.67,0.272,2.73,5.29,2.19,-0.00953
3.73,0.268,2.88,5.29,2.17,-0.0093
3.86,0.259,2.91,5.21,2.16,-0.0107
3.87,0.258,2.95,5.15,2.22,-0.014
3.92,0.255,3,5.11,2.23,-0.0148
3.97,0.252,3.02,5.06,2.2,-0.0128
3.88,0.258,2.95,5.03,2.27,-0.0132
3.61,0.277,2.94,4.78,2.23,-0.0128
3.39,0.295,2.93,4.25,2.25,-0.0154
3.29,0.304,2.84,4.04,2.29,-0.0217
3.19,0.314,3.04,3.99,2.37,-0.0299
3.21,0.312,3.03,3.79,2.49,-0.0297
3.08,0.324,2.92,3.86,2.55,-0.03
2.9,0.344,2.82,4.04,2.52,-0.0251
2.85,0.351,2.77,4.09,2.51,-0.0164
2.82,0.354,2.7,4.07,2.47,-0.019
2.88,0.348,2.75,4.07,2.49,-0.0338
2.92,0.342,2.76,4.03,2.45,-0.0419
2.9,0.345,3.01,3.84,2.34,-0.0329
2.92,0.343,3.02,3.68,2.23,-0.0352
2.97,0.337,2.94,3.62,2.06,-0.0531
2.98,0.336,2.82,3.58,1.97,-0.0542
2.92,0.343,2.74,3.64,1.72,-0.0499
2.85,0.351,2.74,3.64,1.62,-0.0667
2.84,0.352,2.72,3.64,1.57,-0.0739
2.77,0.361,2.72,3.62,1.5,-0.0676
2.64,0.379,2.83,3.59,1.79,-0.0488
2.48,0.403,2.79,3.59,1.87,-0.0137
2.45,0.409,2.7,3.53,1.93,0.0164
2.41,0.414,2.58,3.47,1.95,0.0202
2.25,0.444,2.73,3.47,1.97,0.0595
2.24,0.446,2.84,3.46,1.92,0.0941
2.16,0.462,2.83,3.47,1.92,0.0906
2.34,0.428,2.97,3.47,1.93,0.0595
2.61,0.383,3.06,3.23,2.04,0.0265
2.88,0.347,3.17,3.14,2.07,0.00321
3.2,0.313,3.18,3.33,2.03,-0.0165
3.42,0.293,3.14,3.45,1.85,-0.0237
3.5,0.285,3.1,3.45,1.9,-0.0219
3.54,0.283,3.06,3.45,1.98,-0.0172
3.54,0.282,3.11,3.56,2.01,-0.0131
3.53,0.283,3.07,3.64,2.06,-0.0102
3.53,0.284,3.06,3.68,2.16,-0.0093
3.53,0.283,3.11,4.03,2.25,-0.00492
3.5,0.286,3.08,4.28,2.29,0.00246
3.4,0.294,2.96,4.31,2.15,0.00896
3.23,0.31,3.05,4.42,2.18,0.0156
3.09,0.324,3.02,4.56,2.17,0.0206
2.93,0.341,3.05,4.58,2.18,0.0232
2.84,0.352,3.16,4.58,2.07,0.018
2.85,0.351,3.09,4.6,1.91,0.00874
2.95,0.339,3.06,4.64,1.8,0.00298
3.05,0.328,3.19,4.74,1.82,0.00837
3.04,0.329,3.22,4.79,1.86,0.00591
3.05,0.327,3.33,4.65,1.82,-0.0018
3.12,0.321,3.41,4.48,1.9,-0.0137
3.23,0.31,3.5,4.42,1.93,-0.0286
3.18,0.314,3.51,4.3,1.97,-0.0205
3.13,0.319,3.49,4.25,1.96,-0.00882
3.16,0.316,3.5,4.27,1.87,-0.0173
3.18,0.314,3.65,4.24,2.05,-0.021
3.32,0.301,3.7,4.32,2.09,-0.00656
3.34,0.299,3.68,4.6,2.15,-0.00703
3.33,0.301,3.58,4.66,2.09,-0.0147
3.34,0.299,3.47,4.61,2.03,-0.00957
3.29,0.304,3.34,4.66,1.87,-0.00753
3.22,0.311,3.22,4.66,1.95,-0.00869
3.34,0.3,3.15,4.59,2.03,-0.0119
3.52,0.284,3.25,4.47,1.98,-0.0202
3.5,0.286,3.27,4.42,1.95,-0.0207
3.5,0.286,3.24,4.42,1.95,-0.0123
3.46,0.289,2.98,4.45,1.81,-0.0153
3.35,0.299,2.99,4.28,1.87,-0.0268
3.26,0.307,2.99,3.9,1.72,-0.0285
3.24,0.309,2.96,3.86,1.72,-0.031
3.25,0.308,2.94,4.18,1.78,-0.0398
3.42,0.292,2.99,4.46,1.81,-0.022
3.41,0.293,3,4.53,1.77,-0.0101
3.2,0.312,2.82,4.52,1.65,-0.00106
2.94,0.34,2.68,4.49,1.69,0.0165
2.88,0.347,2.67,4.51,1.73,0.0125
2.84,0.352,2.76,4.56,1.71,0.00689
2.75,0.363,2.72,4.55,1.74,0.0206
2.77,0.362,2.81,4.45,1.61,0.00319
2.95,0.339,3.02,4.35,1.73,-0.0196
3.17,0.315,3.1,4.19,1.81,-0.0221
3.31,0.302,3.16,3.62,1.79,-0.0328
3.36,0.298,3.04,3.02,1.74,-0.0558
3.35,0.298,3.08,2.87,1.84,-0.0684
3.36,0.298,3.07,2.95,1.86,-0.0688
3.37,0.297,3.05,3.04,1.8,-0.0666
3.48,0.287,3.11,3.09,1.75,-0.0593
3.55,0.282,3.14,2.85,1.97,-0.0685
3.54,0.283,3.21,2.67,2.03,-0.0706
3.56,0.281,3.46,4.4,1.97,-0.0186
3.67,0.273,3.43,4.42,1.85,-0.0288
3.51,0.285,3.38,4.59,1.74,-0.035
3.36,0.297,3.41,4.61,1.78,-0.0409
3.41,0.293,3.4,4.45,1.75,-0.0425
3.47,0.289,3.48,4.38,1.8,-0.0417
3.5,0.286,3.49,4.57,1.75,-0.0415
3.47,0.288,3.37,4.79,1.81,-0.0418
3.47,0.288,3.03,4.99,1.65,-0.0403
3.45,0.29,2.86,5.16,1.66,-0.0402
3.36,0.298,2.8,5.29,1.71,-0.0317
3.28,0.305,2.65,5.38,1.66,-0.00897
3.33,0.3,2.66,5.33,1.74,0.000925
3.37,0.296,2.7,5.24,1.74,0.000461
3.32,0.302,2.66,5.21,1.74,0.00835
3.23,0.31,2.66,5.21,1.68,0.0216
3.16,0.317,2.6,5.14,1.57,0.028
3.13,0.32,2.6,5.01,1.6,0.0345
3.26,0.307,2.8,4.85,1.58,0.0403
3.31,0.302,2.87,4.6,1.56,0.0485
3.4,0.294,2.86,4.38,1.6,0.0436
3.56,0.281,2.93,4.05,1.54,0.0269
3.62,0.276,3.06,3.61,1.59,0.0181
3.57,0.28,3.09,3.42,1.46,0.0156
3.56,0.281,3.1,3.38,1.87,0.0154
3.58,0.279,3.3,3.6,1.93,0.0171
3.59,0.279,3.31,3.92,1.97,0.019
3.61,0.277,3.3,4.07,2,0.0161
3.67,0.273,3.34,3.95,2.11,0.0111
3.67,0.273,3.29,3.87,2.13,0.00878
3.66,0.274,3.5,3.89,2.16,0.00553
3.59,0.278,3.52,3.88,2.08,0.0156
3.5,0.286,3.54,4.1,2.09,0.0187
3.62,0.276,3.46,4.37,2.1,0.00149
3.62,0.276,3.44,4.48,2.13,-0.000951
3.55,0.282,3.35,4.57,1.81,0.00229
3.54,0.283,3.52,4.88,1.8,0.00918
3.65,0.274,3.67,5.31,1.83,0.0152
3.68,0.271,3.68,5.57,1.85,0.0187
3.58,0.279,3.64,5.64,1.68,0.0254
3.51,0.284,3.63,5.66,1.74,0.027
3.58,0.279,3.65,5.68,1.73,0.0309
3.57,0.28,3.6,5.69,1.73,0.0306
3.39,0.295,3.57,5.63,1.7,0.0467
3.36,0.298,3.61,5.56,1.77,0.0618
3.35,0.298,3.6,5.53,1.71,0.0708
3.33,0.3,3.55,5.47,1.75,0.066
3.25,0.308,3.23,5.21,1.86,0.0416
3.08,0.325,3.15,4.72,1.85,0.0264
3.08,0.325,3.17,4.41,1.86,0.0204
3.1,0.322,3.19,4.37,1.94,0.0143
3.12,0.321,3.07,4.31,1.97,-0.00349
3.19,0.313,2.95,4.19,2.01,-0.0216
3.27,0.306,2.91,4.15,2.11,-0.0112
3.09,0.324,2.89,4.2,2.12,-0.00886
2.96,0.338,2.8,4.25,2.08,-0.0242
3.05,0.328,2.89,4.27,2.11,-0.0198
3.16,0.317,2.9,4.17,2.07,-0.00198
3.16,0.316,2.89,4.09,2.01,0.00451
3.18,0.314,2.93,4.06,2.08,0.011
3.25,0.308,2.81,3.92,2.04,0.0138
3.3,0.303,2.85,3.86,2.07,0.0148
3.21,0.312,3.01,3.84,1.98,0.017
3.07,0.326,2.99,3.97,2.03,0.0214
3.23,0.31,3.05,4.03,1.93,0.0136
3.4,0.294,3.1,4.07,1.92,0.0141
3.34,0.3,3.18,4.18,1.97,0.023
3.24,0.309,3.15,4.25,1.96,0.0156
3.21,0.312,3.14,4.23,1.96,0.00145
3.27,0.306,3.11,4.2,2.05,0.00356
3.22,0.31,3.09,4.12,1.97,0.0125
3.12,0.321,3.1,4.09,1.9,0.00833
3.12,0.321,3.03,4.07,1.76,-0.00508
3.15,0.317,2.89,4.04,1.93,-0.0113
3,0.333,2.86,3.9,2,-0.0249
2.57,0.39,2.79,3.84,2.11,-0.0628
2.55,0.392,2.85,3.78,2.09,-0.0293
2.77,0.36,2.75,3.53,2.07,-0.00655
2.8,0.357,2.76,3.59,2.05,0.00041
2.72,0.368,2.79,3.86,2.01,0.00652
2.6,0.385,2.85,3.89,2.1,-0.00704
2.59,0.385,2.84,3.82,2.07,-0.0122
2.63,0.38,2.86,3.79,2.1,0.000953
2.66,0.376,2.94,3.79,2.15,0.00996
2.72,0.368,2.95,3.8,2.08,0.00671
2.75,0.364,3,3.8,2,0.00927
2.83,0.354,3.12,3.74,1.88,0.00423
2.9,0.345,3.06,3.78,2.12,-0.00542
2.87,0.348,3.14,3.97,2.17,-0.00466
3.08,0.325,3.15,4.05,2.16,-0.00355
3.26,0.307,3.23,3.99,2.16,-0.00738
3.29,0.304,3.23,3.94,2.07,-0.00177
3.44,0.291,3.22,4.03,2.07,-0.00252
3.71,0.27,3.12,4.3,2.04,-0.00562
3.77,0.265,3.03,4.56,1.89,-0.00184
3.77,0.265,2.97,4.68,1.83,-0.000725
3.78,0.265,2.9,4.78,1.82,-0.00133
3.77,0.265,2.73,4.82,1.87,0.000807
3.72,0.269,2.69,4.78,1.6,0.00339
3.65,0.274,2.68,4.69,1.67,0.000538
3.55,0.282,2.54,4.62,1.76,-0.00032
3.54,0.282,2.52,4.7,1.91,-0.00279
3.62,0.276,2.5,4.85,1.99,-0.0125
3.41,0.294,2.57,4.87,2.09,-0.0103
3.12,0.321,2.59,4.74,2.11,-0.0152
3.03,0.33,2.68,4.59,2.11,-0.0129
3.06,0.327,2.6,4.54,2.06,-0.00423
3.69,0.271,4.06,3.91,3.07,0.0214
3.71,0.27,4.05,3.9,3.09,0.0239
3.71,0.269,4.11,3.96,3.1,0.0237
3.8,0.263,4.12,4.41,3.1,0.0207
3.86,0.259,4.05,4.83,3.12,0.02
3.78,0.265,4.01,5,3.13,0.0214
3.66,0.273,3.97,5.02,3.1,0.0263
3.66,0.274,3.54,4.98,2.78,0.0306
3.66,0.273,3.23,4.96,2.77,0.02
3.49,0.286,3.22,4.96,2.54,-0.00574
3.39,0.295,3.17,4.97,2.26,-0.0249
3.42,0.293,3.11,4.99,2.29,-0.022
3.48,0.288,2.96,4.99,2.22,-0.0144
3.43,0.291,2.78,4.93,2.16,-0.00767
3.24,0.309,2.95,4.53,2.04,0.00836
2.94,0.341,2.97,3.83,1.98,0.0378
