alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
3.67,0.272,3.82,4.3,2.64,-0.0108,Agressive,Agressive
3.63,0.275,3.76,4.13,2.7,-0.0123,Agressive,Agressive
3.48,0.287,3.79,4.02,2.69,-0.018,Agressive,Agressive
3.34,0.299,3.58,4,2.76,-0.0321,Agressive,Agressive
3.37,0.297,3.41,3.75,2.66,-0.0444,Agressive,Agressive
3.37,0.297,3.41,3.56,2.63,-0.0463,Agressive,Agressive
3.35,0.298,3.39,3.67,2.57,-0.0451,Agressive,Agressive
3.04,0.329,3.32,3.62,2.51,-0.0511,Agressive,Agressive
2.78,0.36,3.5,3.5,2.48,-0.0524,Agressive,Agressive
2.9,0.345,3.37,3.54,2.4,-0.0322,Agressive,Agressive
3.11,0.321,3.32,3.83,2.23,-0.013,Agressive,Agressive
3.19,0.313,3.15,3.95,2.16,-0.0104,Agressive,Agressive
3.23,0.31,3.09,3.98,1.99,-0.0121,Agressive,Agressive
3.19,0.314,2.96,4,1.9,-0.0111,Agressive,Agressive
3.11,0.321,3.05,4.01,1.71,0.00968,Agressive,Agressive
3.07,0.326,3.55,4.01,2.02,0.0332,Agressive,Agressive
3.13,0.32,3.56,3.97,2.14,0.0394,Agressive,Agressive
3.29,0.304,3.59,3.84,2.23,0.0347,Agressive,Agressive
3.34,0.3,3.57,3.74,2.26,0.0345,Agressive,Agressive
3.25,0.308,3.52,3.76,2.25,0.0403,Agressive,Agressive
3.06,0.326,3.51,3.7,2.36,0.0454,Agressive,Agressive
2.97,0.337,3.57,3.54,2.48,0.0415,Agressive,Agressive
3.05,0.327,3.65,3.46,2.51,0.0236,Agressive,Agressive
3.19,0.313,3.65,3.55,2.51,-0.00272,Agressive,Agressive
3.27,0.305,3.79,3.6,2.61,-0.0283,Agressive,Agressive
3.29,0.304,3.87,3.53,2.53,-0.0492,Agressive,Agressive
3.28,0.305,3.64,3.55,3.02,-0.0653,Agressive,Agressive
3.23,0.31,3.77,3.65,3.24,-0.0809,Agressive,Agressive
3.14,0.318,3.87,3.88,3.33,-0.0968,Agressive,Agressive
3.09,0.324,3.86,4.18,3.34,-0.108,Agressive,Agressive
3.08,0.325,3.83,4.34,3.37,-0.113,Agressive,Agressive
3.06,0.327,3.93,4.35,3.34,-0.114,Agressive,Agressive
3.04,0.329,3.92,4.41,3.29,-0.106,Agressive,Agressive
3.17,0.316,3.95,4.43,3.33,-0.0635,Agressive,Agressive
3.16,0.317,3.99,4.41,3.39,-0.0433,Agressive,Agressive
3.19,0.313,3.78,4.46,3.35,-0.033,Agressive,Agressive
3.25,0.308,3.8,4.53,3.34,-0.0315,Agressive,Agressive
3.28,0.305,3.7,4.65,2.67,-0.0372,Agressive,Agressive
3.23,0.309,3.53,4.67,2.47,-0.0449,Agressive,Agressive
3.2,0.313,3.42,4.57,2.2,-0.0535,Agressive,Agressive
3.19,0.313,3.54,4.38,2.14,-0.0552,Agressive,Agressive
3.2,0.313,3.47,4.21,2.08,-0.0499,Agressive,Agressive
3.19,0.313,3.34,4.1,2.24,-0.0492,Agressive,Agressive
3.01,0.332,3.34,3.96,2.21,-0.078,Agressive,Agressive
2.76,0.363,3.31,3.93,2.19,-0.135,Agressive,Agressive
2.57,0.389,3.3,3.81,2.08,-0.148,Agressive,Agressive
2.37,0.422,3.33,3.82,2.2,-0.169,Agressive,Agressive
1.89,0.529,3.42,3.93,2.53,-0.196,Agressive,Agressive
1.55,0.646,3.47,4.06,2.84,-0.126,Agressive,Agressive
1.76,0.568,3.55,4.08,2.88,0.0111,Agressive,Agressive
2.26,0.443,3.65,4.1,2.93,0.0616,Agressive,Agressive
2.4,0.416,3.66,4.11,2.95,0.0663,Agressive,Agressive
2.44,0.409,3.76,4.1,3.07,0.0484,Agressive,Agressive
2.68,0.373,3.86,4.08,3.02,0.0233,Agressive,Agressive
2.81,0.356,3.87,4.07,3.03,0.02,Agressive,Agressive
2.84,0.352,3.97,4.08,3.07,0.0215,Agressive,Agressive
2.83,0.353,3.93,4.15,3.1,0.0239,Agressive,Agressive
2.86,0.35,3.88,4.2,3.02,0.0264,Agressive,Agressive
2.86,0.35,3.86,4.02,2.78,0.0275,Agressive,Agressive
2.91,0.344,3.99,3.83,2.71,0.0416,Agressive,Agressive
2.86,0.349,4.2,3.96,2.79,0.0407,Agressive,Agressive
3.27,0.306,4.81,4.15,2.8,0.0111,Agressive,Agressive
4.06,0.246,4.82,4.31,2.78,-0.00316,Agressive,Agressive
4.41,0.227,4.78,4.44,2.56,-0.00918,Agressive,Agressive
4.51,0.222,4.77,4.58,2.52,-0.0111,Agressive,Agressive
4.53,0.221,4.79,4.73,2.47,-0.0101,Agressive,Agressive
4.53,0.221,4.74,4.78,2.31,-0.00995,Agressive,Agressive
4.55,0.22,4.79,4.73,2.36,-0.00919,Agressive,Agressive
4.6,0.217,4.82,4.6,2.4,-0.00804,Agressive,Agressive
4.63,0.216,4.77,4.52,2.45,-0.00905,Agressive,Agressive
4.62,0.216,4.7,4.5,2.26,-0.0111,Agressive,Agressive
4.61,0.217,4.3,4.44,2.09,-0.0127,Agressive,Agressive
4.46,0.224,3.77,4.29,2.11,-0.0151,Agressive,Agressive
4.08,0.245,3.9,4.02,2.38,-0.0194,Agressive,Agressive
3.84,0.26,3.81,3.68,2.39,-0.00989,Agressive,Agressive
3.9,0.256,3.79,3.44,2.4,-0.00678,Agressive,Agressive
3.98,0.251,3.72,3.27,2.4,-0.0135,Agressive,Agressive
3.98,0.251,3.7,3.22,2.34,-0.0153,Agressive,Agressive
3.96,0.252,3.69,3.31,2.31,-0.0169,Agressive,Agressive
3.99,0.251,3.68,3.36,2.27,-0.0209,Agressive,Agressive
4.01,0.249,3.7,3.34,2.35,-0.021,Agressive,Agressive
4.02,0.249,3.75,3.26,2.41,-0.0203,Agressive,Agressive
3.97,0.252,3.73,3.21,2.56,-0.0209,Agressive,Agressive
3.94,0.254,3.66,3.2,2.53,-0.024,Agressive,Agressive
