alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
5.74,0.17,5.71,7.12,2.84,-0.01,Happy,Happy
5.65,0.18,4.85,7.06,2.63,-0.01,Happy,Happy
5.36,0.19,4.63,6.75,2.61,-0.01,Happy,Happy
4.73,0.21,4.61,6.45,2.55,-0.03,Happy,Happy
4.24,0.24,4.48,6.33,2.64,-0.04,Happy,Happy
4.17,0.24,4.37,6.29,2.75,-0.04,Happy,Happy
2.89,0.35,3.69,5.69,2.82,-0.09,Agressive,Agressive
3.54,0.28,4.19,5.42,2.91,-0.04,Agressive,Agressive
4.15,0.24,4.36,5.18,3,-0.02,Agressive,Agressive
4.57,0.22,4.41,5.09,3.01,-0.01,Agressive,Agressive
4.8,0.21,4.42,4.88,3.09,-0.01,Agressive,Agressive
4.89,0.2,4.47,4.73,3.1,0,Agressive,Agressive
4.89,0.2,4.47,4.72,3.11,0,Agressive,Agressive
4.89,0.2,4.44,4.78,3.11,0,Agressive,Agressive
4.89,0.2,4.45,4.81,3.15,0,Agressive,Agressive
4.91,0.2,4.41,4.8,3.19,0,Agressive,Agressive
4.96,0.2,4.45,4.82,3.23,0,Agressive,Agressive
4.98,0.2,4.22,4.87,3.05,0,Agressive,Agressive
4.83,0.21,3.64,4.75,3.05,0,Agressive,Agressive
4.57,0.22,3.47,4.83,3.06,0.01,Agressive,Agressive
4.29,0.23,3.46,5.55,3.18,0.01,Agressive,Agressive
3.89,0.26,3.49,5.88,3.14,0.02,Agressive,Agressive
3.76,0.27,3.36,5.98,3.14,0.01,Agressive,Agressive
3.83,0.26,3.44,6,3.19,0.01,Agressive,Agressive
3.97,0.25,3.45,5.98,3.35,0,Agressive,Agressive
4.1,0.24,4.29,5.98,3.43,-0.01,Agressive,Agressive
4.11,0.24,4.46,5.98,3.62,-0.01,Agressive,Agressive
3.98,0.25,4.51,5.97,3.76,-0.01,Agressive,Agressive
3.8,0.26,4.52,5.96,4.22,-0.03,Agressive,Agressive
3.66,0.27,4.77,6.02,4.35,-0.04,Agressive,Agressive
3.87,0.26,5.46,6.03,4.38,-0.04,Agressive,Agressive
4.84,0.21,5.52,5.94,4.35,-0.02,Agressive,Agressive
5.36,0.19,5.56,5.87,4.41,-0.01,Agressive,Agressive
5.45,0.18,5.59,5.81,4.44,-0.01,Agressive,Agressive
5.48,0.18,5.6,5.8,4.41,-0.01,Agressive,Agressive
5.48,0.18,5.59,5.81,4.37,-0.01,Agressive,Agressive
5.46,0.18,5.39,5.83,4.37,-0.01,Agressive,Agressive
5.46,0.18,5.36,5.85,4.25,-0.01,Agressive,Agressive
5.48,0.18,5.33,5.87,3.86,-0.01,Agressive,Agressive
5.49,0.18,5.32,5.84,3.44,-0.01,Agressive,Agressive
5.49,0.18,4.82,5.73,3.1,-0.01,Agressive,Agressive
5.37,0.19,4.08,5.54,2.97,-0.01,Agressive,Agressive
4.84,0.21,3.71,5.07,2.95,-0.02,Agressive,Agressive
4.04,0.25,3.56,4.56,2.51,-0.03,Agressive,Agressive
3.7,0.27,3.36,4.33,2.49,-0.04,Agressive,Agressive
3.46,0.29,3.27,4.27,2.44,-0.03,Agressive,Agressive
3.04,0.33,3.31,4.23,2.43,-0.01,Agressive,Agressive
2.95,0.34,3.15,4.04,2.04,0.02,Agressive,Agressive
2.78,0.36,3.12,3.86,2.11,0,Agressive,Agressive
2.38,0.42,3.09,3.65,2.13,-0.02,Agressive,Agressive
2.36,0.42,3.07,3.51,2.26,-0.02,Agressive,Agressive
2.42,0.41,2.91,3.44,2.23,-0.03,Agressive,Agressive
2.37,0.42,2.83,3.36,2.22,-0.04,Agressive,Agressive
2.38,0.42,2.77,3.17,2.01,-0.04,Agressive,Agressive
2.38,0.42,2.61,2.69,2.08,-0.04,Agressive,Agressive
2.33,0.43,2.56,2.1,2.1,-0.07,Agressive,Agressive
2.26,0.44,2.55,2.08,2.23,-0.13,Agressive,Agressive
2.12,0.47,2.71,2.42,2.22,-0.21,Agressive,Agressive
2.05,0.49,2.7,2.8,2.18,-0.3,Agressive,Agressive
2.1,0.48,2.77,3.23,2.07,-0.35,Agressive,Agressive
2.31,0.43,2.77,3.3,1.99,-0.28,Agressive,Agressive
2.32,0.43,2.86,3.35,1.82,-0.23,Agressive,Agressive
2.37,0.42,3.1,3.51,1.81,-0.22,Agressive,Agressive
2.67,0.37,3.17,3.67,1.82,-0.17,Agressive,Agressive
2.84,0.35,3.23,3.75,1.84,-0.17,Agressive,Agressive
2.88,0.35,3.22,3.8,1.79,-0.17,Agressive,Agressive
2.88,0.35,3.21,3.8,1.9,-0.17,Agressive,Agressive
2.89,0.35,3.06,3.78,1.74,-0.18,Agressive,Agressive
2.92,0.34,3.06,3.72,1.75,-0.16,Agressive,Agressive
2.89,0.35,3.13,3.56,1.81,-0.14,Agressive,Agressive
2.89,0.35,3.11,3.48,1.84,-0.15,Agressive,Agressive
2.93,0.34,3.08,3.59,1.83,-0.17,Agressive,Agressive
2.94,0.34,3.04,3.59,1.77,-0.17,Agressive,Agressive
2.77,0.36,2.7,3.44,1.81,-0.19,Agressive,Agressive
2.53,0.4,2.88,3.24,1.83,-0.19,Agressive,Agressive
2.4,0.42,2.93,3.12,1.84,-0.17,Agressive,Agressive
2.46,0.41,2.98,3.15,1.62,-0.13,Agressive,Agressive
2.58,0.39,2.99,3.19,1.66,-0.1,Agressive,Agressive
2.55,0.39,2.91,3.19,1.64,-0.11,Agressive,Agressive
2.52,0.4,2.84,3.21,1.6,-0.13,Agressive,Agressive
2.46,0.41,2.88,3.1,1.64,-0.12,Agressive,Agressive
2.15,0.47,2.94,2.85,1.69,-0.08,Agressive,Agressive
1.89,0.53,2.94,2.85,1.71,-0.09,Agressive,Agressive
1.88,0.53,3.07,3,1.77,-0.11,Agressive,Agressive
1.9,0.53,3.18,3.05,1.95,-0.12,Agressive,Agressive
1.89,0.53,3.06,3.05,1.96,-0.13,Agressive,Agressive
1.88,0.53,3.05,3.05,1.94,-0.12,Agressive,Agressive
1.84,0.54,3.05,3.05,2,-0.11,Agressive,Agressive
1.81,0.55,3.1,3.02,1.98,-0.08,Agressive,Agressive
1.85,0.54,3.23,3.14,2.02,-0.06,Agressive,Agressive
1.97,0.51,3.29,3.32,1.99,-0.08,Agressive,Agressive
2.02,0.5,3.39,3.37,1.95,-0.08,Agressive,Agressive
2.07,0.48,3.52,3.27,2.03,-0.06,Agressive,Agressive
2.02,0.5,3.51,3.27,2.04,-0.04,Agressive,Agressive
2.1,0.48,3.47,3.45,2.02,-0.04,Agressive,Agressive
2.1,0.48,3.41,3.6,1.93,-0.05,Agressive,Agressive
2.22,0.45,3.55,3.63,1.9,-0.08,Agressive,Agressive
2.41,0.41,3.56,3.6,1.89,-0.11,Agressive,Agressive
2.44,0.41,3.52,3.66,1.71,-0.13,Agressive,Agressive
2.4,0.42,3.48,3.76,1.73,-0.13,Agressive,Agressive
2.36,0.42,3.4,3.72,1.74,-0.15,Agressive,Agressive
2.32,0.43,3.3,3.62,1.71,-0.16,Agressive,Agressive
2.41,0.41,3.16,3.72,1.78,-0.18,Agressive,Agressive
2.56,0.39,3.09,3.9,1.94,-0.2,Agressive,Agressive
2.7,0.37,3.12,3.85,1.89,-0.19,Agressive,Agressive
2.72,0.37,3,3.69,1.89,-0.2,Agressive,Agressive
2.73,0.37,3.18,3.67,1.9,-0.19,Agressive,Agressive
2.62,0.38,3.03,3.73,2.03,-0.16,Agressive,Agressive
2.44,0.41,3.08,3.77,2.18,-0.13,Agressive,Agressive
2.35,0.43,3.28,3.79,2.47,-0.16,Agressive,Agressive
2.45,0.41,3.63,3.89,2.47,-0.09,Agressive,Agressive
3.41,0.29,3.87,4.11,2.55,0.01,Agressive,Agressive
4.04,0.25,3.88,4.28,2.54,0.01,Agressive,Agressive
2.82,0.35,2.68,3.19,1.5,-0.1,Sad,Sad
2.77,0.36,2.67,3.19,1.5,-0.09,Sad,Sad
2.74,0.37,2.69,3.19,1.5,-0.09,Sad,Sad
2.74,0.36,2.82,3.27,1.52,-0.09,Sad,Sad
2.83,0.35,2.95,3.34,1.42,-0.12,Sad,Sad
2.98,0.34,2.89,3.35,1.3,-0.14,Sad,Sad
3.11,0.32,2.91,3.39,1.32,-0.12,Sad,Sad
3.09,0.32,2.8,3.42,1.23,-0.09,Sad,Sad
2.98,0.34,2.77,3.57,1.21,-0.09,Sad,Sad
2.73,0.37,2.66,3.62,1.2,-0.11,Sad,Sad
2.66,0.38,2.69,3.48,1.39,-0.12,Sad,Sad
2.75,0.36,2.68,3.41,1.51,-0.13,Sad,Sad
2.9,0.35,2.63,3.51,1.48,-0.12,Sad,Sad
2.98,0.34,2.51,3.63,1.54,-0.12,Sad,Sad
3,0.33,2.52,3.7,1.54,-0.11,Sad,Sad
2.93,0.34,2.5,3.71,1.79,-0.11,Sad,Sad
2.76,0.36,2.54,3.64,1.89,-0.11,Sad,Sad
2.55,0.39,2.72,3.69,2.14,-0.14,Sad,Sad
2.49,0.4,3.06,3.73,2.47,-0.15,Sad,Sad
2.51,0.4,3.41,3.73,2.66,-0.11,Sad,Sad
2.5,0.4,3.5,3.93,2.7,-0.1,Sad,Sad
2.64,0.38,3.47,4.02,2.68,-0.13,Sad,Sad
2.74,0.36,3.51,3.99,2.69,-0.16,Sad,Sad
2.65,0.38,3.58,3.91,2.76,-0.17,Sad,Sad
2.65,0.38,3.58,3.82,2.74,-0.18,Sad,Sad
2.68,0.37,3.56,3.76,2.78,-0.16,Sad,Sad
2.65,0.38,3.68,3.94,2.77,-0.15,Sad,Sad
2.74,0.36,3.68,4.2,2.76,-0.12,Sad,Sad
2.89,0.35,3.62,4.28,2.88,-0.07,Sad,Sad
2.85,0.35,3.75,4.46,2.86,-0.06,Sad,Sad
2.8,0.36,3.56,4.7,2.8,-0.08,Sad,Sad
2.95,0.34,3.57,4.88,2.78,-0.08,Sad,Sad
3.01,0.33,3.64,5.18,2.81,-0.04,Sad,Sad
3.01,0.33,3.69,5.37,2.8,-0.01,Sad,Sad
3.19,0.31,3.65,5.44,2.84,-0.01,Sad,Sad
3.36,0.3,3.71,5.56,2.84,-0.01,Sad,Sad
3.34,0.3,3.71,5.61,2.78,-0.01,Sad,Sad
3.37,0.3,3.71,5.61,2.74,-0.01,Sad,Sad
3.49,0.29,3.78,5.64,2.74,-0.01,Sad,Sad
3.5,0.29,3.63,5.65,2.27,-0.01,Sad,Sad
3.5,0.29,3.47,5.57,2.24,-0.02,Sad,Sad
3.49,0.29,3.42,5.44,2.26,-0.02,Sad,Sad
3.38,0.3,3.37,5.24,2.35,-0.01,Sad,Sad
3.23,0.31,3.37,5.02,2.38,-0.01,Sad,Sad
3.15,0.32,3.24,4.9,2.35,-0.02,Sad,Sad
2.96,0.34,3.26,4.68,2.35,-0.03,Sad,Sad
2.88,0.35,3.19,4.4,2.36,-0.03,Sad,Sad
2.93,0.34,3.1,4.37,2.36,-0.04,Sad,Sad
2.77,0.36,3.03,4.21,2.37,-0.04,Sad,Sad
2.57,0.39,3.02,3.79,2.32,-0.06,Sad,Sad
2.72,0.37,3.02,3.48,2.35,-0.05,Sad,Sad
2.88,0.35,3.01,3.52,2.32,-0.03,Sad,Sad
2.98,0.34,3.04,3.71,2.35,-0.04,Sad,Sad
3.05,0.33,3.06,3.8,2.32,-0.03,Sad,Sad
3.05,0.33,3,3.8,2.28,-0.01,Sad,Sad
3.04,0.33,2.95,3.79,2.47,0,Sad,Sad
2.98,0.34,2.96,3.72,2.62,0,Sad,Sad
2.91,0.34,2.92,3.62,2.73,0.01,Sad,Sad
2.93,0.34,3.1,3.66,3.12,0.02,Sad,Sad
3.24,0.31,3.18,3.75,3.18,0.03,Sad,Sad
3.48,0.29,3.1,3.7,3.17,0.02,Sad,Sad
3.51,0.29,3.08,3.61,3.17,0.01,Sad,Sad
3.49,0.29,3.15,3.27,3.18,0,Sad,Sad
3.46,0.29,3.12,2.87,3.14,-0.01,Sad,Sad
3.42,0.29,3.48,2.68,3.15,-0.01,Sad,Sad
3.61,0.28,3.49,2.7,3.18,-0.01,Sad,Sad
3.88,0.26,3.67,3.01,3.09,-0.02,Sad,Sad
3.98,0.25,3.78,3.35,2.98,-0.02,Sad,Sad
4.01,0.25,3.75,3.54,2.84,-0.02,Sad,Sad
3.95,0.25,3.75,3.49,2.53,-0.03,Sad,Sad
3.78,0.26,3.69,3.59,2.49,-0.04,Sad,Sad
3.6,0.28,3.87,3.86,2.74,-0.05,Sad,Sad
3.56,0.28,4.23,3.95,3.06,-0.04,Sad,Sad
3.58,0.28,4.3,4.46,3.15,-0.03,Sad,Sad
3.59,0.28,4.33,4.9,3.15,-0.03,Sad,Sad
3.61,0.28,4.22,5.11,3.15,-0.03,Sad,Sad
3.45,0.29,4.25,5.23,3.08,-0.02,Sad,Sad
3.14,0.32,4.15,5.33,3.07,-0.01,Sad,Sad
2.95,0.34,4.1,5.42,3.14,-0.01,Sad,Sad
2.99,0.33,4.4,5.58,3.23,-0.01,Sad,Sad
3.72,0.27,4.5,6.12,3.22,-0.01,Sad,Sad
4.13,0.24,4.48,6.6,3.19,0,Sad,Sad
4.23,0.24,4.35,6.79,2.8,-0.01,Sad,Sad
4.21,0.24,4.05,6.81,2.59,-0.01,Sad,Sad
4.27,0.23,3.95,6.76,2.46,-0.01,Sad,Sad
4.3,0.23,3.91,6.73,2.43,-0.01,Sad,Sad
4.28,0.23,3.88,6.71,2.37,-0.01,Sad,Sad
4.23,0.24,3.85,6.69,2.46,-0.01,Sad,Sad
4.23,0.24,3.85,6.66,2.41,0,Sad,Sad
4.25,0.24,3.91,6.64,2.02,0,Sad,Sad
4.19,0.24,3.22,6.57,1.84,0,Sad,Sad
3.79,0.26,3.11,6.21,1.86,0,Sad,Sad
3.14,0.32,3.1,5.41,1.89,0,Sad,Sad
3.01,0.33,3.06,4.71,1.92,0,Sad,Sad
2.86,0.35,3.09,4.35,1.95,0.01,Sad,Sad
2.72,0.37,3.07,4.13,1.88,0,Sad,Sad
2.57,0.39,3.05,4.07,1.92,-0.01,Sad,Sad
2.51,0.4,3.05,3.93,1.85,-0.03,Sad,Sad
2.53,0.4,3.09,3.71,1.67,-0.05,Sad,Sad
2.45,0.41,2.95,3.71,1.62,-0.08,Sad,Sad
2.4,0.42,2.76,3.85,1.48,-0.09,Sad,Sad
2.38,0.42,2.66,3.79,1.47,-0.08,Sad,Sad
2.3,0.44,2.63,3.57,1.39,-0.07,Sad,Sad
2.41,0.41,3.42,3.54,1.56,-0.04,Sad,Sad
2.94,0.34,3.78,3.7,1.84,-0.01,Sad,Sad
3.43,0.29,4.22,3.99,2.21,0,Sad,Sad
3.71,0.27,4.27,4.16,2.27,0,Sad,Sad
3.33,0.3,3.18,2.65,1.57,-0.01,Sad,Sad
3.29,0.3,3.12,2.37,1.55,-0.02,Sad,Sad
3.28,0.31,2.91,2.45,1.52,-0.01,Sad,Sad
3.29,0.3,3.03,2.67,1.56,-0.02,Sad,Sad
3.39,0.29,2.89,3.26,1.75,-0.03,Sad,Sad
3.5,0.29,2.94,3.61,1.89,-0.04,Sad,Sad
3.49,0.29,2.93,3.68,1.84,-0.04,Sad,Sad
3.49,0.29,2.85,3.68,1.91,-0.04,Sad,Sad
3.49,0.29,2.82,3.62,1.87,-0.04,Sad,Sad
3.41,0.29,2.66,3.57,1.87,-0.05,Sad,Sad
3.21,0.31,2.58,3.56,1.89,-0.06,Sad,Sad
3.15,0.32,2.59,3.57,1.9,-0.07,Sad,Sad
3.25,0.31,2.67,3.58,1.95,-0.07,Sad,Sad
3.37,0.3,2.69,3.54,1.88,-0.07,Sad,Sad
3.37,0.3,2.55,3.47,1.91,-0.06,Sad,Sad
3.15,0.32,2.45,3.05,1.69,-0.06,Sad,Sad
2.85,0.35,2.48,2.74,1.62,-0.07,Sad,Sad
2.68,0.37,2.52,3.43,1.65,-0.09,Sad,Sad
2.79,0.36,2.62,4.19,1.56,-0.08,Sad,Sad
2.85,0.35,2.67,4.54,1.58,-0.06,Sad,Sad
2.82,0.35,2.71,4.65,1.63,-0.05,Sad,Sad
2.87,0.35,2.73,4.69,1.65,-0.06,Sad,Sad
2.87,0.35,2.62,4.71,1.67,-0.05,Sad,Sad
2.66,0.38,2.67,4.75,1.75,-0.03,Sad,Sad
2.41,0.41,2.63,4.76,1.75,0.02,Sad,Sad
2.33,0.43,2.67,4.76,1.68,0.01,Sad,Sad
2.23,0.45,2.66,4.77,1.7,0,Sad,Sad
2.29,0.44,2.58,4.74,1.71,-0.02,Sad,Sad
2.31,0.43,2.56,4.46,1.74,-0.02,Sad,Sad
2.23,0.45,2.5,4.03,1.77,-0.01,Sad,Sad
2.38,0.42,2.47,3.87,1.89,-0.03,Sad,Sad
2.58,0.39,2.37,3.85,1.91,-0.03,Sad,Sad
2.54,0.39,2.8,4.02,1.95,-0.03,Sad,Sad
2.51,0.4,2.92,4.37,2,-0.04,Sad,Sad
2.51,0.4,2.92,4.62,1.96,-0.04,Sad,Sad
2.51,0.4,2.95,4.77,2.05,-0.05,Sad,Sad
2.56,0.39,3.04,4.84,2.01,-0.05,Sad,Sad
2.56,0.39,3.09,4.85,2,-0.05,Sad,Sad
2.73,0.37,3.13,5.01,2.03,-0.03,Sad,Sad
2.88,0.35,3.1,5.11,2.21,-0.02,Sad,Sad
2.89,0.35,3.29,5.1,2.26,-0.03,Sad,Sad
2.79,0.36,3.33,5.07,2.19,-0.03,Sad,Sad
2.82,0.35,3.23,5,2.26,-0.01,Sad,Sad
2.94,0.34,3.06,4.8,2.34,0,Sad,Sad
3.11,0.32,3.09,4.52,2.51,0,Sad,Sad
3.31,0.3,3.09,4.4,2.65,-0.01,Sad,Sad
3.44,0.29,3.06,4.28,3.16,-0.02,Sad,Sad
3.53,0.28,3.02,4.17,3.61,-0.02,Sad,Sad
3.5,0.29,3.19,4.15,3.71,-0.02,Sad,Sad
3.48,0.29,3.44,3.89,3.73,-0.03,Sad,Sad
3.44,0.29,3.55,3.83,3.71,-0.04,Sad,Sad
3.4,0.29,3.48,4,3.71,-0.04,Sad,Sad
3.38,0.3,3.5,4.08,3.73,-0.04,Sad,Sad
3.28,0.3,3.5,4.14,3.73,-0.05,Sad,Sad
3.18,0.31,3.46,4.17,3.7,-0.06,Sad,Sad
3.04,0.33,3.47,4.21,3.67,-0.07,Sad,Sad
2.84,0.35,3.42,4.18,3.56,-0.08,Sad,Sad
2.64,0.38,3.48,4.15,3.27,-0.09,Sad,Sad
2.54,0.39,3.49,4.16,2.72,-0.1,Sad,Sad
2.54,0.39,3.25,4.06,2.43,-0.09,Sad,Sad
2.34,0.43,3.05,3.86,2.19,-0.08,Sad,Sad
2.14,0.47,2.88,3.55,2.26,-0.08,Sad,Sad
2.04,0.49,2.85,3.3,2.25,-0.11,Sad,Sad
2,0.5,2.85,3.12,2.2,-0.14,Sad,Sad
2.01,0.5,2.85,2.91,2.14,-0.11,Sad,Sad
2.21,0.45,3.21,2.72,2.09,-0.06,Sad,Sad
2.41,0.41,3.32,2.98,2.82,-0.05,Sad,Sad
2.27,0.44,3.61,3.66,3.69,-0.04,Sad,Sad
2.08,0.48,3.69,4.41,3.68,-0.03,Sad,Sad
2.15,0.47,3.7,5.04,3.68,-0.04,Sad,Sad
2.73,0.37,3.73,5.32,3.74,-0.09,Sad,Sad
3.14,0.32,3.76,5.41,3.77,-0.07,Sad,Sad
3.25,0.31,3.71,5.48,3.78,-0.06,Sad,Sad
3.43,0.29,3.84,5.53,3.78,-0.04,Sad,Sad
3.73,0.27,3.88,5.54,3.79,-0.02,Sad,Sad
3.91,0.26,4.77,5.73,4,-0.01,Sad,Sad
4.72,0.21,4.78,6.56,4.03,0,Sad,Sad
5.6,0.18,4.91,7.22,3.63,0,Sad,Sad
6.13,0.16,5.06,7.47,3.37,0,Sad,Sad
6.4,0.16,5.25,7.66,3.42,0,Sad,Sad
6.49,0.15,5.29,7.82,3.45,0,Sad,Sad
6.5,0.15,5.3,7.9,3.43,0,Sad,Sad
6.49,0.15,5.3,7.91,3.45,0,Sad,Sad
6.49,0.15,5.28,7.91,3.4,0,Sad,Sad
6.48,0.15,5.3,7.92,3.45,0,Sad,Sad
6.47,0.15,5.32,7.92,3.38,0,Sad,Sad
6.46,0.15,5.64,7.89,3.54,0,Sad,Sad
6.51,0.15,5.7,7.86,4.25,0,Sad,Sad
6.74,0.15,7.41,8.19,7.39,-0.01,Sad,Sad
8.44,0.12,8.94,9.62,7.45,-0.06,Sad,Sad
9.66,0.1,8.98,10.56,7.45,-0.08,Sad,Sad
9.99,0.1,8.98,10.81,7.45,-0.08,Sad,Sad
10.04,0.1,8.98,10.83,7.45,-0.08,Sad,Sad
10.05,0.1,8.98,10.85,7.45,-0.08,Sad,Sad
10.07,0.1,8.98,10.87,7.45,-0.08,Sad,Sad
10.07,0.1,8.98,10.88,7.45,-0.08,Sad,Sad
10.07,0.1,8.98,10.88,7.44,-0.08,Sad,Sad
10.08,0.1,8.96,10.88,7.44,-0.08,Sad,Sad
10.07,0.1,8.92,10.86,7.33,-0.09,Sad,Sad
10.03,0.1,7.95,10.78,2.65,-0.1,Sad,Sad
9.67,0.1,5.51,10.38,2.61,-0.1,Sad,Sad
8.76,0.11,3.98,9.45,2.62,-0.1,Sad,Sad
7.38,0.14,3.61,8.18,2.59,-0.08,Sad,Sad
6.87,0.15,3.52,7.78,2.58,-0.08,Sad,Sad
6.31,0.16,3.49,7.25,2.56,-0.07,Sad,Sad
5.69,0.18,3.41,6.63,2.49,-0.05,Sad,Sad
4.25,0.24,4.64,4.03,5.14,0,Calm,Happy
4.25,0.24,4.73,4.07,5.17,-0.01,Calm,Happy
4.31,0.23,4.76,4.21,4.97,-0.01,Calm,Happy
4.37,0.23,4.75,4.62,4.87,-0.01,Calm,Happy
4.42,0.23,4.74,4.89,4.93,-0.01,Calm,Happy
4.46,0.22,4.74,5.1,4.86,-0.01,Calm,Happy
4.34,0.23,4.65,5.15,4.71,-0.01,Calm,Happy
4.08,0.25,4.37,5.12,4.56,-0.01,Calm,Happy
3.93,0.25,4.24,5.14,4.46,-0.01,Calm,Happy
3.86,0.26,4.06,5.17,4.46,-0.01,Calm,Happy
3.78,0.26,4.26,5.17,4.5,-0.02,Calm,Happy
3.81,0.26,4.2,5.26,4.25,-0.02,Calm,Happy
3.89,0.26,4.07,5.32,3.9,-0.01,Calm,Happy
3.81,0.26,4.02,5.24,4.07,0,Calm,Happy
3.67,0.27,4.03,5.09,3.99,0,Calm,Happy
3.54,0.28,3.91,4.95,3.73,0,Calm,Happy
3.39,0.3,3.82,4.71,3.77,0.01,Calm,Happy
3.26,0.31,3.83,4.6,4.16,0.02,Calm,Happy
3.24,0.31,3.97,4.63,4.55,0.03,Calm,Happy
3.23,0.31,4.28,4.61,5.02,0.04,Calm,Happy
3.27,0.31,4.35,4.58,5.04,0.04,Calm,Happy
3.31,0.3,4.08,4.57,5.06,0.03,Calm,Happy
3.12,0.32,4.25,4.43,5.08,0.04,Calm,Happy
2.69,0.37,4.21,4.25,5.08,0.06,Calm,Happy
2.41,0.42,4.18,4.24,5,0.07,Calm,Happy
2.18,0.46,4.29,4.41,5.02,0.09,Calm,Happy
2.63,0.38,4.3,4.54,5.01,0.06,Calm,Happy
3.05,0.33,4.33,4.56,5.05,0.03,Calm,Happy
3.13,0.32,4.29,4.57,4.9,0.03,Calm,Happy
3.15,0.32,4.27,4.56,4.43,0.02,Calm,Happy
3.14,0.32,4.02,4.5,4.25,0.02,Calm,Happy
3.14,0.32,4,4.32,4.22,0.03,Calm,Happy
3.26,0.31,3.97,4.25,4.19,0.02,Calm,Happy
3.46,0.29,3.78,4.6,4.18,0.02,Calm,Happy
3.49,0.29,3.8,4.83,4.17,0.01,Calm,Happy
3.48,0.29,3.68,4.81,4.18,0.01,Calm,Happy
3.44,0.29,3.64,4.71,4.17,0.01,Calm,Happy
3.18,0.31,3.71,4.62,4.3,0.01,Calm,Happy
2.98,0.34,3.79,4.6,4.17,0.01,Calm,Happy
2.97,0.34,3.8,4.59,4.1,0.02,Calm,Happy
2.95,0.34,3.73,4.55,3.95,0.02,Calm,Happy
2.88,0.35,3.74,4.5,3.65,0.01,Calm,Happy
2.8,0.36,3.7,4.46,3.64,0.01,Calm,Happy
2.39,0.42,3.65,4.22,3.6,0.02,Calm,Happy
2.15,0.46,3.67,3.63,3.57,0.02,Calm,Happy
2.21,0.45,3.67,3.04,3.58,0.01,Calm,Happy
2.21,0.45,3.68,2.84,3.68,0,Calm,Happy
2.2,0.45,3.62,2.8,3.61,-0.01,Calm,Happy
2.09,0.48,3.49,2.89,3.58,-0.01,Calm,Happy
1.85,0.54,3.37,3.01,3.51,-0.02,Calm,Happy
1.74,0.58,3.52,2.98,3.51,-0.05,Calm,Happy
1.73,0.58,3.62,2.93,3.49,-0.05,Calm,Happy
2.01,0.5,3.71,2.95,3.61,-0.03,Calm,Happy
2.28,0.44,3.7,3,4,-0.02,Calm,Happy
2.28,0.44,3.73,3.07,4.05,-0.03,Calm,Happy
2.18,0.46,3.72,3.11,4.06,-0.03,Calm,Happy
2.18,0.46,3.84,3.22,4.06,-0.04,Calm,Happy
2.32,0.43,3.78,3.32,3.98,-0.05,Calm,Happy
2.4,0.42,3.82,3.3,4.08,-0.04,Calm,Happy
2.43,0.41,3.91,3.2,4.07,-0.05,Calm,Happy
2.56,0.39,3.96,3.23,4.15,-0.06,Calm,Happy
2.75,0.36,3.95,3.24,4.24,-0.06,Calm,Happy
2.76,0.36,4.02,3.17,4.25,-0.06,Calm,Happy
2.68,0.37,3.99,3.17,4.05,-0.07,Calm,Happy
2.69,0.37,3.92,3.15,3.82,-0.05,Calm,Happy
2.73,0.37,3.93,3.1,3.82,-0.03,Calm,Happy
2.72,0.37,3.96,3.08,3.86,-0.02,Calm,Happy
2.74,0.37,3.95,2.93,3.88,-0.02,Calm,Happy
2.75,0.36,3.98,2.77,3.65,-0.02,Calm,Happy
2.73,0.37,3.92,2.72,3.59,-0.02,Calm,Happy
2.76,0.36,3.94,2.75,3.59,-0.03,Calm,Happy
2.77,0.36,3.82,2.83,3.34,-0.06,Calm,Happy
2.75,0.36,3.77,2.94,3.39,-0.08,Calm,Happy
2.75,0.36,3.69,2.92,3.38,-0.09,Calm,Happy
2.64,0.38,3.65,2.81,3.28,-0.11,Calm,Happy
2.48,0.4,3.6,2.97,3.49,-0.16,Calm,Happy
2.45,0.41,3.56,3,3.59,-0.23,Calm,Happy
2.5,0.4,3.63,2.99,3.66,-0.25,Calm,Happy
2.45,0.41,4.06,3.71,3.85,-0.31,Calm,Happy
2.52,0.4,4.22,4.59,3.89,-0.22,Calm,Happy
2.67,0.37,4.17,4.9,3.82,-0.11,Calm,Happy
2.59,0.39,4.18,4.92,3.96,-0.09,Calm,Happy
2.72,0.37,4.21,5.1,4,-0.04,Calm,Happy
2.87,0.35,4.19,5.21,4.17,-0.02,Calm,Happy
3.1,0.32,4.27,5.27,4.6,0,Calm,Happy
3.53,0.28,4.38,5.74,4.67,0.02,Calm,Happy
3.85,0.26,4.63,6.26,4.77,0.02,Calm,Happy
4.03,0.25,4.89,6.45,4.93,0.01,Calm,Happy
4.22,0.24,4.95,6.62,4.93,0.01,Calm,Happy
4.42,0.23,4.86,6.76,5.03,0,Calm,Happy
4.53,0.22,5.03,6.79,5.23,0,Calm,Happy
4.61,0.22,5.06,6.79,5.27,-0.01,Calm,Happy
4.63,0.22,5.09,6.78,5.3,-0.01,Calm,Happy
4.62,0.22,5.21,6.75,5.35,-0.01,Calm,Happy
4.85,0.21,5.45,6.74,5.28,-0.01,Calm,Happy
5.11,0.2,5.56,6.79,5.13,-0.01,Calm,Happy
5.13,0.19,5.51,6.63,5.1,-0.01,Calm,Happy
