alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
2.04,0.49,2.45,3.96,1.63,-0.22,Sad,Agressive
2.23,0.45,2.42,4.04,1.61,-0.14,Sad,Agressive
2.29,0.44,2.45,4.13,1.67,-0.13,Sad,Agressive
2.25,0.44,2.65,4.27,1.77,-0.13,Sad,Agressive
2.47,0.41,2.89,4.38,1.79,-0.12,Sad,Agressive
2.84,0.35,2.89,4.44,1.76,-0.11,Sad,Agressive
3.01,0.33,3.07,4.49,1.86,-0.11,Sad,Agressive
3.03,0.33,3.13,4.53,1.89,-0.11,Sad,Agressive
3.01,0.33,3.19,4.51,2,-0.11,Sad,Agressive
3.08,0.32,3.16,4.37,1.96,-0.1,Sad,Agressive
3.17,0.32,3.12,4.06,1.7,-0.1,Sad,Agressive
3.12,0.32,3.17,3.89,1.75,-0.11,Sad,Agressive
3.04,0.33,3.17,3.88,1.74,-0.12,Sad,Agressive
3.08,0.32,3.22,3.82,2.31,-0.11,Sad,Agressive
3.7,0.27,3.56,4.37,2.52,-0.03,Sad,Agressive
4.53,0.22,3.62,5.53,2.61,-0.01,Sad,Agressive
4.78,0.21,3.63,5.94,2.66,-0.01,Sad,Agressive
4.81,0.21,3.66,5.96,2.78,-0.01,Sad,Agressive
4.82,0.21,3.76,6.09,2.8,-0.01,Sad,Agressive
4.86,0.21,3.92,6.27,3.09,-0.01,Sad,Agressive
4.97,0.2,4.09,6.4,3.14,0,Sad,Agressive
5.14,0.19,4.13,6.49,3.15,0,Sad,Agressive
5.19,0.19,4.2,6.53,3.17,0,Sad,Agressive
5.2,0.19,4.3,6.53,3.17,0,Sad,Agressive
5.22,0.19,4.19,6.53,2.94,0,Sad,Agressive
5.08,0.2,4.12,6.46,2.88,-0.01,Sad,Agressive
4.75,0.21,4.6,6.14,3,-0.01,Sad,Agressive
4.55,0.22,4.8,5.85,2.92,-0.01,Sad,Agressive
4.69,0.21,4.9,5.92,2.95,-0.01,Sad,Agressive
4.86,0.21,5.03,5.94,3.06,-0.01,Sad,Agressive
4.84,0.21,4.97,5.88,2.81,-0.01,Sad,Agressive
4.63,0.22,5.04,5.91,3,-0.01,Sad,Agressive
4.4,0.23,5.09,5.96,2.99,-0.01,Sad,Agressive
4.48,0.22,5.05,5.93,3.06,-0.01,Sad,Agressive
4.82,0.21,5.06,5.93,3.11,-0.01,Sad,Agressive
5.05,0.2,5.09,5.94,3.15,0,Sad,Agressive
5.11,0.2,5.05,6.01,3.11,0,Sad,Agressive
5.15,0.19,4.68,6.07,2.97,0,Sad,Agressive
5.14,0.19,4.58,6.08,3.05,0,Sad,Agressive
5.01,0.2,4.25,6.01,2.87,0,Sad,Agressive
4.89,0.2,4.05,5.84,2.76,0,Sad,Agressive
4.88,0.2,3.88,5.56,2.58,0,Sad,Agressive
4.88,0.2,3.64,5.11,2.35,0,Sad,Agressive
4.88,0.21,3.39,4.83,2.29,0,Sad,Agressive
4.72,0.21,3.21,4.88,2.11,0,Sad,Agressive
4.38,0.23,3.02,4.84,1.79,0,Sad,Agressive
4.06,0.25,3.03,4.69,1.83,0.01,Sad,Agressive
3.86,0.26,3.84,4.46,2.17,0,Sad,Agressive
4.16,0.24,5.26,5.18,3.2,0,Sad,Agressive
5.03,0.2,5.64,5.86,3.41,0,Sad,Agressive
5.52,0.18,5.68,6.56,3.45,0,Sad,Agressive
5.7,0.18,5.7,7.32,3.61,0,Sad,Agressive
5.73,0.17,5.76,7.64,3.65,0,Sad,Agressive
5.79,0.17,5.78,7.71,3.67,0,Sad,Agressive
5.83,0.17,5.78,7.71,3.78,0,Sad,Agressive
5.83,0.17,5.79,7.71,3.85,0,Sad,Agressive
5.81,0.17,5.83,7.72,3.89,0,Sad,Agressive
5.81,0.17,5.84,7.72,3.94,0,Sad,Agressive
5.82,0.17,5.49,7.7,3.8,0,Sad,Agressive
5.72,0.17,4.91,7.61,3.64,0,Sad,Agressive
5.32,0.19,4.4,7.55,3.64,0,Sad,Agressive
4.6,0.22,4.43,7.37,3.58,0,Sad,Agressive
4.27,0.23,4.51,6.66,3.61,0,Sad,Agressive
4.25,0.24,5.1,5.69,3.74,0.01,Sad,Agressive
4.11,0.24,5.5,5.76,4.17,0.01,Sad,Agressive
5.36,0.19,6.08,7.09,4.16,0,Sad,Agressive
6.58,0.15,6.09,8.04,4.13,0,Sad,Agressive
6.89,0.15,6.06,8.3,4.09,0,Sad,Agressive
6.91,0.14,6.04,8.36,4.15,0,Sad,Agressive
6.91,0.14,6.12,8.44,4.29,0,Sad,Agressive
6.92,0.14,6.2,8.49,4.23,0,Sad,Agressive
6.97,0.14,6.23,8.51,4.23,0,Sad,Agressive
7.01,0.14,6.23,8.52,4.24,0,Sad,Agressive
7.02,0.14,6.2,8.54,4.26,0,Sad,Agressive
7.01,0.14,6.09,8.55,4.07,0,Sad,Agressive
7,0.14,5.57,8.51,3.83,0,Sad,Agressive
6.74,0.15,5.22,8.15,3.84,0,Sad,Agressive
6.06,0.16,5.22,7.51,3.84,-0.01,Sad,Agressive
5.4,0.19,5.22,7.23,3.85,-0.01,Sad,Agressive
5.36,0.19,5.21,7.15,3.64,-0.01,Sad,Agressive
5.32,0.19,4.91,6.84,3.38,-0.01,Sad,Agressive
5.22,0.19,4.74,6.56,3.27,-0.01,Sad,Agressive
4.85,0.21,4.64,6.39,3.24,0,Sad,Agressive
4.56,0.22,4.39,6.27,2.96,0.02,Sad,Agressive
4.51,0.22,4.09,6.11,2.81,0.02,Sad,Agressive
4.46,0.22,4,5.64,2.61,0.01,Sad,Agressive
4.11,0.24,3.97,4.83,2.61,0,Sad,Agressive
3.44,0.29,3.7,4.44,2.58,-0.03,Sad,Agressive
3.14,0.32,3.62,4.28,2.5,-0.04,Sad,Agressive
3.17,0.32,3.61,4.07,2.58,-0.04,Sad,Agressive
3.2,0.31,4.73,4.03,3,-0.04,Sad,Agressive
3.87,0.26,5.42,4.78,3.19,-0.02,Sad,Agressive
4.91,0.2,5.5,6.62,3.18,-0.01,Sad,Agressive
5.45,0.18,5.51,7.54,3.21,-0.01,Sad,Agressive
5.58,0.18,5.52,7.85,3.28,-0.01,Sad,Agressive
4.51,0.22,4.21,4.37,2.94,-0.01,Happy,Sad
5.01,0.2,4.47,4.66,3.22,-0.01,Happy,Sad
5.29,0.19,4.58,5.26,3.21,0,Happy,Sad
5.4,0.19,4.6,5.84,3.26,0,Happy,Sad
5.41,0.18,4.62,6.23,3.26,0,Happy,Sad
5.4,0.19,4.63,6.38,3.26,0,Happy,Sad
5.4,0.19,4.64,6.42,3.21,0,Happy,Sad
5.42,0.18,4.77,6.43,3.29,0,Happy,Sad
5.45,0.18,5.1,6.5,3.35,0,Happy,Sad
5.47,0.18,5.06,6.78,3.32,0,Happy,Sad
5.47,0.18,5.08,7.11,3.61,0,Happy,Sad
5.27,0.19,5.35,7.26,3.77,0,Happy,Sad
5.11,0.2,5.4,7.42,3.86,0,Happy,Sad
5.14,0.19,5.5,7.55,3.89,0,Happy,Sad
5.25,0.19,5.56,7.59,4,0,Happy,Sad
5.34,0.19,5.59,7.59,4.01,0.01,Happy,Sad
5.38,0.19,5.58,7.6,4.01,0.01,Happy,Sad
5.38,0.19,5.57,7.6,4.02,0.01,Happy,Sad
5.36,0.19,5.43,7.58,4.09,0.01,Happy,Sad
5.32,0.19,5.33,7.5,4.49,0.01,Happy,Sad
5.27,0.19,5.36,7.28,4.53,0.01,Happy,Sad
5.09,0.2,5.23,7.15,4.27,0.01,Happy,Sad
4.96,0.2,5.07,7.18,4.27,0.01,Happy,Sad
4.77,0.21,4.87,7.02,4.19,0.01,Happy,Sad
4.5,0.22,4.88,6.73,4.17,0.01,Happy,Sad
4.78,0.21,4.98,6.65,4.17,0,Happy,Sad
4.79,0.21,5.16,6.54,4.19,0,Happy,Sad
4.9,0.2,5.2,6.73,4.19,0,Happy,Sad
5.14,0.19,5.19,7.08,4.19,0,Happy,Sad
5.18,0.19,5.17,7.21,3.78,0,Happy,Sad
5.19,0.19,4.97,7.25,3.25,0,Happy,Sad
5.21,0.19,4.81,7.26,3.05,0,Happy,Sad
5.22,0.19,4.78,7.22,3.01,0,Happy,Sad
5.18,0.19,4.82,7.1,2.89,0.01,Happy,Sad
5.21,0.19,4.72,7.04,2.75,0.01,Happy,Sad
5.07,0.2,4.58,6.97,2.52,0.01,Happy,Sad
4.7,0.21,4.02,6.83,2.05,0.02,Happy,Sad
4.6,0.22,3.49,6.69,1.87,0.02,Happy,Sad
4.14,0.24,3.43,6.25,1.81,0.03,Happy,Sad
3.69,0.27,3.41,5.69,1.66,0.03,Happy,Sad
3.6,0.28,3.43,5.16,1.7,0.03,Happy,Sad
3.62,0.28,3.47,4.67,1.68,0.02,Happy,Sad
3.75,0.27,3.5,4.2,1.53,0,Happy,Sad
3.78,0.26,3.45,3.75,1.36,0,Happy,Sad
3.72,0.27,2.98,3.6,1.31,-0.01,Happy,Sad
3.5,0.29,2.8,3.45,1.55,-0.02,Happy,Sad
3.27,0.31,3.48,3.29,1.6,-0.03,Happy,Sad
3.41,0.29,3.64,3.53,1.57,-0.04,Happy,Sad
3.71,0.27,3.79,3.67,1.62,-0.03,Happy,Sad
3.76,0.27,3.81,3.63,1.68,-0.03,Happy,Sad
3.76,0.27,3.84,3.88,1.76,-0.03,Happy,Sad
3.73,0.27,3.84,4.11,1.66,-0.03,Happy,Sad
3.58,0.28,3.8,4.17,1.63,-0.03,Happy,Sad
3.34,0.3,3.82,4.21,1.65,-0.04,Happy,Sad
3.23,0.31,3.79,4.23,1.71,-0.05,Happy,Sad
3.35,0.3,3.8,4.34,1.67,-0.04,Happy,Sad
3.48,0.29,3.72,4.44,1.47,-0.03,Happy,Sad
3.49,0.29,3.22,4.4,1.47,-0.02,Happy,Sad
3.13,0.32,3.1,4.29,1.5,-0.01,Happy,Sad
2.83,0.35,2.94,4.27,1.39,0.02,Happy,Sad
2.96,0.34,2.83,4.25,1.26,0.02,Happy,Sad
3.04,0.33,2.8,4.07,1.15,0.02,Happy,Sad
2.99,0.33,2.73,3.79,1.1,0.03,Happy,Sad
2.96,0.34,2.74,3.56,1.1,0.02,Happy,Sad
2.94,0.34,2.7,3.48,1.05,0.02,Happy,Sad
2.84,0.35,2.74,3.48,1.11,0.03,Happy,Sad
2.55,0.39,2.78,3.17,1.23,0.03,Happy,Sad
2.4,0.42,2.76,2.95,1.33,0.01,Happy,Sad
2.43,0.41,2.76,3.11,1.37,-0.02,Happy,Sad
2.42,0.41,2.65,3.16,1.33,-0.02,Happy,Sad
2.24,0.45,2.67,3.25,1.36,-0.02,Happy,Sad
2.06,0.48,2.66,3.36,1.48,-0.03,Happy,Sad
1.99,0.5,2.65,3.41,1.55,-0.04,Happy,Sad
1.97,0.51,2.62,3.47,1.7,-0.06,Happy,Sad
2.01,0.5,2.76,3.7,1.72,-0.08,Happy,Sad
2.12,0.47,2.79,4,1.69,-0.1,Happy,Sad
2.14,0.47,2.77,4.15,1.66,-0.11,Happy,Sad
2.18,0.46,2.63,4.16,1.64,-0.11,Happy,Sad
2.13,0.47,2.56,4.13,1.6,-0.13,Happy,Sad
2.15,0.46,2.64,4.12,1.62,-0.18,Happy,Sad
2.26,0.44,2.53,4.12,1.61,-0.19,Happy,Sad
2.24,0.45,2.6,4.12,1.57,-0.21,Happy,Sad
2.14,0.47,2.8,4.2,1.6,-0.28,Happy,Sad
2.08,0.48,2.8,4.34,1.61,-0.35,Happy,Sad
2.17,0.46,2.71,4.38,1.5,-0.29,Happy,Sad
2.3,0.43,2.59,4.32,1.58,-0.2,Happy,Sad
2.62,0.38,3.08,4.12,2.02,-0.12,Happy,Sad
2.93,0.34,4.61,3.99,3.12,-0.06,Happy,Sad
3.46,0.29,4.73,5.32,3.28,-0.01,Happy,Sad
4.72,0.21,4.76,6.87,3.35,0,Happy,Sad
5.27,0.19,4.9,7.44,3.5,0,Happy,Sad
5.3,0.19,5.01,7.5,3.59,0.01,Happy,Sad
5.32,0.19,5.07,7.61,3.68,0,Happy,Sad
5.35,0.19,5.08,7.84,3.79,0,Happy,Sad
5.35,0.19,5.11,7.92,3.8,0,Happy,Sad
5.36,0.19,5.11,7.93,3.8,0.01,Happy,Sad
5.36,0.19,5.15,7.94,3.85,0.01,Happy,Sad
5.37,0.19,5.08,7.97,3.66,0.01,Happy,Sad
5.52,0.18,4.61,8,3.31,0,Happy,Sad
5.46,0.18,4.52,7.91,3.25,0,Happy,Sad
4.96,0.2,4.43,7.56,3.07,0,Happy,Sad
4.64,0.22,4.28,7.26,2.9,0,Happy,Sad
4.65,0.22,4.05,7.14,2.86,0,Happy,Sad
4.72,0.21,4.47,6.75,3.06,0,Happy,Sad
5.18,0.19,5.19,6.23,3.01,0,Happy,Sad
5.63,0.18,5.46,6.12,3.1,0,Happy,Sad
5.83,0.17,5.61,6.28,3.34,0,Happy,Sad
4.64,0.22,5.04,5.12,3.62,-0.12,Agressive,Sad
5.21,0.19,5.24,5.09,3.6,-0.06,Agressive,Sad
5.43,0.18,5.26,5.56,4.61,-0.05,Agressive,Sad
5.43,0.18,5.7,5.82,4.98,-0.04,Agressive,Sad
5.45,0.18,5.84,6.13,5.12,-0.04,Agressive,Sad
5.53,0.18,6.06,6.42,5.14,-0.05,Agressive,Sad
5.66,0.18,6.4,6.67,5.41,-0.05,Agressive,Sad
5.72,0.17,6.75,7.03,5.66,-0.05,Agressive,Sad
5.84,0.17,6.75,7.48,5.66,-0.05,Agressive,Sad
5.97,0.17,6.73,7.72,5.62,-0.06,Agressive,Sad
5.98,0.17,6.72,7.77,5.61,-0.06,Agressive,Sad
5.78,0.17,6.68,7.78,5.8,-0.06,Agressive,Sad
5.62,0.18,7.85,7.85,6.15,-0.08,Agressive,Sad
6.97,0.14,7.92,8.4,5.9,-0.12,Agressive,Sad
7.94,0.13,7.91,8.91,5.89,-0.14,Agressive,Sad
8.19,0.12,7.87,9.03,5.83,-0.14,Agressive,Sad
8.21,0.12,7.86,9.04,5.83,-0.14,Agressive,Sad
8.23,0.12,7.72,9.03,5.39,-0.14,Agressive,Sad
8.23,0.12,7.66,8.97,5.37,-0.15,Agressive,Sad
8.22,0.12,7.66,8.89,5.37,-0.16,Agressive,Sad
8.21,0.12,7.66,8.85,5.38,-0.2,Agressive,Sad
8.21,0.12,7.66,8.85,5.38,-0.23,Agressive,Sad
8.21,0.12,7.42,8.84,3.76,-0.2,Agressive,Sad
8.14,0.12,5.66,8.69,3.02,-0.19,Agressive,Sad
7.66,0.13,4.54,7.97,2.99,-0.2,Agressive,Sad
6.65,0.15,4.3,6.77,2.96,-0.2,Agressive,Sad
5.44,0.18,4.18,6.16,3.19,-0.19,Agressive,Sad
4.75,0.21,3.96,5.75,3.35,-0.18,Agressive,Sad
4.07,0.25,3.77,5.14,3.29,-0.15,Agressive,Sad
3.53,0.28,3.76,4.73,3.28,-0.11,Agressive,Sad
3.6,0.28,3.92,4.9,3.26,-0.07,Agressive,Sad
3.63,0.28,3.8,5.13,3.31,-0.06,Agressive,Sad
3.65,0.27,3.92,5.22,3.32,-0.07,Agressive,Sad
3.44,0.29,4.85,5.34,3.54,-0.07,Agressive,Sad
4.09,0.24,5.66,5.46,3.57,-0.03,Agressive,Sad
5.47,0.18,5.71,5.52,3.57,-0.01,Agressive,Sad
6.06,0.17,5.76,5.72,3.54,-0.01,Agressive,Sad
6.23,0.16,5.8,5.86,3.23,-0.01,Agressive,Sad
6.31,0.16,5.81,6.03,3.19,-0.01,Agressive,Sad
6.35,0.16,5.81,6.15,3.27,-0.01,Agressive,Sad
6.34,0.16,5.81,6.15,3.28,-0.01,Agressive,Sad
6.36,0.16,5.8,6.12,3.24,-0.01,Agressive,Sad
6.37,0.16,5.8,6.07,3.3,-0.01,Agressive,Sad
6.36,0.16,5.78,5.96,3.14,-0.01,Agressive,Sad
6.37,0.16,5.34,5.86,2.96,-0.01,Agressive,Sad
6.27,0.16,4.61,5.78,2.99,-0.01,Agressive,Sad
5.87,0.17,4.51,5.72,3.05,-0.01,Agressive,Sad
5.33,0.19,4.36,5.42,3,-0.01,Agressive,Sad
4.81,0.21,4.17,5.16,2.98,0,Agressive,Sad
4.46,0.22,4.23,4.83,2.77,0.01,Agressive,Sad
4.45,0.22,4.41,4.66,2.83,0.01,Agressive,Sad
4.57,0.22,4.51,4.7,2.81,0.01,Agressive,Sad
4.69,0.21,4.5,4.75,2.69,0,Agressive,Sad
4.73,0.21,4.45,4.99,2.64,0,Agressive,Sad
4.72,0.21,4.41,5.11,2.59,0,Agressive,Sad
4.57,0.22,4.17,5.1,2.26,0,Agressive,Sad
4.32,0.23,3.98,5.1,2.26,-0.01,Agressive,Sad
4.18,0.24,3.89,5.09,2.16,-0.02,Agressive,Sad
4.16,0.24,3.89,5.01,2.08,-0.03,Agressive,Sad
4.15,0.24,3.81,4.89,1.94,-0.02,Agressive,Sad
4.13,0.24,4.04,4.83,1.96,-0.03,Agressive,Sad
3.99,0.25,3.63,4.83,1.81,-0.04,Agressive,Sad
3.62,0.28,3.49,4.85,1.75,-0.05,Agressive,Sad
3.26,0.31,3.51,4.61,1.67,-0.03,Agressive,Sad
3.14,0.32,3.51,4.15,1.67,-0.03,Agressive,Sad
3.18,0.31,3.52,3.95,1.77,-0.03,Agressive,Sad
3.15,0.32,3.6,3.92,1.92,-0.02,Agressive,Sad
3.08,0.32,3.96,4.03,2.26,-0.01,Agressive,Sad
3.27,0.31,4.15,4.76,2.44,0.01,Agressive,Sad
3.93,0.25,4.3,5.29,2.6,0.01,Agressive,Sad
4.37,0.23,4.27,5.49,2.6,0.01,Agressive,Sad
4.48,0.22,4.12,5.56,2.53,0,Agressive,Sad
4.48,0.22,4.14,5.57,2.62,0,Agressive,Sad
4.39,0.23,4.17,5.53,2.63,0,Agressive,Sad
4.37,0.23,4.26,5.58,2.63,0,Agressive,Sad
4.44,0.23,4.31,5.64,2.85,0,Agressive,Sad
4.45,0.22,4.76,5.73,2.9,0,Agressive,Sad
4.5,0.22,4.81,6.4,3.05,0,Agressive,Sad
4.51,0.22,4.81,7.05,3.18,-0.01,Agressive,Sad
4.49,0.22,5.11,7.32,3.32,-0.01,Agressive,Sad
4.46,0.22,5.13,7.44,3.3,-0.02,Agressive,Sad
4.35,0.23,5.15,7.53,3.32,-0.03,Agressive,Sad
4.25,0.24,5.12,7.61,3.3,-0.02,Agressive,Sad
4.27,0.23,5.14,7.66,3.28,-0.03,Agressive,Sad
4.33,0.23,5.11,7.7,3.28,-0.03,Agressive,Sad
4.27,0.23,5.13,7.73,3.31,-0.03,Agressive,Sad
4.3,0.23,5.07,7.75,3.3,-0.04,Agressive,Sad
4.63,0.22,4.95,7.75,3.32,-0.04,Agressive,Sad
4.86,0.21,4.8,7.62,3.05,-0.03,Agressive,Sad
4.89,0.2,4.73,7.31,2.64,-0.03,Agressive,Sad
4.79,0.21,4.01,6.99,2.55,-0.04,Agressive,Sad
4.61,0.22,4.03,6.74,2.46,-0.04,Agressive,Sad
4.56,0.22,4,6.45,2.4,-0.05,Agressive,Sad
4.55,0.22,4.14,6.05,2.66,-0.05,Agressive,Sad
4.51,0.22,4.11,5.71,2.68,-0.05,Agressive,Sad
4.49,0.22,4.1,5.59,2.65,-0.05,Agressive,Sad
4.49,0.22,4,5.34,2.44,-0.05,Agressive,Sad
4.28,0.23,3.63,5.07,2.25,-0.05,Agressive,Sad
3.64,0.27,3.53,4.55,2.26,-0.07,Agressive,Sad
3.03,0.33,3.69,4.03,2.26,-0.18,Agressive,Sad
2.85,0.35,3.78,4.12,2.31,-0.23,Agressive,Sad
2.74,0.36,3.84,4.13,2.33,-0.23,Agressive,Sad
3,0.33,3.85,4.12,2.37,-0.3,Agressive,Sad
3.26,0.31,3.82,4.36,2.33,-0.32,Agressive,Sad
3.32,0.3,3.5,4.66,2.08,-0.3,Agressive,Sad
3.33,0.3,3.64,4.84,2.2,-0.3,Agressive,Sad
3.26,0.31,4.3,5.32,3.41,-0.19,Happy,Happy
3.67,0.27,4.31,5.59,3.37,-0.16,Happy,Happy
4.11,0.24,4.29,5.66,3.44,-0.15,Happy,Happy
4.32,0.23,4.26,5.58,2.94,-0.15,Happy,Happy
4.44,0.23,4.42,5.5,2.92,-0.15,Happy,Happy
4.56,0.22,4.45,5.58,2.96,-0.16,Happy,Happy
4.66,0.21,4.83,5.74,2.94,-0.16,Happy,Happy
4.78,0.21,4.81,5.8,2.92,-0.17,Happy,Happy
5.04,0.2,4.8,5.83,3,-0.18,Happy,Happy
5.23,0.19,4.77,5.87,2.92,-0.18,Happy,Happy
5.29,0.19,4.63,5.86,3.07,-0.18,Happy,Happy
5.27,0.19,4.55,5.72,3.09,-0.19,Happy,Happy
5.16,0.19,4.52,5.48,3.07,-0.22,Happy,Happy
5.01,0.2,4.48,5.38,2.77,-0.24,Happy,Happy
4.89,0.2,4.49,5.42,2.88,-0.25,Happy,Happy
4.79,0.21,4.37,5.38,2.96,-0.25,Happy,Happy
4.73,0.21,4.4,5.21,2.9,-0.25,Happy,Happy
4.89,0.2,3.73,5.34,2.96,-0.26,Happy,Happy
5.01,0.2,3.83,5.61,3,-0.23,Happy,Happy
4.8,0.21,4.11,5.72,3.1,-0.21,Happy,Happy
4.58,0.22,4.22,5.86,3.13,-0.18,Happy,Happy
4.66,0.21,4.27,6.12,3.26,-0.17,Happy,Happy
4.77,0.21,4.32,6.32,3.33,-0.17,Happy,Happy
4.79,0.21,4.5,6.4,3.35,-0.17,Happy,Happy
4.83,0.21,4.5,6.41,3.33,-0.17,Happy,Happy
4.93,0.2,4.49,6.4,3.29,-0.17,Happy,Happy
4.97,0.2,4.47,6.4,3.25,-0.16,Happy,Happy
4.87,0.21,4.42,6.39,3.29,-0.16,Happy,Happy
4.64,0.22,4.37,6.29,3.25,-0.17,Happy,Happy
4.52,0.22,4.28,6.19,3.23,-0.18,Happy,Happy
4.6,0.22,4.06,6.11,3.13,-0.21,Happy,Happy
4.69,0.21,4.15,5.93,3.07,-0.26,Happy,Happy
4.69,0.21,4.12,5.56,2.82,-0.3,Happy,Happy
4.72,0.21,4.2,5.17,2.78,-0.27,Happy,Happy
4.74,0.21,4.01,4.9,2.76,-0.24,Happy,Happy
4.68,0.21,4.32,5.04,2.9,-0.24,Happy,Happy
4.75,0.21,4.37,5.45,3.83,-0.16,Happy,Happy
4.87,0.21,4.63,5.91,4.19,-0.13,Happy,Happy
4.96,0.2,4.84,6,4.75,-0.1,Happy,Happy
5.41,0.18,5.07,6.83,4.94,-0.05,Happy,Happy
6.17,0.16,5.06,7.43,4.93,-0.03,Happy,Happy
6.58,0.15,5.07,7.54,4.94,-0.02,Happy,Happy
6.68,0.15,5.04,7.55,5.04,-0.01,Happy,Happy
6.72,0.15,5.33,7.56,5.23,-0.01,Happy,Happy
6.8,0.15,5.56,7.64,5.3,-0.01,Happy,Happy
7.02,0.14,5.56,7.73,5.37,-0.02,Happy,Happy
7.11,0.14,5.52,7.72,5.5,-0.02,Happy,Happy
7.11,0.14,5.52,7.66,5.65,-0.02,Happy,Happy
7.11,0.14,5.48,7.61,5.61,-0.02,Happy,Happy
7.1,0.14,5.5,7.58,5.43,-0.03,Happy,Happy
6.93,0.14,5.49,7.22,5.46,-0.03,Happy,Happy
6.64,0.15,5.56,6.49,5.54,-0.04,Happy,Happy
6.4,0.16,5.68,6.25,5.6,-0.05,Happy,Happy
6.22,0.16,5.71,6.26,5.6,-0.08,Happy,Happy
6.18,0.16,6.02,6.29,5.5,-0.09,Happy,Happy
6.04,0.17,6.28,7.09,5.5,-0.04,Happy,Happy
6.37,0.16,6.33,7.96,5.49,0,Happy,Happy
6.76,0.15,6.32,8.34,5.17,0.01,Happy,Happy
6.9,0.14,6.32,8.49,4.93,0.01,Happy,Happy
6.91,0.14,6.28,8.55,4.88,0.01,Happy,Happy
6.91,0.14,6.22,8.57,4.88,0.01,Happy,Happy
6.92,0.14,6.19,8.58,4.77,0.01,Happy,Happy
6.96,0.14,6.16,8.58,4.59,0.01,Happy,Happy
6.98,0.14,6.11,8.58,4.39,0,Happy,Happy
6.99,0.14,6.05,8.58,4.2,0,Happy,Happy
6.99,0.14,5.2,8.55,3.97,0,Happy,Happy
6.84,0.15,4.27,8.24,3.8,0,Happy,Happy
6.22,0.16,4.18,7.67,3.62,-0.01,Happy,Happy
5.33,0.19,4.23,7.12,3.79,-0.03,Happy,Happy
4.97,0.2,4.23,6.58,3.7,-0.04,Happy,Happy
4.96,0.2,4.25,6.07,3.62,-0.05,Happy,Happy
4.95,0.2,4.59,5.84,3.72,-0.06,Happy,Happy
4.8,0.21,5.16,5.76,4,-0.09,Happy,Happy
4.74,0.21,5.18,5.81,4.07,-0.12,Happy,Happy
4.86,0.21,5.28,5.93,4.44,-0.16,Happy,Happy
5.25,0.19,5.34,6.07,4.75,-0.2,Happy,Happy
5.41,0.18,5.57,6.09,4.83,-0.18,Happy,Happy
5.45,0.18,5.94,6.24,4.91,-0.16,Happy,Happy
5.65,0.18,6.07,6.34,4.94,-0.15,Happy,Happy
5.83,0.17,6.08,6.42,4.93,-0.16,Happy,Happy
5.9,0.17,6.08,6.62,4.94,-0.16,Happy,Happy
5.91,0.17,6.1,6.85,4.89,-0.14,Happy,Happy
5.91,0.17,5.96,6.93,4.83,-0.12,Happy,Happy
5.9,0.17,5.94,6.98,4.81,-0.1,Happy,Happy
5.83,0.17,5.95,7.13,4.84,-0.1,Happy,Happy
5.58,0.18,5.95,7.2,4.53,-0.1,Happy,Happy
5.32,0.19,5.9,7.2,4.33,-0.09,Happy,Happy
5.3,0.19,5.7,7.18,4.16,-0.08,Happy,Happy
5.21,0.19,5.3,7.12,4.1,-0.08,Happy,Happy
4.9,0.2,5.27,7.15,3.97,-0.07,Happy,Happy
4.63,0.22,5.26,7.13,4.01,-0.05,Happy,Happy
4.74,0.21,5.25,7.01,4.01,-0.03,Happy,Happy
4.79,0.21,5.23,6.97,4.14,-0.03,Happy,Happy
4.8,0.21,5.14,6.99,4.13,-0.03,Happy,Happy
4.79,0.21,4.99,6.96,3.93,-0.04,Happy,Happy
4.93,0.2,4.91,6.91,3.76,-0.04,Happy,Happy
5,0.2,4.98,6.82,3.71,-0.03,Happy,Happy
5.13,0.19,4.95,6.9,3.68,-0.03,Happy,Happy
5.22,0.19,4.73,7.05,3.51,-0.03,Happy,Happy
5.22,0.19,4.58,7.07,3.46,-0.03,Happy,Happy
5.17,0.19,4.44,6.95,3.44,-0.03,Happy,Happy
5.02,0.2,4.39,6.9,3.28,-0.04,Happy,Happy
4.86,0.21,4.36,6.83,3.25,-0.05,Happy,Happy
4.82,0.21,4.36,6.72,2.78,-0.06,Happy,Happy
4.8,0.21,4.39,6.64,2.63,-0.05,Happy,Happy
4.64,0.22,4.24,6.41,2.6,-0.05,Happy,Happy
4.52,0.22,4.12,6.24,2.59,-0.06,Happy,Happy
