alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
6.2,0.16,6.32,7.68,5.03,-0.22,Agressive,Agressive
6.46,0.15,6.24,7.72,4.76,-0.25,Agressive,Agressive
6.45,0.15,6.13,7.74,5.22,-0.25,Agressive,Agressive
6.28,0.16,6.21,7.38,5.33,-0.21,Agressive,Agressive
6.16,0.16,6.31,6.85,5.31,-0.2,Agressive,Agressive
6.22,0.16,6.17,6.93,5.31,-0.12,Agressive,Agressive
6.38,0.16,6.16,7.04,5.34,-0.07,Agressive,Agressive
6.5,0.15,6.17,7.09,5.36,-0.05,Agressive,Agressive
6.54,0.15,6.01,7.13,5.35,-0.04,Agressive,Agressive
3.48,0.29,3.69,4.42,2.37,-0.01,Agressive,Agressive
3.41,0.29,3.68,4.37,2.43,0.01,Agressive,Agressive
3.29,0.3,3.73,4.33,2.63,0.03,Agressive,Agressive
3.21,0.31,3.74,4.25,2.72,0.04,Agressive,Agressive
3.19,0.31,3.6,4.11,2.8,0.04,Agressive,Agressive
3.09,0.32,3.74,4.15,2.78,0.02,Agressive,Agressive
2.75,0.36,4.24,4.2,2.86,0,Agressive,Agressive
2.92,0.34,4.28,4.11,2.77,-0.09,Agressive,Agressive
3.2,0.31,4.27,4.09,2.82,-0.14,Agressive,Agressive
3.27,0.31,4.28,4.09,3.18,-0.17,Agressive,Agressive
3.29,0.3,4.42,4.12,3.23,-0.23,Agressive,Agressive
3.34,0.3,4.56,4.3,3.27,-0.27,Agressive,Agressive
3.37,0.3,4.65,4.49,3.36,-0.27,Agressive,Agressive
3.65,0.27,4.99,4.77,3.61,-0.4,Agressive,Agressive
3.99,0.25,4.96,5.03,3.51,-0.44,Agressive,Agressive
4.14,0.24,4.96,5.26,3.58,-0.44,Agressive,Agressive
4.14,0.24,4.9,5.36,3.58,-0.44,Agressive,Agressive
4.1,0.24,4.7,5.35,3.56,-0.44,Agressive,Agressive
3.98,0.25,4.76,5.36,3.61,-0.46,Agressive,Agressive
3.9,0.26,4.76,5.41,3.59,-0.39,Agressive,Agressive
3.98,0.25,4.73,5.49,3.33,-0.21,Agressive,Agressive
4.05,0.25,4.59,5.49,3.42,-0.15,Agressive,Agressive
4.09,0.24,4.7,5.47,3.5,-0.15,Agressive,Agressive
4.36,0.23,4.62,5.66,3.32,-0.15,Agressive,Agressive
4.79,0.21,4.25,5.8,3.1,-0.14,Agressive,Agressive
5,0.2,4.23,5.71,3.17,-0.12,Agressive,Agressive
5.03,0.2,4.42,5.64,3.44,-0.1,Agressive,Agressive
5.05,0.2,4.93,5.6,3.51,-0.1,Agressive,Agressive
5.12,0.2,5.02,5.59,4.17,-0.09,Agressive,Agressive
5.26,0.19,5.13,5.65,4.21,-0.09,Agressive,Agressive
5.32,0.19,5.15,5.67,4.23,-0.1,Agressive,Agressive
5.34,0.19,5.16,5.66,4.23,-0.11,Agressive,Agressive
5.32,0.19,5.12,5.64,4.18,-0.11,Agressive,Agressive
5.3,0.19,5.02,5.54,4.14,-0.11,Agressive,Agressive
5.12,0.2,4.98,5.16,4.29,-0.11,Agressive,Agressive
4.77,0.21,4.98,4.67,4.29,-0.11,Agressive,Agressive
4.51,0.22,4.98,4.63,4.24,-0.13,Agressive,Agressive
4.39,0.23,4.75,4.63,4.08,-0.15,Agressive,Agressive
4.35,0.23,4.18,4.64,4.01,-0.16,Agressive,Agressive
4.08,0.24,3.46,4.52,3.11,-0.17,Agressive,Agressive
3.7,0.27,3.07,4.35,3.11,-0.17,Agressive,Agressive
3.1,0.32,2.95,4.01,3.04,-0.14,Agressive,Agressive
2.91,0.34,2.98,3.87,3.31,-0.13,Agressive,Agressive
2.85,0.35,3.71,4.03,3.31,-0.13,Agressive,Agressive
3.03,0.33,3.9,5,3.28,-0.06,Agressive,Agressive
3.85,0.26,4,5.97,2.63,-0.04,Agressive,Agressive
4.24,0.24,4.04,6.27,3.17,-0.05,Agressive,Agressive
4.36,0.23,4.58,6.36,3.17,-0.06,Agressive,Agressive
4.59,0.22,4.65,6.52,3.21,-0.06,Agressive,Agressive
4.94,0.2,4.66,6.66,3.23,-0.08,Agressive,Agressive
5.09,0.2,4.67,6.74,3.35,-0.08,Agressive,Agressive
5.1,0.2,4.91,6.76,3.52,-0.08,Agressive,Agressive
5.15,0.19,5.04,6.78,3.53,-0.08,Agressive,Agressive
5.18,0.19,4.99,6.81,3.36,-0.07,Agressive,Agressive
5.21,0.19,4.85,6.8,3.36,-0.07,Agressive,Agressive
5.17,0.19,4.79,6.6,3.37,-0.09,Agressive,Agressive
4.99,0.2,4.8,6.22,3.3,-0.11,Agressive,Agressive
4.83,0.21,4.72,6.13,2.93,-0.11,Agressive,Agressive
4.84,0.21,4.43,6.13,2.96,-0.1,Agressive,Agressive
4.68,0.21,4.42,6.13,2.9,-0.07,Agressive,Agressive
4.44,0.23,4.42,6.12,2.87,-0.05,Agressive,Agressive
4.33,0.23,4.35,6.02,2.7,-0.05,Agressive,Agressive
4.26,0.23,3.89,5.96,2.49,-0.05,Agressive,Agressive
4.15,0.24,3.8,5.89,2.46,-0.05,Agressive,Agressive
4.08,0.25,3.89,5.82,2.46,-0.05,Agressive,Agressive
4.03,0.25,3.94,5.8,2.62,-0.05,Agressive,Agressive
4,0.25,3.89,5.77,2.65,-0.05,Agressive,Agressive
4.16,0.24,3.83,5.77,2.79,-0.05,Agressive,Agressive
4.4,0.23,3.75,5.69,2.84,-0.05,Agressive,Agressive
4.41,0.23,3.62,5.48,2.78,-0.06,Agressive,Agressive
4.19,0.24,3.93,4.93,2.98,-0.07,Agressive,Agressive
4.15,0.24,4.69,4.2,3.04,-0.07,Agressive,Agressive
4.49,0.22,4.74,4.51,2.99,-0.1,Agressive,Agressive
4.88,0.21,4.79,5.33,2.97,-0.11,Agressive,Agressive
4.94,0.2,4.94,5.76,3.19,-0.12,Agressive,Agressive
4.93,0.2,4.97,5.88,3.19,-0.12,Agressive,Agressive
4.92,0.2,4.99,5.88,3.1,-0.12,Agressive,Agressive
4.95,0.2,5.05,5.88,3.05,-0.12,Agressive,Agressive
4.97,0.2,5.1,5.88,3.16,-0.13,Agressive,Agressive
5.05,0.2,5.33,5.91,3.37,-0.16,Agressive,Agressive
5.53,0.18,5.43,6.15,3.36,-0.21,Agressive,Agressive
5.91,0.17,5.29,6.39,3.27,-0.23,Agressive,Agressive
6.02,0.17,5.07,6.43,3.58,-0.25,Agressive,Agressive
5.95,0.17,5.06,6.3,3.7,-0.25,Agressive,Agressive
5.92,0.17,5.06,6.04,3.66,-0.26,Agressive,Agressive
5.92,0.17,4.89,5.88,3.56,-0.27,Agressive,Agressive
5.92,0.17,5.09,5.9,3.67,-0.27,Agressive,Agressive
5.95,0.17,5.05,5.95,3.69,-0.18,Agressive,Agressive
5.99,0.17,5.08,6.06,3.68,-0.11,Agressive,Agressive
6,0.17,4.96,6.24,3.62,-0.08,Agressive,Agressive
5.91,0.17,4.56,6.34,3.52,-0.08,Agressive,Agressive
5.58,0.18,4.55,6.16,3.55,-0.07,Agressive,Agressive
5.06,0.2,4.59,6,3.5,-0.04,Agressive,Agressive
4.88,0.2,4.6,5.97,3.14,-0.02,Agressive,Agressive
4.89,0.2,4.57,6.04,3.01,-0.02,Agressive,Agressive
4.82,0.21,4.52,6.15,3.14,-0.01,Agressive,Agressive
4.83,0.21,4.71,6.15,3.01,-0.01,Agressive,Agressive
4.95,0.2,4.44,6.14,2.91,-0.01,Agressive,Agressive
5.08,0.2,4.28,6.2,2.88,-0.02,Agressive,Agressive
4.99,0.2,4.29,6.22,2.94,-0.03,Agressive,Agressive
4.83,0.21,4.39,6.08,3,-0.05,Agressive,Agressive
4.77,0.21,4.68,5.88,3.17,-0.05,Agressive,Agressive
4.77,0.21,4.75,5.74,3.32,-0.05,Agressive,Agressive
4.78,0.21,5.03,5.68,3.57,-0.04,Agressive,Agressive
4.66,0.21,5,5.84,3.54,-0.04,Agressive,Agressive
4.61,0.22,5.01,6.12,3.57,-0.04,Agressive,Agressive
4.63,0.22,5.04,6.31,3.57,-0.04,Agressive,Agressive
5.15,0.19,4.92,7.46,3.71,-0.09,Happy,Happy
5.46,0.18,4.94,7.67,3.67,-0.08,Happy,Happy
5.59,0.18,4.95,7.76,3.72,-0.07,Happy,Happy
5.66,0.18,4.91,7.77,3.76,-0.06,Happy,Happy
5.72,0.17,4.98,7.8,3.91,-0.06,Happy,Happy
5.71,0.18,5.01,7.82,3.94,-0.06,Happy,Happy
5.71,0.18,4.72,7.82,3.95,-0.06,Happy,Happy
5.68,0.18,4.9,7.88,4.16,-0.06,Happy,Happy
5.57,0.18,5.07,8,4.06,-0.06,Happy,Happy
5.65,0.18,4.92,7.93,3.91,-0.06,Happy,Happy
5.6,0.18,4.95,7.67,3.93,-0.06,Happy,Happy
5.31,0.19,5,7.42,3.97,-0.05,Happy,Happy
5.1,0.2,5.08,7.24,4.03,-0.06,Happy,Happy
5.15,0.19,6.2,7.24,4.08,-0.09,Happy,Happy
5.73,0.17,6.3,7.39,4.04,-0.12,Happy,Happy
6.19,0.16,6.3,7.42,4.09,-0.12,Happy,Happy
6.35,0.16,6.36,7.41,4.23,-0.12,Happy,Happy
6.39,0.16,6.44,7.49,4.13,-0.12,Happy,Happy
6.4,0.16,6.45,7.45,4.42,-0.11,Happy,Happy
6.42,0.16,6.45,7.2,4.41,-0.11,Happy,Happy
6.49,0.15,6.45,7.07,4.4,-0.12,Happy,Happy
6.62,0.15,6.45,7.04,4.48,-0.11,Happy,Happy
6.72,0.15,6.76,7.12,4.8,-0.11,Happy,Happy
6.74,0.15,6.93,7.26,5.6,-0.11,Happy,Happy
6.77,0.15,6.74,7.21,5.66,-0.11,Happy,Happy
6.84,0.15,6.72,7.2,5.66,-0.11,Happy,Happy
6.92,0.14,6.75,7.5,5.64,-0.11,Happy,Happy
6.99,0.14,6.76,7.66,5.63,-0.12,Happy,Happy
7,0.14,6.7,7.59,5.57,-0.13,Happy,Happy
7,0.14,6.74,7.67,5.65,-0.14,Happy,Happy
6.97,0.14,6.79,7.87,5.65,-0.16,Happy,Happy
6.89,0.15,6.83,8.08,5.65,-0.17,Happy,Happy
6.84,0.15,6.87,8.2,5.66,-0.18,Happy,Happy
6.85,0.15,6.59,8.24,5.33,-0.18,Happy,Happy
6.98,0.14,6.4,8.25,4.8,-0.18,Happy,Happy
6.99,0.14,6.36,8.29,4.69,-0.19,Happy,Happy
6.75,0.15,6.34,8.36,4.65,-0.18,Happy,Happy
6.42,0.16,6.26,8.33,4.57,-0.18,Happy,Happy
6.38,0.16,6.24,8.29,4.62,-0.17,Happy,Happy
6.42,0.16,6.3,8.26,4.6,-0.16,Happy,Happy
6.46,0.15,6.21,8.2,4.23,-0.16,Happy,Happy
6.43,0.16,6.13,8.07,4.27,-0.16,Happy,Happy
6.4,0.16,6.3,7.86,4.37,-0.17,Happy,Happy
6.4,0.16,6.26,7.68,4.05,-0.18,Happy,Happy
6.32,0.16,6.09,7.51,3.96,-0.2,Happy,Happy
6.08,0.16,5.88,7.35,3.97,-0.19,Happy,Happy
5.88,0.17,5.88,7.02,4.2,-0.17,Happy,Happy
5.87,0.17,5.95,6.29,4.21,-0.16,Happy,Happy
5.8,0.17,5.93,5.74,4.21,-0.14,Happy,Happy
5.67,0.18,5.88,5.69,4.11,-0.13,Happy,Happy
5.53,0.18,5.68,5.32,4.06,-0.13,Happy,Happy
5.51,0.18,5.64,4.82,4.12,-0.13,Happy,Happy
5.58,0.18,5.61,4.81,4.14,-0.13,Happy,Happy
5.59,0.18,5.36,5.15,4.02,-0.12,Happy,Happy
5.6,0.18,5.42,6.35,4,-0.12,Happy,Happy
5.93,0.17,5.44,7.19,4.02,-0.13,Happy,Happy
6.24,0.16,5.41,7.41,4.02,-0.14,Happy,Happy
6.33,0.16,5.26,7.44,3.86,-0.15,Happy,Happy
6.31,0.16,5.27,7.46,3.86,-0.17,Happy,Happy
6.33,0.16,5.29,7.46,3.86,-0.2,Happy,Happy
6.35,0.16,5.26,7.46,3.83,-0.21,Happy,Happy
6.35,0.16,5.28,7.46,3.83,-0.22,Happy,Happy
6.31,0.16,5.3,7.46,3.72,-0.23,Happy,Happy
6.29,0.16,4.95,7.45,3.57,-0.26,Happy,Happy
6.29,0.16,5.48,7.35,4.04,-0.3,Happy,Happy
6.24,0.16,5.57,6.96,4.06,-0.3,Happy,Happy
6.07,0.16,5.53,6.78,3.98,-0.27,Happy,Happy
5.8,0.17,5.52,6.85,3.93,-0.28,Happy,Happy
5.76,0.17,5.45,6.93,3.84,-0.29,Happy,Happy
5.81,0.17,5.42,6.95,3.84,-0.26,Happy,Happy
5.81,0.17,5.41,6.94,3.88,-0.25,Happy,Happy
5.77,0.17,5.44,6.95,4.04,-0.24,Happy,Happy
5.84,0.17,6.6,6.95,4.44,-0.24,Happy,Happy
6.26,0.16,6.79,6.99,4.88,-0.25,Happy,Happy
6.8,0.15,6.79,7.16,4.73,-0.24,Happy,Happy
7.06,0.14,6.64,7.26,4.62,-0.24,Happy,Happy
7.05,0.14,6.63,7.06,4.63,-0.25,Happy,Happy
6.97,0.14,6.63,6.84,4.64,-0.26,Happy,Happy
6.95,0.14,6.62,6.76,4.66,-0.24,Happy,Happy
6.94,0.14,6.63,6.64,4.66,-0.23,Happy,Happy
6.92,0.14,6.62,6.58,4.66,-0.24,Happy,Happy
6.91,0.14,6.63,6.58,4.67,-0.25,Happy,Happy
6.92,0.14,6.62,6.6,5.25,-0.26,Happy,Happy
6.92,0.14,6.22,6.72,5.53,-0.25,Happy,Happy
6.72,0.15,6.92,7.23,5.64,-0.24,Happy,Happy
6.58,0.15,7.04,7.7,5.64,-0.25,Happy,Happy
6.89,0.15,7.04,7.72,5.64,-0.27,Happy,Happy
7.06,0.14,7.04,7.67,5.64,-0.28,Happy,Happy
7.06,0.14,7.05,7.68,5.64,-0.31,Happy,Happy
7.09,0.14,7.09,7.68,5.65,-0.37,Happy,Happy
7.13,0.14,7.1,7.68,5.65,-0.37,Happy,Happy
7.13,0.14,7.12,7.68,5.65,-0.35,Happy,Happy
7.17,0.14,7.14,7.68,5.58,-0.35,Happy,Happy
7.19,0.14,7.09,7.69,5.16,-0.32,Happy,Happy
7.19,0.14,6.46,7.66,4.05,-0.31,Happy,Happy
7.18,0.14,5.95,7.27,3.98,-0.3,Happy,Happy
6.92,0.14,6.02,6.59,4.1,-0.3,Calm,Happy
6.54,0.15,6.16,7,4.1,-0.29,Calm,Happy
6.54,0.15,6.24,7.28,4.13,-0.28,Calm,Happy
6.61,0.15,6.51,7.29,4.44,-0.29,Calm,Happy
6.66,0.15,6.49,7.56,4.51,-0.31,Calm,Happy
6.96,0.14,6.48,7.89,4.49,-0.35,Calm,Happy
7.09,0.14,6.46,7.95,4.45,-0.34,Calm,Happy
7.08,0.14,6.47,7.95,4.87,-0.34,Calm,Happy
7.09,0.14,6.44,8.03,4.92,-0.38,Calm,Happy
7.18,0.14,6.32,8.26,4.89,-0.42,Calm,Happy
7.2,0.14,6.11,8.43,4.71,-0.36,Calm,Happy
3.46,0.29,4.11,5.96,2.62,-0.25,Calm,Happy
3.37,0.3,3.9,5.98,2.74,-0.27,Calm,Happy
3.34,0.3,4.22,5.96,2.9,-0.26,Calm,Happy
3.34,0.3,4.44,5.9,2.95,-0.24,Calm,Happy
3.41,0.29,4.52,5.81,2.96,-0.25,Calm,Happy
3.42,0.29,4.5,5.67,2.93,-0.24,Calm,Happy
3.45,0.29,4.49,5.54,2.81,-0.23,Calm,Happy
3.4,0.29,4.36,5.51,2.79,-0.23,Calm,Happy
3.2,0.31,4.29,5.39,2.71,-0.22,Calm,Happy
2.94,0.34,4.21,4.99,2.7,-0.25,Calm,Happy
2.68,0.37,4.33,4.51,2.73,-0.3,Calm,Happy
2.64,0.38,4.38,4.46,2.73,-0.3,Calm,Happy
2.77,0.36,4.39,4.5,2.88,-0.25,Calm,Happy
3.15,0.32,4.06,4.5,2.79,-0.23,Calm,Happy
3.27,0.31,3.6,4.51,2.83,-0.23,Calm,Happy
3.24,0.31,3.62,4.39,2.85,-0.23,Calm,Happy
3.35,0.3,3.94,4.24,2.93,-0.2,Calm,Happy
3.87,0.26,3.98,4.29,2.93,-0.15,Calm,Happy
4.12,0.24,3.95,4.35,2.84,-0.13,Calm,Happy
4.16,0.24,3.99,4.34,2.85,-0.14,Calm,Happy
4.16,0.24,4.06,4.22,3.01,-0.13,Calm,Happy
4.22,0.24,4.37,3.97,3.17,-0.13,Calm,Happy
4.24,0.24,4.61,3.9,3.07,-0.13,Calm,Happy
4.24,0.24,4.57,4.11,2.91,-0.14,Calm,Happy
4.24,0.24,4.6,4.46,2.95,-0.14,Calm,Happy
4.17,0.24,4.6,4.73,2.93,-0.13,Calm,Happy
4.15,0.24,4.5,4.86,3.11,-0.12,Calm,Happy
3.97,0.25,4.93,4.88,3.5,-0.13,Calm,Happy
3.83,0.26,4.96,5.18,3.53,-0.1,Calm,Happy
4.02,0.25,5.06,5.83,3.57,-0.05,Calm,Happy
4.08,0.25,5.06,6.27,3.58,-0.05,Calm,Happy
4.14,0.24,5.07,6.44,3.52,-0.05,Calm,Happy
4.16,0.24,4.92,6.49,3.48,-0.05,Calm,Happy
4.16,0.24,4.76,6.51,3.46,-0.04,Calm,Happy
4.06,0.25,4.78,6.5,3.43,-0.03,Calm,Happy
3.98,0.25,4.77,6.47,3.43,-0.02,Calm,Happy
3.98,0.25,4.77,6.44,3.37,-0.02,Calm,Happy
3.99,0.25,4.74,6.43,2.84,-0.02,Calm,Happy
3.93,0.25,4.02,6.39,2.7,-0.02,Calm,Happy
3.58,0.28,3.97,6.16,2.64,-0.03,Calm,Happy
3.05,0.33,3.99,5.63,2.96,-0.11,Calm,Happy
2.87,0.35,4.6,5.02,2.91,-0.14,Calm,Happy
3.28,0.31,4.57,4.79,2.74,-0.07,Calm,Happy
3.54,0.28,4.56,4.81,2.76,-0.06,Calm,Happy
3.55,0.28,4.55,4.72,2.77,-0.06,Calm,Happy
3.62,0.28,4.5,4.64,2.7,-0.06,Calm,Happy
3.69,0.27,4.52,4.69,2.75,-0.07,Calm,Happy
3.67,0.27,4.54,4.79,2.72,-0.07,Calm,Happy
3.73,0.27,4.54,4.94,2.77,-0.08,Calm,Happy
3.83,0.26,4.6,5.07,2.77,-0.09,Calm,Happy
3.89,0.26,4.62,5.14,3.27,-0.1,Calm,Happy
3.89,0.26,4.21,5.1,3.37,-0.1,Calm,Happy
3.8,0.26,3.73,5.14,3.81,-0.1,Calm,Happy
3.58,0.28,3.81,5.17,3.88,-0.13,Calm,Happy
3.65,0.27,4.15,5.36,4.14,-0.12,Calm,Happy
3.93,0.25,4.19,5.79,4.28,-0.1,Calm,Happy
4.04,0.25,4.16,6.04,4.39,-0.09,Calm,Happy
4.03,0.25,4.15,6.09,4.46,-0.09,Calm,Happy
4.07,0.25,4.21,6.05,4.55,-0.07,Calm,Happy
4.2,0.24,4.3,6.01,4.58,-0.04,Calm,Happy
4.35,0.23,4.31,6,4.62,-0.02,Calm,Happy
4.42,0.23,4.34,6,4.59,-0.01,Calm,Happy
4.45,0.22,4.17,5.99,4.44,-0.01,Calm,Happy
4.45,0.22,4.23,5.94,4.33,-0.01,Calm,Happy
4.38,0.23,4.41,5.89,4.32,-0.01,Calm,Happy
4.2,0.24,4.26,5.69,4.09,0,Calm,Happy
4.03,0.25,4.24,5.12,4,0.01,Calm,Happy
3.93,0.25,4.25,4.47,3.88,0.02,Calm,Happy
3.9,0.26,4.35,4.43,3.74,0.02,Calm,Happy
3.82,0.26,4.29,4.61,3.54,0.02,Calm,Happy
3.37,0.3,4.28,4.65,3.38,0,Calm,Happy
2.82,0.35,4.25,4.56,3.11,-0.02,Calm,Happy
2.66,0.38,4.21,4.56,3.01,-0.02,Calm,Happy
2.45,0.41,4.15,4.59,2.76,-0.01,Calm,Happy
2.26,0.44,4.02,4.53,2.46,0.02,Calm,Happy
2.39,0.42,3.69,4.56,2.2,0.02,Calm,Happy
2.57,0.39,3.59,4.69,2.21,0.01,Calm,Happy
2.64,0.38,3.58,4.74,2.19,0.02,Calm,Happy
2.71,0.37,3.61,4.73,2.05,0.03,Calm,Happy
2.76,0.36,3.22,4.66,1.95,0.01,Calm,Happy
2.91,0.34,3.44,4.62,2.01,-0.01,Calm,Happy
3.18,0.31,3.31,4.86,1.98,-0.03,Calm,Happy
3.33,0.3,3.18,5.12,1.96,-0.04,Calm,Happy
3.34,0.3,3.23,5.19,1.96,-0.05,Calm,Happy
3.35,0.3,3.29,5.19,1.84,-0.07,Calm,Happy
3.36,0.3,3.37,5.16,2,-0.08,Calm,Happy
3.28,0.31,3.34,5.09,1.91,-0.09,Calm,Happy
3.21,0.31,3.37,5.02,1.97,-0.09,Calm,Happy
3.15,0.32,3.32,5.09,1.94,-0.1,Calm,Happy
3.16,0.32,3.39,5.23,1.95,-0.09,Calm,Happy
3.2,0.31,3.33,5.3,1.86,-0.07,Calm,Happy
3.09,0.32,3.06,5.25,1.88,-0.05,Calm,Happy
2.68,0.37,3.18,5.01,1.98,-0.03,Calm,Happy
2.47,0.41,3.17,4.68,2.05,-0.04,Calm,Happy
2.59,0.39,3.12,4.53,2.04,-0.04,Calm,Happy
2.53,0.4,2.98,4.51,2.02,0,Calm,Happy
2.45,0.41,2.88,4.51,1.92,0.02,Calm,Happy
2.46,0.41,2.84,4.52,1.77,0.03,Calm,Happy
2.44,0.41,2.78,4.47,1.88,0.04,Calm,Happy
2.36,0.42,2.96,4.28,1.95,0.06,Calm,Happy
2.41,0.42,2.77,4.18,1.86,0.08,Calm,Happy
2.28,0.44,2.83,4.07,1.9,0.08,Calm,Happy
2.29,0.44,3.03,3.94,1.96,0,Calm,Happy
2.66,0.38,3.07,4.06,1.84,-0.03,Calm,Happy
2.73,0.37,3.23,4.25,1.99,-0.02,Calm,Happy
2.73,0.37,3.51,4.34,2.05,-0.04,Calm,Happy
3.01,0.33,3.11,3.3,2.78,-0.07,Sad,Sad
3.2,0.31,3.22,3.39,2.73,-0.07,Sad,Sad
3.27,0.31,3.54,3.39,2.9,-0.06,Sad,Sad
3.21,0.31,3.5,3.47,2.8,-0.05,Sad,Sad
3.2,0.31,3.47,3.56,2.82,-0.05,Sad,Sad
3.31,0.3,3.49,3.57,2.78,-0.04,Sad,Sad
3.36,0.3,3.56,3.66,2.98,-0.03,Sad,Sad
3.29,0.3,3.58,3.8,3.06,-0.03,Sad,Sad
3.2,0.31,3.59,3.85,3.04,-0.02,Sad,Sad
3.26,0.31,3.6,3.89,3.08,-0.02,Sad,Sad
3.33,0.3,3.61,3.83,3.09,-0.02,Sad,Sad
3.23,0.31,3.62,3.67,3.09,-0.03,Sad,Sad
3.08,0.32,3.56,3.6,3.11,-0.02,Sad,Sad
3.05,0.33,3.36,3.56,2.92,-0.02,Sad,Sad
3.08,0.32,3.35,3.39,2.96,-0.02,Sad,Sad
3.02,0.33,3.54,3.36,2.93,-0.02,Sad,Sad
2.93,0.34,3.51,4.14,2.88,-0.03,Sad,Sad
2.95,0.34,3.39,4.83,2.55,-0.06,Sad,Sad
2.97,0.34,3.35,5.11,2.42,-0.07,Sad,Sad
2.93,0.34,3.3,5.2,2.21,-0.09,Sad,Sad
2.73,0.37,3.27,5.21,2.17,-0.13,Sad,Sad
2.55,0.39,3.26,5.27,1.98,-0.13,Sad,Sad
2.77,0.36,3.38,5.34,1.88,-0.07,Sad,Sad
2.82,0.35,3.33,5.36,1.83,-0.05,Sad,Sad
2.86,0.35,3.32,5.35,1.88,-0.05,Sad,Sad
2.84,0.35,3.19,5.36,1.79,-0.05,Sad,Sad
2.8,0.36,3,5.29,1.78,-0.05,Sad,Sad
2.72,0.37,2.96,4.93,1.75,-0.03,Sad,Sad
2.64,0.38,2.94,4.27,1.68,-0.02,Sad,Sad
2.64,0.38,2.98,3.95,1.68,-0.03,Sad,Sad
2.66,0.38,2.9,3.86,1.67,-0.02,Sad,Sad
2.64,0.38,2.85,3.68,1.62,-0.02,Sad,Sad
2.4,0.42,2.34,3.15,1.46,-0.02,Sad,Sad
2.07,0.48,2.18,2.81,1.5,-0.03,Sad,Sad
1.9,0.53,2.23,3.16,1.59,-0.07,Sad,Sad
1.81,0.55,2.37,3.48,1.44,-0.1,Sad,Sad
1.73,0.58,2.62,3.57,1.56,-0.09,Sad,Sad
1.72,0.58,2.68,3.59,1.48,-0.09,Sad,Sad
1.73,0.58,2.78,3.57,1.58,-0.11,Sad,Sad
1.94,0.52,2.89,3.51,1.57,-0.11,Sad,Sad
2.27,0.44,2.85,3.48,1.56,-0.07,Sad,Sad
2.57,0.39,2.85,3.68,1.73,-0.03,Sad,Sad
2.69,0.37,2.86,3.86,1.83,-0.02,Sad,Sad
2.69,0.37,2.87,3.94,1.91,-0.02,Sad,Sad
2.69,0.37,3.05,3.9,2.14,-0.03,Sad,Sad
2.66,0.38,3.1,3.74,2.1,-0.02,Sad,Sad
2.66,0.38,3.01,3.58,2.05,-0.02,Sad,Sad
2.7,0.37,2.99,3.55,2.09,-0.02,Sad,Sad
2.72,0.37,2.99,3.56,2.22,-0.02,Sad,Sad
2.7,0.37,2.93,3.55,2.21,-0.01,Sad,Sad
2.54,0.39,2.89,3.52,2.24,0.02,Sad,Sad
2.23,0.45,2.93,3.39,2.25,0.04,Sad,Sad
1.98,0.51,2.98,3.1,2.17,0.07,Sad,Sad
1.99,0.5,3.02,2.87,2.17,0.09,Sad,Sad
2.05,0.49,2.91,2.67,2.1,0.09,Sad,Sad
2.05,0.49,2.72,2.45,1.85,0.09,Sad,Sad
2.2,0.45,2.75,2.47,1.95,0.03,Sad,Sad
2.33,0.43,2.6,2.51,1.95,-0.01,Sad,Sad
2.37,0.42,2.53,2.54,1.75,-0.01,Sad,Sad
2.39,0.42,2.44,2.72,1.78,0,Sad,Sad
2.39,0.42,2.43,2.9,1.79,0,Sad,Sad
2.53,0.4,2.46,2.86,1.87,-0.01,Sad,Sad
2.78,0.36,2.36,2.92,1.82,-0.03,Sad,Sad
2.81,0.36,2.3,2.93,1.78,-0.04,Sad,Sad
2.75,0.36,2.26,2.91,1.95,-0.04,Sad,Sad
2.76,0.36,2.36,3.05,2.05,-0.05,Sad,Sad
2.76,0.36,2.38,3.1,2.09,-0.05,Sad,Sad
2.66,0.38,2.54,3.05,1.96,-0.03,Sad,Sad
2.54,0.39,2.63,3.13,2,-0.01,Sad,Sad
2.56,0.39,2.71,3.1,2.08,-0.01,Sad,Sad
2.61,0.38,3.03,3.06,2.11,-0.01,Sad,Sad
2.84,0.35,3.07,3.18,2.04,-0.02,Sad,Sad
3.06,0.33,3.12,3.26,2.01,-0.02,Sad,Sad
3.05,0.33,3.14,3.24,2.02,-0.03,Sad,Sad
3,0.33,3.14,3.24,2.06,-0.04,Sad,Sad
2.99,0.33,3.17,3.19,1.84,-0.04,Sad,Sad
2.98,0.34,3.14,3.11,1.84,-0.03,Sad,Sad
2.98,0.34,3.11,3.13,1.8,-0.03,Sad,Sad
2.96,0.34,3.01,3.13,1.91,-0.03,Sad,Sad
2.95,0.34,2.99,3.08,1.92,-0.04,Sad,Sad
2.9,0.34,2.93,3.05,1.85,-0.05,Sad,Sad
2.86,0.35,2.58,2.88,1.82,-0.05,Sad,Sad
2.55,0.39,2.4,2.75,1.88,-0.07,Sad,Sad
1.82,0.55,2.54,2.6,1.9,-0.11,Sad,Sad
1.35,0.74,2.67,2.44,1.87,-0.01,Sad,Sad
1.45,0.69,2.64,2.33,1.95,-0.08,Sad,Sad
1.59,0.63,2.64,2.27,2.1,-0.13,Sad,Sad
1.77,0.56,3.52,2.56,2.48,-0.12,Sad,Sad
2.85,0.35,3.62,3.88,2.48,-0.05,Sad,Sad
