0.0105398,2.94889e-06,0.0105398
-0.011667,3.05275e-06,-0.011667
-0.00732784,3.54278e-06,-0.00732784
0.00559273,2.49922e-06,0.00559273
0.00465452,2.27621e-06,0.00465452
0.00738604,2.37327e-06,0.00738604
0.00760517,2.73986e-06,0.00760517
0.00738464,2.95655e-06,0.00738464
0.00345275,2.38698e-06,0.00345275
0.00331444,2.13978e-06,0.00331444
-0.000627899,2.05267e-06,-0.000627899
0.0059272,1.96419e-06,0.0059272
0.0103456,1.86318e-06,0.0103456
0.0178526,2.07527e-06,0.0178526
0.00991356,2.35354e-06,0.00991356
0.00403833,3.05168e-06,0.00403833
0.0157825,2.31397e-06,0.0157825
0.00967611,1.79089e-06,0.00967611
0.0101002,1.33924e-06,0.0101002
0.0146205,1.20463e-06,0.0146205
0.0250414,1.10377e-06,0.0250414
0.0095801,1.08459e-06,0.0095801
0.00459044,1.50001e-06,0.00459044
0.00489574,1.89761e-06,0.00489574
0.0044117,2.04509e-06,0.0044117
0.00614917,1.81758e-06,0.00614917
0.010879,1.82573e-06,0.010879
0.0202583,1.62595e-06,0.0202583
0.0192388,1.56622e-06,0.0192388
0.00283636,2.21762e-06,0.00283636
-0.00407508,1.88921e-06,-0.00407508
-0.00725917,1.51265e-06,-0.00725917
-0.00157935,1.58112e-06,-0.00157935
0.000427765,1.45426e-06,0.000427765
-6.89495e-05,1.37838e-06,-6.89495e-05
0.00205716,1.27225e-06,0.00205716
0.00403919,1.39025e-06,0.00403919
0.000560752,1.28583e-06,0.000560752
0.00210247,1.43037e-06,0.00210247
0.00163062,1.58308e-06,0.00163062
0.00414037,1.84661e-06,0.00414037
0.00501718,1.93574e-06,0.00501718
0.00631505,1.71221e-06,0.00631505
0.0107876,1.48718e-06,0.0107876
0.0103433,1.46865e-06,0.0103433
0.0106607,1.63411e-06,0.0106607
0.00836807,1.63028e-06,0.00836807
0.00680862,1.4849e-06,0.00680862
0.00798048,2.00548e-06,0.00798048
0.000331042,2.00047e-06,0.000331042
0.00541772,2.06661e-06,0.00541772
0.00439568,2.75994e-06,0.00439568
0.00973644,2.30624e-06,0.00973644
0.00317783,1.85899e-06,0.00317783
0.0047254,1.9841e-06,0.0047254
-0.00353438,2.15922e-06,-0.00353438
0.00389034,2.12977e-06,0.00389034
0.00507347,2.44109e-06,0.00507347
-8.15565e-06,2.42709e-06,-8.15565e-06
7.24644e-05,2.41301e-06,7.24644e-05
0.0119337,2.59971e-06,0.0119337
0.00983483,2.16425e-06,0.00983483
0.0119133,2.14229e-06,0.0119133
0.00858919,2.03423e-06,0.00858919
0.00675921,2.13145e-06,0.00675921
0.00242253,2.19477e-06,0.00242253
0.00121678,1.95869e-06,0.00121678
0.00473928,1.65007e-06,0.00473928
0.00201726,1.57785e-06,0.00201726
0.00402424,1.54498e-06,0.00402424
0.00255552,1.29016e-06,0.00255552
0.00356816,1.1642e-06,0.00356816
0.00458013,1.20847e-06,0.00458013
-0.002069,1.47603e-06,-0.002069
-0.00458393,1.64667e-06,-0.00458393
0.000188222,1.2804e-06,0.000188222
9.4568e-05,1.66417e-06,9.4568e-05
0.00106421,2.08469e-06,0.00106421
0.000909759,1.64626e-06,0.000909759
0.026274,2.26372e-06,0.026274
0.0279261,2.24093e-06,0.0279261
0.0197071,2.28552e-06,0.0197071
0.0073051,1.92578e-06,0.0073051
0.0051162,1.64122e-06,0.0051162
0.00197568,1.66837e-06,0.00197568
0.00692881,1.77133e-06,0.00692881
0.0067545,1.51575e-06,0.0067545
0.00379587,1.76289e-06,0.00379587
0.00809386,1.68628e-06,0.00809386
0.013723,2.52015e-06,0.013723
0.0125993,2.42528e-06,0.0125993
0.015661,2.47618e-06,0.015661
0.00516708,2.78452e-06,0.00516708
0.0102384,3.02505e-06,0.0102384
0.00486386,3.64548e-06,0.00486386
0.00545201,3.82067e-06,0.00545201
-0.000829184,4.69332e-06,-0.000829184
-0.00728116,6.62246e-06,-0.00728116
-0.00696598,7.29495e-06,-0.00696598
-0.0104324,7.86387e-06,-0.0104324
-0.0186065,6.01918e-06,-0.0186065
-0.0169299,6.28188e-06,-0.0169299
-0.022788,6.43362e-06,-0.022788
0.136801,7.86651e-06,0.136801
-21.918,9.64835e-06,-21.918
-17209.4,1.222e-05,-17209.4
-46352.8,1.93797e-05,-46352.8
-0.0105916,1.62459e-05,-0.0105916
-0.0128166,1.61937e-05,-0.0128166
-0.012917,2.10398e-05,-0.012917
-0.0117651,1.93223e-05,-0.0117651
-0.0124819,1.72361e-05,-0.0124819
-0.00822377,1.59578e-05,-0.00822377
-0.00901065,2.89375e-05,-0.00901065
-0.00889179,2.56753e-05,-0.00889179
-0.011629,2.51803e-05,-0.011629
-0.0101393,2.37061e-05,-0.0101393
-0.00465833,2.16166e-05,-0.00465833
-0.00206829,2.64299e-05,-0.00206829
-0.00222468,3.20158e-05,-0.00222468
-0.00777451,3.60041e-05,-0.00777451
-0.00576162,3.18857e-05,-0.00576162
-0.00820203,3.24797e-05,-0.00820203
-0.00758362,3.74057e-05,-0.00758362
-0.00935336,4.20348e-05,-0.00935336
-0.0140116,4.68818e-05,-0.0140116
-0.0141168,5.43099e-05,-0.0141168
-0.0097945,6.21961e-05,-0.0097945
-0.000319907,6.42347e-05,-0.000319907
-0.00371174,5.56148e-05,-0.00371174
-0.00687377,5.47284e-05,-0.00687377
0.0012045,0.000101812,0.0012045
0.0047188,0.000106554,0.0047188
0.00372537,0.000122289,0.00372537
0.00523985,0.000113816,0.00523985
0.00271731,0.000120688,0.00271731
0.00180507,7.68286e-05,0.00180507
-0.00189048,7.27878e-05,-0.00189048
-0.00228574,6.85715e-05,-0.00228574
-0.00315065,7.05604e-05,-0.00315065
-0.00665862,6.6998e-05,-0.00665862
-0.00780628,6.42944e-05,-0.00780628
