alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
4.39,0.23,4.45,5.89,3.3,-0.01,Sad,Sad
4.41,0.23,4.44,5.96,3.36,-0.01,Sad,Sad
4.38,0.23,4.47,5.91,3.38,0,Sad,Sad
4.36,0.23,4.45,5.95,3.36,0.01,Sad,Sad
4.39,0.23,4.47,5.98,3.37,0.02,Sad,Sad
4.38,0.23,4.47,5.99,3.39,0.02,Sad,Sad
4.34,0.23,4.31,6.07,3.14,0.03,Sad,Sad
4.32,0.23,4.28,6.14,3.2,0.03,Sad,Sad
4.35,0.23,4.2,6.09,3.22,0.02,Sad,Sad
4.3,0.23,4.18,6,3.14,0.01,Sad,Sad
4.18,0.24,4.18,5.72,3.12,-0.01,Sad,Sad
4.12,0.24,4.15,5.36,2.97,-0.01,Sad,Sad
4.14,0.24,4.04,5.27,2.9,-0.01,Sad,Sad
4.17,0.24,4.03,5.32,2.89,-0.01,Sad,Sad
4.07,0.25,4.09,5.2,2.89,-0.01,Sad,Sad
3.95,0.25,4.07,5.14,2.85,-0.02,Sad,Sad
3.96,0.25,4.12,4.99,2.84,-0.03,Sad,Sad
4.05,0.25,4.08,4.66,2.73,-0.03,Sad,Sad
4.19,0.24,4.36,4.35,2.49,-0.02,Sad,Sad
4.2,0.24,4.45,4.38,2.49,-0.02,Sad,Sad
4.15,0.24,4.53,4.48,2.51,-0.02,Sad,Sad
4.17,0.24,4.53,4.42,2.5,-0.03,Sad,Sad
4.15,0.24,4.48,4.34,2.3,-0.03,Sad,Sad
4.08,0.25,4.57,4.13,2.73,-0.04,Sad,Sad
4.1,0.24,4.58,4.25,2.72,-0.04,Sad,Sad
4.25,0.24,4.54,4.41,2.71,-0.03,Sad,Sad
4.29,0.23,4.52,4.42,2.73,-0.03,Sad,Sad
4.27,0.23,4.45,4.44,2.72,-0.03,Sad,Sad
4.16,0.24,4.43,4.52,2.72,-0.03,Sad,Sad
3.97,0.25,4.24,4.55,2.66,-0.03,Sad,Sad
3.83,0.26,4.08,4.64,2.66,-0.02,Sad,Sad
3.75,0.27,4.02,4.77,2.65,0,Sad,Sad
3.72,0.27,4.01,4.87,2.65,0.02,Sad,Sad
3.73,0.27,3.91,4.92,2.2,0.02,Sad,Sad
3.67,0.27,3.83,4.86,2.4,0.02,Sad,Sad
3.37,0.3,3.98,4.75,2.39,0.03,Sad,Sad
3.16,0.32,4.01,4.74,2.38,0.04,Sad,Sad
3.23,0.31,4.03,4.78,2.41,0.04,Sad,Sad
3.24,0.31,4.08,4.83,2.43,0.03,Sad,Sad
3.39,0.3,3.82,5.02,2.14,0.03,Sad,Sad
4.45,0.22,4.33,4.11,2.5,-0.02,Calm,Agressive
4.45,0.22,4.33,3.95,2.23,-0.02,Calm,Agressive
4.46,0.22,4.34,3.56,2.73,-0.03,Calm,Agressive
4.48,0.22,4.35,3.53,2.73,-0.02,Calm,Agressive
4.59,0.22,4.34,3.7,2.7,-0.01,Calm,Agressive
4.66,0.21,4.31,3.72,2.69,-0.01,Calm,Agressive
4.62,0.22,4.28,3.67,2.7,-0.01,Calm,Agressive
4.51,0.22,3.96,3.88,2.55,-0.02,Calm,Agressive
4.3,0.23,4.31,4.17,2.69,-0.01,Calm,Agressive
4.06,0.25,4.32,4.27,2.71,-0.01,Calm,Agressive
4.08,0.24,4.34,4.27,2.68,0,Calm,Agressive
4.14,0.24,4.35,4.27,2.7,0.01,Calm,Agressive
4.13,0.24,4.3,4.26,2.48,0.01,Calm,Agressive
4.05,0.25,4.02,4.26,2.57,0.01,Calm,Agressive
3.84,0.26,4.26,4.23,2.68,0.01,Calm,Agressive
3.74,0.27,4.27,4.17,2.67,0,Calm,Agressive
3.73,0.27,4.27,4.17,2.65,0.01,Calm,Agressive
3.73,0.27,4.26,4.18,2.64,0.01,Calm,Agressive
3.69,0.27,3.7,4.12,2.39,0.01,Calm,Agressive
3.65,0.27,3.66,4.03,2.71,0.01,Calm,Agressive
3.63,0.28,4.16,3.92,2.75,0.01,Calm,Agressive
3.59,0.28,4.17,3.89,3,0.01,Calm,Agressive
3.49,0.29,5.86,3.95,4.52,0,Calm,Agressive
4.43,0.23,5.97,4.74,4.52,0,Calm,Agressive
5.3,0.19,5.94,5.78,4.45,0.01,Calm,Agressive
5.47,0.18,5.98,6.1,4.5,0.01,Calm,Agressive
5.46,0.18,5.99,6.11,4.5,0.01,Calm,Agressive
5.49,0.18,5.99,6.12,4.5,0,Calm,Agressive
5.54,0.18,5.99,6.13,4.5,0,Calm,Agressive
5.54,0.18,5.99,6.11,4.51,0,Calm,Agressive
5.54,0.18,5.93,6.1,4.49,0,Calm,Agressive
5.53,0.18,5.93,6.1,4.49,0,Calm,Agressive
5.52,0.18,5.87,6.08,3.78,0,Calm,Agressive
5.49,0.18,4.33,6.06,2.64,0,Calm,Agressive
5.09,0.2,3.82,5.67,2.61,0,Calm,Agressive
4.18,0.24,3.8,4.66,2.53,0,Calm,Agressive
3.49,0.29,3.41,3.86,2.47,-0.01,Calm,Agressive
3.41,0.29,3.86,4.03,2.51,-0.01,Calm,Agressive
3.17,0.32,3.91,4.34,2.54,-0.01,Calm,Agressive
3.51,0.29,3.95,4.66,2.66,-0.02,Calm,Agressive
3.65,0.27,3.94,4.94,2.69,-0.02,Calm,Agressive
3.69,0.27,3.92,5.2,2.38,-0.03,Calm,Agressive
3.74,0.27,4.06,5.31,2.65,-0.03,Calm,Agressive
3.8,0.26,4.15,5.36,2.68,-0.03,Calm,Agressive
3.95,0.25,4.2,5.37,2.79,-0.03,Calm,Agressive
4.02,0.25,4.18,5.37,2.77,-0.04,Calm,Agressive
3.99,0.25,4.16,5.36,2.96,-0.04,Calm,Agressive
4,0.25,4.02,5.31,2.88,-0.04,Calm,Agressive
3.93,0.25,4.35,5.21,3.18,-0.05,Calm,Agressive
3.62,0.28,4.6,5.11,3.31,-0.07,Calm,Agressive
3.48,0.29,4.7,5.2,3.54,-0.06,Calm,Agressive
3.48,0.29,4.71,5.11,3.54,-0.05,Calm,Agressive
3.58,0.28,4.68,5.18,3.55,-0.03,Calm,Agressive
4.08,0.25,4.56,5.57,3.44,-0.01,Calm,Agressive
4.36,0.23,4.85,5.73,3.43,0,Calm,Agressive
4.42,0.23,4.89,5.74,3.44,0,Calm,Agressive
4.56,0.22,4.89,5.77,3.42,0,Calm,Agressive
4.65,0.22,4.89,5.82,3.41,0.01,Calm,Agressive
4.65,0.22,4.9,5.85,3.61,0.01,Calm,Agressive
4.69,0.21,4.79,5.82,3.52,0.01,Calm,Agressive
4.78,0.21,4.98,5.73,3.67,0.01,Calm,Agressive
4.79,0.21,4.95,5.64,3.55,0.01,Calm,Agressive
4.78,0.21,5.02,5.66,3.66,0.01,Calm,Agressive
4.7,0.21,5.09,5.49,3.67,0.01,Calm,Agressive
4.46,0.22,5.09,5.16,3.66,0.02,Calm,Agressive
4.29,0.23,4.86,5.3,3.75,0.03,Calm,Agressive
4.13,0.24,5.08,5.63,3.8,0.04,Calm,Agressive
4,0.25,5.1,5.63,3.77,0.04,Calm,Agressive
4.15,0.24,5.11,5.58,3.72,0.02,Calm,Agressive
4.29,0.23,5.02,5.59,3.57,0.01,Calm,Agressive
4.25,0.24,4.7,5.64,3.3,0.01,Calm,Agressive
4.16,0.24,4.64,5.63,3.41,0.01,Calm,Agressive
4.16,0.24,4.76,5.64,3.13,0.01,Calm,Agressive
4.31,0.23,4.6,5.69,3.08,0,Calm,Agressive
4.34,0.23,4.56,5.69,3.11,0,Calm,Agressive
4.34,0.23,4.54,5.51,3.09,-0.01,Calm,Agressive
4.32,0.23,4.28,5.16,2.88,-0.02,Calm,Agressive
4.3,0.23,4.44,4.92,2.94,-0.02,Calm,Agressive
4.22,0.24,4.72,4.96,3.91,-0.03,Calm,Agressive
4.1,0.24,4.91,5.07,3.96,-0.03,Calm,Agressive
4.06,0.25,4.92,5.17,3.97,-0.03,Calm,Agressive
4.16,0.24,4.95,5.53,4.12,-0.02,Calm,Agressive
4.19,0.24,4.73,6.1,4.1,-0.01,Calm,Agressive
4.07,0.25,4.87,6.38,4.2,-0.01,Calm,Agressive
4,0.25,4.92,6.38,4.23,-0.02,Calm,Agressive
4.06,0.25,4.93,6.37,4.26,-0.02,Calm,Agressive
4.03,0.25,4.92,6.41,4.25,-0.02,Calm,Agressive
3.98,0.25,4.91,6.43,4.25,-0.02,Calm,Agressive
3.99,0.25,4.68,6.45,4.39,-0.02,Calm,Agressive
4.01,0.25,4.76,6.52,3.99,0,Calm,Agressive
4.23,0.24,4.65,6.55,4.05,0.01,Calm,Agressive
4.37,0.23,4.62,6.53,4.04,0.01,Calm,Agressive
4.33,0.23,4.73,6.4,3.86,0,Calm,Agressive
4.54,0.22,4.72,6,3.72,0,Calm,Agressive
4.73,0.21,4.74,5.54,3.78,0,Calm,Agressive
4.85,0.21,4.79,5.46,3.75,0,Calm,Agressive
4.89,0.2,4.8,5.47,3.79,0.01,Calm,Agressive
4.9,0.2,4.84,5.41,3.83,0.01,Calm,Agressive
4.95,0.2,4.85,5.37,3.87,0.01,Calm,Agressive
5.04,0.2,4.62,5.29,3.48,0,Calm,Agressive
5.05,0.2,4.7,5.04,3.57,-0.01,Calm,Agressive
5.03,0.2,4.71,5.17,3.47,-0.01,Calm,Agressive
5.1,0.2,4.73,5.36,3.49,-0.01,Calm,Agressive
5.12,0.2,4.66,5.41,3.5,-0.01,Calm,Agressive
5.03,0.2,4.6,5.48,3.59,-0.02,Calm,Agressive
4.86,0.21,4.52,5.52,3.7,-0.02,Calm,Agressive
4.66,0.21,4.78,5.54,3.72,-0.02,Calm,Agressive
5.71,0.18,6.15,7.84,3.07,0.01,Happy,Happy
5.71,0.18,5,7.82,2.96,0.01,Happy,Happy
5.32,0.19,4.83,7.55,2.98,0.02,Happy,Happy
4.94,0.2,4.77,7.15,3.02,0.02,Happy,Happy
4.88,0.2,4.52,6.71,2.95,0.02,Happy,Happy
4.86,0.21,4.66,6.02,3.14,0.02,Happy,Happy
4.88,0.2,4.59,5.46,3.11,0.01,Happy,Happy
4.87,0.21,4.57,5.42,3.06,0.02,Happy,Happy
4.79,0.21,4.52,5.39,3.05,0.01,Happy,Happy
4.65,0.22,4.53,5.39,2.97,0,Happy,Happy
4.41,0.23,4.41,5.35,2.84,-0.02,Happy,Happy
4.14,0.24,4.48,5.04,2.82,-0.02,Happy,Happy
3.95,0.25,4.46,4.69,2.63,-0.02,Happy,Happy
3.98,0.25,4.43,4.73,2.61,-0.02,Happy,Happy
4.07,0.25,4.43,4.92,2.64,-0.01,Happy,Happy
4.09,0.24,4.17,4.99,2.32,-0.01,Happy,Happy
4.03,0.25,4.39,5.02,2.72,-0.02,Happy,Happy
4.04,0.25,4.36,5.15,2.79,-0.02,Happy,Happy
4.3,0.23,4.3,5.19,2.8,-0.02,Happy,Happy
4.41,0.23,4.34,5.22,2.82,-0.02,Happy,Happy
4.33,0.23,4.32,5.18,2.86,-0.01,Happy,Happy
4.29,0.23,3.92,5.08,2.91,-0.01,Happy,Happy
4.31,0.23,4.47,5.04,3.23,-0.01,Happy,Happy
4.34,0.23,4.49,5.07,3.23,-0.01,Happy,Happy
4.48,0.22,4.5,5.34,3.24,-0.02,Happy,Happy
4.59,0.22,4.48,5.56,3.18,-0.03,Happy,Happy
4.6,0.22,4.43,5.64,2.96,-0.03,Happy,Happy
4.55,0.22,4.11,5.58,2.97,-0.03,Happy,Happy
4.39,0.23,4.5,5.5,3.08,-0.03,Happy,Happy
4.35,0.23,4.51,5.5,3.09,-0.04,Happy,Happy
4.43,0.23,4.49,5.52,3.08,-0.03,Happy,Happy
4.48,0.22,4.51,5.5,3.03,-0.03,Happy,Happy
4.47,0.22,4.41,5.49,2.47,-0.03,Happy,Happy
4.42,0.23,4.16,5.49,2.94,-0.04,Happy,Happy
4.32,0.23,4.46,5.29,3.1,-0.04,Happy,Happy
4.17,0.24,4.46,4.77,3.11,-0.03,Happy,Happy
4.12,0.24,4.47,4.44,3.11,-0.02,Happy,Happy
4.12,0.24,4.46,4.47,3.11,-0.02,Happy,Happy
4.15,0.24,4.21,4.55,2.79,-0.02,Happy,Happy
4.12,0.24,4.12,4.53,3.01,-0.01,Happy,Happy
3.87,0.26,4.44,4.44,3.04,-0.01,Happy,Happy
3.72,0.27,4.43,4.5,3.05,-0.02,Happy,Happy
3.92,0.26,4.42,4.69,3.03,-0.03,Happy,Happy
4.09,0.24,4.31,4.9,3.02,-0.02,Happy,Happy
4.14,0.24,4.08,5.02,2.35,-0.02,Happy,Happy
4.1,0.24,4.16,5.08,2.76,-0.02,Happy,Happy
4.07,0.25,4.21,5.05,2.74,-0.01,Happy,Happy
4.12,0.24,4.21,4.96,2.75,-0.01,Happy,Happy
4.15,0.24,4.21,4.96,2.75,-0.01,Happy,Happy
4.13,0.24,4.2,5.08,2.77,-0.01,Happy,Happy
4.11,0.24,3.75,5.19,2.51,-0.01,Happy,Happy
4.1,0.24,4.09,5.17,2.62,-0.01,Happy,Happy
4.04,0.25,4.1,5.05,2.61,0,Happy,Happy
3.96,0.25,4.11,4.92,2.61,0,Happy,Happy
3.86,0.26,4.1,4.71,2.6,0,Happy,Happy
3.73,0.27,4.12,4.59,2.49,0,Happy,Happy
3.6,0.28,4.03,4.52,2.52,0,Happy,Happy
3.43,0.29,4.15,4.42,2.52,-0.01,Happy,Happy
3.34,0.3,4.15,4.37,2.56,-0.01,Happy,Happy
3.35,0.3,4.14,4.21,2.6,0,Happy,Happy
3.34,0.3,4.14,3.86,2.59,0.01,Happy,Happy
3.34,0.3,3.85,3.69,2.44,0.01,Happy,Happy
3.25,0.31,4.18,3.78,2.84,0.01,Happy,Happy
2.94,0.34,4.19,3.9,2.84,0.02,Happy,Happy
2.76,0.36,4.18,3.93,2.83,0.06,Happy,Happy
2.96,0.34,4.18,3.97,2.86,0.07,Happy,Happy
3.18,0.31,4.21,4.04,2.89,0.06,Happy,Happy
3.29,0.3,4.12,4.11,2.79,0.06,Happy,Happy
3.32,0.3,4.51,4.25,2.91,0.05,Happy,Happy
3.58,0.28,4.57,4.33,2.88,0.02,Happy,Happy
3.94,0.25,4.56,4.39,2.86,0.01,Happy,Happy
4.07,0.25,4.57,4.37,2.84,0,Happy,Happy
4.09,0.24,4.55,4.3,2.49,0,Happy,Happy
4.11,0.24,4.56,4.25,2.87,0,Happy,Happy
4.15,0.24,4.7,4.32,2.89,-0.01,Happy,Happy
4.22,0.24,4.73,4.41,2.89,-0.01,Happy,Happy
4.25,0.24,4.73,4.42,2.89,-0.02,Happy,Happy
4.24,0.24,4.73,4.41,2.89,-0.02,Happy,Happy
4.2,0.24,4.38,4.39,2.47,-0.02,Happy,Happy
4.13,0.24,4.51,4.31,2.87,-0.02,Happy,Happy
3.9,0.26,4.5,4.13,2.92,-0.03,Happy,Happy
3.63,0.28,4.52,4.07,2.96,-0.03,Happy,Happy
3.53,0.28,4.49,4.13,2.98,-0.03,Happy,Happy
3.53,0.28,4.46,4.2,2.98,-0.02,Happy,Happy
3.52,0.28,4.3,4.17,2.92,-0.02,Happy,Happy
3.43,0.29,4.61,4.02,3.06,-0.01,Happy,Happy
3.16,0.32,6.04,4.79,4.32,0.01,Happy,Happy
4.47,0.22,6.22,6.85,4.39,-0.01,Happy,Happy
6.14,0.16,6.28,7.86,4.42,0,Happy,Happy
6.7,0.15,6.29,8.19,4.39,0,Happy,Happy
6.76,0.15,6.27,8.26,4.48,0,Happy,Happy
6.77,0.15,6.3,8.31,4.49,0,Happy,Happy
6.78,0.15,6.3,8.34,4.52,0,Happy,Happy
6.79,0.15,6.31,8.35,4.53,0,Happy,Happy
6.79,0.15,6.3,8.36,4.51,0,Happy,Happy
6.8,0.15,6.24,8.36,4.45,0,Happy,Happy
6.81,0.15,7.75,8.37,7.07,0,Happy,Happy
7.33,0.14,8.74,8.77,7.08,0,Happy,Happy
8.32,0.12,8.77,9.41,7.07,0,Happy,Happy
8.65,0.12,8.77,9.65,7.07,0,Happy,Happy
8.67,0.12,8.77,9.67,7.07,0,Happy,Happy
8.68,0.12,8.76,9.69,7.06,0,Happy,Happy
8.69,0.12,8.76,9.73,7.06,0,Happy,Happy
8.69,0.12,8.76,9.75,7.06,0,Happy,Happy
8.69,0.12,8.76,9.75,7.06,0,Happy,Happy
8.69,0.12,8.76,9.75,7.06,0,Happy,Happy
8.69,0.12,8.76,9.75,7.05,0,Happy,Happy
5.01,0.2,4.73,5.54,2.69,-0.01,Calm,Calm
4.98,0.2,4.53,5.5,2.4,-0.01,Calm,Calm
4.82,0.21,4.5,5.38,2.97,-0.01,Calm,Calm
4.42,0.23,4.44,5.22,2.94,-0.02,Calm,Calm
4,0.25,4.46,5.09,2.96,-0.02,Calm,Calm
3.58,0.28,4.48,5.11,2.97,-0.02,Calm,Calm
3.5,0.29,4.45,5.2,2.88,0,Calm,Calm
3.71,0.27,4.33,5.23,2.88,0.01,Calm,Calm
3.89,0.26,4.69,5.21,2.93,0.01,Calm,Calm
4.16,0.24,4.66,5,2.91,0.01,Calm,Calm
4.32,0.23,4.65,4.82,2.9,0.01,Calm,Calm
4.33,0.23,4.65,4.86,2.9,0.01,Calm,Calm
4.33,0.23,4.56,4.9,2.53,0.01,Calm,Calm
4.3,0.23,4.6,4.89,2.67,0.01,Calm,Calm
4.13,0.24,4.7,4.94,2.65,0.01,Calm,Calm
4.07,0.25,4.68,4.85,2.65,0.02,Calm,Calm
4.12,0.24,4.65,4.69,2.66,0.02,Calm,Calm
4.07,0.25,4.66,4.54,2.68,0.01,Calm,Calm
3.96,0.25,4.29,4.51,2.38,0.01,Calm,Calm
3.73,0.27,4.58,4.57,2.92,0,Calm,Calm
3.71,0.27,4.62,4.6,2.94,-0.01,Calm,Calm
4.2,0.24,4.64,4.51,2.94,-0.01,Calm,Calm
4.53,0.22,4.63,4.71,2.96,0,Calm,Calm
4.64,0.22,4.63,5.03,3,0,Calm,Calm
4.67,0.21,4.28,5.15,2.79,0,Calm,Calm
4.67,0.21,4.69,5.14,3.07,0,Calm,Calm
4.65,0.22,4.7,5.22,3.08,0,Calm,Calm
4.69,0.21,4.69,5.29,3.07,0,Calm,Calm
4.72,0.21,4.68,5.29,3.07,0,Calm,Calm
4.71,0.21,4.65,5.26,2.77,0,Calm,Calm
4.7,0.21,4.23,5.2,2.83,0,Calm,Calm
4.54,0.22,4.54,5.21,2.88,0,Calm,Calm
4.33,0.23,4.55,5.17,2.91,-0.01,Calm,Calm
4.24,0.24,4.58,4.94,2.89,-0.01,Calm,Calm
4.22,0.24,4.57,4.64,2.92,0,Calm,Calm
4.25,0.24,4.5,4.53,2.62,0.01,Calm,Calm
4.26,0.23,4.33,4.54,2.7,0.01,Calm,Calm
4.2,0.24,4.52,4.78,2.69,0.01,Calm,Calm
4.13,0.24,4.54,5.21,2.67,0.02,Calm,Calm
4.2,0.24,4.65,5.43,2.69,0.02,Calm,Calm
4.35,0.23,4.66,5.68,2.71,0.03,Calm,Calm
4.41,0.23,4.45,5.83,2.42,0.03,Calm,Calm
4.38,0.23,4.43,5.84,2.58,0.03,Calm,Calm
4.2,0.24,4.43,5.84,2.57,0.05,Calm,Calm
3.97,0.25,4.41,5.9,2.52,0.05,Calm,Calm
3.89,0.26,4.4,5.92,2.45,0.02,Calm,Calm
3.9,0.26,4.34,5.91,2.41,0.01,Calm,Calm
3.91,0.26,4.06,5.82,2.5,0.01,Calm,Calm
3.92,0.26,4.42,5.59,2.54,0,Calm,Calm
4,0.25,4.4,5.37,2.55,0,Calm,Calm
3.98,0.25,4.3,5.27,2.54,0.01,Calm,Calm
3.86,0.26,4.26,4.87,2.46,0,Calm,Calm
3.71,0.27,4.24,4.45,2.25,0,Calm,Calm
3.64,0.27,4.37,4.37,2.74,0,Calm,Calm
3.65,0.27,4.51,4.33,2.73,0,Calm,Calm
3.84,0.26,4.61,4.41,2.77,0.01,Calm,Calm
4,0.25,4.65,4.45,2.79,0.02,Calm,Calm
4.07,0.25,4.66,4.42,2.82,0.02,Calm,Calm
4.07,0.25,4.38,4.41,2.59,0.03,Calm,Calm
4,0.25,4.48,4.43,2.78,0.03,Calm,Calm
3.94,0.25,4.52,4.43,2.77,0.02,Calm,Calm
4.02,0.25,4.56,4.44,2.76,0,Calm,Calm
4.05,0.25,4.56,4.43,2.78,-0.01,Calm,Calm
4.07,0.25,4.55,4.4,2.72,-0.01,Calm,Calm
4.12,0.24,4.4,4.39,2.37,-0.01,Calm,Calm
4.11,0.24,4.55,4.21,2.46,-0.01,Calm,Calm
3.98,0.25,4.47,3.97,2.38,-0.02,Calm,Calm
3.88,0.26,4.43,3.88,2.34,-0.02,Calm,Calm
3.9,0.26,4.41,3.86,2.31,-0.02,Calm,Calm
3.96,0.25,4.33,4.06,2.1,-0.03,Calm,Calm
4,0.25,4.2,4.23,2.46,-0.03,Calm,Calm
4.05,0.25,4.35,4.4,2.45,-0.03,Calm,Calm
4.2,0.24,4.33,4.49,2.51,-0.01,Calm,Calm
4.34,0.23,4.33,4.53,2.51,-0.01,Calm,Calm
4.34,0.23,4.26,4.54,2.52,0,Calm,Calm
4.3,0.23,3.81,4.54,2.26,0,Calm,Calm
4.28,0.23,4.23,4.52,2.61,0,Calm,Calm
4.27,0.23,4.29,4.55,2.59,0,Calm,Calm
4.26,0.23,4.29,4.74,2.59,0,Calm,Calm
4.18,0.24,4.29,4.86,2.59,0,Calm,Calm
4.14,0.24,4.27,4.82,2.56,0.01,Calm,Calm
4.04,0.25,4.21,4.77,2.72,0.01,Calm,Calm
3.74,0.27,4.35,4.84,2.72,0.02,Calm,Calm
3.43,0.29,4.35,4.92,2.66,0.02,Calm,Calm
3.49,0.29,4.35,4.96,2.64,0,Calm,Calm
3.61,0.28,4.37,4.98,2.64,-0.01,Calm,Calm
3.69,0.27,4.39,4.99,2.48,-0.02,Calm,Calm
3.73,0.27,4.45,5.02,2.73,-0.03,Calm,Calm
3.77,0.27,4.47,4.98,2.74,-0.04,Calm,Calm
3.93,0.25,4.48,4.8,2.74,-0.04,Calm,Calm
4.11,0.24,4.49,4.62,2.74,-0.04,Calm,Calm
4.15,0.24,4.52,4.57,2.72,-0.03,Calm,Calm
4.15,0.24,4.2,4.53,2.72,-0.03,Calm,Calm
4.14,0.24,4.61,4.37,2.78,-0.03,Calm,Calm
4.14,0.24,4.68,4.21,2.79,-0.03,Calm,Calm
4.18,0.24,4.69,4.3,2.83,-0.03,Calm,Calm
4.17,0.24,4.68,4.3,2.82,-0.03,Calm,Calm
4.17,0.24,4.61,4.22,2.5,-0.03,Calm,Calm
4.14,0.24,4.57,4.14,2.73,-0.03,Calm,Calm
4.01,0.25,4.58,4.29,2.72,-0.03,Calm,Calm
3.86,0.26,4.58,4.61,2.71,-0.01,Calm,Calm
3.79,0.26,4.57,4.89,2.71,0,Calm,Calm
3.77,0.27,4.57,5,2.74,0,Calm,Calm
3.76,0.27,4.27,5,2.54,0,Calm,Calm
3.71,0.27,4.31,5.11,2.55,-0.01,Calm,Calm
3.8,0.26,4.3,5.15,2.55,-0.02,Calm,Calm
3.67,0.27,4.57,4.52,3.03,0.03,Agressive,Agressive
3.67,0.27,4.88,4.75,3.18,0.01,Agressive,Agressive
3.97,0.25,4.91,5.1,3.16,-0.02,Agressive,Agressive
4.74,0.21,4.92,5.41,3.15,-0.04,Agressive,Agressive
5.1,0.2,4.91,5.39,3.16,-0.04,Agressive,Agressive
5.25,0.19,4.92,5.47,3.15,-0.05,Agressive,Agressive
5.32,0.19,4.94,5.59,3.08,-0.05,Agressive,Agressive
5.42,0.18,5.11,5.59,3.1,-0.04,Agressive,Agressive
5.51,0.18,5.12,5.59,3.06,-0.04,Agressive,Agressive
5.52,0.18,4.99,5.67,3.01,-0.04,Agressive,Agressive
5.5,0.18,4.95,5.67,2.96,-0.04,Agressive,Agressive
5.51,0.18,4.8,5.64,2.68,-0.05,Agressive,Agressive
5.5,0.18,4.88,5.6,2.91,-0.04,Agressive,Agressive
5.36,0.19,4.91,5.28,2.92,-0.04,Agressive,Agressive
5.15,0.19,4.94,5.18,2.95,-0.04,Agressive,Agressive
4.86,0.21,4.98,5.15,2.93,-0.03,Agressive,Agressive
4.74,0.21,5.17,4.99,3.25,-0.03,Agressive,Agressive
4.78,0.21,5.08,5.27,3.3,-0.03,Agressive,Agressive
4.62,0.22,5.04,6.22,3.47,-0.02,Agressive,Agressive
4.37,0.23,5.08,6.78,3.48,-0.01,Agressive,Agressive
4.46,0.22,5.14,7.1,3.49,-0.02,Agressive,Agressive
4.65,0.21,5.16,7.33,3.5,-0.03,Agressive,Agressive
4.87,0.21,5.14,7.52,3.44,-0.04,Agressive,Agressive
5,0.2,5.24,7.63,3.55,-0.05,Agressive,Agressive
5.07,0.2,5.32,7.64,3.66,-0.05,Agressive,Agressive
5.04,0.2,5.36,7.65,3.67,-0.06,Agressive,Agressive
5.02,0.2,5.35,7.67,3.6,-0.06,Agressive,Agressive
4.98,0.2,5.17,7.68,3.29,-0.07,Agressive,Agressive
4.89,0.2,5.08,7.66,3.44,-0.09,Agressive,Agressive
4.9,0.2,5.12,7.47,3.64,-0.09,Agressive,Agressive
4.88,0.21,5.14,7.15,3.64,-0.07,Agressive,Agressive
4.82,0.21,5.07,6.89,3.64,-0.06,Agressive,Agressive
4.68,0.21,5.04,6.69,3.65,-0.05,Agressive,Agressive
4.47,0.22,4.91,6.26,3.61,-0.04,Agressive,Agressive
4.31,0.23,4.77,5.9,3.56,-0.03,Agressive,Agressive
4.2,0.24,4.73,5.9,3.52,-0.03,Agressive,Agressive
4.44,0.23,4.74,5.96,4.5,-0.03,Agressive,Agressive
5.13,0.19,6.7,6.33,5.56,-0.02,Agressive,Agressive
6.3,0.16,7.06,8.15,5.63,0,Agressive,Agressive
7.38,0.14,7.09,9.25,5.61,0,Agressive,Agressive
7.72,0.13,7.1,9.6,5.58,0,Agressive,Agressive
7.78,0.13,7.1,9.66,5.58,0,Agressive,Agressive
7.8,0.13,7.11,9.69,5.58,0,Agressive,Agressive
7.8,0.13,7.11,9.72,5.6,0,Agressive,Agressive
7.8,0.13,7.24,9.72,5.69,0,Agressive,Agressive
7.81,0.13,7.4,9.74,5.71,0,Agressive,Agressive
7.82,0.13,7.4,9.82,5.71,0,Agressive,Agressive
7.81,0.13,7.24,9.88,5.29,0,Agressive,Agressive
7.76,0.13,6.55,9.85,4.05,0,Agressive,Agressive
7.4,0.14,6.35,9.61,4.08,0,Agressive,Agressive
6.69,0.15,6.32,9.06,4.05,0,Agressive,Agressive
5.58,0.18,6.31,8.55,4.19,0,Agressive,Agressive
5.22,0.19,6.39,8.46,4.29,0,Agressive,Agressive
5.14,0.19,6.38,8.48,4.33,0,Agressive,Agressive
5.26,0.19,6.37,8.53,4.33,0,Agressive,Agressive
5.22,0.19,5.52,8.55,4.06,0,Agressive,Agressive
5.02,0.2,5.34,8.4,4.09,0,Agressive,Agressive
4.94,0.2,5.32,8.09,4.15,0,Agressive,Agressive
5.02,0.2,5.3,7.8,4.16,0,Agressive,Agressive
5.11,0.2,5.45,7.62,4.19,0,Agressive,Agressive
5.13,0.19,5.4,7.57,4.12,0,Agressive,Agressive
5.22,0.19,5.87,7.55,4.4,0,Agressive,Agressive
5.56,0.18,6.04,7.58,4.25,0,Agressive,Agressive
6.07,0.16,5.97,7.61,4.23,0,Agressive,Agressive
6.32,0.16,5.97,7.45,4.19,0,Agressive,Agressive
6.35,0.16,5.91,7.2,3.86,0,Agressive,Agressive
6.34,0.16,5.84,7.1,3.7,0.01,Agressive,Agressive
6.35,0.16,5.88,7.07,3.7,0.01,Agressive,Agressive
6.33,0.16,5.91,7.04,3.73,0,Agressive,Agressive
6.3,0.16,5.97,7.04,3.81,0,Agressive,Agressive
