alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
4.61,0.22,4.69,6.56,3.48,0.01,Calm,Calm
4.39,0.23,4.8,6.03,3.38,0,Calm,Calm
4.16,0.24,4.91,5.78,3.39,0,Calm,Calm
3.96,0.25,4.95,5.61,3.36,-0.01,Calm,Calm
3.9,0.26,4.96,5.4,3.31,-0.01,Calm,Calm
3.87,0.26,4.96,5.2,3.33,-0.01,Calm,Calm
3.9,0.26,4.9,4.97,3.66,-0.01,Calm,Calm
3.89,0.26,4.89,4.85,3.6,-0.01,Calm,Calm
3.83,0.26,4.89,4.86,3.48,-0.02,Calm,Calm
3.75,0.27,4.91,4.91,3.58,-0.03,Calm,Calm
3.68,0.27,4.86,4.92,3.55,-0.03,Calm,Calm
3.59,0.28,4.63,4.86,3.5,-0.03,Calm,Calm
3.48,0.29,4.48,4.79,3.48,-0.02,Calm,Calm
3.27,0.31,4.39,4.69,3.47,-0.03,Calm,Calm
3.01,0.33,4.35,4.66,3.54,-0.05,Calm,Calm
2.95,0.34,4.34,4.63,3.54,-0.05,Calm,Calm
2.97,0.34,4.29,4.56,3.37,-0.05,Calm,Calm
2.95,0.34,4.31,4.57,3.35,-0.04,Calm,Calm
3.21,0.31,4.46,4.53,3.46,-0.02,Calm,Calm
3.53,0.28,4.44,4.37,3.47,0,Calm,Calm
3.68,0.27,4.51,4.19,3.43,0.01,Calm,Calm
3.79,0.26,4.53,4.19,3.41,0.01,Calm,Calm
3.9,0.26,4.4,4.33,3.45,0,Calm,Calm
4.01,0.25,4.63,4.4,3.54,0,Calm,Calm
4.17,0.24,4.63,4.27,3.52,0,Calm,Calm
4.35,0.23,4.63,4.07,3.48,0,Calm,Calm
4.45,0.22,4.66,3.98,3.57,0,Calm,Calm
4.46,0.22,4.66,4.13,3.57,0,Calm,Calm
4.41,0.23,4.44,4.28,3.54,0,Calm,Calm
4.28,0.23,4.69,4.47,3.5,0,Calm,Calm
4.25,0.24,4.75,4.48,3.53,-0.01,Calm,Calm
4.28,0.23,4.72,4.47,3.51,-0.02,Calm,Calm
4.25,0.24,4.7,4.34,3.56,-0.01,Calm,Calm
4.24,0.24,4.5,4.22,3.31,-0.01,Calm,Calm
4.15,0.24,4.58,4.1,3.37,0,Calm,Calm
4.01,0.25,4.67,4.18,3.33,-0.01,Calm,Calm
3.95,0.25,4.67,4.32,3.29,-0.02,Calm,Calm
3.89,0.26,4.68,4.37,3.17,-0.01,Calm,Calm
3.88,0.26,4.66,4.24,3.12,0,Calm,Calm
3.87,0.26,4.27,3.98,2.89,0,Calm,Calm
3.79,0.26,4.68,3.72,5.71,0.01,Calm,Calm
5.14,0.19,7.59,5.55,6.13,0.01,Calm,Calm
6.93,0.14,7.69,7.76,6.13,0,Calm,Calm
7.73,0.13,7.69,8.45,6.13,0,Calm,Calm
7.91,0.13,7.69,8.57,6.14,0,Calm,Calm
7.93,0.13,7.68,8.6,6.13,0,Calm,Calm
7.95,0.13,7.69,8.65,6.14,0,Calm,Calm
7.96,0.13,7.69,8.67,6.13,0,Calm,Calm
7.97,0.13,7.69,8.69,6.13,0,Calm,Calm
7.97,0.13,7.7,8.69,6.13,0,Calm,Calm
7.98,0.13,7.69,8.69,6.12,0,Calm,Calm
7.98,0.13,7.27,8.7,3.07,0,Calm,Calm
7.87,0.13,5.17,8.55,3.06,0,Calm,Calm
7.18,0.14,4.86,7.92,3.79,0,Calm,Calm
6.02,0.17,4.98,7.03,3.91,0,Calm,Calm
5.86,0.17,5.05,7.32,3.91,0,Calm,Calm
5.88,0.17,5.02,7.81,3.96,0,Calm,Calm
5.78,0.17,4.88,7.96,3.99,0,Calm,Calm
5.66,0.18,4.98,7.99,4.09,0,Calm,Calm
5.68,0.18,4.98,8.06,4.11,0,Calm,Calm
5.73,0.17,5,8.09,4.12,0,Calm,Calm
5.72,0.17,5.01,8.09,4.1,0,Calm,Calm
5.7,0.18,4.89,8.11,4.05,0,Calm,Calm
5.69,0.18,4.71,8.14,4.16,0,Calm,Calm
5.66,0.18,4.92,8.14,3.75,0,Calm,Calm
5.42,0.18,5.02,8.12,3.77,0,Calm,Calm
4.86,0.21,5.03,7.99,3.71,0.01,Calm,Calm
4.66,0.21,5.06,7.79,3.69,0.01,Calm,Calm
4.67,0.21,5.27,7.72,3.81,0.01,Calm,Calm
4.58,0.22,5.28,7.65,3.74,0.02,Calm,Calm
4.1,0.24,5.36,7.6,3.83,0.04,Calm,Calm
3.89,0.26,5.38,7.64,3.87,0.05,Calm,Calm
4.01,0.25,5.42,7.66,4.04,0.04,Calm,Calm
4.3,0.23,5.45,7.6,4.04,0.02,Calm,Calm
4.43,0.23,5.32,7.54,3.79,0.02,Calm,Calm
4.45,0.22,5.29,7.51,3.93,0.01,Calm,Calm
4.37,0.23,5.23,7.37,4.01,0.01,Calm,Calm
4.26,0.23,5.24,6.95,4.02,-0.02,Calm,Calm
4.33,0.23,5.15,6.43,4.13,-0.02,Calm,Calm
4.35,0.23,5.1,6.17,4.42,-0.02,Calm,Calm
4.48,0.22,6.2,6.19,4.82,-0.02,Calm,Calm
5.38,0.19,6.27,7.06,4.89,-0.01,Calm,Calm
6.09,0.16,6.27,7.95,4.91,0,Calm,Calm
6.26,0.16,6.24,8.26,4.87,0,Calm,Calm
6.26,0.16,6.23,8.31,4.89,0,Calm,Calm
6.25,0.16,6.24,8.35,4.87,0,Calm,Calm
6.29,0.16,6.28,8.36,4.89,0,Calm,Calm
6.36,0.16,6.31,8.36,4.85,0,Calm,Calm
6.43,0.16,6.33,8.38,4.95,0,Calm,Calm
6.47,0.15,7,8.41,5.46,0,Calm,Calm
6.8,0.15,7.6,8.45,6.4,0,Calm,Calm
7.76,0.13,7.57,9.07,6.42,0,Calm,Calm
8.23,0.12,7.56,9.85,6.43,0,Calm,Calm
8.4,0.12,7.57,10.24,6.44,0,Agressive,Agressive
3.59,0.28,4.23,4.63,3.76,-0.02,Agressive,Agressive
3.82,0.26,4.24,4.63,3.75,-0.02,Agressive,Agressive
4.13,0.24,4.27,4.57,3.78,0,Agressive,Agressive
4.3,0.23,4.32,4.47,3.58,0,Agressive,Agressive
4.33,0.23,3.88,4.39,3.46,0,Agressive,Agressive
4.25,0.24,4.79,4.54,3.96,0.01,Agressive,Agressive
4.24,0.24,4.91,4.68,3.96,0.01,Agressive,Agressive
4.44,0.23,4.91,4.66,3.96,0,Agressive,Agressive
4.58,0.22,4.93,4.65,3.95,0,Agressive,Agressive
4.58,0.22,4.94,4.67,3.83,0.01,Agressive,Agressive
4.59,0.22,4.87,4.54,3.81,0.01,Agressive,Agressive
4.57,0.22,5,4.34,3.95,0.01,Agressive,Agressive
4.48,0.22,5.06,4.39,4.02,0.01,Agressive,Agressive
4.34,0.23,5.11,4.55,4.01,0.01,Agressive,Agressive
4.23,0.24,5.1,4.65,4.01,0,Agressive,Agressive
4.23,0.24,5.01,4.69,3.75,0,Agressive,Agressive
4.22,0.24,4.28,4.61,3.61,0,Agressive,Agressive
4.06,0.25,4.79,4.62,4.13,0,Agressive,Agressive
3.86,0.26,4.8,4.85,4.17,0,Agressive,Agressive
4.04,0.25,4.81,4.99,4.2,0,Agressive,Agressive
4.17,0.24,4.8,5.06,4.17,0,Agressive,Agressive
4.12,0.24,4.74,5.08,4.08,0,Agressive,Agressive
4.08,0.24,4.54,5.06,4.06,0,Agressive,Agressive
4.1,0.24,4.71,5,4.11,0,Agressive,Agressive
4.32,0.23,4.68,4.98,4.14,0,Agressive,Agressive
4.51,0.22,4.7,5,4.16,0,Agressive,Agressive
4.55,0.22,4.73,4.96,4.2,0,Agressive,Agressive
4.57,0.22,4.56,4.94,3.73,0,Agressive,Agressive
4.56,0.22,4.18,4.87,3.62,0,Agressive,Agressive
4.4,0.23,4.63,4.72,3.76,0.01,Agressive,Agressive
4.39,0.23,4.63,4.65,3.77,0.01,Agressive,Agressive
4.59,0.22,4.62,4.71,3.8,0,Agressive,Agressive
4.67,0.21,4.64,4.72,3.76,0,Agressive,Agressive
4.69,0.21,4.63,4.73,3.64,0,Agressive,Agressive
4.61,0.22,4.51,4.75,4.02,0,Agressive,Agressive
4.37,0.23,4.79,4.75,4.06,0,Agressive,Agressive
4.32,0.23,4.78,4.65,4.06,-0.01,Agressive,Agressive
4.41,0.23,4.82,4.66,4.02,0,Agressive,Agressive
4.39,0.23,4.79,4.7,4.18,0,Agressive,Agressive
4.39,0.23,4.78,4.69,4.04,0,Agressive,Agressive
4.34,0.23,4.48,4.66,4.08,0,Agressive,Agressive
4.01,0.25,4.53,4.61,4.1,0,Agressive,Agressive
3.71,0.27,4.53,4.56,4.14,0.01,Agressive,Agressive
3.7,0.27,4.56,4.57,4.13,0.02,Agressive,Agressive
3.72,0.27,4.51,4.63,4.08,0.02,Agressive,Agressive
3.79,0.26,4.3,4.7,3.79,0.02,Agressive,Agressive
3.78,0.26,4.25,4.8,3.93,0.01,Agressive,Agressive
3.64,0.27,4.3,4.9,3.94,0.02,Agressive,Agressive
3.76,0.27,4.24,4.85,3.84,0,Agressive,Agressive
4.04,0.25,4.26,4.88,3.84,-0.01,Agressive,Agressive
4.13,0.24,4.28,4.9,3.83,-0.01,Agressive,Agressive
4.12,0.24,4.29,4.88,3.74,-0.01,Agressive,Agressive
4.14,0.24,4.6,4.81,3.81,-0.01,Agressive,Agressive
4.14,0.24,4.69,4.74,3.96,-0.01,Agressive,Agressive
4.17,0.24,4.7,4.84,3.99,0,Agressive,Agressive
4.2,0.24,4.74,4.93,3.99,0.01,Agressive,Agressive
4.21,0.24,4.68,4.8,3.96,0.01,Agressive,Agressive
4.16,0.24,4.53,4.68,3.9,0.01,Agressive,Agressive
4.07,0.25,4.84,4.69,4.29,0.01,Agressive,Agressive
3.92,0.26,4.95,4.68,4.29,0.02,Agressive,Agressive
4.01,0.25,4.94,4.66,4.25,0.02,Agressive,Agressive
4.09,0.24,4.95,4.8,4.4,0.02,Agressive,Agressive
4.09,0.24,4.92,4.96,4.43,0.02,Agressive,Agressive
4.04,0.25,4.58,5.03,4.35,0.01,Agressive,Agressive
4.03,0.25,4.87,5.03,4.39,0,Agressive,Agressive
4.17,0.24,4.89,5,4.37,-0.01,Agressive,Agressive
4.35,0.23,4.91,5.03,4.36,-0.01,Agressive,Agressive
4.4,0.23,4.91,5.09,4.3,-0.01,Agressive,Agressive
4.39,0.23,4.94,5.06,4.23,-0.01,Agressive,Agressive
4.36,0.23,4.61,4.94,3.87,-0.01,Agressive,Agressive
4.28,0.23,4.89,4.84,3.99,-0.02,Agressive,Agressive
4.1,0.24,4.94,4.85,3.82,-0.02,Agressive,Agressive
4.12,0.24,4.93,4.83,3.79,-0.02,Agressive,Agressive
4.2,0.24,4.91,4.83,3.75,-0.01,Agressive,Agressive
4.19,0.24,4.86,4.91,3.68,-0.01,Agressive,Agressive
4.12,0.24,4.57,5.04,3.65,-0.01,Agressive,Agressive
3.91,0.26,4.6,5.11,3.7,-0.01,Agressive,Agressive
3.82,0.26,4.6,5.1,3.72,-0.02,Agressive,Agressive
3.87,0.26,4.54,5.1,3.71,-0.03,Agressive,Agressive
3.92,0.26,4.47,5.11,3.67,-0.02,Agressive,Agressive
3.93,0.25,4.39,5.13,3.51,-0.02,Agressive,Agressive
3.93,0.25,3.9,5.15,3.56,-0.02,Agressive,Agressive
3.84,0.26,3.92,5.18,3.56,-0.02,Agressive,Agressive
3.64,0.27,3.97,5.16,3.81,-0.03,Agressive,Agressive
3.58,0.28,4.07,5.17,3.77,-0.04,Agressive,Agressive
3.55,0.28,4.07,5.18,3.68,-0.04,Agressive,Agressive
3.47,0.29,4.06,5.1,3.61,-0.04,Agressive,Agressive
3.47,0.29,4.62,5.08,3.63,-0.02,Agressive,Agressive
3.84,0.26,4.63,5.22,3.7,0.01,Agressive,Agressive
4.15,0.24,4.67,5.27,3.76,0.01,Agressive,Agressive
4.28,0.23,4.71,5.28,3.83,0.01,Agressive,Agressive
4.31,0.23,4.71,5.29,3.77,0.01,Agressive,Agressive
4.3,0.23,4.81,5.34,3.94,0.01,Agressive,Agressive
4.36,0.23,4.83,5.33,3.94,0.01,Agressive,Agressive
4.53,0.22,4.81,5.27,3.82,0,Agressive,Agressive
4.64,0.22,4.79,5.2,3.85,0,Agressive,Agressive
4.66,0.21,4.82,5.05,3.86,0,Agressive,Agressive
4.64,0.22,4.8,4.93,3.89,0,Agressive,Agressive
4.56,0.22,4.64,4.83,3.83,0,Agressive,Agressive
4.37,0.23,4.65,4.73,3.75,0,Agressive,Agressive
4.19,0.24,4.65,4.85,3.8,-0.01,Agressive,Agressive
4.12,0.24,4.66,5.01,3.8,-0.01,Agressive,Agressive
4.16,0.24,4.62,4.99,3.88,-0.01,Agressive,Agressive
4.15,0.24,4.81,4.98,3.78,-0.01,Agressive,Agressive
4.2,0.24,4.78,5.02,3.75,-0.01,Agressive,Agressive
4.27,0.23,4.83,5.06,4.09,-0.01,Agressive,Agressive
4.28,0.23,4.93,5.15,4.22,-0.01,Agressive,Sad
3.53,0.28,4.33,4.88,3.07,0.03,Agressive,Sad
3.3,0.3,4.31,4.72,3.16,0.05,Agressive,Sad
3.23,0.31,4.31,4.31,3.31,0.05,Agressive,Sad
4.16,0.24,7.02,4.93,5.61,0.01,Agressive,Sad
6.19,0.16,7.32,6.41,5.63,0,Agressive,Sad
7.12,0.14,7.33,7.51,5.67,0,Agressive,Sad
7.42,0.13,7.83,8.03,6.4,0,Agressive,Sad
7.7,0.13,7.97,8.61,6.4,0,Agressive,Sad
8.12,0.12,7.98,9.13,6.4,0,Agressive,Sad
8.34,0.12,7.98,9.34,6.4,0,Agressive,Sad
8.36,0.12,7.98,9.39,6.4,0,Agressive,Sad
8.37,0.12,7.98,9.41,6.4,0,Agressive,Sad
8.38,0.12,7.99,9.41,6.4,0,Agressive,Sad
8.38,0.12,7.98,9.42,6.27,0,Agressive,Sad
8.37,0.12,7.41,9.41,5.87,0,Agressive,Sad
8.24,0.12,7.31,9.35,5.85,0,Agressive,Sad
7.99,0.13,7.31,9.21,5.51,0,Agressive,Sad
7.91,0.13,5.59,9.11,3.46,0,Agressive,Sad
7.57,0.13,5,8.71,3.79,0,Agressive,Sad
6.38,0.16,4.84,7.8,3.86,0,Agressive,Sad
5.32,0.19,4.79,6.89,3.77,0,Agressive,Sad
4.97,0.2,4.79,6.22,3.82,0,Agressive,Sad
4.66,0.21,4.7,5.68,3.99,0,Agressive,Sad
4.57,0.22,4.7,5.6,3.96,0,Agressive,Sad
4.38,0.23,4.68,5.41,3.98,0,Agressive,Sad
4.23,0.24,4.61,5.12,3.98,0,Agressive,Sad
4.17,0.24,4.55,4.9,4.02,0,Agressive,Sad
4.22,0.24,4.53,5.03,4.08,-0.01,Agressive,Sad
4.4,0.23,4.54,5.34,4.1,-0.01,Agressive,Sad
4.5,0.22,4.5,5.42,3.9,-0.02,Agressive,Sad
4.46,0.22,4.53,5.45,4.03,-0.02,Agressive,Sad
4.46,0.22,4.6,5.41,4.02,-0.02,Agressive,Sad
4.44,0.23,4.59,5.3,3.71,-0.02,Agressive,Sad
4.5,0.22,4.69,5.24,3.67,-0.02,Agressive,Sad
4.67,0.21,4.77,5.25,3.67,-0.01,Agressive,Sad
4.65,0.22,4.81,5.38,3.66,-0.02,Agressive,Sad
4.55,0.22,4.8,5.52,3.6,-0.02,Agressive,Sad
4.51,0.22,4.85,5.46,3.55,-0.02,Agressive,Sad
4.46,0.22,4.83,5.29,3.58,-0.01,Agressive,Sad
4.41,0.23,4.87,5.2,3.59,-0.02,Agressive,Sad
4.55,0.22,4.84,5.18,3.49,-0.03,Agressive,Sad
4.66,0.21,4.8,5.16,3.28,-0.02,Agressive,Sad
4.69,0.21,4.72,5.17,3.27,-0.02,Agressive,Sad
4.68,0.21,4.63,5.19,3.23,-0.02,Agressive,Sad
4.57,0.22,4.63,5.27,3.25,-0.02,Agressive,Sad
4.42,0.23,4.56,5.24,3.22,-0.02,Agressive,Sad
4.58,0.22,4.56,5.03,3.27,-0.02,Agressive,Sad
4.68,0.21,4.62,4.88,3.62,-0.02,Agressive,Sad
4.7,0.21,4.58,4.92,3.6,-0.02,Agressive,Sad
4.67,0.21,4.51,4.79,3.55,-0.02,Agressive,Sad
4.53,0.22,4.54,4.57,3.55,-0.01,Agressive,Sad
4.31,0.23,4.57,4.53,3.74,-0.01,Agressive,Sad
4.13,0.24,4.54,4.54,3.84,-0.01,Agressive,Sad
4.12,0.24,4.54,4.57,3.95,-0.01,Agressive,Sad
4.12,0.24,4.65,4.56,4.09,-0.01,Agressive,Sad
4.11,0.24,4.64,4.44,4.13,-0.01,Agressive,Sad
4.05,0.25,4.66,4.28,4.12,-0.01,Agressive,Sad
3.88,0.26,4.63,4.37,4.17,0,Agressive,Sad
3.67,0.27,4.55,4.47,4.03,0,Agressive,Sad
3.65,0.27,4.59,4.69,3.91,0,Agressive,Sad
3.62,0.28,4.58,4.85,3.86,0,Agressive,Sad
3.64,0.27,4.54,4.88,3.89,0,Agressive,Sad
3.78,0.26,4.59,4.93,3.66,0,Agressive,Sad
3.86,0.26,4.64,4.92,3.58,0,Agressive,Sad
3.85,0.26,4.7,4.97,3.43,-0.01,Agressive,Sad
3.86,0.26,4.67,4.96,3.34,-0.01,Agressive,Sad
3.94,0.25,4.56,4.94,3.24,0,Agressive,Sad
3.98,0.25,4.55,4.92,3.15,0.01,Agressive,Sad
4.05,0.25,4.57,4.86,3.06,0.01,Agressive,Sad
4.15,0.24,4.57,4.74,3.05,0.01,Agressive,Sad
4.21,0.24,4.47,4.67,3.21,0.01,Agressive,Sad
4.35,0.23,4.49,4.87,3.27,0,Agressive,Sad
4.4,0.23,4.5,5,3.29,0,Agressive,Sad
4.41,0.23,4.42,5.05,3.36,0,Agressive,Sad
4.39,0.23,4.38,5.01,3.35,0,Agressive,Sad
4.4,0.23,4.62,4.94,3.27,0,Agressive,Sad
4.4,0.23,4.57,4.97,3.23,-0.01,Agressive,Sad
4.42,0.23,4.6,5.01,3.37,-0.01,Agressive,Sad
4.38,0.23,4.57,5.04,3.41,-0.02,Agressive,Sad
4.25,0.24,4.55,5.02,3.39,-0.02,Agressive,Sad
4.21,0.24,4.61,4.97,3.4,-0.02,Agressive,Sad
4.17,0.24,4.68,4.82,3.3,-0.02,Agressive,Sad
3.96,0.25,4.7,4.59,3.26,-0.02,Agressive,Sad
3.71,0.27,4.72,4.38,3.21,-0.01,Agressive,Sad
3.69,0.27,4.79,4.41,3.23,-0.01,Agressive,Sad
3.74,0.27,4.73,4.68,3.34,0,Agressive,Sad
3.72,0.27,4.62,4.78,3.57,0,Agressive,Sad
3.55,0.28,4.53,4.76,3.54,0.01,Agressive,Sad
3.5,0.29,4.54,4.82,3.47,0.02,Agressive,Sad
3.73,0.27,4.57,4.91,3.53,0.02,Agressive,Sad
3.8,0.26,4.64,4.96,3.56,0.02,Agressive,Sad
3.74,0.27,4.77,5.01,3.85,0.04,Agressive,Sad
3.84,0.26,4.82,5.09,3.82,0.04,Agressive,Sad
4.07,0.25,4.82,5.14,3.79,0.03,Agressive,Sad
4.31,0.23,4.79,5.14,3.78,0.01,Agressive,Sad
4.38,0.23,4.7,5.05,3.72,0.01,Agressive,Sad
4.36,0.23,4.68,4.92,3.53,0,Agressive,Sad
4.37,0.23,4.73,4.96,3.77,0.01,Agressive,Sad
4.43,0.23,4.74,4.98,3.8,0.01,Agressive,Sad
4.46,0.22,4.77,4.92,3.79,0.01,Agressive,Sad
4.42,0.23,4.73,4.87,3.79,0.01,Agressive,Sad
4.4,0.23,4.69,4.84,3.69,0.01,Agressive,Sad
4.42,0.23,4.14,4.78,3.59,0.01,Agressive,Sad
4.38,0.23,4.35,4.74,3.63,0,Agressive,Sad
4.25,0.24,4.37,4.53,3.65,0,Agressive,Sad
4.13,0.24,4.38,4.44,3.63,0.01,Agressive,Sad
4.15,0.24,4.39,4.44,3.66,0.02,Happy,Sad
4.45,0.22,4.56,4.51,3.99,-0.01,Happy,Happy
4.43,0.23,4.31,4.37,3.78,-0.01,Happy,Happy
4.35,0.23,4.49,4.39,4.12,-0.01,Happy,Happy
4.24,0.24,4.5,4.48,4.14,-0.01,Happy,Happy
4.18,0.24,4.45,4.51,4.16,0,Happy,Happy
4.08,0.24,4.43,4.42,4.14,0,Happy,Happy
3.9,0.26,4.37,4.41,4.01,0,Happy,Happy
3.72,0.27,4.12,4.68,3.88,0.01,Happy,Happy
3.47,0.29,4.25,4.95,3.89,0.01,Happy,Happy
3.33,0.3,4.24,5.04,3.88,0.01,Happy,Happy
3.41,0.29,4.24,5.04,3.73,-0.01,Happy,Happy
3.4,0.29,4.16,5.02,3.74,0,Happy,Happy
3.38,0.3,4.01,4.94,3.4,-0.01,Happy,Happy
3.34,0.3,4.22,4.83,3.24,-0.01,Happy,Happy
3.29,0.3,4.3,4.77,3.19,-0.02,Happy,Happy
3.4,0.29,4.31,4.78,3.17,-0.02,Happy,Happy
3.68,0.27,4.32,4.76,3.16,-0.01,Happy,Happy
3.81,0.26,4.28,4.61,3.03,-0.02,Happy,Happy
3.85,0.26,4.12,4.29,2.88,-0.02,Happy,Happy
3.85,0.26,4.33,3.9,3,-0.02,Happy,Happy
3.7,0.27,4.39,3.69,2.93,-0.01,Happy,Happy
3.68,0.27,4.42,3.76,3.01,0,Happy,Happy
3.83,0.26,4.41,3.81,3.04,0,Happy,Happy
3.92,0.26,4.4,3.91,3.01,0,Happy,Happy
3.93,0.25,3.88,4.02,3.19,0,Happy,Happy
3.9,0.26,4.22,4.03,3.32,0,Happy,Happy
3.71,0.27,4.41,4.19,3.46,0,Happy,Happy
3.57,0.28,4.44,4.4,3.45,0.01,Happy,Happy
3.63,0.28,4.45,4.51,3.48,0.01,Happy,Happy
3.66,0.27,4.47,4.52,3.44,0.02,Happy,Happy
3.64,0.27,4.18,4.49,3.4,0.02,Happy,Happy
3.6,0.28,4.37,4.42,3.56,0.02,Happy,Happy
3.51,0.29,4.74,4.54,3.6,0,Happy,Happy
3.74,0.27,4.74,4.9,3.59,0,Happy,Happy
3.94,0.25,4.76,5.14,3.52,0,Happy,Happy
3.97,0.25,6.31,5.65,5.55,0,Happy,Happy
5.4,0.19,7.19,7.4,5.56,0,Happy,Happy
7,0.14,7.22,8.5,5.57,0,Happy,Happy
7.51,0.13,7.23,8.91,5.58,0,Happy,Happy
7.57,0.13,7.23,9.01,5.58,0,Happy,Happy
7.57,0.13,7.24,9.09,5.6,0,Happy,Happy
7.57,0.13,7.24,9.22,5.65,0,Happy,Happy
7.6,0.13,7.22,9.26,5.62,0,Happy,Happy
7.64,0.13,7.22,9.27,5.63,0,Happy,Happy
7.66,0.13,7.22,9.29,5.63,0,Happy,Happy
7.66,0.13,7.22,9.32,5.61,0,Happy,Happy
7.66,0.13,5.66,9.31,3.87,0,Happy,Happy
7.4,0.14,6.04,9.17,4.71,0,Happy,Happy
6.78,0.15,6.14,8.81,5.3,0,Happy,Happy
6.39,0.16,6.99,8.72,5.51,0,Happy,Happy
6.41,0.16,7.03,9.03,5.5,0,Happy,Happy
6.82,0.15,7.03,9.12,5.46,0,Happy,Happy
7.02,0.14,7.02,9.07,5.44,0,Happy,Happy
6.99,0.14,7.02,9.09,5.44,0,Happy,Happy
6.95,0.14,7.01,9.1,5.43,0,Happy,Happy
6.93,0.14,7.01,9.06,5.44,0,Happy,Happy
6.91,0.14,7.01,9.04,5.44,0,Happy,Happy
6.9,0.14,6.96,9.04,5.2,0,Happy,Happy
6.88,0.15,6.64,9.02,5.07,0,Happy,Happy
6.68,0.15,5.93,8.88,3.06,0,Happy,Happy
6.55,0.15,3.99,8.48,2.82,0,Happy,Happy
6.26,0.16,4.06,7.67,2.8,0,Happy,Happy
5.41,0.18,4,6.71,2.32,0,Happy,Happy
5.01,0.2,3.96,6.41,2.37,-0.01,Happy,Happy
4.71,0.21,3.99,6.11,2.39,-0.01,Happy,Happy
4.5,0.22,4.04,5.59,2.52,-0.01,Happy,Happy
4.46,0.22,4.1,5.29,2.6,-0.01,Happy,Happy
4.44,0.23,4.1,5.24,2.66,0,Happy,Happy
4.41,0.23,4.12,5.15,2.73,0,Happy,Happy
4.47,0.22,4.95,5.03,3.34,0,Happy,Happy
5.19,0.19,6.03,5.46,3.4,0,Happy,Happy
6.12,0.16,6.22,6.79,3.77,0,Happy,Happy
6.41,0.16,6.3,7.54,3.87,0,Happy,Happy
6.4,0.16,6.34,7.76,3.97,0,Happy,Happy
6.46,0.15,6.34,7.78,3.97,0,Happy,Happy
6.52,0.15,6.34,7.8,3.97,0,Happy,Happy
6.55,0.15,6.32,7.81,3.94,0,Happy,Happy
6.58,0.15,6.35,7.81,4.01,0,Happy,Happy
6.6,0.15,6.37,7.82,4.03,0,Happy,Happy
6.6,0.15,6.36,7.82,4.03,0,Happy,Happy
6.59,0.15,5.85,7.83,3.77,0,Happy,Happy
6.41,0.16,5.36,7.76,3.74,0,Happy,Happy
5.71,0.18,4.93,7.43,3.48,0,Happy,Happy
5.18,0.19,4.69,6.64,3.25,0,Happy,Happy
5.08,0.2,4.9,6.04,3.21,0,Happy,Happy
4.81,0.21,4.97,6.36,3.27,0,Happy,Happy
4.66,0.21,5.01,6.54,3.23,0,Happy,Happy
4.59,0.22,4.99,6.6,3.11,0,Happy,Happy
4.38,0.23,5.07,6.63,3.06,-0.01,Happy,Happy
4.5,0.22,5.07,6.64,3.07,-0.02,Happy,Happy
4.68,0.21,5.1,6.66,3.08,-0.01,Happy,Happy
4.72,0.21,5.31,6.66,3.64,0,Happy,Happy
4.82,0.21,5.31,6.67,3.64,0.01,Happy,Happy
5.04,0.2,5.22,6.68,3.65,0.01,Happy,Happy
5.24,0.19,5.2,6.67,3.67,0,Happy,Happy
5.35,0.19,5.06,6.51,3.67,0,Happy,Happy
5.33,0.19,4.98,6.11,3.62,0,Happy,Happy
5.24,0.19,4.97,5.78,3.61,0.01,Happy,Happy
5.22,0.19,4.98,5.68,3.6,0.01,Happy,Happy
5.21,0.19,5,5.64,3.6,0.01,Happy,Happy
5.17,0.19,5.02,5.59,3.55,0.01,Happy,Happy
5.13,0.2,4.96,5.45,3.34,0,Happy,Happy
5.07,0.2,4.57,5.28,2.86,0,Happy,Happy
4.93,0.2,4.66,5.24,2.97,0,Happy,Happy
4.66,0.21,4.6,5.05,2.87,0,Happy,Happy
3.8,0.26,4.79,5.63,3.22,-0.07,Agressive,Agressive
3.67,0.27,4.78,5.66,3.21,-0.07,Agressive,Agressive
3.71,0.27,4.76,5.68,3.18,-0.05,Agressive,Agressive
3.72,0.27,4.61,5.71,3.01,-0.04,Agressive,Agressive
3.68,0.27,4.78,5.75,3.19,-0.05,Agressive,Agressive
3.72,0.27,4.8,5.76,3.18,-0.04,Agressive,Agressive
3.94,0.25,4.82,5.77,3.17,-0.02,Agressive,Agressive
4.09,0.24,4.81,5.78,3.15,-0.01,Agressive,Agressive
4.12,0.24,4.43,5.75,2.54,0,Agressive,Agressive
4.17,0.24,4.02,5.53,2.58,0.01,Agressive,Agressive
4.09,0.24,4.35,5.13,2.92,0.02,Agressive,Agressive
4.11,0.24,4.42,4.73,2.9,0.04,Agressive,Agressive
4.19,0.24,4.45,4.5,2.91,0.05,Agressive,Agressive
4.2,0.24,4.46,4.44,2.89,0.04,Agressive,Agressive
4.18,0.24,4.45,4.44,2.75,0.04,Agressive,Agressive
4.18,0.24,4.25,4.33,2.74,0.04,Agressive,Agressive
4.03,0.25,4.35,4.32,2.76,0.04,Agressive,Agressive
3.85,0.26,4.32,4.31,2.79,0.04,Agressive,Agressive
3.82,0.26,4.32,4.2,2.74,0.03,Agressive,Agressive
3.75,0.27,4.35,4.11,2.86,0.03,Agressive,Agressive
3.64,0.27,4.26,4.18,2.43,0.03,Agressive,Agressive
